iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
214,445.755,1,20.5661,24.3459,12.6084,1.45989,0.0452046,-0.408497,0.63229,0.213283,0.756652,0.226651,0.996393
215,455.016,1,20.1276,24.8184,12.8436,1.44405,0.0534002,-0.395029,0.589424,0.212754,0.745585,0.219224,1.01351
216,458.459,1,20.581,24.8318,12.0232,1.41011,0.0519841,-0.414151,0.724353,0.216054,0.785948,0.239878,1.13169
217,453.57,1,20.0508,25.1437,12.8554,1.41008,0.052537,-0.392956,-0.276958,0.206779,0.726902,0.255957,1.01553
218,456.751,1,20.389,24.7357,12.0147,1.54463,0.04395,-0.40443,-0.628865,0.218319,0.77166,0.266063,0.999757
219,468.135,1,19.9954,24.48,12.7666,1.58871,0.0459787,-0.387766,0.13632,0.215881,0.891042,0.263519,1.05199
220,472.446,1,20.4645,24.537,11.6592,1.63155,0.0482989,-0.410309,1.38054,0.219026,0.809596,0.2822,1.00108
221,474.894,1,20.908,24.6517,11.3274,1.64512,0.0497095,-0.432512,0.616264,0.228499,0.652458,0.304296,1.07099
222,470.134,1,21.2291,25.2723,10.5872,1.56242,0.0531099,-0.448421,0.934936,0.221551,0.723202,0.268973,1.01251
223,465.315,1,20.9013,25.6784,10.6315,1.54617,0.0492322,-0.429829,0.688393,0.231608,0.683771,0.268777,1.08202
224,468.676,1,21.1778,25.6683,10.8313,1.47596,0.0533808,-0.43533,0.12405,0.222257,0.824365,0.266126,1.0626
225,475.047,1,20.8361,25.3223,11.0543,1.61051,0.0515947,-0.422011,-0.170839,0.218193,0.791129,0.257256,1.12006
226,478.676,1,20.7739,25.5606,10.8024,1.6105,0.0495123,-0.423014,0.395265,0.23542,0.864523,0.27331,1.06962
227,466.359,1,20.6158,24.7017,11.0886,1.56404,0.0466378,-0.413262,0.0863103,0.234713,0.819577,0.272712,0.982083
228,467.768,1,20.3984,24.3371,11.8538,1.56402,0.0471961,-0.410804,0.73421,0.22636,0.844353,0.273105,1.03294
229,472.987,1,20.5759,24.0567,11.9797,1.54776,0.0523979,-0.415258,-0.30003,0.229558,0.812511,0.265718,1.04144
230,473.391,1,20.3955,24.4115,12.5889,1.51674,0.0552056,-0.402895,0.218218,0.222258,0.862722,0.275809,0.960318
231,472.525,1,20.5069,24.0237,13.0593,1.43118,0.0609862,-0.400172,0.670265,0.21901,0.781365,0.276188,0.988334
232,470.529,1,20.1674,24.2099,13.0218,1.4325,0.0553993,-0.392026,1.47372,0.212707,0.994168,0.26138,1.00344
233,465.157,1,20.6046,24.4971,14.2123,1.30476,0.0549687,-0.414942,2.07295,0.222092,1.037,0.262136,1.06272
234,462.363,1,21.1485,24.9672,13.4422,1.44693,0.0484787,-0.423876,1.26465,0.227955,1.03556,0.252004,0.957365
235,463.259,1,20.346,25.2357,14.4033,1.47234,0.0476614,-0.395561,1.57573,0.217976,1.02494,0.251249,1.00823
236,457.565,1,19.4927,25.6735,13.0283,1.44755,0.0489805,-0.350552,1.53596,0.223404,0.954391,0.22978,0.972144
237,457.803,1,21.1934,25.5484,12.6383,1.43292,0.0469422,-0.435734,1.22515,0.225167,1.01389,0.232319,1.01235
238,453.993,1,20.3321,25.656,12.0463,1.37259,0.0461688,-0.397587,1.87901,0.222472,0.993186,0.236814,1.1063
239,454.356,1,20.5676,25.3046,13.5348,1.37264,0.0496447,-0.418647,1.10446,0.226979,0.952754,0.234765,0.988466
240,463.832,1,20.5197,25.2053,12.4226,1.39628,0.053912,-0.412647,1.09945,0.218775,0.940349,0.254342,0.975183
241,464.784,1,20.5919,24.5301,12.718,1.43868,0.0557772,-0.414846,0.696076,0.21931,0.927116,0.231618,0.926426
242,455.941,1,20.5746,24.747,13.1034,1.48627,0.045584,-0.414058,-0.0211054,0.220754,1.03597,0.234036,0.874849
243,453.011,1,20.535,24.5897,13.6641,1.58259,0.0426376,-0.406049,0.573739,0.212711,0.992498,0.222764,0.821694
244,452.979,1,21.1024,24.4854,12.9329,1.63474,0.0369472,-0.425635,0.646881,0.211062,0.98664,0.235202,0.882249
245,459.264,1,20.728,24.9578,13.0587,1.67941,0.037224,-0.415224,0.947483,0.218513,0.995564,0.238404,0.898935
246,459.175,1,20.5599,24.1805,11.5987,1.67933,0.0351377,-0.402389,0.353426,0.226658,1.04186,0.250331,0.889322
247,456.822,1,19.7691,24.0577,13.2169,1.63483,0.0341588,-0.375589,-0.0732847,0.230828,1.00899,0.260983,0.904461
248,447.297,1,20.5855,23.8405,11.7997,1.56912,0.0334605,-0.410267,0.0119157,0.222298,0.985759,0.253269,0.890632
249,447.062,1,20.4589,23.7593,10.7392,1.60601,0.0312166,-0.408431,-0.021378,0.224969,0.944834,0.245774,0.92842
250,439.989,1,20.7522,23.7127,11.3909,1.49187,0.036725,-0.409732,1.30716,0.221396,0.860681,0.2547,0.86099
251,442.9,1,20.7038,23.9449,12.9708,1.49183,0.0364665,-0.416605,1.25358,0.226486,0.909333,0.27949,0.82716
252,450.26,1,21.2136,23.8711,12.2978,1.51575,0.0432403,-0.435066,1.1573,0.215376,0.96426,0.259069,0.755003
253,451.221,1,21.1234,24.0537,11.9341,1.57788,0.038531,-0.430124,-0.320023,0.22622,0.947341,0.257054,0.794274
254,453.41,1,20.6211,23.9205,12.3661,1.67233,0.0339063,-0.412108,0.196512,0.221674,1.01188,0.253369,0.78718
255,456.78,1,20.6417,23.9391,12.6416,1.62878,0.0372118,-0.405069,1.0806,0.22807,0.97898,0.249667,0.885067
256,462.578,1,20.9568,24.5196,12.5286,1.62885,0.039075,-0.413879,0.725505,0.236331,0.985243,0.251561,0.922967
257,454.571,1,20.8715,24.8284,13.0592,1.54934,0.0400476,-0.428627,-0.249141,0.227524,0.964193,0.254435,0.882118
258,458.949,1,20.9237,24.7358,12.3157,1.62793,0.0384716,-0.429488,-0.459955,0.229473,1.08935,0.238925,0.824739
259,455.974,1,20.8591,24.8917,13.4617,1.65841,0.031218,-0.431673,-0.237774,0.219902,1.1708,0.242274,0.908147
260,461.591,1,20.2623,24.7703,12.5729,1.60974,0.0403922,-0.405796,0.131177,0.222539,1.0798,0.231231,0.938468
261,462.59,1,20.4142,24.213,12.7981,1.56924,0.0419937,-0.401082,-0.524033,0.235338,1.07952,0.219038,1.001
262,463.97,1,20.7474,24.512,14.309,1.4966,0.0481193,-0.426872,-0.973054,0.229405,1.04718,0.216956,1.00705
263,463.104,1,20.5977,25.2726,13.4111,1.55679,0.0452511,-0.413103,0.0055087,0.223682,1.05671,0.213833,0.990531
264,467.488,1,20.3595,25.6883,15.7769,1.53045,0.0480125,-0.407937,-0.789643,0.226869,1.00996,0.226196,1.06421
265,462.566,1,20.954,25.2086,14.8264,1.53038,0.0453782,-0.430361,-0.150825,0.222444,1.04889,0.238358,1.02015
266,481.253,1,20.3571,25.1818,14.791,1.53161,0.051333,-0.400898,-0.302537,0.226825,1.231,0.24398,1.09806
267,477.923,1,20.7219,25.1964,13.9381,1.47372,0.0536176,-0.420001,0.0653059,0.221253,1.30849,0.232688,1.02298
268,465.657,1,19.9934,25.2903,13.9119,1.42128,0.0524894,-0.393271,0.482491,0.211378,1.09369,0.235436,1.00001
269,458.347,1,20.0195,25.1218,14.9253,1.38779,0.0501344,-0.391899,1.51349,0.212169,1.09287,0.234381,0.966579
270,459.357,1,20.5265,25.0175,14.2868,1.36373,0.0528978,-0.419388,1.45272,0.221548,1.11158,0.211655,0.959731
271,454.035,1,21.0525,25.19,14.3415,1.42534,0.0476545,-0.430927,1.6593,0.214291,1.1209,0.217252,0.904272
272,465.57,1,21.0383,25.0171,12.7909,1.55314,0.0449506,-0.425812,1.36725,0.21927,1.18023,0.253134,0.861274
273,473.73,1,21.0398,25.5341,11.8695,1.55324,0.0483363,-0.426015,0.859766,0.229552,1.25211,0.254055,0.849933
274,473.365,1,20.3426,24.5199,12.2161,1.56495,0.0528554,-0.406144,0.446885,0.223506,1.08688,0.244097,0.830211
275,469.65,1,20.2899,24.3265,12.6391,1.6776,0.0456983,-0.402035,0.899314,0.219059,1.05351,0.2231,0.880437
276,471.218,1,20.9662,24.2404,11.6799,1.67754,0.0433833,-0.428848,0.17137,0.219978,1.0213,0.245439,0.976527
277,477.908,1,21.0299,23.9778,12.3712,1.6248,0.0479989,-0.42637,0.762686,0.225197,1.17192,0.248433,0.954329
278,477.092,1,20.4867,23.8315,12.8057,1.6248,0.0484929,-0.410714,0.496538,0.226492,1.16784,0.234069,0.956807
279,470.338,1,20.9665,23.9011,12.5905,1.66258,0.0437805,-0.425665,1.26138,0.229377,1.09124,0.205565,1.0308
280,463.964,1,20.1821,23.416,12.1621,1.59068,0.0440281,-0.394203,1.35821,0.220292,1.05547,0.218202,0.998395
281,459.244,1,20.6467,23.4826,11.9595,1.60899,0.0393157,-0.408108,1.39307,0.224396,1.17234,0.206266,0.938507
282,458.494,1,20.8016,23.5114,12.2639,1.69725,0.0355162,-0.421556,1.21342,0.226039,1.19168,0.197723,0.866074
283,458.04,1,20.654,23.2338,14.1609,1.57746,0.043669,-0.415688,1.71523,0.21801,1.21151,0.191606,0.86405
284,464.211,1,20.349,23.3254,14.7361,1.40319,0.055794,-0.407574,1.8444,0.220065,1.28805,0.18059,0.910424
285,464.662,1,20.496,23.1653,15.4128,1.47225,0.0526291,-0.410151,1.75871,0.221453,1.3344,0.176137,0.902822
286,455.352,1,20.1008,23.4002,15.8266,1.33025,0.0552158,-0.389078,2.13815,0.223221,1.3595,0.177141,0.801179
287,465.368,1,20.1326,23.6719,14.1096,1.54334,0.0510827,-0.387141,1.76917,0.224605,1.34379,0.172679,0.833748
288,460.844,1,20.2779,23.1383,15.9699,1.50644,0.0480514,-0.399404,1.24739,0.226651,1.45739,0.178345,0.789245
289,459.866,1,20.2763,23.6869,16.4555,1.54609,0.0444327,-0.403479,0.904453,0.221058,1.52984,0.191511,0.743798
290,460.738,1,21.1314,23.8566,16.2502,1.50141,0.0492026,-0.437893,2.5347,0.222693,1.44911,0.178832,0.77478
291,460.413,1,21.1087,23.8645,15.404,1.60703,0.0453219,-0.437831,1.47992,0.219482,1.33087,0.177617,0.78286
292,453.243,1,20.8643,24.0622,15.3085,1.52965,0.04409,-0.426128,0.956264,0.217756,1.20167,0.194941,0.80908
293,450.919,1,20.5864,23.8941,14.9115,1.50411,0.0413988,-0.413907,1.1014,0.220671,1.18113,0.208575,0.852312
294,453.552,1,20.1836,24.1459,15.0651,1.47782,0.0423367,-0.401241,0.530175,0.217371,1.18715,0.226876,0.882808
295,454.028,1,20.2251,23.906,14.1929,1.39968,0.0453088,-0.397513,1.69541,0.224243,1.1597,0.235447,0.912804
296,455.467,1,20.763,24.7241,13.3877,1.36682,0.0497223,-0.421498,2.4946,0.222123,1.08563,0.228368,0.930722
297,452.614,1,20.6416,24.8404,12.5575,1.34316,0.0508257,-0.407096,1.63181,0.217969,1.04897,0.214341,0.97151
298,459.024,1,20.7209,24.6806,12.643,1.49682,0.0473362,-0.412237,0.288126,0.216362,0.993015,0.225882,0.963451
299,464.148,1,20.8274,25.0526,12.166,1.57536,0.0480415,-0.424494,0.874611,0.219367,0.901001,0.247945,0.904274
300,457.74,1,21.0399,24.4365,12.5044,1.43782,0.0508672,-0.424208,1.56204,0.214088,0.935884,0.263752,0.848258
301,449.199,1,20.408,24.9947,12.0652,1.42628,0.0438675,-0.394395,0.935125,0.21761,1.04949,0.24702,0.858484
302,451.537,1,20.4582,25.0398,11.8967,1.42629,0.0441768,-0.396313,0.784605,0.230465,1.11583,0.238146,0.836111
303,455.555,1,20.8451,25.0579,11.6405,1.48989,0.0434943,-0.417997,0.822127,0.22367,1.06659,0.244265,0.872026
304,459.012,1,20.5062,24.9823,11.6741,1.40178,0.0469346,-0.411325,0.237918,0.223297,1.04237,0.240818,1.06472
305,467.117,1,20.115,24.5275,12.5011,1.51649,0.0464894,-0.384262,0.5469,0.217134,1.09322,0.244212,1.04793
306,469.874,1,20.1577,25.1347,13.0434,1.51654,0.0480425,-0.395497,1.18282,0.212782,1.05419,0.255808,1.06807
307,472.306,1,20.5829,25.2477,11.7699,1.48499,0.04921,-0.412146,0.341874,0.219595,1.07817,0.270816,1.07109
308,473.346,1,20.6152,25.309,12.2529,1.5234,0.0479365,-0.406421,0.559937,0.219096,1.07702,0.265293,1.11005
309,476.554,1,20.764,25.5914,12.3993,1.52341,0.0488089,-0.4196,0.291148,0.218109,1.10463,0.270617,1.13943
310,480.048,1,20.8322,25.7102,10.9383,1.55746,0.0467772,-0.408988,1.62949,0.225941,1.17483,0.25489,1.24116
311,473.445,1,20.243,25.8097,11.0307,1.52128,0.0501601,-0.382705,0.175178,0.217987,1.09743,0.239916,1.10423
312,480.78,1,20.3076,25.3743,10.1162,1.52135,0.0533164,-0.38979,-0.503599,0.223363,1.06302,0.26064,1.13815
313,481.102,1,20.0642,25.5126,10.4291,1.52131,0.0514799,-0.382455,-0.57634,0.228016,1.19052,0.263303,1.07618
314,481.259,1,20.6624,25.4146,10.7179,1.56688,0.048893,-0.402872,0.864584,0.226219,1.19194,0.256064,1.131
315,479.17,1,20.4672,25.7436,11.1652,1.56687,0.0487912,-0.401956,0.827715,0.212426,1.23193,0.240233,1.16328
316,476.492,1,21.0003,25.6461,10.2117,1.49576,0.0468596,-0.417832,0.182288,0.220695,1.38148,0.238019,1.19708
317,478.878,1,20.5632,25.2245,10.9044,1.58727,0.0424887,-0.403733,1.60526,0.232272,1.2481,0.260742,1.1838
318,470.174,1,20.9503,25.593,10.9851,1.58174,0.0393553,-0.422014,1.68837,0.237695,1.21172,0.255994,1.062
319,461.118,1,20.3266,25.3112,11.5455,1.52239,0.0417155,-0.403925,1.40849,0.223455,1.01247,0.252701,1.05269
320,463.029,1,20.6196,25.1577,11.3198,1.56278,0.0424823,-0.404621,1.12756,0.22098,1.08157,0.239888,0.988031
321,463.113,1,20.8409,25.7614,12.3143,1.47712,0.0484206,-0.415194,2.12673,0.226265,0.963944,0.260539,0.951615
322,468.463,1,20.3132,25.4398,11.0956,1.59531,0.0501314,-0.397207,2.11647,0.228213,0.910817,0.255427,0.832447
323,461.675,1,20.4078,24.7447,10.5698,1.56859,0.051047,-0.400287,1.31215,0.214899,0.780969,0.243339,0.88349
324,460.842,1,20.6113,24.1706,10.8793,1.44874,0.0547648,-0.413532,1.6235,0.214072,0.805218,0.246051,0.928628
325,474.283,1,20.4505,24.3866,10.4255,1.47078,0.0567424,-0.416717,1.29966,0.215022,0.877686,0.267645,1.03097
326,469.374,1,21.1348,24.0893,11.837,1.49522,0.0554409,-0.432017,1.06468,0.219983,0.826469,0.255304,0.983209
327,468.814,1,20.8109,23.7384,11.9314,1.54014,0.0520317,-0.416284,1.93633,0.232942,0.840851,0.251916,0.950454
328,463.352,1,20.2486,24.0668,11.5241,1.66812,0.0437298,-0.384901,1.02808,0.224261,0.846335,0.261373,0.845676
329,457.805,1,20.6477,24.1024,11.1902,1.62627,0.0433259,-0.413415,1.20863,0.223212,0.791608,0.272946,0.807459
330,455.09,1,21.1915,23.9972,11.437,1.62619,0.0397509,-0.42684,1.36779,0.227877,0.796827,0.2765,0.841772
331,452.357,1,20.9609,23.8902,12.5185,1.53337,0.0412072,-0.419775,1.24461,0.212624,0.814346,0.280839,0.933613
332,446.116,1,21.1536,24.3093,11.7894,1.44947,0.0395015,-0.432015,1.00583,0.225624,0.764785,0.28974,0.999428
333,448.314,1,21.1111,24.3784,12.1039,1.62073,0.0324995,-0.428457,0.977864,0.229918,0.776233,0.27027,0.959032
334,448.181,1,20.213,24.3731,11.7204,1.70159,0.0278825,-0.399013,0.77375,0.224448,0.846797,0.289057,0.808826
335,448.983,1,19.8833,24.1468,11.588,1.70166,0.0299081,-0.382021,0.231973,0.215078,0.87026,0.273559,0.832679
336,449.697,1,20.2215,24.3936,11.4009,1.70163,0.0292459,-0.399483,0.0747435,0.213596,0.8271,0.280946,0.905053
337,454.234,1,20.3537,24.6686,12.5002,1.63239,0.0330443,-0.409011,0.845338,0.218871,0.901562,0.272815,0.981226
338,454.097,1,20.6785,24.928,12.988,1.55467,0.0392193,-0.424858,1.07253,0.209279,0.850602,0.279081,0.999903
339,459.134,1,19.858,24.6302,12.3103,1.57456,0.0409384,-0.39125,0.0968883,0.208303,0.857585,0.2767,1.02656
340,465.646,1,20.1245,25.0539,11.5877,1.65756,0.042852,-0.399487,0.0669738,0.212713,0.817577,0.279629,0.963483
341,472.08,1,19.9835,25.8487,10.3508,1.57223,0.0485312,-0.387411,0.244694,0.213097,0.877523,0.278924,1.08664
342,470.901,1,20.1408,26.0477,10.7441,1.51895,0.0491285,-0.390271,0.274571,0.222238,0.907089,0.278454,1.08657
343,468.251,1,20.4107,25.4437,11.1613,1.48678,0.051957,-0.39949,0.995758,0.216036,0.842192,0.263371,1.09735
344,462.067,1,20.632,25.0508,11.4408,1.4134,0.0516886,-0.412452,2.06881,0.226644,0.890064,0.254902,1.00579
345,456.466,1,21.0496,24.6322,11.8351,1.4383,0.0453376,-0.42665,1.19705,0.228077,0.910368,0.273066,0.968183
346,449.779,1,21.0411,25.3092,11.7545,1.43826,0.0430147,-0.422823,1.31945,0.227991,0.897563,0.265183,0.935773
347,453.596,1,20.2433,25.0557,12.2315,1.54001,0.0431422,-0.387644,0.8182,0.224748,0.891346,0.253721,0.834903
348,451.654,1,20.3649,25.512,12.1783,1.53996,0.041936,-0.392982,0.580726,0.217401,0.885002,0.258675,0.887979
349,454.735,1,20.9092,25.367,11.8246,1.54,0.0440419,-0.425794,0.373558,0.227353,0.877128,0.261861,0.813027
350,458.362,1,20.6539,25.4568,10.293,1.49789,0.0451405,-0.410734,0.070767,0.226941,0.941611,0.283528,0.833098
351,456.502,1,20.5147,25.5406,11.043,1.49786,0.0441759,-0.412322,-0.0542566,0.21727,0.926342,0.291779,0.847547
352,462.933,1,20.871,26.0951,10.5774,1.52559,0.0434804,-0.420361,-0.536245,0.220747,1.0118,0.305403,0.872491
353,463.61,1,21.0845,25.957,9.77396,1.56368,0.043248,-0.43239,0.252107,0.218932,0.977538,0.28159,0.917635
354,462.002,1,21.0454,25.5731,10.2381,1.50813,0.0462379,-0.417231,0.102774,0.220728,1.0147,0.278331,0.855333
355,467.591,1,20.4906,25.8335,11.0063,1.50818,0.0468994,-0.402978,1.72815,0.224951,0.941277,0.292684,0.972041
356,464.543,1,20.023,25.4868,10.6581,1.46866,0.0484264,-0.382449,2.29786,0.213862,0.934392,0.278729,1.03311
357,463.765,1,20.2575,25.2382,11.3538,1.46866,0.0486059,-0.388248,1.71446,0.225775,0.934617,0.267617,0.990901
358,463.585,1,20.7206,25.4123,11.5447,1.46864,0.0472747,-0.413221,0.531755,0.219885,1.00412,0.271828,0.991736
359,465.027,1,20.4049,25.2042,11.8877,1.55344,0.0424355,-0.403848,0.697818,0.232799,1.05169,0.258961,0.96967
360,466.813,1,20.4051,25.5484,11.1833,1.49496,0.0477977,-0.407791,1.43298,0.226472,1.11544,0.260941,0.892328
361,460.23,1,20.6678,25.4868,12.3376,1.53107,0.0420099,-0.415735,1.4125,0.226564,1.01913,0.271299,0.910739
362,455.444,1,20.3634,25.5248,12.6815,1.45516,0.0454185,-0.395187,1.00798,0.221713,0.932881,0.267383,0.921186
363,457.748,1,20.7184,25.3534,13.0538,1.45513,0.0453519,-0.413945,1.05092,0.222492,0.993728,0.281129,0.902749
364,454.119,1,20.3128,24.637,12.7654,1.47471,0.0422142,-0.400052,2.03313,0.225106,0.906339,0.27887,0.933416
365,447.93,1,20.7727,24.5218,12.1396,1.50118,0.0379535,-0.419256,1.51552,0.233897,0.846557,0.275989,0.897641
366,447.418,1,20.6505,24.6554,12.9413,1.47265,0.0368126,-0.411685,0.715279,0.23826,0.889677,0.280402,0.934762
367,445.401,1,19.9932,24.7319,12.4104,1.55876,0.0342517,-0.38463,0.958645,0.232126,0.858301,0.265271,0.874344
368,446.28,1,20.4461,24.5026,13.0653,1.61857,0.0353128,-0.399819,0.654111,0.230559,0.824275,0.261111,0.783926
369,445.558,1,20.1852,24.1028,13.452,1.49574,0.0399516,-0.392861,0.913389,0.230192,0.894048,0.24671,0.836569
370,449.165,1,20.434,23.8645,13.665,1.41749,0.0435749,-0.398604,1.20068,0.228065,0.960376,0.247735,0.918557
371,461.524,1,20.3515,23.7809,14.0756,1.51166,0.0448844,-0.395529,0.888163,0.230153,1.06392,0.238449,0.946471
372,456.698,1,20.6428,24.1743,12.4481,1.50424,0.0441156,-0.40639,1.51844,0.229204,0.971309,0.246905,0.906438
373,465.688,1,20.68,24.4447,11.399,1.48001,0.0480055,-0.415729,0.255138,0.22248,1.10887,0.240035,0.996371
374,472.376,1,19.9075,23.7968,11.4378,1.43482,0.0535069,-0.376848,0.931239,0.220679,1.01997,0.263005,1.08882
375,476.633,1,20.6667,23.6125,11.3618,1.4641,0.0547844,-0.424199,0.651339,0.214935,0.975807,0.269238,1.12666
376,470.936,1,20.3674,24.1193,11.3161,1.3883,0.0562632,-0.404748,0.259341,0.213633,0.896719,0.253686,1.21561
377,477.71,1,20.0413,23.9709,11.4985,1.5905,0.051253,-0.385428,0.0499342,0.219614,1.00975,0.247162,1.05077
378,478.38,1,20.269,24.3581,12.6959,1.59055,0.054402,-0.397524,-0.588584,0.221303,0.979634,0.234034,1.07321
379,468.954,1,20.5867,23.7813,13.107,1.55062,0.0521611,-0.412415,0.126907,0.225138,0.922936,0.218879,1.00227
380,458.043,1,20.7567,23.4893,14.3359,1.50476,0.048807,-0.419753,0.450538,0.225619,0.915152,0.23155,0.863958
381,456.483,1,20.4181,23.8283,14.2578,1.46361,0.0492842,-0.40882,0.521823,0.228349,0.981459,0.227519,0.834699
382,458.302,1,19.9949,23.9205,13.3254,1.46362,0.0506835,-0.389182,1.56931,0.215781,0.951211,0.232668,0.905188
383,457.327,1,20.0505,23.546,13.3682,1.41841,0.0497258,-0.392423,1.37159,0.221898,0.954107,0.249003,0.895922
384,464.607,1,20.6985,23.5797,12.2654,1.50442,0.0537768,-0.423176,1.61596,0.221578,0.827732,0.236742,0.923892
385,462.327,1,20.9037,23.6556,12.6024,1.41267,0.0540708,-0.424271,1.24085,0.218012,0.882487,0.242808,1.00255
386,457.636,1,20.8479,24.1671,12.8455,1.57388,0.0444808,-0.426576,1.79339,0.210912,0.873196,0.234224,0.970875
387,449.255,1,20.1136,23.8055,12.6552,1.52855,0.0428152,-0.386652,1.96714,0.214286,0.835947,0.236888,0.904175
388,460.092,1,20.6282,23.2599,13.4954,1.55365,0.0457707,-0.40667,1.41236,0.234276,0.86317,0.238064,0.941235
389,461.724,1,20.6599,23.2254,13.0984,1.61308,0.0404469,-0.41704,1.50494,0.230851,0.938835,0.256865,0.924558
390,462.114,1,20.8189,23.3362,14.1243,1.64507,0.043642,-0.423845,1.31465,0.220145,0.905224,0.236178,0.892111
391,453.804,1,20.5858,23.881,13.3803,1.54153,0.041913,-0.414079,0.495078,0.226688,0.949343,0.246968,0.835765
392,450.334,1,20.268,24.2489,13.5129,1.52019,0.042237,-0.401867,0.954646,0.217558,1.01138,0.237024,0.792113
393,453.443,1,20.4423,24.1559,13.7724,1.54886,0.043854,-0.408261,1.58212,0.225716,0.933385,0.242354,0.777524
394,454.337,1,20.9112,23.9655,13.3815,1.57346,0.0433957,-0.41677,1.68354,0.215916,0.955619,0.233842,0.824991
395,452.56,1,20.7883,24.1423,12.873,1.52832,0.0454187,-0.412772,-0.00942595,0.228682,0.895586,0.216389,0.857292
396,454.044,1,21.1062,24.2784,11.8835,1.62429,0.0414493,-0.430936,0.51742,0.223248,0.944686,0.213633,0.827084
397,460.864,1,20.8098,24.4148,11.8736,1.5612,0.0493798,-0.427103,0.697805,0.220256,0.920921,0.218999,0.854351
398,450.924,1,20.9034,24.3432,11.9091,1.45509,0.0498143,-0.430122,0.825292,0.222625,0.851055,0.21031,0.877036
399,452.141,1,21.2193,24.1908,12.8833,1.51846,0.0448313,-0.43515,1.62174,0.226476,0.919318,0.222159,0.852134
400,459.035,1,21.3069,24.4476,13.7079,1.55036,0.0484719,-0.443036,1.7427,0.228769,0.886489,0.212612,0.902981
401,457.575,1,20.6525,25.2176,13.6203,1.64415,0.0428647,-0.422329,1.09507,0.209263,0.967115,0.204909,0.906936
402,458.363,1,20.1502,24.8576,12.7886,1.58573,0.0456616,-0.395657,1.54263,0.215436,0.983366,0.209373,0.878616
403,458.1,1,20.9154,24.6556,13.6735,1.54292,0.0447188,-0.417904,1.5006,0.214836,1.11745,0.202451,0.943014
404,459.88,1,20.4948,24.4768,11.3756,1.40497,0.0517011,-0.40759,1.35725,0.223755,0.980748,0.222127,0.996481
405,468.538,1,20.2726,24.7237,11.7319,1.45171,0.0548714,-0.395783,0.589682,0.223199,1.03428,0.224882,0.964323
406,462.284,1,20.334,24.2903,13.1511,1.45166,0.0532166,-0.390397,0.758588,0.229026,0.956965,0.211507,0.9849
407,458.31,1,20.419,24.3526,13.9504,1.42898,0.0513687,-0.407276,1.7599,0.215262,1.0131,0.206035,0.9884
408,454.673,1,19.9257,25.0312,13.7087,1.3231,0.0548141,-0.379416,1.4174,0.215823,1.02883,0.20178,0.987244
409,463.541,1,19.8042,24.4026,13.3353,1.30493,0.0552497,-0.378813,2.09138,0.215634,1.20465,0.211743,1.08276
410,461.904,1,20.7335,25.0861,12.264,1.36766,0.0511869,-0.417011,1.65747,0.224079,1.13201,0.196716,1.19609
411,458.894,1,20.2762,25.2461,13.5044,1.36763,0.0485218,-0.401185,1.44666,0.215533,1.15504,0.201599,1.17665
412,457.099,1,20.3108,24.3144,13.3593,1.3465,0.0485255,-0.402654,1.84463,0.220351,1.15377,0.209936,1.13436
413,476.791,1,20.7316,24.5939,12.8339,1.437,0.0568542,-0.426012,1.01218,0.218425,1.11544,0.20251,1.25843
414,466.422,1,20.5681,24.8264,11.6775,1.37306,0.0538692,-0.413686,0.944883,0.21474,1.21556,0.193376,1.17706
415,470.243,1,20.1756,24.8157,9.98316,1.37637,0.0579032,-0.394632,2.10271,0.217302,1.1667,0.171284,1.26854
416,464.935,1,20.3358,25.1348,11.0206,1.37634,0.0569005,-0.396244,0.733563,0.216785,1.05508,0.18828,1.14614
417,476.168,1,20.1283,25.1131,9.88561,1.36745,0.0598835,-0.390421,0.851107,0.224744,1.12178,0.201677,1.21773
418,490.581,1,19.9715,25.2295,9.60421,1.55527,0.0560923,-0.3852,1.75058,0.227409,1.17185,0.241721,1.19618
419,479.265,1,20.7109,24.8621,10.1118,1.52,0.0516265,-0.422578,2.17328,0.223328,1.12965,0.226334,1.2242
420,476.818,1,20.7379,24.5072,10.501,1.52003,0.0534435,-0.417911,2.42489,0.223595,1.12451,0.210333,1.155
421,480.991,1,20.8127,24.5706,11.7946,1.54669,0.0551916,-0.419136,0.981321,0.223614,1.12014,0.191575,1.25001
422,475.733,1,20.8131,24.5837,12.5536,1.54669,0.0542975,-0.4158,1.6285,0.218985,1.11554,0.189005,1.138
423,469.56,1,20.8972,25.1454,11.953,1.48292,0.0525594,-0.42964,1.01389,0.227924,1.10419,0.18936,1.11298
424,470.379,1,21.1011,25.3449,13.1354,1.44133,0.0526249,-0.426964,1.23327,0.227871,1.21937,0.198334,1.14028
425,464.863,1,20.6463,24.9591,13.3808,1.53575,0.0476032,-0.417776,1.39689,0.224762,1.10147,0.197487,1.04398
426,457.306,1,20.6254,24.9371,13.3037,1.46943,0.0461097,-0.418384,0.885893,0.218873,1.10262,0.200969,1.02836
427,459.664,1,20.6025,24.8356,13.3841,1.43401,0.0475714,-0.412554,0.765404,0.23541,1.09443,0.201824,1.05813
