iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
737,450.676,1,20.0442,42.2052,20.6487,13.6402,2.11144,-0.405196,0.209167,0.608299,0.33181,0.649851
738,451.533,1,20.761,38.1873,21.1201,14.2862,2.12999,-0.421519,0.221792,0.630662,0.313881,0.610769
739,444.604,1,20.4008,37.7856,21.2044,13.6473,2.01518,-0.416165,0.225613,0.649421,0.318254,0.632937
740,441.385,1,20.2973,37.5577,21.4692,13.8511,1.99423,-0.410169,0.215812,0.621066,0.33029,0.639254
741,443.272,1,20.695,39.5348,21.4136,13.328,1.9741,-0.421618,0.222647,0.631712,0.343536,0.667192
742,442.357,1,21.1865,40.4989,21.0497,14.0192,2.00986,-0.437521,0.221717,0.627676,0.325478,0.624061
743,436.047,1,20.5445,42.4973,21.5345,13.1108,1.92446,-0.408297,0.219341,0.605127,0.324438,0.685971
744,433.281,1,20.5241,40.8535,21.7072,12.8966,1.89036,-0.408077,0.219674,0.589762,0.349149,0.659885
745,437.919,1,21.2691,38.2302,21.2317,13.6735,1.92979,-0.436978,0.220302,0.628471,0.357157,0.62258
746,448.421,1,20.8621,37.6586,21.5003,13.5371,1.99226,-0.422837,0.224925,0.692279,0.355326,0.656081
747,441.884,1,21.1204,34.7265,22.0499,13.4549,1.90087,-0.43219,0.232773,0.723183,0.358427,0.635902
748,436.513,1,21.1116,32.7281,22.3695,12.7457,1.82608,-0.426489,0.229795,0.648871,0.374297,0.735345
749,437.596,1,20.7458,31.5404,22.2496,13.1114,1.85681,-0.4124,0.23202,0.655243,0.355621,0.717683
750,439.153,1,20.5029,33.216,22.2621,13.0557,1.84745,-0.407663,0.230883,0.629313,0.363665,0.794628
751,436.758,1,20.3156,31.7416,22.2388,13.6509,1.87245,-0.405553,0.219709,0.66627,0.334457,0.722244
752,430.746,1,21.0378,31.2348,22.2641,13.2847,1.80286,-0.429782,0.21607,0.714271,0.337645,0.699417
753,435.159,1,20.0731,34.0414,22.0024,14.6357,1.83055,-0.401527,0.209441,0.748134,0.338071,0.727147
754,438.089,1,20.3991,34.2498,21.7922,14.2601,1.82783,-0.411582,0.216109,0.825059,0.350219,0.687648
755,441.979,1,20.9489,31.5964,22.4213,14.0772,1.85367,-0.432635,0.215763,0.845755,0.364228,0.674995
756,444.821,1,20.2039,33.1791,21.7365,13.7962,1.83832,-0.397018,0.225603,0.89566,0.388212,0.663916
757,439.114,1,20.5483,33.7452,21.9375,13.82,1.8216,-0.414953,0.223208,0.865103,0.373352,0.635792
758,445.426,1,21.0071,33.1224,22.0977,13.7474,1.87242,-0.433121,0.223318,0.873603,0.365204,0.664484
759,443.638,1,20.1715,31.5943,21.8581,15.0317,1.86527,-0.406801,0.22257,0.844675,0.385897,0.627896
760,435.078,1,20.1912,32.7113,22.354,14.9689,1.82128,-0.407543,0.216294,0.804439,0.370281,0.618286
761,439.63,1,20.4655,31.4143,22.3576,15.3664,1.84605,-0.420313,0.225548,0.78388,0.380939,0.633248
762,429.987,1,20.5923,28.7886,22.4157,15.5473,1.74513,-0.418321,0.221916,0.888111,0.350687,0.628662
763,437.846,1,20.8495,29.621,22.7863,15.652,1.77796,-0.423767,0.232156,0.885471,0.329245,0.741983
764,440.056,1,20.5713,28.9856,22.7575,16.1845,1.84781,-0.412152,0.22793,0.828685,0.342309,0.658562
765,446.152,1,20.7472,27.7733,22.8844,14.3041,1.85027,-0.422156,0.234744,0.888528,0.345838,0.725251
766,437.238,1,20.8314,27.7702,22.9184,13.3213,1.80957,-0.433271,0.222287,0.837195,0.367454,0.65221
767,437.966,1,20.6377,28.1674,23.0192,13.4277,1.80657,-0.421619,0.222029,0.87127,0.362444,0.645206
768,440.433,1,20.638,27.8707,22.8578,13.0639,1.8805,-0.425405,0.223451,0.830291,0.357414,0.583462
769,435.646,1,20.4698,28.4014,22.6282,13.1546,1.8815,-0.41052,0.219805,0.781042,0.363395,0.532525
770,436.18,1,20.2939,30.4131,22.6615,13.6289,1.81413,-0.399765,0.221951,0.840944,0.355666,0.642549
771,447.542,1,20.3028,30.3843,22.495,13.812,1.89395,-0.402258,0.225095,0.870823,0.372626,0.657777
772,448.977,1,20.6695,29.9063,22.5924,13.6878,1.89225,-0.420068,0.225543,0.870649,0.372512,0.680548
773,446.761,1,20.4857,30.9615,22.6844,14.4351,1.90659,-0.407167,0.223749,0.784088,0.377878,0.675366
774,445.542,1,20.6733,32.1691,22.4201,14.9446,1.94588,-0.426866,0.215004,0.777403,0.36428,0.634593
775,445.013,1,20.6701,30.5629,22.3933,15.0835,1.97322,-0.426569,0.207594,0.789269,0.346281,0.603772
776,449.024,1,20.8426,32.2057,22.0141,15.3197,2.0279,-0.436533,0.221772,0.775967,0.334765,0.577516
777,442.348,1,20.6538,30.9981,22.7642,15.2702,1.97757,-0.427901,0.212391,0.730338,0.329294,0.604013
778,453.463,1,20.6787,31.5244,22.7163,15.2001,2.01744,-0.416299,0.221145,0.779241,0.351576,0.660099
779,443.831,1,20.1599,30.2947,22.9129,15.0061,1.90692,-0.393953,0.220703,0.793354,0.364674,0.636709
780,442.412,1,20.6105,27.4898,23.7481,13.7809,1.87085,-0.418444,0.214459,0.78051,0.383639,0.670412
781,439.16,1,20.5924,27.701,23.3095,14.3849,1.86304,-0.416359,0.226785,0.744726,0.366134,0.642877
782,436.118,1,20.369,27.8334,23.1401,14.3812,1.88008,-0.404517,0.223428,0.677412,0.356782,0.631072
783,435.994,1,19.6016,30.6543,23.1486,14.5318,1.8692,-0.385053,0.225843,0.71283,0.35043,0.620265
784,435.648,1,19.7758,30.055,23.4186,13.8615,1.88471,-0.387109,0.224715,0.695285,0.332762,0.630799
785,438.91,1,20.277,29.6803,23.3054,14.0566,1.91174,-0.403831,0.223338,0.683276,0.341693,0.644397
786,439.918,1,21.0163,32.9757,22.9406,13.0102,1.93136,-0.428375,0.22757,0.702269,0.328615,0.625401
787,438.999,1,20.8896,31.7004,23.0392,13.1029,1.91375,-0.426215,0.220271,0.717078,0.322007,0.657017
788,440.396,1,20.5314,31.8161,23.1721,12.9977,1.91356,-0.415233,0.23003,0.742997,0.322519,0.639633
789,440.112,1,21.5289,32.1936,22.9758,12.6721,1.94672,-0.451697,0.226601,0.720737,0.315489,0.61363
790,440.345,1,21.1184,32.6604,22.9015,12.7114,1.9247,-0.43225,0.232117,0.718996,0.327187,0.623125
791,442.879,1,20.4728,33.5967,22.8455,13.2657,2.01032,-0.414947,0.224635,0.749137,0.304788,0.558093
792,441.286,1,21.4102,32.2874,22.9164,13.0711,2.01278,-0.453523,0.221813,0.722092,0.329008,0.51047
793,445.703,1,21.203,34.3466,23.0207,13.558,2.05739,-0.438827,0.227978,0.738376,0.30994,0.522986
794,451.094,1,21.0253,33.6056,22.587,13.8031,2.12648,-0.447107,0.221817,0.713877,0.309643,0.550412
795,448.597,1,20.5943,36.9064,22.2084,14.6109,2.00767,-0.418041,0.218685,0.835579,0.33789,0.565604
796,440.793,1,20.5294,39.2927,21.2927,13.862,1.96134,-0.414684,0.210317,0.83089,0.30926,0.572022
797,437.998,1,20.7657,40.6793,21.0199,14.3412,1.94436,-0.424522,0.214953,0.8077,0.290912,0.591432
798,435.488,1,21.1615,38.724,21.6214,13.547,1.93481,-0.436057,0.216178,0.815734,0.273036,0.590353
799,437.843,1,20.7751,41.5434,21.3726,13.4954,1.90773,-0.419198,0.213605,0.862296,0.274603,0.653929
800,436.444,1,20.9536,39.6643,21.3561,13.3855,1.89174,-0.424482,0.213703,0.851572,0.263016,0.686537
801,435.319,1,20.587,38.3623,21.7756,13.3985,1.85334,-0.40908,0.218647,0.907019,0.257832,0.704469
802,431.426,1,20.3754,38.2054,21.6253,14.0081,1.85234,-0.398941,0.214211,0.77587,0.265417,0.722494
803,441.256,1,19.9143,40.3701,21.2471,15.2003,1.9761,-0.383685,0.220948,0.729821,0.266794,0.700547
804,441.041,1,19.6617,42.8618,21.0825,14.0569,1.92319,-0.372107,0.223405,0.811614,0.274797,0.701885
805,444.699,1,20.7972,45.3147,21.0163,14.5024,1.92734,-0.42467,0.236297,0.835157,0.267219,0.735157
806,438.263,1,20.3119,41.2905,21.2195,14.0197,1.88217,-0.398811,0.234124,0.768987,0.266572,0.75808
807,439.218,1,20.9948,39.8641,21.5069,13.8881,1.86424,-0.4193,0.234175,0.82651,0.290205,0.700528
808,443.54,1,21.177,41.1156,21.27,13.4071,1.87703,-0.431845,0.231502,0.985183,0.294882,0.65156
809,443.634,1,20.1737,44.578,21.0289,13.9537,1.9001,-0.396436,0.225291,0.942302,0.285473,0.674653
810,436.632,1,20.584,41.8342,21.9049,13.6871,1.81381,-0.408922,0.237768,0.911132,0.299268,0.662482
811,452.107,1,20.7183,43.3552,21.0147,13.9672,1.93825,-0.417006,0.239088,0.971148,0.299564,0.695737
812,445.498,1,20.335,43.1044,21.1984,14.0168,1.90442,-0.393059,0.230297,0.967823,0.295571,0.65182
813,446.267,1,20.9211,37.1768,21.126,14.5131,1.95492,-0.425691,0.226727,0.88081,0.298358,0.633196
814,456.608,1,20.2433,38.9897,21.4759,13.6231,2.07235,-0.409128,0.211122,0.988612,0.28178,0.642103
815,456.605,1,20.6098,38.3474,21.6152,13.6221,2.01483,-0.419575,0.231696,0.915098,0.30824,0.677046
816,456.64,1,20.27,34.0599,21.6842,13.282,2.03872,-0.400459,0.225685,0.941678,0.300536,0.651902
817,454.69,1,21.1312,35.3988,21.9141,14.335,1.96341,-0.434231,0.225857,1.05673,0.295385,0.685119
818,441.618,1,20.8978,34.9479,21.461,14.5078,1.81499,-0.425943,0.221446,1.00653,0.299692,0.751427
819,446.054,1,21.215,34.5157,21.9203,14.257,1.85504,-0.435638,0.218166,0.975868,0.308805,0.772408
820,451.222,1,21.284,37.4627,22.6038,13.2079,1.92813,-0.43168,0.223655,0.96565,0.299312,0.748594
821,458.704,1,20.8511,35.6851,22.3643,13.7962,2.06134,-0.416973,0.216872,0.984217,0.265772,0.730949
822,447.993,1,20.4141,40.1875,22.1307,13.4744,1.9151,-0.398657,0.227505,0.944305,0.268444,0.783409
823,437.243,1,20.4307,40.0878,22.2176,13.1355,1.84158,-0.405126,0.22599,0.909316,0.280049,0.689093
824,443.967,1,20.1173,38.7673,22.1449,13.5214,1.91164,-0.391251,0.225788,0.890691,0.28835,0.697884
825,441.476,1,20.5007,38.7711,21.8588,13.2662,1.91155,-0.405869,0.233726,0.810463,0.282521,0.691672
826,442.315,1,20.5041,37.1589,22.0245,12.802,1.9121,-0.401274,0.221347,0.830245,0.302586,0.677232
827,440.523,1,20.5227,36.5018,22.4275,12.6523,1.92657,-0.40692,0.216387,0.761562,0.292999,0.703758
828,441.351,1,20.4073,37.4413,22.4121,12.7273,1.87461,-0.399201,0.226432,0.81275,0.30182,0.741925
829,436.376,1,19.9109,36.154,22.2886,12.7315,1.84233,-0.378822,0.225494,0.746664,0.29434,0.777129
830,443.452,1,20.4025,35.784,22.5168,12.0946,1.98296,-0.398596,0.228485,0.638034,0.294123,0.733188
831,443.404,1,21.1301,33.8811,22.5634,11.833,1.95496,-0.439317,0.233071,0.698779,0.303427,0.691357
832,438.221,1,21.2537,33.4526,23.1227,12.6692,1.87212,-0.43333,0.223695,0.720023,0.31877,0.734655
833,436.999,1,21.7149,33.8993,23.5519,12.7955,1.85418,-0.456648,0.228566,0.72745,0.305155,0.750311
834,441.009,1,21.3681,32.5179,23.2999,12.0896,1.89503,-0.434246,0.21761,0.736136,0.335019,0.709493
835,429.263,1,20.912,27.7827,22.9413,12.9833,1.81169,-0.420701,0.217343,0.719021,0.333888,0.649999
836,430.993,1,20.2899,28.7398,23.2889,12.3335,1.80128,-0.40039,0.221774,0.739934,0.33007,0.68029
837,439.848,1,20.5768,29.0171,23.2253,12.4369,1.87429,-0.414281,0.216369,0.746232,0.351149,0.707833
838,440.046,1,20.3767,29.4155,23.0127,12.6689,1.86335,-0.405405,0.225322,0.730778,0.352937,0.701701
839,446.991,1,19.6552,30.608,23.3418,12.1814,1.88655,-0.37327,0.22625,0.762692,0.376909,0.735935
840,444.44,1,20.2349,31.0787,22.5934,11.0241,1.86282,-0.394046,0.224904,0.702604,0.374502,0.799205
841,439.763,1,20.742,31.4341,22.6208,11.6004,1.85729,-0.416367,0.223786,0.686575,0.362833,0.741029
842,447.557,1,20.763,31.8178,22.5595,11.2029,1.91389,-0.412992,0.229283,0.749372,0.348533,0.749436
843,433.82,1,20.2667,31.0132,22.6609,12.279,1.84861,-0.406573,0.221702,0.607612,0.349793,0.752709
844,439.198,1,20.7258,29.1786,23.0247,12.1888,1.9375,-0.422206,0.218162,0.587512,0.353782,0.694249
845,440.162,1,20.3903,28.2145,23.3788,11.6127,1.97954,-0.408604,0.204814,0.57723,0.318371,0.75476
846,450.493,1,20.3064,28.7538,23.7717,11.7811,2.02659,-0.394267,0.221021,0.602594,0.340632,0.772104
847,443.537,1,20.8635,26.3655,23.6486,11.6128,1.99407,-0.417023,0.228568,0.547781,0.340888,0.722096
848,443.496,1,20.9511,26.4041,23.709,10.923,2.02263,-0.424374,0.226188,0.538815,0.33863,0.683996
849,438.24,1,20.8832,24.5139,24.1294,10.6537,1.96616,-0.427072,0.220439,0.493625,0.351018,0.734124
850,430.06,1,20.9821,24.1101,24.5905,10.2721,1.87408,-0.420127,0.225314,0.496195,0.330373,0.771535
851,428.435,1,20.86,24.5291,24.8126,10.3269,1.8791,-0.428074,0.212217,0.476126,0.329075,0.793053
852,431.669,1,20.7287,24.0758,24.8027,10.6393,1.90514,-0.423849,0.212075,0.465167,0.323548,0.856951
853,433.672,1,20.6659,23.4484,25.1759,10.6829,1.89949,-0.423103,0.208863,0.431625,0.330456,0.988179
854,433.598,1,20.3512,23.3504,25.4153,10.8462,1.90341,-0.405086,0.214265,0.454037,0.331102,0.901223
855,440.9,1,20.8604,22.5967,25.1795,10.0472,1.96696,-0.429817,0.222365,0.532025,0.309775,0.833844
856,446.367,1,21.3193,21.4602,25.0311,10.6418,2.02945,-0.443405,0.222294,0.55982,0.308983,0.787696
857,443.208,1,20.7242,22.2662,24.8891,11.0452,2.02602,-0.424294,0.215065,0.584258,0.288867,0.761709
858,439.621,1,20.9524,23.3269,25.2331,11.2203,1.92394,-0.428319,0.212204,0.5997,0.311408,0.84295
859,443.448,1,20.7802,23.5116,25.3014,10.2173,1.94874,-0.418482,0.216603,0.618768,0.312769,0.832094
860,438.809,1,20.7926,23.9164,24.8209,10.2749,1.91795,-0.414516,0.217158,0.572241,0.319499,0.831267
861,435.216,1,20.925,24.4239,25.0256,9.72693,1.90907,-0.427188,0.223257,0.538799,0.314734,0.793173
862,436.621,1,20.8866,24.9379,24.9257,10.2707,1.91363,-0.416188,0.216203,0.535215,0.318164,0.839827
863,430.95,1,20.6122,22.8702,24.8087,10.8805,1.89241,-0.410377,0.213945,0.537848,0.302939,0.790911
864,438.273,1,21.0727,24.0211,24.9607,9.96328,1.96903,-0.434994,0.214245,0.518271,0.302601,0.820873
865,442.955,1,20.8815,24.4317,24.7053,10.1527,2.01975,-0.42327,0.22606,0.499662,0.286271,0.857228
866,432.523,1,20.5533,23.4189,25.3772,10.531,1.92338,-0.419487,0.227246,0.463233,0.2983,0.836358
867,434.068,1,21.1943,23.3846,25.4047,9.89539,1.92536,-0.440997,0.234099,0.481989,0.286191,0.855461
868,435.648,1,21.0201,24.9724,25.0766,10.3338,1.9289,-0.428353,0.228835,0.526368,0.285473,0.835382
869,438.449,1,21.4114,26.5355,24.8671,10.0475,1.95717,-0.440985,0.224895,0.476696,0.297494,0.898558
870,438.835,1,20.6694,25.7463,24.6929,10.7183,1.92938,-0.41923,0.221281,0.548388,0.276573,0.968454
871,438.555,1,21.0915,24.3223,24.9364,10.878,1.89198,-0.443077,0.219664,0.593756,0.293547,0.925867
872,435.581,1,20.3822,23.1461,25.1237,11.1075,1.89224,-0.40768,0.228054,0.568525,0.289734,0.863734
873,441.636,1,20.7125,22.8988,25.2085,10.7361,1.92254,-0.419318,0.215938,0.57602,0.298716,0.961944
874,444.779,1,20.9649,24.4825,24.8478,10.4578,1.90229,-0.428629,0.224413,0.600828,0.316122,1.00214
875,445.547,1,20.3044,24.2571,24.7162,10.5075,1.91785,-0.402696,0.219997,0.595642,0.317596,0.988374
876,443.06,1,20.734,24.0978,25.4188,9.14391,1.93963,-0.419348,0.224273,0.546319,0.305385,0.951659
877,439.819,1,20.1311,24.5651,25.165,8.92545,1.91134,-0.39173,0.232221,0.445153,0.328726,1.02053
878,439.732,1,20.4159,25.3694,24.7493,9.09721,1.93395,-0.40364,0.221458,0.46874,0.318155,0.97834
879,435.353,1,20.2857,25.6858,24.6163,9.65292,1.88095,-0.398791,0.221674,0.493806,0.314345,0.956836
880,434.148,1,20.6788,24.6344,24.6227,9.77278,1.84899,-0.407555,0.219703,0.556982,0.323312,0.895729
881,440.346,1,21.3671,23.7016,24.5973,10.4594,1.91164,-0.429882,0.229842,0.532348,0.337193,0.862519
882,449.516,1,21.3297,23.0433,24.3687,9.83516,1.98919,-0.430662,0.229542,0.538896,0.336675,0.906603
883,445.411,1,20.7038,24.4092,24.0807,11.3345,1.95944,-0.417119,0.216504,0.606844,0.318566,0.864099
884,452.643,1,20.2852,25.7957,23.674,11.6238,2.00954,-0.399218,0.21641,0.678274,0.323044,0.834146
885,450.923,1,20.1698,25.4062,24.269,11.0378,1.98016,-0.398213,0.225387,0.643763,0.324555,0.862904
886,438.137,1,20.3581,22.7341,24.4374,11.3553,1.84704,-0.409762,0.227457,0.663299,0.311481,0.856914
887,433.94,1,20.9241,23.0908,24.3553,11.7829,1.8213,-0.426196,0.229573,0.683939,0.304409,0.806548
888,437.404,1,20.4737,22.5024,24.402,11.6128,1.87734,-0.405759,0.22013,0.673601,0.30448,0.791001
889,439.537,1,20.636,22.98,24.8332,11.6734,1.91885,-0.417017,0.216335,0.659401,0.300725,0.781928
890,436.979,1,20.5738,23.4225,24.7077,11.2096,1.92457,-0.418619,0.218508,0.596661,0.296481,0.786357
891,439.478,1,20.589,21.8136,25.1638,11.4656,1.8929,-0.412751,0.222664,0.636492,0.302276,0.851042
892,440.2,1,20.3861,20.8675,25.215,11.95,1.8871,-0.400056,0.225989,0.687147,0.286466,0.858078
893,444.976,1,20.5652,21.2851,25.5229,12.6034,1.92147,-0.410663,0.228007,0.748001,0.278916,0.838157
894,442.531,1,20.2933,19.5211,25.4498,12.8745,1.927,-0.406179,0.21344,0.733073,0.280379,0.827693
895,443.737,1,20.6445,18.6537,25.2699,13.0611,1.93657,-0.414419,0.220669,0.710548,0.278203,0.845271
896,443.782,1,20.2116,19.2563,25.3659,12.647,1.89077,-0.394874,0.216399,0.729676,0.281468,0.946187
897,441.98,1,20.5314,18.4707,25.096,12.4596,1.88797,-0.406638,0.219928,0.789535,0.273812,0.847658
898,445.613,1,20.458,19.1722,25.389,11.2331,1.89364,-0.404923,0.222829,0.772744,0.270396,0.953245
899,440.872,1,20.4527,20.1009,25.3676,11.309,1.86142,-0.404201,0.224453,0.76023,0.271649,0.910602
900,446.321,1,20.3838,20.5114,25.1412,10.0346,1.89654,-0.392669,0.239736,0.725237,0.284172,0.918187
901,449.412,1,21.083,19.6207,25.3372,10.4369,1.93217,-0.429072,0.228476,0.705194,0.305645,0.915661
902,450.112,1,20.6212,21.2324,25.3118,10.4526,1.94139,-0.400435,0.240364,0.717174,0.293631,0.882196
903,451.72,1,20.2367,20.455,25.126,10.9394,1.99343,-0.384544,0.233277,0.693307,0.299731,0.831455
904,460.099,1,21.1159,21.6141,25.0147,10.451,2.04212,-0.420613,0.222728,0.775808,0.307088,0.873013
905,454.413,1,20.5662,22.026,24.5012,12.4474,1.94579,-0.398134,0.240445,0.801512,0.301146,0.878736
906,445.559,1,20.6631,24.0408,24.5602,12.585,1.91994,-0.412507,0.230246,0.672727,0.299621,0.882842
907,434.642,1,20.1313,23.5793,23.9478,12.9501,1.8416,-0.394858,0.22572,0.703844,0.31047,0.750102
908,435.806,1,19.9204,25.4747,23.9237,12.7715,1.84578,-0.390079,0.220409,0.712218,0.304759,0.779282
909,442.24,1,20.0824,26.9758,23.4564,12.5941,1.90039,-0.393117,0.228568,0.75953,0.302753,0.738236
910,448.097,1,20.4025,30.6595,23.2327,12.8929,1.91703,-0.413702,0.224865,0.847608,0.30324,0.789264
911,455.773,1,20.0105,32.9201,23.2825,13.4602,1.99257,-0.396421,0.229121,0.852712,0.294281,0.801523
912,453.091,1,20.6123,33.347,22.882,14.521,1.9793,-0.426126,0.229613,0.867672,0.28925,0.763133
913,439.724,1,20.8642,30.5464,22.6755,14.5704,1.86984,-0.428875,0.233763,0.880252,0.294879,0.64937
914,435.207,1,20.8417,32.4544,22.6607,13.0931,1.84869,-0.422167,0.220174,0.872417,0.303819,0.624167
915,435.796,1,20.2902,31.6113,22.3722,14.2798,1.8677,-0.41206,0.230665,0.830357,0.29273,0.622852
916,438.247,1,20.0645,31.8484,22.172,14.5918,1.87337,-0.395881,0.217916,0.772499,0.301947,0.736611
917,440.6,1,20.4197,32.5249,22.5261,14.3143,1.89054,-0.406719,0.224959,0.796822,0.280618,0.766246
918,440.235,1,20.5133,35.2322,22.1184,13.9771,1.88299,-0.409563,0.235134,0.764288,0.266543,0.807098
919,442.864,1,20.2319,34.3959,22.111,14.4043,1.93462,-0.393365,0.224539,0.746563,0.278769,0.770413
920,446.555,1,20.4139,35.6165,21.6262,15.0827,1.96096,-0.412555,0.228063,0.770052,0.279952,0.763706
921,439.333,1,20.1296,34.8313,21.3955,13.9362,1.84161,-0.391564,0.223734,0.841633,0.299068,0.762263
922,441.466,1,20.0089,32.7194,21.2248,14.0255,1.88869,-0.38861,0.225391,0.840292,0.283875,0.74107
923,443.959,1,20.7663,33.9549,21.4331,13.9853,1.93876,-0.417735,0.223677,0.805025,0.270419,0.75022
924,450.838,1,20.9593,33.3789,21.9585,14.2453,1.93564,-0.421573,0.231514,0.90169,0.279141,0.796124
925,447.016,1,21.1297,30.9702,22.0584,13.5932,1.89255,-0.437894,0.222274,0.968162,0.268563,0.815662
926,449.331,1,20.7237,31.0209,22.2802,13.41,1.91875,-0.416812,0.227326,0.946604,0.275302,0.790488
927,443.721,1,20.1075,31.2437,22.297,15.1183,1.8836,-0.399183,0.225363,1.03593,0.24915,0.738575
928,443.343,1,20.5344,31.1081,22.436,14.6221,1.89841,-0.407212,0.231084,0.995894,0.242673,0.728581
929,446.39,1,20.0577,28.4709,22.3226,14.3387,1.93083,-0.38951,0.230037,1.03679,0.216404,0.790477
930,445.429,1,19.9088,32.6978,21.9851,14.2509,1.87134,-0.382106,0.221461,1.14866,0.231253,0.812438
931,444.446,1,20.2381,30.8578,22.0738,13.8504,1.8928,-0.39385,0.228708,1.13835,0.221991,0.742653
932,446.063,1,20.5908,30.3522,21.803,14.3116,1.93389,-0.416407,0.225547,1.08086,0.235493,0.701445
933,448.764,1,20.9371,31.4025,22.2859,13.1685,1.94826,-0.419636,0.228381,1.17044,0.207595,0.757575
934,449.854,1,21.1874,33.5703,22.283,12.854,1.94884,-0.436985,0.23362,1.08905,0.218372,0.77427
935,439.26,1,21.1745,31.135,22.018,13.5495,1.83859,-0.441068,0.220466,1.08457,0.220201,0.819433
936,441.938,1,20.9651,34.043,21.9623,13.7766,1.8849,-0.428683,0.22666,1.04707,0.202743,0.839585
937,447.622,1,20.8791,34.5579,21.7391,13.6868,1.90614,-0.419846,0.232095,1.09198,0.216073,0.829751
938,449.346,1,20.5185,34.6556,22.0792,13.8188,1.96132,-0.414808,0.229252,1.07389,0.208213,0.798937
939,450.672,1,20.6895,37.7345,22.1659,12.6251,1.99096,-0.424053,0.223339,1.03144,0.207267,0.815224
940,447.299,1,21.0725,38.9962,21.9295,13.2067,1.97998,-0.4335,0.224574,0.950468,0.205633,0.820476
941,443.078,1,21.616,39.0646,22.0728,12.8829,1.93125,-0.446641,0.213195,0.933747,0.22091,0.831598
942,444.424,1,21.2058,37.3809,22.0826,12.6882,1.89588,-0.432443,0.219414,1.01691,0.223841,0.858956
943,440.044,1,20.45,35.0041,22.045,13.7337,1.90394,-0.405906,0.2268,0.834403,0.217069,0.870968
944,442.201,1,20.312,34.7538,22.1243,13.7131,1.90926,-0.403465,0.225251,0.858969,0.239522,0.819258
945,434.045,1,20.2333,36.1623,22.0299,13.9736,1.85256,-0.402299,0.219752,0.875936,0.230339,0.780811
946,437.797,1,20.3674,36.3667,21.944,14.2135,1.91128,-0.406544,0.214637,0.892339,0.231058,0.727898
947,439.213,1,21.2168,36.9486,21.373,13.3729,1.92325,-0.441213,0.213524,0.955973,0.230947,0.697241
948,446.628,1,20.5931,39.3066,21.3425,13.2971,1.99179,-0.417043,0.218368,0.890358,0.237526,0.741183
949,437.162,1,20.075,43.4978,21.5696,13.5393,1.87435,-0.388985,0.224226,0.976559,0.210579,0.770928
950,443.44,1,20.0291,39.9968,21.3477,13.6769,1.94278,-0.388197,0.226971,0.928863,0.211285,0.80292
951,444.391,1,19.7945,41.1649,21.5633,13.5727,1.91331,-0.38128,0.222293,1.07009,0.203332,0.834617
952,439.648,1,20.4286,42.6588,21.6582,14.0619,1.88775,-0.401357,0.221317,1.06741,0.19506,0.808759
953,434.196,1,20.7354,40.3531,21.4037,14.34,1.86262,-0.419108,0.228024,0.975477,0.19027,0.790296
954,425.991,1,20.5379,37.3893,21.7287,13.6225,1.78917,-0.409654,0.224313,0.880099,0.201313,0.815932
955,429.341,1,20.4397,40.4839,21.7269,14.2935,1.8198,-0.412689,0.219151,0.896312,0.209151,0.799494
956,433.4,1,20.3408,40.9798,21.6083,14.3627,1.85817,-0.407447,0.227305,0.894965,0.212463,0.766026
957,439.493,1,20.3987,37.077,21.5763,14.8396,1.88833,-0.414593,0.220647,0.920441,0.235195,0.766326
958,436.311,1,20.3809,34.1334,21.3214,14.4417,1.86351,-0.41093,0.21887,0.922712,0.237277,0.749053
959,439.951,1,20.8868,37.1875,21.1554,13.9872,1.92213,-0.42944,0.217887,0.902273,0.231626,0.745038
960,438.802,1,21.0154,40.75,20.8659,14.5924,1.8958,-0.429351,0.234863,0.943239,0.229709,0.698242
961,433.913,1,20.2077,38.6361,21.1175,14.3256,1.90533,-0.394185,0.218253,0.836565,0.226794,0.694861
962,430.253,1,20.3181,41.6528,20.9615,14.7607,1.85582,-0.403418,0.216355,0.872038,0.232738,0.682056
963,432.594,1,20.6919,37.8088,21.3812,14.4812,1.86816,-0.419771,0.221351,0.812292,0.239358,0.727238
964,438.08,1,20.1983,38.491,21.7726,15.0022,1.89136,-0.394534,0.225585,0.80082,0.267838,0.720188
965,433.397,1,20.4371,42.2847,20.932,15.1084,1.85827,-0.402046,0.229211,0.753638,0.255975,0.756702
966,436.666,1,20.1919,44.8772,20.777,15.6086,1.91825,-0.399813,0.230454,0.735992,0.257418,0.703959
967,436.462,1,20.0153,42.2761,21.0602,15.3275,1.9075,-0.392269,0.227643,0.689922,0.270113,0.739702
968,439.494,1,20.7694,42.6684,21.2509,14.5437,1.90653,-0.418912,0.228535,0.736139,0.276319,0.746694
969,434.955,1,20.7094,42.2917,20.9412,13.4162,1.91905,-0.416285,0.230924,0.74564,0.243015,0.690403
970,435.865,1,20.473,43.4494,21.5107,13.4733,1.91689,-0.413151,0.224054,0.758622,0.235023,0.753368
971,430.266,1,21.2853,41.7069,21.5224,13.149,1.85341,-0.441437,0.229876,0.778638,0.229712,0.736717
972,433.305,1,20.9107,40.0412,21.5734,14.1092,1.8505,-0.433311,0.22453,0.775457,0.264634,0.742456
973,426.157,1,20.7145,41.5095,21.5117,13.384,1.80423,-0.413258,0.223901,0.830127,0.235469,0.713626
