"","Iteration","CLt","Vc","CLd","Vp","CLt_CLt","Vc_CLt","Vc_Vc","CLd_CLt","CLd_Vc","CLd_CLd","Vp_CLt","Vp_Vc","Vp_CLd","Vp_Vp","SDinter","SDslope","-2LogLikelihood","X19"
"180",179,13.6022,28.6213,4.57368,20.4734,0.0679018,0,0.0679505,0,0,2.93389,0,0,0,0.00105177,1.52148,0.0387638,526.803,NA
"181",180,13.6081,28.6055,4.60083,20.4753,0.0676945,0,0.0660823,0,0,3.06746,0,0,0,0.00104608,1.53486,0.0384203,526.159,NA
"182",181,13.5984,28.5273,4.68532,20.4872,0.0681314,0,0.0657255,0,0,3.05378,0,0,0,0.0010536,1.52667,0.0383621,526.748,NA
"183",182,13.5964,28.5808,4.66564,20.4875,0.0682868,0,0.0646764,0,0,2.99443,0,0,0,0.00106735,1.53144,0.0382654,526.697,NA
"184",183,13.6065,28.6587,4.57352,20.4973,0.0682722,0,0.0670948,0,0,2.91123,0,0,0,0.00106659,1.52716,0.0381682,526.771,NA
"185",184,13.614,28.7045,4.35159,20.5208,0.0684147,0,0.0661748,0,0,3.1182,0,0,0,0.00109953,1.52354,0.0385584,526.165,NA
"186",185,13.6034,28.6458,4.47016,20.5252,0.0681536,0,0.0674391,0,0,3.08268,0,0,0,0.00112795,1.52027,0.0384878,526.807,NA
"187",186,13.6072,28.4842,4.33604,20.5248,0.0683778,0,0.0661623,0,0,3.57556,0,0,0,0.00112393,1.5204,0.0384691,525.935,NA
"188",187,13.5959,28.4866,4.52975,20.5445,0.0679654,0,0.0650224,0,0,3.33538,0,0,0,0.00112228,1.5187,0.0383525,526.701,NA
"189",188,13.6043,28.5049,4.51059,20.5605,0.0682659,0,0.0648736,0,0,3.19665,0,0,0,0.00111306,1.52711,0.0378984,526.334,NA
"190",189,13.5843,28.5595,4.55785,20.5725,0.0678127,0,0.0655763,0,0,3.05881,0,0,0,0.00111549,1.52383,0.0384147,526.819,NA
"191",190,13.5966,28.6531,4.54065,20.5737,0.0680417,0,0.0638983,0,0,2.9349,0,0,0,0.00111744,1.51324,0.0396174,526.525,NA
"192",191,13.6014,28.6223,4.58466,20.5878,0.0679355,0,0.0652301,0,0,2.9425,0,0,0,0.00111941,1.51561,0.0391544,526.672,NA
"193",192,13.614,28.625,4.36754,20.5844,0.0684979,0,0.0659127,0,0,2.93492,0,0,0,0.0010957,1.52956,0.0406634,525.175,NA
"194",193,13.5981,28.6338,4.58347,20.5956,0.0678087,0,0.0657831,0,0,2.95219,0,0,0,0.00109402,1.51843,0.0400253,526.741,NA
"195",194,13.5929,28.5457,4.59427,20.5981,0.0681008,0,0.0660225,0,0,3.03374,0,0,0,0.00109253,1.53723,0.0389067,526.251,NA
"196",195,13.6066,28.6878,4.4211,20.6229,0.0677971,0,0.0684257,0,0,2.9225,0,0,0,0.00111634,1.52635,0.0384908,526.34,NA
"197",196,13.6095,28.6304,4.54269,20.6376,0.0679918,0,0.0678124,0,0,3.07349,0,0,0,0.00111089,1.53866,0.0379897,526.423,NA
"198",197,13.6016,28.5218,4.73758,20.6463,0.0681491,0,0.066818,0,0,3.03863,0,0,0,0.00111457,1.52768,0.0383215,526.683,NA
"199",198,13.5976,28.5194,4.67566,20.6569,0.0681473,0,0.0663387,0,0,3.03784,0,0,0,0.00113435,1.5278,0.0378571,526.806,NA
"200",199,13.5964,28.5605,4.65947,20.6648,0.0683417,0,0.0661871,0,0,2.98507,0,0,0,0.00115846,1.52853,0.0381377,526.838,NA
"201",200,13.6094,28.503,4.71904,20.675,0.0687377,0,0.0671747,0,0,2.97472,0,0,0,0.00118037,1.53813,0.0381141,526.048,NA
"202",201,13.6022,28.5797,4.62068,20.6852,0.0682611,0,0.0663877,0,0,2.99159,0,0,0,0.00117346,1.52641,0.038417,526.611,NA
"203",202,13.6286,28.6127,4.13989,20.694,0.0692866,0,0.0656614,0,0,3.38213,0,0,0,0.00113015,1.52343,0.038012,525.265,NA
"204",203,13.6205,28.6909,4.13427,20.6992,0.0685569,0,0.0648416,0,0,3.32243,0,0,0,0.00119535,1.52134,0.0389121,525.563,NA
"205",204,13.5946,28.5862,4.44729,20.711,0.067926,0,0.064776,0,0,3.19987,0,0,0,0.00119273,1.51634,0.0387223,526.754,NA
"206",205,13.585,28.5857,4.39028,20.731,0.0677887,0,0.064817,0,0,3.13654,0,0,0,0.00118089,1.50138,0.0395125,525.793,NA
"207",206,13.5962,28.548,4.59307,20.744,0.0679473,0,0.0651154,0,0,3.09059,0,0,0,0.00118029,1.50948,0.0388692,526.886,NA
"208",207,13.5945,28.5696,4.60677,20.7606,0.0677974,0,0.0651536,0,0,3.04607,0,0,0,0.00117336,1.50815,0.0387815,526.682,NA
"209",208,13.6013,28.5865,4.577,20.7642,0.0683487,0,0.0644965,0,0,3.11844,0,0,0,0.00117522,1.51089,0.0385384,526.564,NA
"210",209,13.6004,28.3461,5.12379,20.8012,0.0677552,0,0.0605333,0,0,3.97985,0,0,0,0.00118194,1.51593,0.0381204,525.532,NA
"211",210,13.6,28.3177,4.68218,20.8127,0.0681938,0,0.0602279,0,0,3.52461,0,0,0,0.00119518,1.52035,0.0381143,526.89,NA
"212",211,13.601,28.5233,4.55829,20.8352,0.0684304,0,0.062145,0,0,3.20244,0,0,0,0.00119847,1.51399,0.0384171,526.794,NA
"213",212,13.6006,28.5265,4.54552,20.8457,0.068075,0,0.0632432,0,0,3.17134,0,0,0,0.00122471,1.51308,0.0383049,526.491,NA
"214",213,13.5894,28.7149,4.49097,20.862,0.0680029,0,0.0643958,0,0,2.97589,0,0,0,0.00121362,1.51173,0.0387382,526.298,NA
"215",214,13.6101,28.4148,4.71728,20.8624,0.0687312,0,0.0643807,0,0,3.11986,0,0,0,0.00126912,1.51147,0.0387183,525.637,NA
"216",215,13.6009,28.5081,4.69607,20.8782,0.068187,0,0.064259,0,0,3.03733,0,0,0,0.00126284,1.51257,0.0384141,526.65,NA
"217",216,13.6033,28.585,4.66513,20.8932,0.0683569,0,0.0641532,0,0,2.94647,0,0,0,0.00127323,1.5212,0.0380482,526.743,NA
"218",217,13.5792,28.8753,4.39153,20.9161,0.0673538,0,0.0627827,0,0,2.87245,0,0,0,0.00122528,1.54076,0.038505,525.129,NA
"219",218,13.5946,28.667,4.56715,20.928,0.0679547,0,0.0646732,0,0,2.89778,0,0,0,0.00122506,1.53075,0.0383293,526.485,NA
"220",219,13.6177,28.6357,4.41401,20.9504,0.0694573,0,0.0659701,0,0,3.14705,0,0,0,0.00124947,1.52152,0.0384307,526.175,NA
"221",220,13.6045,28.6452,4.48174,20.9563,0.0684344,0,0.0652736,0,0,3.04699,0,0,0,0.00124032,1.51015,0.0384222,526.469,NA
"222",221,13.594,28.531,4.67838,20.9715,0.068121,0,0.0652727,0,0,3.03973,0,0,0,0.0012446,1.51182,0.0381132,526.675,NA
"223",222,13.6044,28.501,4.64259,20.9856,0.0683893,0,0.0651597,0,0,3.00997,0,0,0,0.00124945,1.52541,0.0375509,526.438,NA
"224",223,13.5966,28.5369,4.57274,20.9912,0.0684956,0,0.0664731,0,0,2.92109,0,0,0,0.00126281,1.52247,0.0380155,526.246,NA
"225",224,13.5971,28.5136,4.64584,21.0012,0.0683048,0,0.0655641,0,0,3.06708,0,0,0,0.00130256,1.52607,0.0376889,526.388,NA
"226",225,13.5961,28.739,4.39738,21.0153,0.0677262,0,0.0715787,0,0,2.94108,0,0,0,0.00130474,1.51362,0.0382959,526.211,NA
"227",226,13.604,28.6106,4.48468,21.0279,0.0682406,0,0.0691286,0,0,3.01117,0,0,0,0.00133085,1.51887,0.0377933,526.312,NA
"228",227,13.6126,28.5971,4.45209,21.0337,0.0687065,0,0.0664419,0,0,3.0965,0,0,0,0.00133942,1.52517,0.0374887,525.969,NA
"229",228,13.593,28.6025,4.36064,21.0438,0.0683446,0,0.0664367,0,0,3.07061,0,0,0,0.00131996,1.60949,0.0359003,525.746,NA
"230",229,13.6024,28.4931,4.61744,21.0519,0.0681128,0,0.0662379,0,0,3.00283,0,0,0,0.00132625,1.53859,0.0381316,526.078,NA
"231",230,13.5955,28.5297,4.64091,21.0655,0.0680252,0,0.0659203,0,0,2.94386,0,0,0,0.00132882,1.52506,0.0382403,526.495,NA
"232",231,13.6051,28.573,4.57776,21.0842,0.0682819,0,0.06585,0,0,3.04411,0,0,0,0.00134084,1.51761,0.0382918,526.282,NA
"233",232,13.6024,28.534,4.55963,21.0971,0.068307,0,0.0665895,0,0,3.06019,0,0,0,0.00135695,1.50881,0.0381257,526.37,NA
"234",233,13.6056,28.513,4.55614,21.1202,0.0683543,0,0.0663014,0,0,3.02381,0,0,0,0.00133545,1.51194,0.037941,525.819,NA
"235",234,13.5827,28.5361,4.5529,21.129,0.0679374,0,0.0660456,0,0,3.0433,0,0,0,0.00132275,1.50913,0.038293,526.326,NA
"236",235,13.6016,28.4614,4.75445,21.1321,0.0682794,0,0.0655433,0,0,3.02907,0,0,0,0.0013328,1.51042,0.0382846,526.165,NA
"237",236,13.6068,28.5932,4.56793,21.1707,0.068788,0,0.0643032,0,0,2.98085,0,0,0,0.00137148,1.52609,0.0379169,525.99,NA
"238",237,13.6084,28.5296,4.56027,21.1886,0.0684985,0,0.0646076,0,0,3.00643,0,0,0,0.00137978,1.52921,0.0374108,526.31,NA
"239",238,13.6002,28.4891,4.66601,21.2053,0.0678362,0,0.0643429,0,0,3.17791,0,0,0,0.00138441,1.5239,0.0374571,526.172,NA
"240",239,13.6109,28.9385,4.36422,21.2207,0.0686842,0,0.06127,0,0,2.92178,0,0,0,0.00134662,1.49739,0.038816,524.986,NA
"241",240,13.6117,29.0728,4.27572,21.2247,0.0687028,0,0.0582968,0,0,2.83802,0,0,0,0.00137846,1.48768,0.0405078,526.466,NA
"242",241,13.6074,29.2576,4.01022,21.2476,0.0686755,0,0.0570075,0,0,2.8359,0,0,0,0.00138377,1.47784,0.0422092,526.154,NA
"243",242,13.6362,29.4027,3.76704,21.2551,0.0689792,0,0.0586117,0,0,2.84109,0,0,0,0.00139167,1.46273,0.0434304,525.575,NA
"244",243,13.6251,29.4143,3.81103,21.2797,0.0688482,0,0.0577328,0,0,2.82572,0,0,0,0.00139907,1.43164,0.0449856,525.726,NA
"245",244,13.6224,29.4625,3.75747,21.3023,0.0688293,0,0.0567764,0,0,2.82934,0,0,0,0.00142523,1.40745,0.0462197,525.872,NA
"246",245,13.6167,29.5655,3.60575,21.3336,0.0685876,0,0.0557959,0,0,2.88063,0,0,0,0.00141289,1.37654,0.048288,525.303,NA
"247",246,13.6053,29.3555,3.82319,21.3442,0.067743,0,0.0557623,0,0,3.07002,0,0,0,0.00138969,1.36844,0.0490098,525.121,NA
"248",247,13.5849,29.4104,3.11612,21.355,0.0667166,0,0.0538063,0,0,3.57835,0,0,0,0.00133614,1.35473,0.0501913,523.477,NA
"249",248,13.6329,29.4556,3.26464,21.3781,0.0689365,0,0.0535496,0,0,3.65381,0,0,0,0.00134808,1.3334,0.0504535,524.876,NA
"250",249,13.6371,29.1559,3.67073,21.4473,0.0693205,0,0.0537721,0,0,3.60371,0,0,0,0.00147349,1.35073,0.0488692,524.362,NA
"251",250,13.6192,29.4754,3.38208,21.4786,0.0683205,0,0.0548155,0,0,3.24621,0,0,0,0.0014882,1.35478,0.0490407,525.486,NA
"252",251,13.618,29.5604,3.39414,21.5059,0.0684505,0,0.0546697,0,0,3.18704,0,0,0,0.00148644,1.34119,0.0497048,525.586,NA
"253",252,13.6159,29.5771,3.33628,21.5283,0.0685538,0,0.0544146,0,0,3.16709,0,0,0,0.00149458,1.32481,0.0506529,525.315,NA
"254",253,13.6191,29.6529,3.30621,21.5496,0.0687334,0,0.0552588,0,0,3.13939,0,0,0,0.00155266,1.31701,0.0510808,525.453,NA
"255",254,13.6226,29.6127,3.34287,21.5573,0.068153,0,0.0554775,0,0,3.07829,0,0,0,0.00164207,1.32233,0.0510818,525.1,NA
"256",255,13.6277,29.6308,3.36029,21.5751,0.0685377,0,0.0551053,0,0,3.13137,0,0,0,0.00164015,1.32143,0.0509892,525.172,NA
"257",256,13.6221,29.606,3.31077,21.5958,0.0687177,0,0.054737,0,0,3.13375,0,0,0,0.00163145,1.33635,0.0505442,525.088,NA
"258",257,13.6225,29.6647,3.31175,21.614,0.0689612,0,0.0554989,0,0,3.24214,0,0,0,0.00162585,1.31436,0.0514577,524.978,NA
"259",258,13.625,29.6514,3.31658,21.6427,0.0687719,0,0.0546514,0,0,3.16741,0,0,0,0.0016325,1.2999,0.0521793,525.426,NA
"260",259,13.6244,29.6469,3.32352,21.6757,0.0685015,0,0.0542292,0,0,3.16385,0,0,0,0.00161808,1.30626,0.0516287,525.278,NA
"261",260,13.6135,29.5211,3.36994,21.6948,0.0683206,0,0.054105,0,0,3.38807,0,0,0,0.00164359,1.3043,0.0513068,524.71,NA
"262",261,13.6157,29.5144,3.37309,21.7057,0.0684845,0,0.0531175,0,0,3.29802,0,0,0,0.00166979,1.30073,0.0514544,524.935,NA
"263",262,13.6171,29.5731,3.28794,21.7316,0.0681765,0,0.0534422,0,0,3.34618,0,0,0,0.00169887,1.30382,0.051467,525.314,NA
"264",263,13.6004,29.5742,3.17634,21.7539,0.0682688,0,0.0530584,0,0,3.39778,0,0,0,0.00165866,1.28963,0.052495,524.177,NA
"265",264,13.6124,29.6052,3.14981,21.7699,0.0685164,0,0.0527662,0,0,3.39384,0,0,0,0.00166259,1.2941,0.0524122,524.911,NA
"266",265,13.6223,29.5695,3.07866,21.8023,0.0684914,0,0.0525547,0,0,3.50471,0,0,0,0.00173455,1.28551,0.053066,524.662,NA
"267",266,13.6125,29.648,3.10054,21.8198,0.0686696,0,0.0536295,0,0,3.34383,0,0,0,0.00175783,1.27852,0.0530431,524.982,NA
"268",267,13.6172,29.6477,3.19497,21.8531,0.068554,0,0.0534483,0,0,3.31471,0,0,0,0.00176202,1.27554,0.0528917,525.284,NA
"269",268,13.6218,29.5888,3.11532,21.8639,0.0684246,0,0.0532984,0,0,3.38809,0,0,0,0.00175063,1.29067,0.0523655,524.239,NA
"270",269,13.6162,29.5725,3.20342,21.8924,0.06855,0,0.0529545,0,0,3.3906,0,0,0,0.00174812,1.29707,0.0519675,524.983,NA
"271",270,13.6111,29.5714,3.27156,21.9205,0.0683488,0,0.0528475,0,0,3.34362,0,0,0,0.00174832,1.2883,0.0522553,524.986,NA
"272",271,13.6199,29.6307,3.24537,21.942,0.0693136,0,0.0549405,0,0,3.25487,0,0,0,0.00178605,1.29273,0.0519958,524.797,NA
"273",272,13.6375,29.5804,3.20829,21.9754,0.0693815,0,0.0540744,0,0,3.24837,0,0,0,0.00176261,1.32748,0.050545,524.518,NA
"274",273,13.6246,29.6513,3.00719,22.0007,0.0683535,0,0.053466,0,0,3.59103,0,0,0,0.00170752,1.30852,0.0515468,523.266,NA
"275",274,13.6236,29.5965,3.19944,22.0244,0.0687078,0,0.0527149,0,0,3.43028,0,0,0,0.00171354,1.2902,0.0521842,525.077,NA
"276",275,13.6114,29.5827,3.19292,22.0638,0.0682647,0,0.0529285,0,0,3.44067,0,0,0,0.00171419,1.2837,0.0524143,524.746,NA
"277",276,13.6127,29.3479,3.57242,22.0644,0.0682735,0,0.0522329,0,0,3.44329,0,0,0,0.00174949,1.30135,0.0509059,524.048,NA
"278",277,13.6211,29.4256,3.36191,22.093,0.0686391,0,0.0523671,0,0,3.46792,0,0,0,0.00178674,1.30766,0.0503494,524.518,NA
"279",278,13.6113,29.5135,3.28125,22.1184,0.0684285,0,0.0516313,0,0,3.40215,0,0,0,0.00177311,1.29148,0.0513455,524.707,NA
"280",279,13.614,29.5298,3.23285,22.1526,0.0684806,0,0.0524072,0,0,3.36714,0,0,0,0.0017664,1.29475,0.0513165,524.613,NA
"281",280,13.6293,29.5466,3.24968,22.1893,0.0690165,0,0.0518491,0,0,3.41418,0,0,0,0.00184672,1.30105,0.0512025,524.318,NA
"282",281,13.545,29.0946,3.65899,22.2008,0.0656792,0,0.0524679,0,0,3.65265,0,0,0,0.00179804,1.36327,0.0500519,522.887,NA
"283",282,13.6075,29.3353,3.36946,22.2222,0.067601,0,0.0515078,0,0,3.36438,0,0,0,0.00177368,1.32917,0.0507611,524.314,NA
"284",283,13.6189,29.4524,3.32881,22.254,0.0686171,0,0.0513089,0,0,3.30743,0,0,0,0.00175803,1.30719,0.0513785,524.496,NA
"285",284,13.6124,29.4625,3.35405,22.2731,0.0684724,0,0.0513643,0,0,3.37103,0,0,0,0.00178161,1.29869,0.051527,524.504,NA
"286",285,13.6425,29.494,3.13908,22.2972,0.0691397,0,0.0523381,0,0,3.48703,0,0,0,0.0017959,1.32439,0.0503157,523.872,NA
"287",286,13.6187,29.5396,3.15032,22.3178,0.0690168,0,0.0519482,0,0,3.57391,0,0,0,0.00179761,1.3115,0.0506119,524.138,NA
"288",287,13.6224,29.4822,3.25779,22.3543,0.0691525,0,0.051598,0,0,3.49188,0,0,0,0.00179171,1.2964,0.0510411,524.637,NA
"289",288,13.6123,29.4361,3.31205,22.3957,0.0684488,0,0.0513864,0,0,3.54136,0,0,0,0.00180954,1.28697,0.05141,524.529,NA
"290",289,13.6175,29.449,3.25383,22.4253,0.0684621,0,0.0507056,0,0,3.55854,0,0,0,0.00180876,1.28022,0.0516832,524.532,NA
"291",290,13.6179,29.4469,3.25904,22.463,0.0686102,0,0.0505894,0,0,3.55554,0,0,0,0.00180975,1.27928,0.051601,524.408,NA
"292",291,13.6152,29.5283,3.15752,22.498,0.068552,0,0.0509322,0,0,3.55511,0,0,0,0.00179761,1.26641,0.0523066,524.365,NA
"293",292,13.5983,29.5403,2.97498,22.5267,0.0680788,0,0.0514193,0,0,3.7097,0,0,0,0.00177393,1.25603,0.0527421,523.83,NA
"294",293,13.6126,29.5507,3.03567,22.5569,0.068611,0,0.0505482,0,0,3.71438,0,0,0,0.00176406,1.24599,0.053698,524.065,NA
"295",294,13.6103,29.4865,3.19468,22.5884,0.0684169,0,0.0501317,0,0,3.57331,0,0,0,0.00176615,1.25612,0.0530911,524.519,NA
"296",295,13.5891,29.2582,3.39868,22.6324,0.0675616,0,0.0499528,0,0,3.65814,0,0,0,0.00172822,1.30739,0.0499127,522.98,NA
"297",296,13.6098,29.3297,3.37703,22.6643,0.0685952,0,0.0498398,0,0,3.5097,0,0,0,0.00173758,1.29196,0.0508393,524.426,NA
"298",297,13.6176,29.3742,3.24997,22.6886,0.0685129,0,0.0501187,0,0,3.57708,0,0,0,0.00175518,1.31683,0.0501855,523.97,NA
"299",298,13.6485,29.4245,3.2176,22.6902,0.0699666,0,0.0497672,0,0,3.48339,0,0,0,0.00183877,1.33314,0.0502002,523.898,NA
"300",299,13.6063,29.2128,3.36003,22.7086,0.0682756,0,0.0558813,0,0,3.56156,0,0,0,0.00184668,1.30697,0.0506551,523.654,NA
"301",300,13.6152,29.3894,3.25796,22.745,0.0686597,0,0.0525202,0,0,3.53972,0,0,0,0.00182588,1.2959,0.0507432,524.005,NA
