iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2,r
456,60.7978,1,13.9939,58.2879,18.1283,14.9083,3.49835,0.26898,1.09014,1.24437e-07,0.466108,0.718273
457,72.3733,1,13.8734,62.495,18.1283,15.2504,3.69887,0.269127,1.10119,1.52047e-07,0.462525,0.741686
458,64.9883,1,13.6566,66.6237,18.1283,16.289,3.07428,0.26581,1.16887,1.49428e-07,0.520838,0.623863
459,52.5669,1,13.5515,66.9568,18.1283,15.3614,2.88492,0.242678,1.11037,1.5171e-07,0.53283,0.598955
460,47.7308,1,13.5448,60.4978,18.1283,15.7129,2.96074,0.245139,1.13344,1.29114e-07,0.526717,0.63276
461,56.7206,1,13.9648,61.6479,18.1283,15.5445,2.97948,0.272906,1.17821,1.22894e-07,0.516469,0.603143
462,49.9899,1,14.1104,61.6137,18.1283,15.8715,2.83904,0.260601,1.25025,1.17705e-07,0.503872,0.563403
463,40.4261,1,13.6301,57.2453,18.1283,16.2554,2.73649,0.245696,1.09474,1.18368e-07,0.555821,0.561883
464,39.0116,1,13.5974,56.496,18.1283,16.8686,2.57116,0.251466,1.10392,1.19093e-07,0.526516,0.466244
465,39.6612,1,13.4065,57.683,18.1283,16.1733,2.63103,0.247773,1.12106,1.07195e-07,0.541112,0.453268
466,35.2722,1,13.4695,61.2633,18.1283,16.3727,2.67156,0.257183,1.06805,9.80011e-08,0.560853,0.531683
467,42.4943,1,13.5501,56.0419,18.1283,17.2762,2.85751,0.258404,1.02191,9.237e-08,0.574337,0.532191
468,38.6599,1,13.3928,60.9071,18.1283,16.7527,2.76111,0.255555,1.13786,9.631e-08,0.561749,0.562395
469,40.4523,1,13.6161,59.8296,18.1283,17.0535,2.823,0.250712,1.13614,9.99696e-08,0.549895,0.596605
470,42.036,1,13.5626,65.6222,18.1283,16.19,2.82461,0.271688,1.19277,1.04495e-07,0.459743,0.564833
471,43.2718,1,13.7003,70.7238,18.1283,16.2707,2.74835,0.290958,1.28322,1.03741e-07,0.489796,0.57744
472,29.4358,1,13.6729,66.1243,18.1283,15.4428,2.7069,0.267582,1.24508,7.61734e-08,0.490433,0.551274
473,42.0775,1,13.5673,64.4806,18.1283,15.734,2.87983,0.267159,1.23711,7.86498e-08,0.519775,0.566258
474,38.6219,1,13.5641,61.5642,18.1283,15.4822,2.89178,0.265084,1.14131,7.68585e-08,0.536034,0.562435
475,37.6658,1,13.579,59.7145,18.1283,15.8583,2.81673,0.267069,1.15259,7.77176e-08,0.539384,0.563603
476,32.8304,1,13.4301,60.9903,18.1283,17.1892,2.73097,0.26205,1.23818,7.23481e-08,0.537788,0.534012
477,23.5796,1,13.4646,66.3869,18.1283,17.1829,2.55714,0.262495,1.27545,6.29648e-08,0.545382,0.466486
478,23.3181,1,13.4915,60.2845,18.1283,16.8348,2.58344,0.277472,1.19589,5.81411e-08,0.549895,0.475194
479,21.0822,1,13.3908,62.5432,18.1283,16.1741,2.55858,0.253483,1.14191,6.10801e-08,0.592467,0.473097
480,26.101,1,13.5749,63.3804,18.1283,16.0762,2.66452,0.255327,1.22383,6.01653e-08,0.561753,0.493956
481,22.7167,1,13.8223,68.9686,18.1283,16.0884,2.76517,0.275567,1.24336,5.28305e-08,0.541933,0.585981
482,14.9405,1,13.6108,69.5432,18.1283,15.5477,2.73026,0.269872,1.28931,4.8672e-08,0.528861,0.59401
483,14.3175,1,13.7126,67.8803,18.1283,15.4169,2.75995,0.265491,1.25627,4.24946e-08,0.522402,0.584726
484,12.8141,1,13.5847,67.3903,18.1283,15.8686,2.76715,0.276943,1.29015,3.85722e-08,0.497584,0.576443
485,10.7758,1,13.7957,59.9842,18.1283,15.7103,2.79994,0.284203,1.21546,3.52257e-08,0.480691,0.55259
486,11.4902,1,13.7922,65.7669,18.1283,16.0878,2.79251,0.272796,1.19987,3.75343e-08,0.529807,0.57941
487,18.7961,1,13.6299,64.5709,18.1283,15.9453,2.93488,0.285829,1.23198,3.49965e-08,0.531855,0.600451
488,19.4726,1,13.6826,63.4801,18.1283,15.7708,2.98604,0.271665,1.19691,3.83289e-08,0.499144,0.61337
489,14.7136,1,13.7875,60.5906,18.1283,15.6967,2.88428,0.281667,1.09953,3.89156e-08,0.499891,0.587
490,14.3889,1,13.508,61.4349,18.1283,15.7017,2.85452,0.263409,1.08948,3.9717e-08,0.539447,0.580311
491,15.9867,1,13.5595,55.5784,18.1283,15.0801,3.01129,0.249517,1.06038,4.0092e-08,0.551039,0.6232
492,16.6153,1,13.5361,60.2801,18.1283,15.6561,2.90439,0.262199,1.09224,4.41937e-08,0.519615,0.600258
493,12.8362,1,13.6477,61.7271,18.1283,15.6831,2.8764,0.260968,1.13423,3.98114e-08,0.554815,0.608946
494,18.2655,1,13.5447,65.6547,18.1283,15.3301,2.77741,0.267085,1.24265,4.23461e-08,0.548945,0.556389
495,26.606,1,13.4479,65.6967,18.1283,16.1804,2.86,0.282269,1.20588,4.77087e-08,0.540192,0.569984
496,21.5145,1,13.4942,62.4298,18.1283,16.6621,2.70929,0.28789,1.20126,4.95794e-08,0.550551,0.555448
497,16.6785,1,13.3409,62.7891,18.1283,17.1643,2.68858,0.273021,1.17695,3.58389e-08,0.55148,0.488148
498,16.1898,1,13.2741,61.3678,18.1283,17.3212,2.75231,0.265059,1.24222,3.60793e-08,0.552858,0.50885
499,15.3597,1,13.4043,64.344,18.1283,16.966,2.69926,0.259031,1.24326,3.35916e-08,0.583345,0.497452
500,14.2544,1,13.4537,64.3817,18.1283,17.1954,2.66024,0.256334,1.25933,3.93519e-08,0.547334,0.49148
501,2.00398,1,13.4008,60.3726,18.1283,16.9923,2.56744,0.248205,1.17985,3.51804e-08,0.546563,0.461961
502,10.6901,1,13.551,70.6873,18.1283,16.8026,2.6122,0.254433,1.21888,3.63581e-08,0.565284,0.454223
503,11.8465,1,13.4911,60.773,18.1283,16.5469,2.55466,0.257799,1.17312,4.11811e-08,0.620743,0.478206
504,3.85545,1,13.4747,57.944,18.1283,16.9257,2.46095,0.26082,1.03191,4.46274e-08,0.602475,0.476304
505,8.46518,1,13.4882,55.4791,18.1283,16.4618,2.54261,0.24366,1.01996,4.81164e-08,0.595825,0.477297
506,9.97917,1,13.4473,58.8783,18.1283,17.4771,2.52333,0.251575,1.11585,5.01679e-08,0.50491,0.442618
507,15.0449,1,13.5647,57.9557,18.1283,16.8888,2.5633,0.267186,1.09549,5.36276e-08,0.526262,0.480359
508,16.9095,1,13.6475,62.3908,18.1283,16.458,2.38776,0.275072,1.25121,5.87511e-08,0.537617,0.382535
509,19.5296,1,13.7093,59.197,18.1283,16.1891,2.47151,0.273018,1.14193,6.30834e-08,0.545521,0.415995
510,18.2992,1,13.5354,57.6441,18.1283,16.6383,2.50728,0.266279,1.07031,6.27684e-08,0.567851,0.45181
511,22.664,1,13.5502,62.366,18.1283,16.227,2.75044,0.255245,1.16036,6.03385e-08,0.524523,0.544656
512,26.222,1,13.4922,61.0463,18.1283,16.3097,2.82534,0.255264,1.18026,5.94625e-08,0.50728,0.567254
513,28.8366,1,13.3409,58.8363,18.1283,16.102,2.91439,0.256899,1.12198,6.55784e-08,0.464118,0.594205
514,22.1421,1,13.4827,58.7269,18.1283,16.9556,2.79047,0.255005,1.1131,5.7535e-08,0.48318,0.528676
515,21.7573,1,13.4643,61.1293,18.1283,15.7397,2.71446,0.273317,1.12676,5.29209e-08,0.535316,0.538814
516,15.6932,1,13.4238,62.2958,18.1283,15.6869,2.81017,0.249694,1.15946,4.9071e-08,0.516128,0.580618
517,27.9171,1,13.397,62.7653,18.1283,15.8366,2.94658,0.263533,1.18633,5.27962e-08,0.527168,0.609371
518,29.7713,1,13.6179,62.0877,18.1283,15.1802,3.13279,0.261545,1.05643,4.99967e-08,0.535343,0.625625
519,20.0769,1,13.7562,59.9735,18.1283,15.6407,3.21507,0.253439,1.04562,4.48215e-08,0.47913,0.674724
520,32.9429,1,13.7015,61.5518,18.1283,15.8005,3.36608,0.255353,1.08681,5.29225e-08,0.484925,0.688011
521,30.2181,1,13.6643,59.087,18.1283,15.4787,3.38547,0.265946,1.09532,4.97421e-08,0.517933,0.712071
522,28.4693,1,13.5722,58.9202,18.1283,15.3604,3.35716,0.257591,1.08653,4.65654e-08,0.505518,0.697751
523,26.0435,1,13.5533,58.6264,18.1283,15.813,3.24226,0.248758,1.02272,4.84448e-08,0.526632,0.674764
524,22.2375,1,13.5232,58.1734,18.1283,16.1931,3.14598,0.252609,1.04118,4.54983e-08,0.529388,0.653661
525,32.0701,1,13.2373,59.0015,18.1283,16.0625,3.44426,0.249969,1.03412,4.6261e-08,0.522,0.693462
526,30.3705,1,13.4709,59.0978,18.1283,16.0963,3.26397,0.27075,1.01081,5.19293e-08,0.530951,0.676302
527,31.7989,1,13.261,58.0014,18.1283,16.4503,3.49553,0.23169,1.00278,5.5004e-08,0.538706,0.725754
528,29.4672,1,13.5154,59.2071,18.1283,16.3115,3.44049,0.253258,1.03452,4.98594e-08,0.509668,0.713809
529,28.1847,1,13.7389,62.3379,18.1283,16.8521,3.544,0.267816,1.02573,4.27259e-08,0.482304,0.722463
530,36.3086,1,13.5571,61.3545,18.1283,16.5492,3.80228,0.257716,1.04599,4.57197e-08,0.517572,0.75923
531,34.4159,1,13.4352,57.2251,18.1283,16.4976,3.59382,0.254095,1.0514,4.61882e-08,0.522463,0.725679
532,39.8996,1,13.2392,58.8796,18.1283,16.6121,3.6505,0.26228,1.07188,4.48715e-08,0.526354,0.713857
533,39.6565,1,13.079,60.259,18.1283,16.4767,3.77482,0.256516,1.04538,4.56124e-08,0.51416,0.735983
534,30.0027,1,13.2189,52.3416,18.1283,16.5088,3.44364,0.254797,1.02993,4.28097e-08,0.499088,0.689522
535,31.6786,1,13.5939,58.8546,18.1283,15.6662,3.48675,0.262467,1.17993,4.4832e-08,0.499304,0.71967
536,30.202,1,13.7354,62.8804,18.1283,14.9273,3.5283,0.243655,1.12732,4.83338e-08,0.491427,0.72437
537,27.8007,1,13.5656,56.3466,18.1283,15.8153,3.57309,0.269009,0.970637,4.77507e-08,0.511454,0.751022
538,29.7494,1,13.7001,59.521,18.1283,16.251,3.53325,0.263584,1.01719,5.1502e-08,0.490936,0.734103
539,30.6815,1,13.4778,67.69,18.1283,16.4012,3.21699,0.272611,1.11729,6.10726e-08,0.466267,0.697807
540,37.0319,1,13.3669,64.7745,18.1283,15.8049,3.33998,0.249326,1.11663,6.6284e-08,0.495077,0.703903
541,36.4927,1,13.7314,66.6505,18.1283,16.3635,3.46522,0.262469,1.15885,5.85908e-08,0.477463,0.731917
542,36.8216,1,13.8321,66.0065,18.1283,15.889,3.48746,0.266556,1.17518,5.14468e-08,0.4914,0.729632
543,36.4123,1,13.9414,61.9015,18.1283,15.6152,3.48958,0.26387,1.16092,4.88276e-08,0.502212,0.719027
544,38.2968,1,13.6405,63.118,18.1283,15.8185,3.77233,0.274374,1.21717,4.76455e-08,0.483601,0.766397
545,43.0939,1,13.458,62.6742,18.1283,15.4311,3.80543,0.262989,1.22632,4.95337e-08,0.509072,0.760417
546,31.8798,1,13.3518,54.6132,18.1283,15.1832,3.7247,0.250692,1.0652,4.90106e-08,0.500714,0.760364
547,43.7948,1,13.8055,59.6274,18.1283,15.2047,4.06048,0.238684,1.06313,5.63602e-08,0.471574,0.778108
548,38.0106,1,13.7545,58.7028,18.1283,15.2312,3.99574,0.224603,1.07658,5.21149e-08,0.522585,0.790026
549,45.3861,1,13.6313,63.8619,18.1283,14.573,4.09086,0.246654,1.13725,5.28512e-08,0.516815,0.797022
550,32.0235,1,13.5528,62.4029,18.1283,15.3332,3.90236,0.242828,1.09518,4.31925e-08,0.511443,0.788136
551,29.8441,1,13.824,57.622,18.1283,15.2928,3.68821,0.263616,1.03673,4.25062e-08,0.493145,0.753983
552,36.267,1,13.5986,62.4663,18.1283,15.9891,3.67484,0.259165,1.16495,4.55134e-08,0.535228,0.752032
553,32.1863,1,13.5671,58.6011,18.1283,15.8984,3.55071,0.23093,1.09928,4.52698e-08,0.555236,0.71825
554,40.8686,1,13.8691,62.4465,18.1283,16.3777,3.58553,0.249086,1.10828,4.70414e-08,0.550256,0.706699
555,39.7526,1,13.6473,65.3882,18.1283,16.5002,3.70345,0.239099,1.15126,4.26376e-08,0.592562,0.737683
556,32.6139,1,13.7701,59.6101,18.1283,15.8826,3.48107,0.247655,1.20113,4.20687e-08,0.546285,0.714272
557,23.2552,1,13.8801,62.3247,18.1283,15.5495,3.13262,0.267786,1.22374,4.12415e-08,0.531288,0.674221
558,25.6803,1,14.168,63.9312,18.1283,15.6451,3.13874,0.277179,1.25435,4.02085e-08,0.543727,0.672855
559,23.2498,1,13.8461,68.269,18.1283,15.9702,3.2384,0.245704,1.21854,4.43958e-08,0.524508,0.689275
560,18.9141,1,13.4597,62.3881,18.1283,15.7956,3.04464,0.244898,1.20689,4.34844e-08,0.522206,0.646194
561,22.6574,1,13.5618,63.6146,18.1283,16.0967,3.09717,0.246332,1.31075,3.9651e-08,0.532026,0.647639
562,28.0751,1,13.6099,66.6706,18.1283,16.5105,3.02059,0.23885,1.40712,3.87801e-08,0.56092,0.590993
563,30.5609,1,13.6535,63.1731,18.1283,15.3879,3.13653,0.246826,1.34733,3.37003e-08,0.549046,0.587257
564,18.2061,1,13.5395,60.4087,18.1283,16.6712,3.00164,0.245223,1.14901,3.73643e-08,0.496964,0.581087
565,16.9583,1,13.3859,55.3012,18.1283,16.5894,3.13654,0.23708,1.09368,4.00275e-08,0.521986,0.655021
566,18.208,1,13.6343,58.612,18.1283,15.8153,3.07604,0.278886,1.08825,3.72163e-08,0.541793,0.643531
567,16.9342,1,13.7736,61.7236,18.1283,16.3006,2.94758,0.269188,1.12513,3.77957e-08,0.521096,0.589532
568,7.94209,1,13.6049,62.4824,18.1283,16.1052,2.95824,0.261275,1.15809,3.14731e-08,0.488517,0.615363
569,10.1063,1,13.6651,66.9379,18.1283,15.4302,2.83656,0.266494,1.19013,3.43166e-08,0.498365,0.571734
570,14.1592,1,13.3664,63.1544,18.1283,16.1285,2.9387,0.247652,1.23251,3.76756e-08,0.467282,0.584183
571,18.8191,1,13.3836,59.5636,18.1283,16.4197,2.90725,0.265578,1.15497,4.12825e-08,0.511823,0.588004
572,17.9873,1,13.6312,65.4958,18.1283,17.2722,2.89511,0.268085,1.26583,3.96857e-08,0.49422,0.591762
573,19.4036,1,13.6487,64.5349,18.1283,17.0724,2.8872,0.262479,1.24007,4.04909e-08,0.528436,0.581576
574,20.1713,1,13.5436,62.9362,18.1283,16.1009,3.06099,0.273997,1.10805,4.26687e-08,0.545213,0.665762
575,20.0073,1,13.6688,57.6408,18.1283,16.1362,3.10046,0.28527,1.08158,4.1092e-08,0.530032,0.667147
576,14.6127,1,13.6319,60.7309,18.1283,15.6691,2.90074,0.273411,1.1496,4.39624e-08,0.529144,0.628653
577,18.125,1,13.6967,59.8883,18.1283,15.4691,2.85425,0.250763,1.08711,4.61212e-08,0.516758,0.572678
578,18.1563,1,13.36,59.9989,18.1283,15.6467,3.00006,0.249509,1.15492,3.96004e-08,0.534764,0.611323
579,14.4887,1,13.4539,61.0194,18.1283,15.9489,3.07519,0.23923,1.14714,3.65202e-08,0.540317,0.637565
580,15.7817,1,13.5129,67.2885,18.1283,15.0735,3.04713,0.258399,1.2359,3.54419e-08,0.526151,0.649685
581,20.5923,1,13.6676,72.984,18.1283,15.9443,3.27602,0.245219,1.20292,3.44075e-08,0.49921,0.668133
582,30.8882,1,13.7092,66.2709,18.1283,15.5409,3.39518,0.257568,1.16069,3.76813e-08,0.539883,0.67916
583,35.1469,1,13.7924,65.0899,18.1283,16.0676,3.60939,0.257818,1.25255,4.08197e-08,0.494762,0.72663
584,35.1268,1,13.4313,69.2457,18.1283,15.2929,3.92113,0.260673,1.27877,3.68853e-08,0.526201,0.786101
585,27.9614,1,13.3877,66.182,18.1283,16.4347,3.88085,0.266029,1.2003,3.35353e-08,0.514209,0.789138
586,27.5113,1,13.3548,62.7333,18.1283,16.5463,3.88502,0.267326,1.12421,3.38305e-08,0.473083,0.772164
587,17.3879,1,13.1558,58.9539,18.1283,16.4668,3.59557,0.257167,1.03551,2.91403e-08,0.506377,0.73854
588,15.3208,1,13.1636,60.8955,18.1283,15.8254,3.5931,0.252113,1.08394,2.89551e-08,0.50617,0.746036
589,14.3602,1,13.4626,64.7554,18.1283,16.6404,3.67543,0.249361,0.987732,2.97942e-08,0.517653,0.764386
590,9.90368,1,13.4645,61.6297,18.1283,16.3262,3.66479,0.240567,1.08663,2.98385e-08,0.493812,0.779513
591,14.3442,1,13.5085,63.8809,18.1283,16.2164,3.48548,0.248881,1.20916,3.24409e-08,0.495023,0.749579
592,22.8779,1,13.7209,65.6046,18.1283,15.2736,3.78364,0.241344,1.11161,3.2022e-08,0.536509,0.770175
593,24.7581,1,13.6545,63.8115,18.1283,15.1867,3.68479,0.24943,1.12846,3.4506e-08,0.521047,0.755916
594,30.3731,1,13.5291,67.6925,18.1283,15.5576,3.75224,0.249704,1.19305,3.65775e-08,0.504236,0.749936
595,30.8956,1,13.8529,69.7518,18.1283,16.1234,3.63041,0.288895,1.20784,3.64381e-08,0.507685,0.755178
596,29.5703,1,13.5739,62.1488,18.1283,15.3976,3.72081,0.277383,1.12385,3.91012e-08,0.491487,0.761914
597,29.5073,1,14.2649,62.2198,18.1283,15.208,3.6496,0.268499,1.12281,3.58908e-08,0.438649,0.723696
598,30.3595,1,14.0779,64.9566,18.1283,15.4294,3.54432,0.284269,1.20875,3.4427e-08,0.449173,0.713621
599,18.4894,1,13.8474,61.3868,18.1283,14.6229,3.33582,0.26837,1.16222,2.94553e-08,0.52575,0.693241
600,24.1135,1,13.5896,63.3077,18.1283,15.4441,3.49517,0.274323,1.15497,2.90763e-08,0.509826,0.70693
601,22.096,1,13.4564,60.7006,18.1283,15.3227,3.27995,0.283143,1.08391,3.16933e-08,0.518757,0.664293
602,32.2327,1,13.6892,67.1845,18.1283,15.8461,3.26182,0.302197,1.19909,3.77135e-08,0.485085,0.653501
603,19.2451,1,13.5291,65.5436,18.1283,15.2068,3.16548,0.289267,1.19704,3.75893e-08,0.450967,0.672454
604,17.4801,1,13.5347,61.5416,18.1283,15.5426,3.22008,0.248146,1.07002,4.16922e-08,0.44016,0.664624
605,19.1032,1,13.5976,59.0423,18.1283,15.4562,3.26324,0.265533,1.02067,3.55337e-08,0.461075,0.648338
606,19.8703,1,13.3609,60.8519,18.1283,16.122,2.93648,0.277649,1.11092,4.22165e-08,0.491415,0.59125
607,21.5842,1,13.8583,60.6067,18.1283,15.6374,3.11829,0.306906,1.02114,4.14261e-08,0.526983,0.678468
608,20.4836,1,13.6807,64.5806,18.1283,15.7587,3.23128,0.295181,1.09086,3.46593e-08,0.497758,0.674701
609,14.8368,1,13.544,65.4165,18.1283,15.8137,3.26324,0.283601,1.09891,3.39375e-08,0.484416,0.704743
610,26.033,1,13.6846,67.2136,18.1283,16.5481,3.34302,0.298462,1.06099,3.57041e-08,0.53206,0.692926
611,20.0176,1,13.3312,60.8485,18.1283,17.1594,3.20864,0.273164,1.02909,3.78288e-08,0.524024,0.676789
612,29.5507,1,13.4942,62.0057,18.1283,16.5942,3.30589,0.283675,1.11368,4.11241e-08,0.520787,0.673777
613,28.2571,1,13.5656,68.8945,18.1283,15.8461,3.52508,0.275078,1.19066,3.62928e-08,0.497498,0.721615
614,32.6399,1,13.6478,72.2242,18.1283,16.1926,3.80446,0.273175,1.24387,3.03351e-08,0.529881,0.753935
615,30.6947,1,13.6153,69.8215,18.1283,16.0804,3.97643,0.242121,1.21419,2.832e-08,0.500131,0.761004
616,12.0403,1,13.7155,66.6117,18.1283,16.4418,3.78728,0.259754,1.13379,2.32616e-08,0.479181,0.776606
617,11.4727,1,13.6458,62.0123,18.1283,16.2895,3.57715,0.258667,1.18921,2.12944e-08,0.493649,0.733072
618,9.53404,1,13.5525,60.9139,18.1283,16.1806,3.44168,0.27169,1.02925,2.21479e-08,0.491753,0.705227
619,12.4497,1,13.2556,66.61,18.1283,17.6917,3.68839,0.259845,1.03533,2.12469e-08,0.491577,0.732942
620,9.1248,1,13.4318,62.437,18.1283,17.024,3.81295,0.218893,1.05055,2.42203e-08,0.4491,0.752453
621,11.5685,1,13.3934,61.9436,18.1283,16.4283,3.78872,0.219776,1.02988,2.25337e-08,0.49193,0.740613
622,8.48871,1,13.7419,64.2674,18.1283,15.7182,3.97062,0.237544,1.0769,2.01416e-08,0.486802,0.787044
623,10.8928,1,13.6954,66.5048,18.1283,15.6941,3.92054,0.241703,1.10361,2.20255e-08,0.47316,0.779068
624,3.76944,1,13.762,65.0259,18.1283,15.5301,3.61552,0.240841,1.10607,2.32309e-08,0.468756,0.758274
625,11.6036,1,13.9966,67.3876,18.1283,15.6641,3.80252,0.262717,1.16038,2.147e-08,0.462324,0.773922
626,12.864,1,14.132,63.5662,18.1283,15.4811,3.73141,0.291873,1.07249,2.0345e-08,0.466865,0.753347
627,12.3952,1,14.2477,70.1345,18.1283,16.2548,4.02236,0.275161,1.03045,1.99953e-08,0.429273,0.779922
628,15.7752,1,13.9564,64.2916,18.1283,15.951,3.88337,0.264781,1.09224,2.09771e-08,0.479047,0.758993
629,17.4804,1,13.9736,59.5767,18.1283,16.4781,3.8502,0.250693,1.09632,2.28398e-08,0.489766,0.75583
630,15.9606,1,14.0204,60.2521,18.1283,16.7556,3.8277,0.258125,1.00705,2.42901e-08,0.499133,0.765223
631,6.34544,1,13.9123,64.2674,18.1283,16.1363,3.55115,0.261372,1.07804,2.62172e-08,0.515177,0.76447
632,4.62902,1,14.2602,56.7607,18.1283,15.1226,3.50654,0.273406,1.04766,2.2668e-08,0.514121,0.747276
633,2.00555,1,13.9466,59.4318,18.1283,15.756,3.4261,0.28505,1.06693,2.10645e-08,0.496487,0.73323
634,-1.26239,1,13.6959,60.6362,18.1283,15.6855,3.11355,0.2709,1.10345,2.25942e-08,0.452649,0.655204
635,-2.83798,1,13.5485,60.7388,18.1283,15.6965,3.13821,0.254897,1.08812,2.13481e-08,0.495475,0.659307
636,-3.63593,1,13.8179,62.5517,18.1283,15.7518,3.0368,0.257395,1.0932,2.14113e-08,0.512769,0.636829
637,4.32362,1,13.4742,62.1609,18.1283,16.7911,3.04711,0.255233,1.1822,2.31602e-08,0.506712,0.620221
638,8.18111,1,13.8786,61.0877,18.1283,16.5814,3.18232,0.273404,1.119,2.21828e-08,0.548433,0.645684
639,16.6515,1,13.7781,60.1298,18.1283,16.5321,3.3889,0.26755,1.03856,2.32113e-08,0.650786,0.693659
640,8.75412,1,13.3839,60.5496,18.1283,16.0755,3.28654,0.243052,1.07058,2.08032e-08,0.577811,0.66322
641,3.12655,1,13.272,64.7033,18.1283,16.5804,3.24368,0.247287,1.16321,1.98739e-08,0.558289,0.677039
642,3.86966,1,13.5233,62.6927,18.1283,15.5785,3.37106,0.252444,1.11627,2.00781e-08,0.50229,0.698868
643,-3.96138,1,13.6248,63.112,18.1283,15.9882,3.11149,0.262204,1.12724,1.8881e-08,0.537935,0.648756
644,-5.68816,1,13.5104,66.1439,18.1283,16.3993,2.94287,0.256339,1.13366,1.90734e-08,0.563844,0.626699
645,-6.00798,1,13.2006,68.5424,18.1283,17.0969,2.90095,0.246516,1.14905,1.93089e-08,0.565242,0.617535
646,-11.3756,1,13.1998,63.2977,18.1283,16.2029,2.84821,0.245064,1.13795,1.70696e-08,0.547264,0.579389
647,-8.16869,1,13.393,66.4792,18.1283,16.3936,2.78822,0.24779,1.19079,1.6928e-08,0.537643,0.526781
648,-19.7402,1,13.2863,62.7369,18.1283,16.7652,2.68537,0.250155,1.14804,1.49012e-08,0.513065,0.495663
649,54.6405,1,13.3373,63.7906,18.1283,16.4451,2.77901,0.252227,1.20125,1.39425e-07,0.493266,0.50844
650,47.5985,1,13.6721,62.2975,18.1283,16.1479,2.66758,0.265746,1.22643,1.29307e-07,0.517919,0.492849
651,55.6784,1,13.8634,67.5569,18.1283,16.9377,2.82535,0.278049,1.29015,1.23372e-07,0.522864,0.547468
652,55.7316,1,13.5061,70.0308,18.1283,16.5758,2.8444,0.278561,1.22846,1.26859e-07,0.54717,0.570156
653,51.5147,1,13.4254,65.9354,18.1283,16.4166,2.91822,0.252771,1.17886,1.26324e-07,0.520189,0.588211
654,52.6061,1,13.5283,67.7618,18.1283,16.0841,2.81771,0.255836,1.25868,1.2536e-07,0.554746,0.55647
655,56.2133,1,13.5435,66.6208,18.1283,16.1835,2.91186,0.265541,1.16647,1.34236e-07,0.51791,0.571929
656,61.3826,1,13.8311,63.9506,18.1283,15.9095,2.97421,0.310579,1.21856,1.25962e-07,0.513025,0.608269
657,53.8247,1,13.6798,66.5473,18.1283,15.7564,2.82975,0.283114,1.22268,1.32403e-07,0.589544,0.608269
658,50.2363,1,13.6177,66.4084,18.1283,15.677,2.90249,0.290075,1.18485,1.13104e-07,0.493103,0.587511
659,54.8508,1,13.9061,63.9473,18.1283,16.5052,3.20709,0.27739,1.20918,8.93776e-08,0.545718,0.647211
660,56.9713,1,14.0513,58.6889,18.1283,16.0842,3.3032,0.279452,1.08446,1.08091e-07,0.530518,0.678
661,53.6616,1,13.6385,63.3516,18.1283,16.0214,3.28597,0.295081,1.14127,9.46046e-08,0.511962,0.692055
662,51.7203,1,13.3251,65.9599,18.1283,15.9845,3.42233,0.275371,1.12828,8.78114e-08,0.539174,0.721809
663,40.7987,1,13.4152,71.485,18.1283,16.0467,3.1447,0.255255,1.2262,8.02428e-08,0.494741,0.660415
664,29.7914,1,13.6997,62.1277,18.1283,15.9429,2.96746,0.271179,1.09949,7.2699e-08,0.537149,0.663477
665,27.1925,1,13.5864,58.879,18.1283,16.0943,2.91838,0.266421,1.03818,6.37613e-08,0.525048,0.603883
666,29.8212,1,13.5796,59.7297,18.1283,16.3305,2.98994,0.260502,1.00034,6.39577e-08,0.545558,0.612842
667,29.2764,1,13.5457,58.0836,18.1283,15.9735,3.03499,0.266479,1.05418,6.54639e-08,0.509324,0.641955
668,24.8642,1,13.5083,63.3678,18.1283,16.1652,2.90646,0.267855,1.07149,6.13995e-08,0.475902,0.59934
669,36.1621,1,13.6323,64.8596,18.1283,16.2669,3.07427,0.269342,1.21266,6.55197e-08,0.515608,0.636016
670,31.7391,1,13.3812,63.3329,18.1283,15.576,3.05279,0.265591,1.11024,6.79213e-08,0.471457,0.633368
671,39.6396,1,13.662,64.1883,18.1283,16.4955,3.2559,0.288119,1.16468,6.68921e-08,0.442236,0.673719
672,37.6873,1,13.6042,62.1729,18.1283,15.9267,3.07969,0.28637,1.20191,7.0247e-08,0.459763,0.636633
673,46.5103,1,13.7516,61.6347,18.1283,16.417,3.1208,0.284332,1.15072,7.56897e-08,0.537685,0.639942
674,45.0319,1,13.6904,64.3791,18.1283,16.944,3.05072,0.286448,1.17691,7.90781e-08,0.523596,0.638656
675,46.9064,1,13.5548,64.7169,18.1283,16.2039,3.08547,0.288838,1.16815,7.18812e-08,0.547797,0.621267
676,44.7492,1,13.8127,65.3589,18.1283,15.8028,3.21044,0.293748,1.16363,6.46358e-08,0.523401,0.659556
677,41.4599,1,13.7346,67.6363,18.1283,15.454,3.44202,0.276608,1.16388,6.65439e-08,0.505147,0.728231
678,38.8894,1,13.329,67.2371,18.1283,15.4328,3.42681,0.267363,1.22374,6.63528e-08,0.515845,0.743207
679,32.0246,1,13.9986,60.9098,18.1283,15.1589,3.43042,0.267522,1.16182,5.69316e-08,0.489493,0.741338
680,32.0863,1,13.7609,62.5544,18.1283,15.2077,3.38831,0.257034,1.10968,5.50401e-08,0.508666,0.720826
