iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3
721,-417.174,1,13.549,38.3799,4.44049e-05,20.7953,14.6143,8.37265,1.99192,0.266953,0.961967,1.26208e-07,0.229501,0.780916,1.01447e-07
722,-426.455,1,13.5553,41.5995,4.44049e-05,21.3779,14.1376,8.37265,1.89635,0.257659,1.01395,1.26969e-07,0.237227,0.723996,1.01959e-07
723,-422.683,1,13.4998,41.7612,4.44049e-05,21.6643,15.3696,8.37265,1.89153,0.261512,1.09739,1.36616e-07,0.228256,0.788767,9.47492e-08
724,-419.459,1,13.3867,36.8111,4.44049e-05,21.4472,14.6587,8.37265,1.91852,0.260687,1.06528,1.44856e-07,0.217142,0.777297,1.00742e-07
725,-431.416,1,13.4194,39.3989,4.44049e-05,21.233,15.0394,8.37265,1.81139,0.257392,1.03163,1.522e-07,0.214163,0.761427,9.83534e-08
726,-430.885,1,13.4625,38.7581,4.44049e-05,21.0093,15.3715,8.37265,1.86673,0.265588,0.952028,1.39019e-07,0.223465,0.719616,9.74366e-08
727,-433.304,1,13.5174,41.5888,4.44049e-05,20.7961,15.4646,8.37265,1.81612,0.266287,0.930073,1.54766e-07,0.23605,0.736182,8.99581e-08
728,-436.382,1,13.3799,40.0849,4.44049e-05,21.1364,14.5651,8.37265,1.837,0.260242,0.837233,1.40612e-07,0.245358,0.763743,8.79458e-08
729,-425.579,1,13.2708,38.3064,4.44049e-05,21.2769,16.0689,8.37265,1.87462,0.252213,0.898949,1.51937e-07,0.251862,0.826287,8.9397e-08
730,-420.487,1,13.3213,40.977,4.44049e-05,20.9971,15.115,8.37265,1.89346,0.25292,0.983941,1.47558e-07,0.239457,0.844813,9.6281e-08
731,-415.745,1,13.5303,41.5824,4.44049e-05,20.44,15.5767,8.37265,1.93366,0.255709,0.998944,1.43688e-07,0.261583,0.767473,1.0022e-07
732,-419.085,1,13.4693,44.0701,4.44049e-05,19.8319,15.3856,8.37265,1.93337,0.257264,0.950903,1.46339e-07,0.234464,0.708699,1.11169e-07
733,-419.067,1,13.2696,42.4687,4.44049e-05,20.3081,15.554,8.37265,1.91636,0.256144,1.00491,1.35514e-07,0.265025,0.683375,1.1044e-07
734,-410.977,1,13.3521,39.955,4.44049e-05,20.7768,15.1498,8.37265,1.94231,0.269768,0.930761,1.56905e-07,0.239954,0.702934,1.26834e-07
735,-401.9,1,13.5261,42.3864,4.44049e-05,21.2293,14.4877,8.37265,1.96996,0.265644,0.917214,1.7538e-07,0.25655,0.69998,1.36553e-07
736,-414.813,1,13.6179,41.0112,4.44049e-05,21.2679,14.6142,8.37265,1.81509,0.263899,0.941129,1.48546e-07,0.252166,0.735354,1.6278e-07
737,-405.551,1,13.3523,41.5635,4.44049e-05,21.2269,15.1657,8.37265,1.91292,0.265038,0.937853,1.52028e-07,0.233666,0.755926,1.65802e-07
738,-411.277,1,13.3772,41.4342,4.44049e-05,21.0757,15.0747,8.37265,1.91114,0.264074,0.908302,1.65426e-07,0.22609,0.726885,1.41008e-07
739,-414.585,1,13.5112,42.1103,4.44049e-05,21.0422,14.1714,8.37265,1.8581,0.268011,0.909624,1.757e-07,0.235655,0.682434,1.41546e-07
740,-411.928,1,13.4057,44.6287,4.44049e-05,20.9416,14.3585,8.37265,1.93384,0.255107,0.879542,1.49073e-07,0.249059,0.69536,1.44702e-07
741,-402.31,1,13.3161,46.9625,4.44049e-05,20.6302,15.4247,8.37265,1.97445,0.253571,0.912291,1.34161e-07,0.278612,0.667423,1.76676e-07
742,-409.834,1,13.5107,47.5593,4.44049e-05,20.8934,14.2075,8.37265,1.84423,0.25288,0.997913,1.36493e-07,0.273244,0.701498,1.80972e-07
743,-397.33,1,13.5648,44.6686,4.44049e-05,20.5923,13.7309,8.37265,1.89153,0.264203,1.09166,1.4142e-07,0.276872,0.731069,1.88612e-07
744,-399.631,1,13.4438,43.0176,4.44049e-05,20.4795,15.0338,8.37265,1.91388,0.263241,0.959221,1.44788e-07,0.270714,0.699187,1.94223e-07
745,-395.352,1,13.4552,39.3805,4.44049e-05,20.579,14.974,8.37265,1.93104,0.256167,0.88993,1.65724e-07,0.27072,0.725197,1.98092e-07
746,-387.676,1,13.3296,38.7166,4.44049e-05,21.0705,14.9966,8.37265,1.96375,0.252925,0.921993,1.70561e-07,0.267217,0.688904,2.34333e-07
747,-381.689,1,13.5819,40.773,4.44049e-05,20.9725,14.6322,8.37265,1.96249,0.26098,0.934668,1.99869e-07,0.242958,0.644758,2.75332e-07
748,-390.386,1,13.5193,37.4978,4.44049e-05,21.5964,15.248,8.37265,1.89987,0.272273,1.01351,1.65202e-07,0.268969,0.658171,2.3687e-07
749,-390.361,1,13.4123,35.1407,4.44049e-05,21.9599,15.1021,8.37265,1.92793,0.264275,1.04792,1.53271e-07,0.276891,0.660959,2.25541e-07
750,-392.285,1,13.579,35.8944,4.44049e-05,22.0191,14.7779,8.37265,1.84624,0.268171,1.02932,1.59409e-07,0.28321,0.677624,2.52319e-07
751,-383.484,1,13.6053,35.5497,4.44049e-05,21.8361,14.3585,8.37265,1.99465,0.277084,1.04236,1.52321e-07,0.253687,0.642403,2.50583e-07
752,-391.801,1,13.4499,41.5356,4.44049e-05,21.6251,14.4038,8.37265,1.92011,0.267456,1.04772,1.42155e-07,0.25538,0.698467,2.4083e-07
753,-405.59,1,13.5104,41.9399,4.44049e-05,21.1754,15.2089,8.37265,1.86464,0.253978,1.03616,1.34896e-07,0.242392,0.696932,2.14855e-07
754,-404.636,1,13.3502,37.8897,4.44049e-05,21.0624,14.6445,8.37265,1.88724,0.255791,0.998175,1.51282e-07,0.236942,0.66617,2.02946e-07
755,-399.058,1,13.4024,39.3861,4.44049e-05,21.0051,13.9445,8.37265,1.92772,0.259903,0.960352,1.52104e-07,0.239727,0.661861,2.17802e-07
756,-403.351,1,13.4093,40.3038,4.44049e-05,21.0351,14.2078,8.37265,1.89277,0.258002,0.999652,1.42605e-07,0.228352,0.671774,2.24916e-07
757,-395.898,1,13.5433,42.1334,4.44049e-05,20.5768,15.1176,8.37265,1.94741,0.264999,1.02391,1.42086e-07,0.228047,0.657388,2.37298e-07
758,-392.269,1,13.6147,44.012,4.44049e-05,21.2014,13.8659,8.37265,1.92679,0.262728,1.02577,1.42663e-07,0.223961,0.725564,2.64085e-07
759,-400.84,1,13.3957,44.3668,4.44049e-05,21.2252,13.7657,8.37265,1.85194,0.260962,0.964366,1.16826e-07,0.23022,0.75429,3.08039e-07
760,-400.924,1,13.515,45.0122,4.44049e-05,20.9556,14.493,8.37265,1.91923,0.264947,0.903688,1.1504e-07,0.239307,0.672457,2.85606e-07
761,-404.816,1,13.6595,46.3256,4.44049e-05,20.9665,14.3224,8.37265,1.87218,0.264022,0.945775,1.13309e-07,0.264523,0.671819,2.56657e-07
762,-404.038,1,13.6089,44.1375,4.44049e-05,20.8886,13.4412,8.37265,1.84991,0.267982,0.920312,1.14554e-07,0.280275,0.67913,2.64617e-07
763,-405.305,1,13.6324,45.0158,4.44049e-05,20.9631,13.4939,8.37265,1.84898,0.271117,0.914976,9.47582e-08,0.285516,0.741108,2.75088e-07
764,-408.687,1,13.5733,44.4455,4.44049e-05,20.9072,14.1119,8.37265,1.87538,0.259707,0.850527,1.0556e-07,0.286364,0.681138,2.46854e-07
765,-401.23,1,13.4081,45.2283,4.44049e-05,21.3623,13.1863,8.37265,1.935,0.260197,0.870126,1.01297e-07,0.28534,0.71288,2.55741e-07
766,-402.454,1,13.6362,43.2337,4.44049e-05,21.0346,13.3562,8.37265,1.92097,0.264615,0.962744,1.02542e-07,0.26527,0.707562,2.44023e-07
767,-418.549,1,13.6883,41.0231,4.44049e-05,20.8953,14.0225,8.37265,1.92237,0.258653,0.991567,8.86603e-08,0.255377,0.705096,1.70144e-07
768,-408.712,1,13.5995,44.8871,4.44049e-05,20.5994,15.1824,8.37265,1.99865,0.26017,1.11212,7.8914e-08,0.268465,0.715073,1.7467e-07
769,-397.838,1,13.5299,44.5337,4.44049e-05,20.5575,15.0308,8.37265,2.0642,0.260364,1.09468,8.15353e-08,0.265785,0.723859,2.02746e-07
770,-405.65,1,13.4473,48.0516,4.44049e-05,20.6456,15.7629,8.37265,2.02737,0.252908,0.969903,8.25409e-08,0.281728,0.68116,2.00325e-07
771,-397.311,1,13.4001,43.7273,4.44049e-05,20.5542,16.0613,8.37265,2.03354,0.261115,0.983562,8.9111e-08,0.274913,0.742266,2.16095e-07
772,-403.914,1,13.3807,47.4638,4.44049e-05,21.0793,14.9454,8.37265,1.95929,0.253706,1.01425,9.00058e-08,0.276076,0.711397,2.22545e-07
773,-411.299,1,13.4232,47.6686,4.44049e-05,21.2485,15.0931,8.37265,1.85216,0.259744,0.986004,9.41987e-08,0.265126,0.761155,2.27782e-07
774,-414.509,1,13.5277,45.2825,4.44049e-05,21.2802,15.0444,8.37265,1.84722,0.260984,0.970086,8.33316e-08,0.271208,0.80126,2.20853e-07
775,-405.479,1,13.3981,42.1115,4.44049e-05,21.7775,14.6,8.37265,1.88491,0.253118,0.890874,9.91209e-08,0.280082,0.858524,2.2551e-07
776,-414.314,1,13.4842,40.1324,4.44049e-05,21.6244,14.6328,8.37265,1.82471,0.253917,0.816455,1.08345e-07,0.285959,0.80927,2.11037e-07
777,-412.1,1,13.3364,41.5551,4.44049e-05,21.5197,15.2878,8.37265,1.87163,0.253583,0.86762,1.09996e-07,0.29987,0.727933,1.91966e-07
778,-428.624,1,13.4239,38.8325,4.44049e-05,21.7628,13.7286,8.37265,1.79386,0.264352,0.748458,1.08668e-07,0.284866,0.744695,1.65343e-07
779,-426.041,1,13.4746,39.4031,4.44049e-05,21.6051,13.9779,8.37265,1.83997,0.260904,0.740447,1.08321e-07,0.277347,0.707741,1.71844e-07
780,-431.016,1,13.6149,37.3413,4.44049e-05,21.8978,13.3558,8.37265,1.8232,0.269785,0.680026,1.07603e-07,0.283724,0.650946,1.73278e-07
781,-429.245,1,13.4319,38.5151,4.44049e-05,21.9109,13.6469,8.37265,1.86075,0.267569,0.682983,1.10881e-07,0.290434,0.648509,1.55383e-07
782,-429.866,1,13.5341,39.8357,4.44049e-05,21.193,13.8882,8.37265,1.87281,0.263381,0.683503,1.07472e-07,0.283915,0.662062,1.53653e-07
783,-428.861,1,13.4843,40.972,4.44049e-05,21.2503,13.4452,8.37265,1.87699,0.253015,0.695762,1.06346e-07,0.296169,0.627108,1.63976e-07
784,-422.179,1,13.5403,38.6187,4.44049e-05,21.586,12.8724,8.37265,1.88443,0.257215,0.773002,1.05584e-07,0.284735,0.642617,1.81109e-07
785,-418.471,1,13.6581,38.9069,4.44049e-05,21.8457,12.986,8.37265,1.86287,0.269341,0.76073,1.13798e-07,0.293925,0.644987,1.90814e-07
786,-413.919,1,13.6172,39.3279,4.44049e-05,21.6233,13.6769,8.37265,1.93237,0.272232,0.761665,1.12556e-07,0.295383,0.645132,1.77179e-07
787,-417.479,1,13.5898,40.5844,4.44049e-05,21.6682,13.5046,8.37265,1.93153,0.258034,0.757906,1.10847e-07,0.289533,0.672075,1.66334e-07
788,-407.097,1,13.4069,41.6992,4.44049e-05,21.6744,13.7857,8.37265,1.99432,0.266563,0.741483,1.14e-07,0.287713,0.690514,1.82858e-07
789,-414.911,1,13.5403,41.7644,4.44049e-05,20.9431,13.1552,8.37265,1.92937,0.258399,0.790622,1.09623e-07,0.276664,0.681016,1.82359e-07
790,-415.257,1,13.4899,40.4764,4.44049e-05,21.1171,13.5944,8.37265,1.98398,0.259365,0.716126,9.15073e-08,0.290141,0.75042,1.73861e-07
791,-435.023,1,13.4081,40.6689,4.44049e-05,20.888,13.54,8.37265,1.80816,0.255061,0.678628,8.56429e-08,0.300439,0.672487,1.93963e-07
792,-436.97,1,13.4517,41.4374,4.44049e-05,21.1476,13.9539,8.37265,1.8255,0.264691,0.681515,8.57661e-08,0.288591,0.721997,1.59487e-07
793,-430.523,1,13.5339,40.0245,4.44049e-05,21.141,13.6282,8.37265,1.86334,0.262141,0.72945,8.84158e-08,0.293967,0.702598,1.61391e-07
794,-431.127,1,13.6418,42.6333,4.44049e-05,20.9731,14.0998,8.37265,1.84729,0.275007,0.7195,7.94087e-08,0.301422,0.74225,1.65492e-07
795,-439.725,1,13.5421,41.1515,4.44049e-05,20.9529,13.4859,8.37265,1.81362,0.266231,0.764004,6.92645e-08,0.324455,0.733999,1.45373e-07
796,-436.703,1,13.5549,40.4278,4.44049e-05,21.4683,13.4733,8.37265,1.83212,0.262281,0.73568,7.21017e-08,0.315911,0.762192,1.5152e-07
797,-431.257,1,13.6452,40.7889,4.44049e-05,21.0651,13.0581,8.37265,1.90558,0.264246,0.659155,7.24278e-08,0.313756,0.735725,1.65082e-07
798,-431.212,1,13.4273,40.5271,4.44049e-05,21.0815,12.4387,8.37265,1.86443,0.249116,0.669455,9.00021e-08,0.321227,0.799184,1.42437e-07
799,-428.786,1,13.4158,41.5911,4.44049e-05,21.2682,12.9589,8.37265,1.85246,0.258788,0.708325,9.28853e-08,0.311142,0.75123,1.55414e-07
800,-423.721,1,13.3915,42.5391,4.44049e-05,21.3771,13.1627,8.37265,1.88757,0.257475,0.746859,8.76704e-08,0.323036,0.725765,1.65529e-07
801,-425.689,1,13.527,40.2771,4.44049e-05,21.081,13.2141,8.37265,1.84909,0.256424,0.723531,9.91281e-08,0.320812,0.726058,1.61842e-07
802,-431.599,1,13.4967,39.742,4.44049e-05,21.2574,13.2092,8.37265,1.83727,0.259146,0.654279,9.07175e-08,0.317101,0.785488,1.54435e-07
803,-430.855,1,13.4892,40.4215,4.44049e-05,21.0055,14.1821,8.37265,1.87706,0.259736,0.66354,9.77784e-08,0.32187,0.764949,1.28549e-07
804,-436.262,1,13.3951,37.4631,4.44049e-05,21.1443,14.7201,8.37265,1.87123,0.265445,0.634889,8.7202e-08,0.330823,0.741293,1.25913e-07
805,-434.081,1,13.3989,34.9944,4.44049e-05,21.326,13.525,8.37265,1.90116,0.254385,0.67503,9.0466e-08,0.348802,0.674295,1.21438e-07
806,-431.824,1,13.4895,36.5806,4.44049e-05,21.2875,13.6005,8.37265,1.9046,0.25675,0.727344,9.63457e-08,0.337153,0.644143,1.211e-07
807,-432.974,1,13.5049,35.3538,4.44049e-05,21.4965,13.026,8.37265,1.86196,0.249727,0.799332,9.65597e-08,0.323871,0.669215,1.24869e-07
808,-433.046,1,13.4596,36.3898,4.44049e-05,21.4778,12.7557,8.37265,1.81691,0.24521,0.784394,1.04316e-07,0.338027,0.722199,1.23068e-07
809,-431.246,1,13.3683,36.5271,4.44049e-05,21.367,13.8014,8.37265,1.83093,0.255077,0.783214,1.14746e-07,0.333677,0.724525,1.10289e-07
810,-429.934,1,13.6421,38.5137,4.44049e-05,21.6188,12.6784,8.37265,1.869,0.270158,0.721797,1.11342e-07,0.352806,0.672661,1.09533e-07
811,-430.196,1,13.525,37.6359,4.44049e-05,21.2135,13.6787,8.37265,1.9046,0.259082,0.750261,1.1572e-07,0.346592,0.635829,1.00783e-07
812,-427.757,1,13.5758,34.8131,4.44049e-05,21.6494,13.8965,8.37265,1.85575,0.26403,0.767787,1.19449e-07,0.369212,0.657756,1.07697e-07
813,-428.041,1,13.4026,34.8631,4.44049e-05,22.3121,14.1005,8.37265,1.85195,0.255613,0.893468,1.25144e-07,0.369219,0.659037,9.13232e-08
814,-439.11,1,13.4491,33.1073,4.44049e-05,22.1315,14.7162,8.37265,1.76837,0.254818,0.926453,1.21156e-07,0.354572,0.695325,8.21588e-08
815,-436.935,1,13.4753,35.4082,4.44049e-05,21.9268,15.215,8.37265,1.78422,0.263996,0.981263,1.10543e-07,0.375395,0.712972,7.70373e-08
816,-433.502,1,13.4223,33.8742,4.44049e-05,21.9762,14.6449,8.37265,1.84531,0.260874,0.9348,1.15002e-07,0.353833,0.736874,7.39788e-08
817,-430.382,1,13.5239,31.5058,4.44049e-05,22.2352,14.4593,8.37265,1.8821,0.25122,0.975319,1.15852e-07,0.365586,0.637363,8.06117e-08
818,-432.994,1,13.3422,32.8408,4.44049e-05,22.2068,14.2673,8.37265,1.88629,0.256849,0.974621,9.62358e-08,0.365067,0.720482,7.61068e-08
819,-433.516,1,13.4339,31.0701,4.44049e-05,21.6404,15.696,8.37265,1.89319,0.264904,0.941547,8.76382e-08,0.364895,0.715751,8.12167e-08
820,-442.29,1,13.5605,33.5251,4.44049e-05,21.4547,15.5212,8.37265,1.8177,0.263858,1.00847,8.66637e-08,0.353331,0.706849,7.67055e-08
821,-450.922,1,13.5905,33.5261,4.44049e-05,21.4844,15.8272,8.37265,1.8519,0.258341,0.936519,7.41402e-08,0.347705,0.66678,7.12403e-08
822,-454.265,1,13.4911,35.1222,4.44049e-05,21.3534,15.9652,8.37265,1.83217,0.25397,0.972806,7.32592e-08,0.342712,0.649232,7.01776e-08
823,-449.92,1,13.5295,35.3302,4.44049e-05,21.484,16.1721,8.37265,1.82185,0.260756,1.03654,7.03318e-08,0.35145,0.730161,6.92732e-08
824,-445.149,1,13.4464,32.3286,4.44049e-05,21.5331,16.5509,8.37265,1.87882,0.255329,1.02085,8.41606e-08,0.356987,0.708157,5.93881e-08
825,-443.597,1,13.604,29.3432,4.44049e-05,21.7755,16.4456,8.37265,1.83308,0.269766,1.03615,9.71625e-08,0.353893,0.69472,6.02228e-08
826,-441.165,1,13.5405,30.2603,4.44049e-05,22.4275,15.6126,8.37265,1.84578,0.265369,1.03451,1.00147e-07,0.349415,0.728578,5.97753e-08
827,-429.12,1,13.5638,33.5003,4.44049e-05,22.1878,14.3642,8.37265,1.90681,0.266869,1.05167,9.98162e-08,0.348141,0.719948,7.32377e-08
828,-433.896,1,13.6142,28.8276,4.44049e-05,22.366,13.2273,8.37265,1.86616,0.259586,0.98061,1.01944e-07,0.327428,0.780498,7.52564e-08
829,-439.518,1,13.6985,31.2212,4.44049e-05,21.6946,14.8653,8.37265,1.8695,0.267359,0.999411,8.56777e-08,0.333877,0.816767,6.55757e-08
830,-452.126,1,13.5193,34.6245,4.44049e-05,21.4528,14.7608,8.37265,1.76441,0.260662,0.977976,8.86973e-08,0.337231,0.717497,6.95516e-08
831,-453.498,1,13.5527,35.1763,4.44049e-05,21.6764,14.085,8.37265,1.84851,0.260277,0.902076,7.91768e-08,0.32543,0.707896,6.41901e-08
832,-457.851,1,13.336,35.4563,4.44049e-05,21.3902,14.139,8.37265,1.88574,0.25019,0.894562,6.90964e-08,0.322879,0.72856,5.79909e-08
833,-452.978,1,13.4894,33.4353,4.44049e-05,21.2847,14.7924,8.37265,1.92119,0.268387,0.895747,7.08466e-08,0.335135,0.713149,5.45185e-08
834,-451.265,1,13.3326,36.6806,4.44049e-05,20.9354,14.8096,8.37265,1.96075,0.262978,0.866713,7.16302e-08,0.332247,0.750686,5.10587e-08
835,-473.425,1,13.5453,37.7962,4.44049e-05,20.7233,13.99,8.37265,1.78663,0.264743,0.834016,7.0372e-08,0.315609,0.761756,4.64568e-08
836,-470.151,1,13.6543,39.9176,4.44049e-05,21.1361,13.8669,8.37265,1.76943,0.274779,0.795442,6.95881e-08,0.318956,0.792275,5.3369e-08
837,-467.808,1,13.5367,38.8262,4.44049e-05,20.8226,14.66,8.37265,1.85016,0.256891,0.790613,7.16121e-08,0.322798,0.737883,4.89853e-08
838,-459.686,1,13.4637,41.7301,4.44049e-05,21.6379,13.9447,8.37265,1.90351,0.26385,0.87177,6.33082e-08,0.328546,0.714275,5.48917e-08
839,-460.7,1,13.3067,41.5922,4.44049e-05,21.3466,14.3925,8.37265,1.9002,0.256431,0.825417,6.98645e-08,0.318482,0.675991,5.75589e-08
840,-452.458,1,13.3528,40.3149,4.44049e-05,21.3622,14.7951,8.37265,1.97145,0.253775,0.756978,8.38997e-08,0.323601,0.637663,5.81502e-08
841,-443.51,1,13.4623,42.344,4.44049e-05,20.9542,14.6783,8.37265,1.96361,0.258603,0.821832,9.12633e-08,0.336428,0.64062,6.3849e-08
842,-444.496,1,13.402,45.4654,4.44049e-05,20.763,14.5725,8.37265,1.93102,0.256635,0.915518,1.07056e-07,0.336227,0.603997,5.59036e-08
843,-450.002,1,13.3964,45.2311,4.44049e-05,20.7805,14.876,8.37265,1.89452,0.245453,0.907839,9.13735e-08,0.355926,0.622237,5.91013e-08
844,-451.55,1,13.6014,46.8623,4.44049e-05,20.2988,13.8931,8.37265,1.96839,0.257126,0.823593,7.42661e-08,0.377615,0.565559,5.99028e-08
845,-446.84,1,13.6008,41.4267,4.44049e-05,21.0174,13.8599,8.37265,2.02793,0.262552,0.803204,6.48049e-08,0.374397,0.565951,6.79835e-08
846,-443.031,1,13.5829,38.914,4.44049e-05,21.4976,13.8343,8.37265,2.06772,0.257883,0.788684,6.62679e-08,0.355744,0.628862,6.59717e-08
847,-449.722,1,13.5249,40.1212,4.44049e-05,21.2226,13.8999,8.37265,1.99891,0.26693,0.773071,6.01333e-08,0.34668,0.611876,7.40762e-08
848,-443.491,1,13.4906,36.2825,4.44049e-05,21.5163,14.0461,8.37265,2.05713,0.272765,0.694894,6.47058e-08,0.353662,0.683295,6.81623e-08
849,-442.578,1,13.4469,35.603,4.44049e-05,21.4023,13.8702,8.37265,2.05649,0.26497,0.719942,7.18305e-08,0.354742,0.653801,6.56544e-08
850,-451.362,1,13.5062,34.6994,4.44049e-05,21.5207,13.2349,8.37265,1.96406,0.269499,0.708262,7.48285e-08,0.33665,0.632675,6.74392e-08
851,-455.355,1,13.5141,33.9913,4.44049e-05,21.7586,13.2215,8.37265,1.92555,0.26368,0.693343,7.38724e-08,0.339818,0.628917,7.00707e-08
852,-439.012,1,13.6515,37.6879,4.44049e-05,21.4784,13.2313,8.37265,1.98154,0.267549,0.761084,8.43333e-08,0.341139,0.652495,7.68147e-08
853,-439.754,1,13.4854,37.3945,4.44049e-05,21.3352,14.0144,8.37265,1.99981,0.268106,0.806671,7.43266e-08,0.332273,0.655879,7.73848e-08
854,-444.283,1,13.402,40.6879,4.44049e-05,21.7161,13.6115,8.37265,1.95894,0.264698,0.778907,7.4057e-08,0.334984,0.679052,7.59692e-08
855,-444.833,1,13.5256,37.8765,4.44049e-05,21.7986,12.7631,8.37265,2.01103,0.255572,0.731992,6.80341e-08,0.325004,0.657997,8.13152e-08
856,-438.486,1,13.5372,36.66,4.44049e-05,22.0229,12.3828,8.37265,2.03296,0.259485,0.742317,7.294e-08,0.316484,0.63926,9.01466e-08
857,-436.448,1,13.5774,39.3883,4.44049e-05,22.0272,12.8189,8.37265,1.99705,0.258835,0.853415,7.89751e-08,0.306206,0.670946,8.51556e-08
858,-441.278,1,13.6272,38.3862,4.44049e-05,21.9291,12.4962,8.37265,2.03476,0.258912,0.757797,8.36656e-08,0.322036,0.643584,6.82594e-08
859,-445.803,1,13.5715,35.5624,4.44049e-05,22.2568,13.0111,8.37265,2.01772,0.266874,0.836135,6.89934e-08,0.312917,0.673187,6.47701e-08
860,-450.423,1,13.6461,39.5529,4.44049e-05,22.1881,12.5261,8.37265,1.96475,0.264717,0.78494,6.62355e-08,0.335716,0.649734,7.03662e-08
861,-465.961,1,13.4075,40.4434,4.44049e-05,21.93,13.2699,8.37265,1.82648,0.270723,0.771448,6.02028e-08,0.324445,0.648703,7.36801e-08
862,-475.99,1,13.6003,38.5122,4.44049e-05,21.6124,13.6242,8.37265,1.80221,0.267519,0.748398,5.45766e-08,0.323107,0.606056,7.06819e-08
863,-472.664,1,13.5335,38.315,4.44049e-05,21.91,13.4011,8.37265,1.77094,0.271128,0.686365,6.73579e-08,0.330645,0.64326,7.0395e-08
864,-462.765,1,13.5274,36.7092,4.44049e-05,22.4157,13.1525,8.37265,1.86576,0.270097,0.747256,6.62549e-08,0.321135,0.666311,6.6717e-08
865,-460.303,1,13.5665,35.8673,4.44049e-05,22.1176,12.5019,8.37265,1.91324,0.261834,0.662419,7.19192e-08,0.345873,0.625442,6.6048e-08
866,-463.705,1,13.5834,36.2736,4.44049e-05,21.9374,13.1749,8.37265,1.86125,0.264906,0.715238,6.51148e-08,0.346004,0.672539,6.53877e-08
867,-457.82,1,13.5789,36.014,4.44049e-05,22.1541,12.8764,8.37265,1.91054,0.264672,0.750016,6.94415e-08,0.356136,0.651624,6.10347e-08
868,-458.036,1,13.4301,33.3846,4.44049e-05,22.6308,13.1681,8.37265,1.91079,0.254059,0.704529,6.93062e-08,0.380297,0.634074,6.47536e-08
869,-457.882,1,13.5521,34.7641,4.44049e-05,22.6992,12.3975,8.37265,1.96904,0.25883,0.706956,6.7087e-08,0.350756,0.597995,6.31477e-08
870,-446.571,1,13.482,32.3288,4.44049e-05,22.4324,12.1475,8.37265,2.00442,0.259823,0.719318,7.56537e-08,0.351391,0.67228,6.37771e-08
871,-462.044,1,13.5832,35.7615,4.44049e-05,22.5083,12.1941,8.37265,1.88803,0.260093,0.637513,7.92779e-08,0.34612,0.641056,6.24361e-08
872,-465.954,1,13.4827,36.8498,4.44049e-05,22.1939,12.447,8.37265,1.89114,0.258074,0.610176,8.34598e-08,0.334488,0.601731,5.98382e-08
873,-452.072,1,13.5569,33.9938,4.44049e-05,22.2668,12.6982,8.37265,1.99663,0.257696,0.597319,8.20834e-08,0.328665,0.663223,6.5914e-08
874,-457.452,1,13.5722,34.2545,4.44049e-05,22.3321,12.5377,8.37265,2.02279,0.255312,0.575847,7.39843e-08,0.32476,0.690272,5.75507e-08
875,-469.136,1,13.4124,31.2867,4.44049e-05,22.603,12.5824,8.37265,1.96969,0.258458,0.551485,6.44094e-08,0.3407,0.66005,5.4013e-08
876,-470.162,1,13.5245,32.6782,4.44049e-05,21.9626,12.5397,8.37265,1.99791,0.267183,0.520111,6.48913e-08,0.337615,0.587212,5.53486e-08
877,-471.338,1,13.623,32.7746,4.44049e-05,21.9141,12.6048,8.37265,1.93346,0.266466,0.45865,7.05069e-08,0.36844,0.617314,5.9101e-08
878,-473.732,1,13.5267,35.055,4.44049e-05,21.9593,13.1778,8.37265,1.87501,0.262106,0.481386,6.87643e-08,0.343685,0.632626,6.81569e-08
879,-461.034,1,13.4674,36.9303,4.44049e-05,22.0314,12.7273,8.37265,1.96994,0.259675,0.54123,7.77753e-08,0.332259,0.630633,6.37343e-08
880,-474.347,1,13.5613,37.3567,4.44049e-05,21.8804,13.0934,8.37265,1.91759,0.264097,0.498147,6.21807e-08,0.345871,0.631947,6.15721e-08
881,-474.2,1,13.4862,37.9473,4.44049e-05,21.7248,12.987,8.37265,1.95635,0.256951,0.535704,6.09871e-08,0.320902,0.640464,5.68642e-08
882,-463.586,1,13.6399,36.6957,4.44049e-05,22.3494,13.0301,8.37265,1.99897,0.260591,0.590192,7.17082e-08,0.333683,0.587336,5.68169e-08
883,-459.701,1,13.6534,36.9208,4.44049e-05,22.2004,12.6712,8.37265,1.95219,0.270282,0.566677,6.7139e-08,0.367898,0.615238,6.92247e-08
884,-471.623,1,13.5554,37.9508,4.44049e-05,21.5433,13.1284,8.37265,1.95229,0.259418,0.56119,5.81678e-08,0.339247,0.635729,5.92741e-08
885,-471.277,1,13.4571,38.1375,4.44049e-05,21.8972,13.159,8.37265,1.91619,0.257155,0.59517,5.78462e-08,0.35381,0.634767,6.16011e-08
886,-474.025,1,13.5669,39.5999,4.44049e-05,21.5857,12.6153,8.37265,1.92892,0.259721,0.577556,5.79019e-08,0.343844,0.608275,5.91294e-08
887,-477.133,1,13.6268,39.0324,4.44049e-05,21.8308,12.5163,8.37265,1.94088,0.268949,0.544602,5.19149e-08,0.347045,0.611949,5.77851e-08
888,-492.195,1,13.5949,37.014,4.44049e-05,21.9018,12.2653,8.37265,1.93041,0.263954,0.496161,4.58092e-08,0.308513,0.628194,5.01799e-08
