iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Q_LMP_1,beta_Q_logtAGEA,beta_Q_logtALBGDL,beta_Q_logtPROGDL,beta_V1_ANTU_1,beta_V1_logtCLCRMLMIN,beta_V1_logtPROGDL,beta_V2_SEXF_1,beta_V2_logtHCM,beta_V2_logtRAL,omega_Cl,omega_Q,omega_V1,omega_V2
551,-450.418,1,13.5099,25.6404,2.47978,1.35365,0.0398886,1.02003,1.40352,19.1199,-18.9652,-0.312452,-1.28863,-0.484951,4.88198,40.0894,0.226066,0.258459,2.12077e-07,0.0959185,1.29519e-06
552,-446.159,1,13.518,25.5289,2.47978,1.35371,0.0418639,1.02003,1.40352,19.1199,-18.9652,-0.270982,-1.43652,-0.494924,4.88198,40.0894,0.226066,0.264112,2.13639e-07,0.103003,1.21444e-06
553,-448.164,1,13.489,25.2344,2.47978,1.3762,0.0415818,1.02003,1.40352,19.1199,-18.9652,-0.231155,-1.47027,-0.475331,4.88198,40.0894,0.226065,0.252121,2.09762e-07,0.10412,1.14083e-06
554,-449.693,1,13.6173,25.1886,2.47978,1.42542,0.0419648,1.02003,1.40352,19.1199,-18.9652,-0.24931,-1.44323,-0.599835,4.88198,40.0893,0.226065,0.256569,1.85031e-07,0.0996897,1.08487e-06
555,-446.432,1,13.5574,25.1096,2.47978,1.4301,0.040771,1.02003,1.40352,19.1199,-18.9652,-0.25122,-1.4586,-0.572753,4.88198,40.0893,0.226065,0.258631,2.22553e-07,0.1021,1.01321e-06
556,-460.999,1,13.5983,25.4726,2.47978,1.3021,0.040348,1.02003,1.40352,19.1199,-18.9652,-0.281546,-1.48673,-0.431134,4.88198,40.0893,0.226065,0.263502,2.01961e-07,0.103357,9.92091e-07
557,-462.755,1,13.5628,25.1115,2.47978,1.3449,0.041874,1.02003,1.40352,19.1199,-18.9652,-0.304524,-1.4388,-0.442821,4.88198,40.0894,0.226065,0.256093,1.88003e-07,0.097855,8.821e-07
558,-463.85,1,13.5581,25.1647,2.47978,1.38132,0.0443188,1.02003,1.40352,19.1199,-18.9652,-0.335421,-1.35219,-0.550542,4.88198,40.0894,0.226065,0.259684,1.63631e-07,0.0974605,7.70019e-07
559,-466.27,1,13.5781,25.4349,2.47978,1.3516,0.0460768,1.02003,1.40352,19.1199,-18.9652,-0.313019,-1.26251,-0.479265,4.88198,40.0894,0.226065,0.266693,1.5303e-07,0.0919162,7.79674e-07
560,-467.536,1,13.6664,25.369,2.47978,1.35155,0.0439481,1.02003,1.40352,19.1199,-18.9652,-0.281285,-1.47213,-0.46968,4.88198,40.0894,0.226065,0.263316,1.50628e-07,0.101016,8.26264e-07
561,-470.036,1,13.6185,25.4033,2.47978,1.31518,0.0439837,1.02003,1.40352,19.1199,-18.9652,-0.321566,-1.48853,-0.363546,4.88198,40.0893,0.226065,0.258594,1.58594e-07,0.10152,7.71321e-07
562,-467.395,1,13.5156,25.4956,2.47978,1.31689,0.0404287,1.02003,1.40352,19.1199,-18.9652,-0.325739,-1.49305,-0.341855,4.88198,40.0893,0.226065,0.254966,1.59583e-07,0.109588,9.37331e-07
563,-462.007,1,13.5076,25.6651,2.47978,1.36145,0.0415127,1.02003,1.40352,19.1199,-18.9652,-0.329598,-1.43462,-0.491758,4.88198,40.0894,0.226065,0.246789,1.5537e-07,0.117393,9.25833e-07
564,-468.445,1,13.5835,25.4275,2.47978,1.31563,0.0433431,1.02003,1.40352,19.1199,-18.9652,-0.343911,-1.38647,-0.530623,4.88198,40.0894,0.226065,0.252071,1.32599e-07,0.117953,8.84344e-07
565,-473.188,1,13.5904,25.3706,2.47978,1.34117,0.0445925,1.02003,1.40352,19.1199,-18.9652,-0.318496,-1.48422,-0.545704,4.88198,40.0894,0.226065,0.260763,1.1459e-07,0.108293,8.01836e-07
566,-481.341,1,13.5653,25.5808,2.47978,1.2974,0.0467812,1.02003,1.40352,19.1199,-18.9652,-0.314925,-1.46506,-0.536251,4.88198,40.0894,0.226065,0.257329,1.06805e-07,0.106196,6.84316e-07
567,-485.03,1,13.4868,25.2688,2.47978,1.33472,0.0442008,1.02003,1.40352,19.1199,-18.9652,-0.295252,-1.45639,-0.525437,4.88198,40.0894,0.226065,0.258351,1.12001e-07,0.106253,5.84284e-07
568,-485.593,1,13.5065,25.4754,2.47978,1.38304,0.0435852,1.02003,1.40352,19.1199,-18.9652,-0.298181,-1.39507,-0.528928,4.88198,40.0893,0.226065,0.26359,1.22041e-07,0.0931592,5.31403e-07
569,-488.819,1,13.5089,25.1241,2.47978,1.34002,0.0441814,1.02003,1.40352,19.1199,-18.9652,-0.275235,-1.40651,-0.521638,4.88198,40.0893,0.226065,0.261346,1.12691e-07,0.0925306,5.70452e-07
570,-489.259,1,13.5443,25.5403,2.47978,1.31368,0.0451925,1.02003,1.40352,19.1199,-18.9652,-0.256301,-1.28681,-0.542204,4.88198,40.0893,0.226065,0.266048,1.13846e-07,0.106348,4.89622e-07
571,-501.804,1,13.5018,25.09,2.47978,1.33127,0.0411929,1.02003,1.40352,19.1199,-18.9652,-0.273434,-1.48993,-0.525931,4.88198,40.0894,0.226065,0.254002,1.26949e-07,0.0879449,4.26706e-07
572,-503.064,1,13.5039,25.3081,2.47978,1.33128,0.0418923,1.02003,1.40352,19.1199,-18.9652,-0.271922,-1.43149,-0.481351,4.88198,40.0893,0.226065,0.254243,1.19195e-07,0.0840677,4.4928e-07
573,-501.487,1,13.4937,25.4926,2.47978,1.35137,0.0384933,1.02003,1.40352,19.1199,-18.9652,-0.290902,-1.39254,-0.510599,4.88198,40.0893,0.226065,0.260319,1.30268e-07,0.0891955,4.40947e-07
574,-501.217,1,13.4431,25.6252,2.47978,1.35386,0.0416165,1.02003,1.40352,19.1199,-18.9652,-0.302632,-1.30753,-0.455279,4.88198,40.0893,0.226065,0.255503,1.25422e-07,0.0892036,3.94918e-07
575,-502.789,1,13.3946,25.6776,2.47978,1.33598,0.0404373,1.02003,1.40352,19.1199,-18.9652,-0.285842,-1.28887,-0.490439,4.88198,40.0893,0.226065,0.254524,1.40539e-07,0.0995157,3.36607e-07
576,-509.327,1,13.442,25.1562,2.47978,1.37144,0.0420683,1.02003,1.40352,19.1199,-18.9652,-0.233018,-1.34665,-0.413741,4.88198,40.0893,0.226065,0.254919,1.23643e-07,0.0855963,2.96061e-07
577,-506.191,1,13.5825,25.5714,2.47978,1.37149,0.0451349,1.02003,1.40352,19.1199,-18.9652,-0.256706,-1.4038,-0.436117,4.88198,40.0893,0.226065,0.262525,1.36933e-07,0.0846185,2.62152e-07
578,-505.722,1,13.6333,25.4734,2.47978,1.3715,0.0468752,1.02003,1.40352,19.1199,-18.9652,-0.256973,-1.4464,-0.408913,4.88198,40.0893,0.226065,0.263512,1.26229e-07,0.0841922,2.65732e-07
579,-506.195,1,13.5251,25.8293,2.47978,1.33769,0.0467882,1.02003,1.40352,19.1199,-18.9652,-0.274815,-1.40529,-0.439701,4.88198,40.0893,0.226065,0.258935,1.31591e-07,0.0911557,2.51234e-07
580,-513.078,1,13.5059,25.311,2.47978,1.34399,0.044685,1.02003,1.40352,19.1199,-18.9652,-0.235616,-1.53007,-0.432776,4.88198,40.0893,0.226065,0.257173,1.12542e-07,0.103823,2.24356e-07
581,-515.803,1,13.5408,25.2563,2.47978,1.40042,0.0414065,1.02003,1.40352,19.1199,-18.9652,-0.251613,-1.36937,-0.500001,4.88198,40.0893,0.226065,0.263688,1.20937e-07,0.103261,1.88507e-07
582,-510.62,1,13.4015,25.4229,2.47978,1.46482,0.0412418,1.02003,1.40352,19.1199,-18.9652,-0.274639,-1.36087,-0.529034,4.88198,40.0893,0.226065,0.255754,1.25695e-07,0.105712,1.80703e-07
583,-521.539,1,13.543,25.8307,2.47978,1.37164,0.0435215,1.02003,1.40352,19.1199,-18.9652,-0.301744,-1.38432,-0.436734,4.88198,40.0893,0.226065,0.254133,1.2942e-07,0.0895301,1.70935e-07
584,-517.872,1,13.4352,25.3613,2.47978,1.4142,0.039347,1.02003,1.40352,19.1199,-18.9652,-0.278556,-1.42017,-0.439099,4.88198,40.0893,0.226065,0.261145,1.25753e-07,0.0949468,1.9638e-07
585,-526.125,1,13.5452,25.1966,2.47978,1.38752,0.036199,1.02003,1.40352,19.1199,-18.9652,-0.283837,-1.36419,-0.446828,4.88198,40.0893,0.226065,0.263513,1.32793e-07,0.0907145,1.87395e-07
586,-532.824,1,13.5814,25.3882,2.47978,1.38752,0.0367473,1.02003,1.40352,19.1199,-18.9652,-0.28925,-1.35273,-0.47724,4.88198,40.0893,0.226065,0.263861,1.17545e-07,0.0908091,1.67727e-07
587,-525.433,1,13.5433,25.2233,2.47978,1.36295,0.0414924,1.02003,1.40352,19.1199,-18.9652,-0.288687,-1.31042,-0.473214,4.88198,40.0893,0.226065,0.262622,1.04646e-07,0.0966446,1.87062e-07
588,-539.958,1,13.4425,25.5276,2.47978,1.36296,0.0415589,1.02003,1.40352,19.1199,-18.9652,-0.295868,-1.37782,-0.499392,4.88198,40.0893,0.226065,0.26014,9.18514e-08,0.0914561,1.38642e-07
589,-548.285,1,13.5467,26.0651,2.47978,1.26675,0.0432117,1.02003,1.40352,19.1199,-18.9652,-0.296483,-1.41794,-0.585339,4.88198,40.0893,0.226065,0.267735,7.91303e-08,0.0881615,1.50907e-07
590,-553.741,1,13.5413,25.9369,2.47978,1.26681,0.0452636,1.02003,1.40352,19.1199,-18.9652,-0.279254,-1.39085,-0.56138,4.88198,40.0893,0.226065,0.260959,7.19795e-08,0.0842081,1.33914e-07
591,-552.891,1,13.5816,25.7265,2.47978,1.37165,0.0450723,1.02003,1.40352,19.1199,-18.9652,-0.269142,-1.38191,-0.567247,4.88198,40.0893,0.226065,0.258476,6.99999e-08,0.080821,1.12504e-07
592,-552.388,1,13.4779,25.8888,2.47978,1.37167,0.0443125,1.02003,1.40352,19.1199,-18.9652,-0.303065,-1.3414,-0.576847,4.88198,40.0893,0.226065,0.255794,6.20919e-08,0.0951579,1.0998e-07
593,-548.757,1,13.5553,25.6834,2.47978,1.36453,0.0465928,1.02003,1.40352,19.1199,-18.9652,-0.307604,-1.24874,-0.510662,4.88198,40.0893,0.226065,0.263878,6.21678e-08,0.0946676,1.13882e-07
594,-559.027,1,13.3969,25.5355,2.47978,1.36454,0.0460269,1.02003,1.40352,19.1199,-18.9652,-0.313381,-1.24049,-0.570104,4.88198,40.0893,0.226065,0.259367,5.24331e-08,0.0947856,9.58987e-08
595,-571.789,1,13.5656,25.6759,2.47978,1.33845,0.0421696,1.02003,1.40352,19.1199,-18.9652,-0.325914,-1.21549,-0.555651,4.88198,40.0893,0.226065,0.254455,5.34999e-08,0.0884823,9.21122e-08
596,-567.134,1,13.5623,25.4943,2.47978,1.33848,0.0427389,1.02003,1.40352,19.1199,-18.9652,-0.297842,-1.2656,-0.617673,4.88198,40.0893,0.226065,0.254806,6.19213e-08,0.0961532,8.10283e-08
597,-563.12,1,13.6047,25.205,2.47978,1.41882,0.0388654,1.02003,1.40352,19.1199,-18.9652,-0.253993,-1.31179,-0.562224,4.88198,40.0893,0.226065,0.262232,6.29426e-08,0.0972292,8.6324e-08
598,-564.47,1,13.5383,25.2209,2.47978,1.36912,0.0413383,1.02003,1.40352,19.1199,-18.9652,-0.278113,-1.35612,-0.517139,4.88198,40.0893,0.226065,0.263772,5.87956e-08,0.0992924,8.68205e-08
599,-566.1,1,13.4768,25.1059,2.47978,1.36912,0.042916,1.02003,1.40352,19.1199,-18.9652,-0.285794,-1.42686,-0.456005,4.88198,40.0893,0.226065,0.263986,5.51993e-08,0.091514,8.95905e-08
600,-569.81,1,13.5195,25.1401,2.47978,1.39996,0.0416898,1.02003,1.40352,19.1199,-18.9652,-0.274545,-1.48867,-0.41515,4.88198,40.0893,0.226065,0.25925,4.89156e-08,0.0915643,8.68096e-08
601,-566.037,1,13.4445,25.0557,2.47978,1.42578,0.042132,1.02003,1.40352,19.1199,-18.9652,-0.285266,-1.35845,-0.450679,4.88198,40.0893,0.226065,0.255545,4.66234e-08,0.101534,8.54155e-08
602,-564.136,1,13.456,25.0785,2.47978,1.42576,0.0403138,1.02003,1.40352,19.1199,-18.9652,-0.302346,-1.35393,-0.490752,4.88198,40.0893,0.226065,0.254397,4.70778e-08,0.107928,9.40147e-08
603,-565.134,1,13.4735,25.7739,2.47978,1.35732,0.0443753,1.02003,1.40352,19.1199,-18.9652,-0.322594,-1.30972,-0.548356,4.88198,40.0893,0.226065,0.256482,4.14035e-08,0.108197,1.01147e-07
604,-569.029,1,13.5595,25.4515,2.47978,1.30572,0.0419446,1.02003,1.40352,19.1199,-18.9652,-0.29329,-1.45019,-0.527574,4.88198,40.0893,0.226065,0.265148,4.39674e-08,0.109581,1.05133e-07
605,-579.938,1,13.5204,25.299,2.47978,1.34497,0.0385792,1.02003,1.40352,19.1199,-18.9652,-0.247322,-1.4028,-0.530451,4.88198,40.0893,0.226065,0.258991,3.62067e-08,0.106473,9.94026e-08
606,-579.348,1,13.4582,25.0338,2.47978,1.34495,0.037779,1.02003,1.40352,19.1199,-18.9652,-0.252768,-1.35098,-0.505435,4.88198,40.0893,0.226065,0.258779,3.64873e-08,0.109428,1.01454e-07
607,-580.5,1,13.5535,24.9995,2.47978,1.39146,0.0393,1.02003,1.40352,19.1199,-18.9652,-0.250596,-1.37429,-0.524193,4.88198,40.0893,0.226065,0.262857,3.42272e-08,0.0973869,9.32508e-08
608,-585.206,1,13.4563,25.0372,2.47978,1.33911,0.0380751,1.02003,1.40352,19.1199,-18.9652,-0.256705,-1.41831,-0.612634,4.88198,40.0893,0.226065,0.259734,3.3357e-08,0.109759,9.03424e-08
609,-580.698,1,13.508,25.17,2.47978,1.36447,0.0391887,1.02003,1.40352,19.1199,-18.9652,-0.259548,-1.43458,-0.641543,4.88198,40.0893,0.226065,0.264363,3.18905e-08,0.11493,9.11045e-08
610,-595.303,1,13.5089,24.9473,2.47978,1.3467,0.0381011,1.02003,1.40352,19.1199,-18.9652,-0.25428,-1.48092,-0.56737,4.88198,40.0893,0.226065,0.264217,2.72382e-08,0.113088,7.40884e-08
611,-593.194,1,13.5468,24.8224,2.47978,1.33579,0.0443445,1.02003,1.40352,19.1199,-18.9652,-0.249897,-1.52664,-0.562736,4.88198,40.0893,0.226065,0.260556,2.70982e-08,0.118309,5.78646e-08
612,-592.239,1,13.4877,25.0022,2.47978,1.33578,0.0442548,1.02003,1.40352,19.1199,-18.9652,-0.231407,-1.46386,-0.605821,4.88198,40.0893,0.226065,0.262232,2.79413e-08,0.107774,6.4e-08
613,-607.576,1,13.5472,25.1288,2.47978,1.29576,0.0447441,1.02003,1.40352,19.1199,-18.9652,-0.262035,-1.47367,-0.62714,4.88198,40.0893,0.226065,0.26487,2.68809e-08,0.0964496,4.77538e-08
614,-619.706,1,13.44,25.4478,2.47978,1.31191,0.0411872,1.02003,1.40352,19.1199,-18.9652,-0.259362,-1.49305,-0.624809,4.88198,40.0893,0.226065,0.257626,2.3705e-08,0.0953275,4.32614e-08
615,-621.256,1,13.4783,25.2271,2.47978,1.26882,0.0440136,1.02003,1.40352,19.1199,-18.9652,-0.275987,-1.41224,-0.545529,4.88198,40.0893,0.226065,0.259053,2.5052e-08,0.0887641,4.03202e-08
616,-622.565,1,13.5241,24.9267,2.47978,1.36395,0.0397285,1.02003,1.40352,19.1199,-18.9652,-0.254935,-1.39374,-0.533875,4.88198,40.0893,0.226065,0.253293,2.37886e-08,0.0945365,3.73364e-08
617,-616.524,1,13.4465,25.3977,2.47978,1.30807,0.0411926,1.02003,1.40352,19.1199,-18.9652,-0.298741,-0.86445,-0.522026,4.88198,40.0893,0.226065,0.255241,2.3431e-08,0.121051,3.88292e-08
618,-611.78,1,13.5209,25.2751,2.47978,1.28645,0.0455825,1.02003,1.40352,19.1199,-18.9652,-0.311099,-0.635078,-0.562689,4.88198,40.0893,0.226065,0.257027,2.48706e-08,0.118397,3.68009e-08
619,-603.617,1,13.5451,26.1644,2.47978,1.31669,0.0440898,1.02003,1.40352,19.1199,-18.9652,-0.374968,-0.514475,-1.33608,4.88198,40.0893,0.226065,0.260334,2.47494e-08,0.168982,3.36337e-08
620,-588.491,1,13.5789,26.2355,2.47978,1.37711,0.0412451,1.02003,1.40352,19.1199,-18.9652,-0.420054,-2.87274,-1.28695,4.88198,40.0893,0.226065,0.260744,2.34715e-08,0.272643,3.54799e-08
621,-576.084,1,13.4679,25.5069,2.47978,1.32814,0.0459874,1.02003,1.40352,19.1199,-18.9652,-0.377284,-3.29394,-1.62512,4.88198,40.0893,0.226065,0.263643,2.77607e-08,0.320167,3.3739e-08
622,-583.581,1,13.4968,25.8002,2.47978,1.3042,0.0447595,1.02003,1.40352,19.1199,-18.9652,-0.336693,-3.29552,-1.72322,4.88198,40.0893,0.226065,0.255097,2.51392e-08,0.319819,3.46619e-08
623,-580.677,1,13.44,25.8902,2.47978,1.39809,0.044571,1.02003,1.40352,19.1199,-18.9652,-0.245086,-3.1798,-1.85564,4.88198,40.0893,0.226065,0.250703,2.41224e-08,0.324934,3.09678e-08
624,-587.821,1,13.553,26.0609,2.47978,1.37378,0.0415457,1.02003,1.40352,19.1199,-18.9652,-0.263253,-3.20617,-1.88295,4.88198,40.0893,0.226065,0.264074,2.35045e-08,0.320338,3.03719e-08
625,-592.56,1,13.556,26.069,2.47978,1.33044,0.0426752,1.02003,1.40352,19.1199,-18.9652,-0.304519,-3.2099,-1.8683,4.88198,40.0893,0.226065,0.260773,2.19562e-08,0.32462,2.97031e-08
626,-588.743,1,13.4549,26.4999,2.47978,1.30904,0.0451034,1.02003,1.40352,19.1199,-18.9652,-0.33778,-3.25416,-2.01285,4.88198,40.0893,0.226065,0.261038,2.46856e-08,0.331745,2.7239e-08
627,-588.728,1,13.4616,26.0514,2.47978,1.31481,0.0462212,1.02003,1.40352,19.1199,-18.9652,-0.352839,-3.24924,-1.88877,4.88198,40.0893,0.226065,0.255112,2.25692e-08,0.322715,2.89623e-08
628,-586.887,1,13.5272,25.7448,2.47978,1.31479,0.0460225,1.02003,1.40352,19.1199,-18.9652,-0.306585,-3.51148,-1.79701,4.88198,40.0893,0.226065,0.264149,2.23449e-08,0.328723,3.03736e-08
629,-590.086,1,13.4967,26.1628,2.47978,1.31478,0.0465609,1.02003,1.40352,19.1199,-18.9652,-0.307938,-3.34924,-1.82941,4.88198,40.0893,0.226065,0.26042,2.12629e-08,0.320817,2.91384e-08
630,-590.578,1,13.4921,26.2082,2.47978,1.33018,0.0447682,1.02003,1.40352,19.1199,-18.9652,-0.287137,-3.26179,-1.816,4.88198,40.0893,0.226065,0.25956,2.19749e-08,0.318972,2.88555e-08
631,-581.541,1,13.4341,26.0891,2.47978,1.4039,0.0403832,1.02003,1.40352,19.1199,-18.9652,-0.291864,-3.16366,-1.93374,4.88198,40.0893,0.226065,0.260172,2.55274e-08,0.325826,3.32134e-08
632,-581.49,1,13.465,26.7363,2.47978,1.35375,0.0459941,1.02003,1.40352,19.1199,-18.9652,-0.388262,-3.35516,-1.78417,4.88198,40.0893,0.226065,0.259534,2.22411e-08,0.327864,3.33036e-08
633,-590.633,1,13.4872,25.9898,2.47978,1.38936,0.0441633,1.02003,1.40352,19.1199,-18.9652,-0.377245,-3.35682,-1.81555,4.88198,40.0893,0.226065,0.257304,1.88933e-08,0.33687,2.81111e-08
634,-590.182,1,13.5156,26.0591,2.47978,1.4245,0.0408131,1.02003,1.40352,19.1199,-18.9652,-0.403688,-3.2405,-1.6787,4.88198,40.0893,0.226065,0.26716,1.98799e-08,0.33285,2.84001e-08
635,-600.68,1,13.5873,26.3238,2.47978,1.42173,0.0380897,1.02003,1.40352,19.1199,-18.9652,-0.386975,-3.25508,-1.56921,4.88198,40.0893,0.226065,0.26177,1.63319e-08,0.329606,2.93349e-08
636,-605.799,1,13.5191,26.4555,2.47978,1.39199,0.0401598,1.02003,1.40352,19.1199,-18.9652,-0.397093,-3.22979,-1.71762,4.88198,40.0893,0.226065,0.258692,1.49224e-08,0.3311,2.66496e-08
637,-604.671,1,13.4606,26.0704,2.47978,1.31783,0.0467013,1.02003,1.40352,19.1199,-18.9652,-0.340339,-3.30405,-2.1904,4.88198,40.0893,0.226065,0.254975,1.49012e-08,0.339878,2.53405e-08
638,-517.036,1,13.4841,25.756,2.47978,1.31879,0.0457289,1.02003,1.40352,19.1199,-18.9652,-0.313361,-3.38896,-2.0215,4.88198,40.0893,0.226065,0.258462,2.99026e-07,0.339022,2.28132e-08
639,-521.732,1,13.4714,25.9341,2.47978,1.31881,0.0473653,1.02003,1.40352,19.1199,-18.9652,-0.321509,-3.26145,-2.04947,4.88198,40.0893,0.226065,0.258881,2.65579e-07,0.344578,2.02609e-08
640,-525.807,1,13.4311,26.0269,2.47978,1.35268,0.0451238,1.02003,1.40352,19.1199,-18.9652,-0.348885,-3.39801,-2.03658,4.88198,40.0893,0.226065,0.269534,2.28284e-07,0.329157,2.05077e-08
641,-527.66,1,13.5119,26.11,2.47978,1.3865,0.0426331,1.02003,1.40352,19.1199,-18.9652,-0.338054,-3.25705,-1.9402,4.88198,40.0893,0.226065,0.270573,2.09392e-07,0.324247,2.21779e-08
642,-526.896,1,13.4355,26.0632,2.47978,1.31527,0.0448974,1.02003,1.40352,19.1199,-18.9652,-0.280762,-3.12958,-2.01402,4.88198,40.0893,0.226065,0.265977,2.07015e-07,0.33433,2.44532e-08
643,-531.186,1,13.5209,25.9103,2.47978,1.39483,0.0423681,1.02003,1.40352,19.1199,-18.9652,-0.297821,-3.24621,-1.97729,4.88198,40.0893,0.226065,0.263712,1.86715e-07,0.327533,2.23189e-08
644,-526.926,1,13.4539,25.8731,2.47978,1.39481,0.0424374,1.02003,1.40352,19.1199,-18.9652,-0.267288,-3.18099,-1.99633,4.88198,40.0893,0.226065,0.260179,2.10969e-07,0.329833,2.31782e-08
645,-542.563,1,13.4788,26.0943,2.47978,1.33332,0.0422634,1.02003,1.40352,19.1199,-18.9652,-0.311308,-3.14464,-1.85253,4.88198,40.0893,0.226065,0.259258,1.9474e-07,0.318952,1.82752e-08
646,-549.279,1,13.4941,26.1375,2.47978,1.33328,0.0404868,1.02003,1.40352,19.1199,-18.9652,-0.307068,-3.24547,-1.7742,4.88198,40.0893,0.226065,0.264366,1.82715e-07,0.323408,1.748e-08
647,-553.316,1,13.6085,25.6249,2.47978,1.33329,0.0393439,1.02003,1.40352,19.1199,-18.9652,-0.307825,-3.13082,-1.87108,4.88198,40.0893,0.226065,0.270807,1.48018e-07,0.320206,1.82108e-08
648,-553.472,1,13.4174,25.596,2.47978,1.33332,0.0415731,1.02003,1.40352,19.1199,-18.9652,-0.325902,-3.32672,-1.95602,4.88198,40.0893,0.226065,0.257756,1.29355e-07,0.335329,1.90302e-08
649,-548.353,1,13.4625,25.5584,2.47978,1.37806,0.0406002,1.02003,1.40352,19.1199,-18.9652,-0.283162,-3.25226,-1.86648,4.88198,40.0893,0.226065,0.257544,1.29329e-07,0.333252,2.08865e-08
650,-550.226,1,13.4946,25.2587,2.47978,1.31389,0.0435305,1.02003,1.40352,19.1199,-18.9652,-0.29808,-3.11592,-1.878,4.88198,40.0893,0.226065,0.261159,1.2969e-07,0.334665,1.97377e-08
651,-551.9,1,13.469,25.5831,2.47978,1.35681,0.0433438,1.02003,1.40352,19.1199,-18.9652,-0.243419,-3.13265,-2.01597,4.88198,40.0893,0.226065,0.254858,1.17923e-07,0.338783,1.87174e-08
652,-550.334,1,13.4752,26.2429,2.47978,1.35688,0.0474541,1.02003,1.40352,19.1199,-18.9652,-0.353082,-3.16246,-2.047,4.88198,40.0893,0.226065,0.259469,1.09857e-07,0.347363,1.74381e-08
653,-553.974,1,13.544,26.102,2.47978,1.42434,0.0430422,1.02003,1.40352,19.1199,-18.9652,-0.339908,-3.25523,-1.87926,4.88198,40.0893,0.226065,0.260863,1.00058e-07,0.328532,1.76449e-08
654,-556.279,1,13.5889,26.1432,2.47978,1.38325,0.0435906,1.02003,1.40352,19.1199,-18.9652,-0.275352,-3.08998,-1.90636,4.88198,40.0893,0.226065,0.26459,9.28152e-08,0.32205,1.93081e-08
655,-566.903,1,13.6179,25.8436,2.47978,1.35844,0.0406938,1.02003,1.40352,19.1199,-18.9652,-0.262203,-3.19561,-2.04309,4.88198,40.0893,0.226065,0.267953,9.34288e-08,0.324258,1.63615e-08
656,-561.947,1,13.5276,26.1334,2.47978,1.29439,0.0461301,1.02003,1.40352,19.1199,-18.9652,-0.325698,-3.25691,-2.02553,4.88198,40.0893,0.226065,0.256922,1.0093e-07,0.334736,1.62883e-08
657,-568.826,1,13.4111,26.3887,2.47978,1.24859,0.0454288,1.02003,1.40352,19.1199,-18.9652,-0.325709,-3.32613,-1.87556,4.88198,40.0893,0.226065,0.256447,9.12747e-08,0.324968,1.72433e-08
658,-571.249,1,13.4764,25.8202,2.47978,1.29382,0.0434037,1.02003,1.40352,19.1199,-18.9652,-0.319813,-3.23801,-1.93471,4.88198,40.0893,0.226065,0.249984,8.834e-08,0.336663,1.60008e-08
659,-567.198,1,13.448,25.8738,2.47978,1.29388,0.0458397,1.02003,1.40352,19.1199,-18.9652,-0.286067,-3.25594,-1.97869,4.88198,40.0893,0.226065,0.25374,8.16675e-08,0.345396,1.65478e-08
660,-568.975,1,13.4105,25.9227,2.47978,1.32198,0.0440004,1.02003,1.40352,19.1199,-18.9652,-0.260961,-3.01766,-2.05666,4.88198,40.0893,0.226065,0.250921,8.5597e-08,0.341182,1.55925e-08
661,-578.036,1,13.47,25.9838,2.47978,1.32193,0.0427477,1.02003,1.40352,19.1199,-18.9652,-0.286013,-3.00674,-1.90116,4.88198,40.0893,0.226065,0.254751,7.85217e-08,0.326139,1.49012e-08
662,-500.79,1,13.4622,26.0033,2.47978,1.35208,0.0413281,1.02003,1.40352,19.1199,-18.9652,-0.311352,-3.15878,-1.89937,4.88198,40.0893,0.226065,0.254896,7.03449e-08,0.326423,2.00548e-07
663,-520.927,1,13.4939,25.1885,2.47978,1.29742,0.0422041,1.02003,1.40352,19.1199,-18.9652,-0.319488,-1.58532,-0.819899,4.88198,40.0893,0.226065,0.259255,6.7931e-08,0.195727,1.95218e-07
664,-533.634,1,13.4678,25.2774,2.47978,1.29743,0.0434092,1.02003,1.40352,19.1199,-18.9652,-0.363045,-1.428,-0.624891,4.88198,40.0893,0.226065,0.254354,5.63872e-08,0.156096,1.87922e-07
665,-536.71,1,13.5013,25.4811,2.47978,1.34464,0.0409016,1.02003,1.40352,19.1199,-18.9652,-0.343483,-1.42918,-0.6415,4.88198,40.0893,0.226065,0.253462,5.54947e-08,0.137708,1.91906e-07
666,-537.846,1,13.4467,25.5842,2.47978,1.37089,0.0409585,1.02003,1.40352,19.1199,-18.9652,-0.321243,-1.44498,-0.506156,4.88198,40.0893,0.226065,0.253165,5.77647e-08,0.123986,1.82e-07
667,-544.129,1,13.4739,25.696,2.47978,1.4046,0.0406202,1.02003,1.40352,19.1199,-18.9652,-0.302056,-1.45145,-0.482168,4.88198,40.0893,0.226065,0.258858,5.55033e-08,0.0980088,1.76294e-07
668,-544.564,1,13.4033,25.5896,2.47978,1.37956,0.0416209,1.02003,1.40352,19.1199,-18.9652,-0.292096,-1.39915,-0.458757,4.88198,40.0893,0.226065,0.255795,6.29818e-08,0.0940784,1.63429e-07
669,-545.685,1,13.482,25.4166,2.47978,1.33228,0.0442659,1.02003,1.40352,19.1199,-18.9652,-0.286456,-1.46338,-0.552209,4.88198,40.0893,0.226065,0.250784,5.68443e-08,0.0994415,1.68675e-07
670,-557.251,1,13.5619,25.3828,2.47978,1.36471,0.0415964,1.02003,1.40352,19.1199,-18.9652,-0.261756,-1.50809,-0.513647,4.88198,40.0893,0.226065,0.252855,5.34753e-08,0.0986663,1.29081e-07
