iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
260,451.656,1,13.4745,32.9654,13.9793,1.64336,0.0347438,0.268513,1.03584,0.194514,0.816895
261,458.982,1,13.4302,31.1737,13.0718,1.73164,0.0320902,0.262302,1.08881,0.19931,0.868299
262,468.167,1,13.346,29.4318,15.0181,1.6966,0.039926,0.272844,1.11758,0.192728,0.892729
263,454.439,1,13.4897,32.6503,13.5976,1.49531,0.044062,0.262662,1.06006,0.191715,0.86639
264,452.504,1,13.4413,32.8783,14.7333,1.54151,0.0384135,0.261791,1.08927,0.195217,0.900327
265,451.124,1,13.5573,33.4916,13.9112,1.50608,0.0406356,0.255934,1.08045,0.19507,0.895477
266,459.051,1,13.5882,36.6448,13.657,1.60053,0.0394136,0.261767,1.10982,0.193263,0.914972
267,466.377,1,13.4873,31.9012,13.4935,1.62158,0.0450687,0.265168,1.10416,0.187012,0.872526
268,458.768,1,13.5466,33.1021,13.7804,1.62151,0.0429084,0.258642,0.987628,0.191552,0.858461
269,459.116,1,13.4809,35.5746,14.4047,1.57931,0.044442,0.257928,1.00894,0.206859,0.803351
270,452.692,1,13.3747,34.2179,14.527,1.57926,0.0438157,0.258381,0.99463,0.174439,0.821367
271,461.162,1,13.5957,33.7841,13.4567,1.649,0.0428387,0.267296,1.00015,0.192625,0.815267
272,465.154,1,13.5859,33.8288,13.7093,1.77099,0.0390904,0.267379,1.00815,0.212608,0.718643
273,469.719,1,13.4246,34.1084,13.8308,1.71009,0.0428222,0.265523,1.00706,0.228966,0.776466
274,467.766,1,13.3402,34.0946,13.8251,1.71019,0.0463253,0.262241,0.854666,0.230051,0.721818
275,467.329,1,13.4161,31.407,13.589,1.80872,0.0419373,0.26222,0.857277,0.200836,0.798892
276,466.319,1,13.4027,33.823,14.1359,1.71009,0.0483441,0.253073,0.881502,0.182974,0.825873
277,460.277,1,13.564,36.4727,13.9211,1.60555,0.0447584,0.264308,0.979516,0.200919,0.805086
278,454.249,1,13.449,37.4365,14.3624,1.60549,0.0434649,0.255878,0.933073,0.189285,0.831178
279,455.975,1,13.5754,38.5817,13.9467,1.66533,0.0394612,0.269306,0.976326,0.186001,0.803229
280,454.78,1,13.4982,41.2637,13.9491,1.66529,0.0392211,0.259794,1.04707,0.17813,0.812983
281,450.421,1,13.5263,38.791,13.4826,1.64699,0.0345069,0.262416,1.05467,0.1922,0.793986
282,444.457,1,13.5123,40.1769,13.4399,1.64694,0.0331476,0.262376,0.998816,0.177883,0.807914
283,449.902,1,13.4224,41.5287,13.772,1.60868,0.0420301,0.251191,0.931807,0.16814,0.838572
284,446.43,1,13.4072,41.2491,13.5603,1.60862,0.0389115,0.256348,1.02904,0.151185,0.870446
285,453.815,1,13.3974,42.2341,14.6434,1.60034,0.0417716,0.254503,1.11176,0.164207,0.83434
286,445.337,1,13.4138,42.9787,14.4559,1.45866,0.0443902,0.252412,1.07738,0.169649,0.808246
287,452.052,1,13.4624,44.3745,13.5682,1.55418,0.0446324,0.256704,1.02759,0.170839,0.799467
288,451.808,1,13.4773,41.5982,14.051,1.62837,0.0372806,0.263292,1.02116,0.188671,0.808445
289,450.821,1,13.3595,39.9308,15.1448,1.53604,0.0412043,0.25589,1.11046,0.189356,0.778516
290,448.573,1,13.457,34.471,15.5793,1.47273,0.0445683,0.266653,1.01278,0.185002,0.793422
291,452.585,1,13.3557,31.7967,15.5648,1.55814,0.0448625,0.257175,0.991563,0.187864,0.744214
292,448.501,1,13.4301,35.1367,14.2848,1.62784,0.0399281,0.247063,0.888509,0.195653,0.76901
293,457.733,1,13.3866,41.605,14.7044,1.60476,0.0447453,0.262485,0.941322,0.189982,0.805959
294,453.303,1,13.3441,42.4959,15.1781,1.55418,0.0445713,0.255744,0.984886,0.17655,0.841997
295,454.47,1,13.4083,44.0673,14.59,1.50909,0.0453268,0.251348,1.03114,0.1868,0.876423
296,452.649,1,13.4469,38.3034,14.1226,1.51456,0.0466516,0.262809,0.895999,0.171658,0.925388
297,453.114,1,13.5343,35.1456,13.8008,1.6646,0.0381154,0.252603,0.941555,0.170651,0.93254
298,449.393,1,13.5827,37.4923,12.8737,1.77345,0.0303292,0.254174,0.872029,0.173221,0.900652
299,455.16,1,13.3087,40.3075,12.5891,1.67095,0.0401491,0.254204,0.897484,0.186141,0.844942
300,459.128,1,13.532,39.9449,13.0805,1.62815,0.0466771,0.255032,0.893752,0.193938,0.791518
301,453.845,1,13.4911,38.1845,13.5296,1.5496,0.0497091,0.250926,0.907587,0.179295,0.754207
302,453.292,1,13.5341,34.8939,13.2397,1.52364,0.0474731,0.264782,0.961935,0.180348,0.777727
303,458.665,1,13.4518,37.2139,14.0024,1.54617,0.0507337,0.259219,0.987614,0.176153,0.773622
304,464.327,1,13.349,40.5284,13.7603,1.61067,0.0446148,0.260992,1.05158,0.191012,0.883704
305,462.214,1,13.6015,45.317,14.4742,1.61066,0.0438232,0.254475,1.09801,0.189708,0.874626
306,462.097,1,13.4545,40.665,14.247,1.64546,0.0420428,0.252691,1.05434,0.200288,0.850668
307,463.557,1,13.5254,45.8016,13.3341,1.54295,0.0493208,0.265711,0.945041,0.192428,0.909483
308,478.157,1,13.5879,44.1416,13.4992,1.68713,0.0502865,0.258729,1.03352,0.19479,0.95156
309,471.681,1,13.4282,40.1584,13.0914,1.57956,0.0531498,0.258952,1.01038,0.177966,0.954726
310,460.662,1,13.5959,45.9725,12.4553,1.56233,0.0471847,0.258712,1.02512,0.164844,0.966244
311,460.714,1,13.5874,43.164,12.5578,1.56231,0.0468556,0.266761,1.05244,0.160706,0.956925
312,460.233,1,13.624,42.9658,12.4988,1.58791,0.043364,0.269594,0.991081,0.176177,0.978603
313,469.423,1,13.509,45.6568,11.9687,1.74462,0.0413928,0.271005,1.07214,0.175828,0.889382
314,471.074,1,13.5693,50.5375,12.182,1.7768,0.0434261,0.268166,1.06309,0.158882,0.913503
315,466.596,1,13.5123,51.9883,12.9397,1.71072,0.0463417,0.25526,1.1041,0.151152,0.874887
316,463.363,1,13.5527,50.048,13.421,1.63138,0.0494598,0.257017,1.05382,0.14241,0.919527
317,459.297,1,13.6108,46.5223,13.7369,1.72127,0.0466004,0.265978,0.963175,0.136891,0.807685
318,454.763,1,13.5618,44.6735,14.0583,1.7213,0.0486178,0.257717,0.889411,0.135211,0.744155
319,462.551,1,13.433,42.2014,13.8723,1.7942,0.0458582,0.248566,0.913387,0.152006,0.784877
320,459.554,1,13.5928,40.1198,13.4405,1.81753,0.0403717,0.251841,1.06642,0.132019,0.820252
321,452.859,1,13.4709,40.2893,13.7822,1.73621,0.0381892,0.260759,1.08766,0.131298,0.827065
322,445.871,1,13.3847,45.1786,14.3748,1.73608,0.0333935,0.258391,1.03813,0.140469,0.823826
323,447.599,1,13.5529,43.6067,14.4627,1.67893,0.0382827,0.256873,1.07682,0.129634,0.839082
324,454.835,1,13.3727,43.7993,14.6638,1.67901,0.0409172,0.250205,1.11999,0.138319,0.86965
325,456.603,1,13.4488,43.2784,13.5806,1.71548,0.0391689,0.250536,1.20083,0.129784,0.900789
326,461.441,1,13.5478,41.7163,14.9927,1.62724,0.0474757,0.259162,1.23634,0.122037,0.936529
327,458.856,1,13.4883,44.7819,14.1975,1.64566,0.0438041,0.264964,1.22199,0.120323,0.957515
328,460.105,1,13.6166,45.8876,14.8523,1.69326,0.0417822,0.26143,1.40594,0.11855,0.879016
329,451.65,1,13.3855,48.2811,14.5035,1.69318,0.0397483,0.253931,1.37978,0.112568,0.827921
330,447.132,1,13.5534,47.8267,14.5028,1.58511,0.0438652,0.263274,1.19341,0.117542,0.802954
331,444.756,1,13.4948,46.3088,14.7439,1.5055,0.0423708,0.25019,1.2783,0.128678,0.870383
332,449.991,1,13.565,45.1563,14.4425,1.50549,0.0409293,0.265998,1.2929,0.143818,0.9103
333,445.542,1,13.5102,40.63,15.2126,1.55933,0.0384268,0.268807,1.25781,0.131712,0.854501
334,449.922,1,13.5282,40.1142,14.2528,1.68776,0.0338072,0.257302,1.23085,0.154647,0.784427
335,442.511,1,13.4053,36.625,14.8366,1.56493,0.0379687,0.249574,1.27907,0.140441,0.774816
336,448.661,1,13.4639,38.6396,13.9569,1.56495,0.0392416,0.245646,1.37518,0.140134,0.862364
337,455.793,1,13.3616,33.6233,15.2758,1.51011,0.0460521,0.255683,1.4061,0.140649,0.834744
338,451.689,1,13.38,38.2432,14.9762,1.51009,0.0438742,0.253162,1.30586,0.142612,0.870034
339,459.632,1,13.4328,35.1923,14.5307,1.59808,0.0437675,0.248123,1.28045,0.149772,0.911213
340,462.439,1,13.4218,35.5694,14.6914,1.67073,0.0456603,0.257375,1.14246,0.14407,0.858276
341,463.328,1,13.4067,41.5749,14.0604,1.55895,0.0513919,0.252212,1.11686,0.153628,0.890153
342,459.772,1,13.4316,40.956,13.9047,1.61532,0.0438651,0.258652,1.05491,0.162953,0.937218
343,455.563,1,13.4393,46.3485,13.8598,1.61535,0.0457543,0.254743,1.04011,0.136601,0.92488
344,458.87,1,13.4659,43,13.8422,1.66487,0.0479452,0.26161,1.06663,0.12485,0.8518
345,446.19,1,13.5096,45.3206,14.0106,1.62476,0.0431259,0.257785,1.0985,0.112696,0.832464
346,448.047,1,13.5746,41.9405,13.9853,1.64997,0.0418633,0.267789,1.14207,0.110901,0.833429
347,448.07,1,13.6254,40.3125,13.8244,1.60644,0.0460549,0.256722,1.13677,0.11031,0.812078
348,445.006,1,13.6785,43.1523,13.6353,1.50738,0.0498982,0.258785,1.07916,0.111068,0.826783
349,447.624,1,13.4273,44.8837,13.5325,1.53809,0.0456628,0.258782,1.19721,0.110596,0.895189
350,452.44,1,13.6073,45.6064,13.2591,1.53815,0.0485035,0.265611,1.22196,0.114941,0.873722
351,443.186,1,13.4617,55.2871,13.4616,1.52292,0.0422235,0.257306,1.27242,0.116327,0.849502
352,444.603,1,13.3504,54.1512,14.3057,1.62965,0.0405397,0.259763,1.33565,0.0916866,0.86868
353,444.452,1,13.4131,48.6356,13.5585,1.51245,0.0482334,0.249403,1.36489,0.0834062,0.928584
354,441.925,1,13.6092,43.8146,13.8634,1.47977,0.0491008,0.257092,1.33778,0.0829385,0.900004
355,445.834,1,13.5812,48.2646,13.5325,1.55831,0.0473285,0.26424,1.3805,0.0747897,0.947481
356,455.312,1,13.5843,50.818,12.1605,1.60609,0.0512801,0.255843,1.3017,0.0820987,0.967838
357,456.4,1,13.5296,52.3566,12.3028,1.60614,0.0538637,0.256033,1.0896,0.0855467,1.03299
358,449.606,1,13.5215,51.848,12.6322,1.5805,0.0544809,0.260774,1.14191,0.0724837,0.928601
359,449.122,1,13.4861,46.715,12.36,1.58049,0.0548179,0.252582,1.1153,0.0711639,0.983987
360,451.832,1,13.443,48.0423,12.5963,1.55075,0.0575461,0.253627,1.09133,0.075414,0.958245
361,445.938,1,13.467,57.6843,13.8038,1.51651,0.0553543,0.252833,1.0728,0.0803851,0.918075
362,444.981,1,13.5549,54.5432,14.2696,1.46616,0.0568596,0.260417,1.06493,0.0789636,0.936287
363,443.361,1,13.5094,47.5645,13.5648,1.46614,0.0549624,0.264231,1.00756,0.0837745,0.957549
364,439.562,1,13.5527,48.4885,13.2302,1.46608,0.0540702,0.264601,1.04961,0.0779926,0.915142
365,447.409,1,13.5151,46.7116,13.5884,1.5452,0.0518362,0.262693,1.12622,0.0821197,0.933427
366,448.253,1,13.5222,41.68,12.7869,1.57127,0.0525652,0.268137,1.11638,0.0784157,0.904681
367,443.445,1,13.5723,42.0569,13.0609,1.57132,0.056258,0.256915,0.916176,0.0761094,0.893265
368,440.104,1,13.5601,45.7481,13.9563,1.60172,0.0541401,0.25916,0.83802,0.0749106,0.896715
369,434.748,1,13.3512,41.9019,13.9583,1.56925,0.0533195,0.250003,0.879225,0.0648438,0.930281
370,437.629,1,13.5031,47.3503,13.9717,1.63506,0.0488911,0.259589,0.961624,0.063996,0.953631
371,442.606,1,13.5429,40.7756,13.7569,1.66447,0.0474297,0.251044,1.02253,0.0704718,0.985476
372,443.132,1,13.6051,46.5363,13.5547,1.63542,0.0475727,0.256871,1.05695,0.076272,0.935381
373,436.652,1,13.6517,49.4922,13.699,1.57421,0.0471076,0.269015,1.04154,0.0705796,0.947818
374,439.132,1,13.5749,51.8797,13.6204,1.52455,0.0503407,0.256213,1.0227,0.0829176,0.913331
375,441.39,1,13.5095,58.3645,13.4343,1.5245,0.0480605,0.259104,0.976476,0.0961753,0.976074
376,444.256,1,13.5063,47.618,13.3403,1.58793,0.0496122,0.253958,0.884721,0.0913284,1.00113
377,457.565,1,13.6357,56.6934,13.2433,1.70659,0.0480243,0.257724,0.992404,0.112092,0.915865
378,456.613,1,13.5723,63.1887,13.7965,1.63639,0.0493391,0.261647,1.09288,0.116139,0.852672
379,454.59,1,13.6071,52.8618,12.7361,1.59391,0.0521204,0.259842,1.06365,0.106586,0.872655
380,449.22,1,13.5813,48.6463,15.6363,1.62938,0.0447268,0.257241,1.17608,0.111375,0.815743
381,452.282,1,13.5003,49.3558,14.3145,1.61742,0.046743,0.256036,1.2293,0.107389,0.840901
382,446.721,1,13.4495,39.8282,14.5271,1.6654,0.0405748,0.251228,1.27496,0.103543,0.820825
383,451.531,1,13.3698,41.8266,14.5447,1.66546,0.0423072,0.25336,1.24465,0.109823,0.818639
384,459.97,1,13.4723,49.6281,15.033,1.66991,0.0487931,0.260603,1.18699,0.110672,0.864146
385,448.242,1,13.509,49.7067,15.0716,1.56808,0.0450007,0.264926,1.18802,0.106641,0.899444
386,452.231,1,13.4604,43.6209,14.3836,1.60967,0.0471034,0.257859,1.17722,0.101939,0.905247
387,446.512,1,13.5263,46.2165,13.9307,1.67875,0.0417749,0.255529,1.17956,0.0963483,0.850948
388,456.94,1,13.6822,45.9401,14.0849,1.73265,0.0434728,0.268625,1.20843,0.105671,0.84307
389,452.808,1,13.4816,45.7249,13.6366,1.68367,0.0436329,0.274716,1.06859,0.105375,0.89438
390,453.79,1,13.4515,42.6735,14.1615,1.64998,0.0441115,0.261646,1.12193,0.116153,0.896834
391,449.349,1,13.4985,40.1637,14.2395,1.64988,0.0404385,0.262014,1.12072,0.135735,0.796879
392,452.19,1,13.4325,38.6578,15.6782,1.64988,0.0397323,0.261865,1.13777,0.13953,0.83512
393,450.444,1,13.5233,37.8561,15.1532,1.69473,0.0390471,0.265394,1.09416,0.128232,0.818757
394,449.58,1,13.6191,37.0529,14.8124,1.67011,0.0402631,0.257182,1.13244,0.121366,0.851471
395,441.096,1,13.6577,38.6906,14.7301,1.63037,0.0406477,0.272765,1.04696,0.110896,0.783847
396,433.185,1,13.5815,43.0183,13.7956,1.64838,0.0357238,0.26027,1.08719,0.102939,0.774288
397,437.802,1,13.4472,42.0475,13.9088,1.68708,0.0385696,0.259113,1.10301,0.0953419,0.760321
398,432.538,1,13.4627,35.0298,13.9206,1.7161,0.0383098,0.257138,1.09616,0.0789288,0.743193
399,435.048,1,13.4927,37.0993,15.6014,1.71605,0.036223,0.271709,1.18287,0.0814188,0.730916
400,440.123,1,13.4657,38.9057,16.2644,1.78903,0.0327772,0.269097,1.26835,0.0830769,0.775347
401,434.679,1,13.4498,35.202,15.7876,1.72178,0.0326703,0.260076,1.25558,0.0889218,0.761285
402,433.745,1,13.446,36.589,15.5334,1.56915,0.039484,0.260008,1.25516,0.0964487,0.757751
403,432.298,1,13.5193,37.2126,16.2344,1.56916,0.0395414,0.250483,1.31598,0.0958434,0.716732
404,437.193,1,13.5169,40.4125,15.5143,1.63131,0.0363102,0.250422,1.27958,0.111154,0.73557
405,447.708,1,13.4114,37.4962,16.4375,1.65618,0.0415446,0.254335,1.35665,0.113184,0.709348
406,444.264,1,13.5328,37.1517,17.2379,1.6325,0.0383502,0.261666,1.35135,0.114027,0.758167
407,443.044,1,13.3387,39.301,17.3146,1.6579,0.0349788,0.258706,1.29628,0.118136,0.787325
408,434.876,1,13.3997,39.0031,16.7153,1.65783,0.0324518,0.260588,1.23107,0.115546,0.74315
409,449.439,1,13.3362,37.2664,16.5021,1.60261,0.043554,0.25576,1.27615,0.118592,0.787245
410,452.65,1,13.5107,35.2828,15.0464,1.60263,0.0446838,0.264883,1.32127,0.117513,0.801634
411,449.747,1,13.4839,38.0939,15.1631,1.5792,0.0442301,0.258753,1.35483,0.110016,0.831617
412,447.339,1,13.5481,35.9538,15.7009,1.62467,0.0422532,0.256013,1.27997,0.111992,0.793758
413,452.921,1,13.4119,38.4786,15.2004,1.65263,0.0429476,0.260315,1.28123,0.117587,0.796316
414,451.693,1,13.4221,40.1249,14.1955,1.50725,0.0470257,0.250956,1.46323,0.126525,0.764067
415,461.601,1,13.4032,44.8375,13.6249,1.60474,0.0472931,0.252243,1.36916,0.127375,0.874879
416,453.526,1,13.4839,39.4125,14.143,1.58512,0.0444725,0.255634,1.10807,0.142375,0.875066
417,449.787,1,13.4764,37.8675,14.4866,1.55822,0.044521,0.25688,1.09474,0.139768,0.849715
418,456.431,1,13.4814,42.719,14.6783,1.55834,0.0505764,0.257026,1.11006,0.15152,0.756411
419,465.096,1,13.3123,37.7413,14.0977,1.58748,0.0488705,0.259528,1.17891,0.172866,0.785202
420,466.859,1,13.4105,35.8465,14.8631,1.68807,0.0486693,0.25929,1.16085,0.148857,0.793535
421,464.473,1,13.5053,37.2649,14.6091,1.72211,0.0467358,0.257166,1.10439,0.137427,0.8443
422,459.344,1,13.4401,36.4318,15.6919,1.7625,0.0433968,0.256645,1.15527,0.121818,0.804145
423,445.131,1,13.4755,36.0676,14.8466,1.70662,0.0376451,0.268292,1.17653,0.108751,0.764737
424,447.918,1,13.4663,36.9859,15.226,1.68691,0.043006,0.265232,1.14243,0.106518,0.757615
425,444.856,1,13.4851,39.3014,14.8897,1.72098,0.0388735,0.261293,1.1594,0.115844,0.69008
426,441.46,1,13.4199,34.6244,14.5836,1.57759,0.043501,0.256011,1.14598,0.117109,0.725769
427,440.279,1,13.5149,36.279,14.9211,1.57755,0.0428724,0.262179,1.19842,0.103496,0.785988
428,442.568,1,13.5275,36.753,15.4745,1.57757,0.0449604,0.251107,1.14911,0.103042,0.852111
429,446.075,1,13.5472,38.1844,14.9182,1.65795,0.0416845,0.256346,1.21414,0.0976164,0.850717
430,446.559,1,13.4259,37.9433,16.0678,1.51224,0.0461093,0.256333,1.30873,0.111004,0.832316
431,436.053,1,13.4162,35.2678,15.1293,1.58701,0.0399916,0.258216,1.15756,0.105343,0.759671
432,443.522,1,13.4781,38.1792,14.653,1.59053,0.043732,0.255741,1.14367,0.106404,0.828615
433,439.67,1,13.4166,39.7288,14.2473,1.56973,0.0443031,0.256886,1.09291,0.0993596,0.829651
434,443.544,1,13.4751,38.4681,15.2292,1.61567,0.046994,0.256427,0.951283,0.109752,0.790408
435,444.684,1,13.5382,42.1134,15.5885,1.65368,0.0436869,0.255776,1.02113,0.111303,0.805055
436,444.76,1,13.4091,43.388,15.3029,1.63251,0.0442155,0.249569,1.04721,0.123874,0.741817
437,455.563,1,13.5334,42.2812,13.9637,1.63262,0.0471753,0.27104,1.08747,0.136753,0.729095
438,449.554,1,13.4983,44.6427,13.5355,1.64685,0.042119,0.265778,1.0974,0.128113,0.782175
439,447.766,1,13.5613,49.0684,13.6459,1.59348,0.0422207,0.262697,1.00388,0.147893,0.815162
440,447.919,1,13.5336,49.5302,13.4276,1.59343,0.0404848,0.269882,1.13425,0.143244,0.787735
441,450.805,1,13.4546,47.3591,13.8935,1.52154,0.0454848,0.258963,1.20027,0.144112,0.801392
442,455.427,1,13.4814,46.2415,14.3419,1.59938,0.0470629,0.253531,1.04245,0.155497,0.791758
443,458.782,1,13.4799,42.7048,14.0811,1.6275,0.0428339,0.258606,1.12796,0.181703,0.764956
444,465.348,1,13.5552,46.5421,14.4061,1.68588,0.0449258,0.262447,1.13141,0.183352,0.735783
445,456.633,1,13.5322,51.3443,14.9702,1.61834,0.0416172,0.259988,1.1438,0.183161,0.751787
446,466.902,1,13.6353,50.0708,14.5155,1.69109,0.0413242,0.265117,1.14103,0.204048,0.794795
447,463.258,1,13.5427,47.5345,14.5792,1.602,0.0461612,0.267187,1.10453,0.190443,0.779121
448,453.682,1,13.571,46.0379,14.976,1.55716,0.0433217,0.263913,1.19173,0.178652,0.722842
449,451.057,1,13.4533,45.9781,14.5455,1.6616,0.034018,0.25181,1.09216,0.196791,0.78253
450,448.226,1,13.3846,49.3938,14.5008,1.57028,0.0364486,0.254434,1.22767,0.183687,0.771249
451,454.165,1,13.3329,49.9934,14.9079,1.62644,0.0352461,0.257561,1.29774,0.182995,0.790309
452,460.298,1,13.6104,41.8042,13.8311,1.69689,0.0386713,0.257674,1.19206,0.175406,0.796173
453,465.705,1,13.69,44.832,12.9753,1.75936,0.0364442,0.261524,1.2438,0.182378,0.814275
454,467.351,1,13.4704,45.2249,13.501,1.67843,0.0424893,0.261681,1.17002,0.19357,0.814238
455,473.738,1,13.4932,48.4429,13.3097,1.63596,0.0493068,0.249507,1.22634,0.192719,0.851824
456,475.041,1,13.479,42.6905,12.8373,1.70922,0.043768,0.250279,1.14726,0.212569,0.89809
457,460.852,1,13.4469,41.1379,13.5069,1.54047,0.0462299,0.257562,1.15925,0.171501,0.905612
458,451.739,1,13.5645,44.3706,13.2387,1.5842,0.0390729,0.255843,1.07132,0.187966,0.828076
459,450.346,1,13.5871,42.5131,13.5606,1.60624,0.037469,0.250083,1.10698,0.183501,0.813736
460,452.589,1,13.4783,43.2415,13.1226,1.49038,0.0448016,0.257572,1.03161,0.180935,0.886948
461,455.056,1,13.601,44.0006,13.3311,1.57643,0.039838,0.262898,0.940596,0.197109,0.966807
462,453.239,1,13.6042,38.8227,14.0215,1.52236,0.0402549,0.262195,0.996072,0.209532,0.925199
463,458.485,1,13.4882,36.8539,13.7992,1.62456,0.0356888,0.263486,0.977047,0.229726,0.939079
464,463.55,1,13.5181,38.7272,12.1205,1.64706,0.0374116,0.270174,0.953934,0.229932,0.97403
465,457.545,1,13.5153,39.4357,13.1127,1.64705,0.0361694,0.256095,0.963444,0.232185,0.857044
466,459.359,1,13.4633,37.9399,12.8387,1.75317,0.0306432,0.255586,0.953459,0.238613,0.858676
467,464.652,1,13.4984,38.8209,12.3702,1.6522,0.0372592,0.260916,0.999743,0.259562,0.876654
468,469.599,1,13.4669,41.3151,14.0679,1.62698,0.03927,0.257138,1.20017,0.271681,0.818267
469,475.114,1,13.4871,34.767,14.8011,1.67945,0.039537,0.254918,1.26752,0.268254,0.816015
470,470.392,1,13.2704,38.9853,14.8134,1.67941,0.0380884,0.258234,1.20386,0.281334,0.718335
471,466.866,1,13.4653,39.6117,14.8816,1.58692,0.0381788,0.267565,1.24411,0.284227,0.767345
472,468.607,1,13.3431,41.077,15.5235,1.56056,0.0427291,0.250129,1.16483,0.282451,0.814312
473,472.058,1,13.4631,36.8264,14.7038,1.60919,0.0448702,0.254711,1.2143,0.244276,0.799838
474,469.874,1,13.3472,31.1789,16.4978,1.60917,0.0436218,0.249484,1.23459,0.231878,0.835105
475,473.271,1,13.4814,36.6093,15.2613,1.66596,0.0399165,0.260711,1.27272,0.239772,0.849788
476,456.557,1,13.5311,39.7618,15.1483,1.52891,0.0421642,0.264598,1.07284,0.217938,0.815822
477,453.515,1,13.4826,38.0341,14.6674,1.49609,0.0420771,0.258206,1.17779,0.202427,0.806913
478,461.632,1,13.4068,35.5416,14.6962,1.559,0.0455702,0.261712,0.997982,0.214722,0.837962
479,463.291,1,13.4706,38.7602,14.2796,1.51586,0.0466822,0.2563,1.03542,0.228093,0.867807
480,466.764,1,13.4553,36.652,14.1252,1.51594,0.0509489,0.265591,0.976507,0.229432,0.840961
481,467.144,1,13.4888,33.357,14.1305,1.42854,0.0553352,0.268526,1.02893,0.221912,0.808482
482,463.948,1,13.4223,33.9207,14.6154,1.57821,0.045672,0.262639,1.04656,0.221033,0.79098
483,457.755,1,13.5167,32.8849,13.4906,1.65056,0.0375565,0.260612,1.04061,0.208739,0.826123
484,471.217,1,13.6107,29.2114,13.0539,1.70557,0.0418074,0.269223,1.13537,0.213056,0.813002
485,471.46,1,13.5631,30.7428,14.5001,1.61966,0.0435384,0.266809,1.15589,0.238215,0.835369
486,467.593,1,13.3914,31.276,14.0409,1.72242,0.0354931,0.255031,1.0776,0.251346,0.845366
487,464.215,1,13.4511,31.2776,14.4326,1.6546,0.0379829,0.252182,1.10607,0.253147,0.800594
488,457.258,1,13.3737,33.5836,15.0485,1.5402,0.0413955,0.249625,1.16054,0.24614,0.722501
489,454.014,1,13.5233,31.5213,14.8747,1.61444,0.0349221,0.257746,1.02533,0.252604,0.766289
490,458.211,1,13.5032,33.4955,15.5496,1.58523,0.0383387,0.26042,1.09863,0.240442,0.796756
491,467.946,1,13.4447,37.2686,15.3305,1.5853,0.0415245,0.257115,1.25421,0.252783,0.810719
492,465.536,1,13.528,39.6472,14.8612,1.58523,0.0396914,0.26276,1.33925,0.236243,0.808116
493,461,1,13.4967,38.3989,16.1103,1.60423,0.0397257,0.267486,1.20128,0.233238,0.714626
494,462.026,1,13.4637,35.226,15.1292,1.66333,0.0416217,0.259641,1.12424,0.213615,0.700284
495,460.225,1,13.5238,40.399,13.3506,1.73497,0.0362538,0.25892,1.10793,0.194202,0.771719
496,455.596,1,13.4755,43.3273,13.1895,1.73501,0.0365043,0.269711,0.977942,0.194605,0.677459
497,460.375,1,13.3781,42.496,13.6772,1.82001,0.036542,0.250993,0.998256,0.181267,0.752712
498,465.548,1,13.5363,41.6054,13.8732,1.78498,0.0390786,0.25832,1.07786,0.19659,0.738892
499,463.072,1,13.4697,44.5815,14.4139,1.71544,0.0421901,0.255658,1.03718,0.205208,0.710869
500,462.472,1,13.4136,42.6063,14.5812,1.66611,0.0402296,0.256016,1.06747,0.232683,0.734328
501,460.632,1,13.4318,39.3507,14.5984,1.703,0.037104,0.271118,1.00157,0.230625,0.725703
502,453.355,1,13.4341,35.6164,15.0729,1.66143,0.034482,0.266837,0.937605,0.230086,0.776362
503,461.015,1,13.4507,36.7563,13.9928,1.63495,0.0390301,0.259443,1.04208,0.245691,0.766948
504,460.855,1,13.4854,34.8497,14.4214,1.65231,0.0343986,0.264952,1.12086,0.248259,0.801992
505,457.512,1,13.5244,34.2654,15.2763,1.65229,0.0321241,0.265612,1.22919,0.216519,0.78796
506,466.121,1,13.4427,34.3356,15.4238,1.57181,0.0426903,0.2605,1.24019,0.219666,0.846681
507,455.84,1,13.5912,39.3231,13.9726,1.62972,0.0368774,0.270986,1.0939,0.194796,0.830865
508,460.686,1,13.5385,36.7828,14.7955,1.56341,0.0418636,0.264945,1.17339,0.202651,0.855328
509,465.177,1,13.619,40.514,14.416,1.65534,0.0390221,0.258705,1.1642,0.205772,0.905429
510,466.198,1,13.6578,39.3333,13.9968,1.70999,0.0389766,0.270294,1.10452,0.188157,0.894404
511,466.921,1,13.5209,40.8642,14.4953,1.69018,0.0425518,0.264961,1.15005,0.177581,0.85196
512,462.441,1,13.3615,43.0816,14.7217,1.79953,0.0356428,0.261485,1.02996,0.181818,0.818527
513,463.605,1,13.4605,39.9385,13.4326,1.69156,0.0388285,0.263582,1.05702,0.212464,0.809289
514,460.86,1,13.5268,47.359,12.8917,1.77179,0.0305291,0.265425,1.0787,0.213498,0.819
515,456.797,1,13.5077,37.1432,13.625,1.74243,0.0316245,0.258686,0.943478,0.215088,0.865639
516,449.449,1,13.5163,36.5722,15.6478,1.67667,0.0275051,0.258348,0.973489,0.223387,0.90543
517,449.678,1,13.3483,38.8523,15.3016,1.59389,0.0335037,0.257023,0.996067,0.228271,0.855641
518,441.687,1,13.4034,35.3619,15.2624,1.59385,0.0299049,0.251391,0.962917,0.232143,0.780449
