iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtCLCRMLMIN,omega_Cl,omega_Q,omega_V1,omega_V2
1737,456.917,1,6.61754,24.2707,13.3812,1.61041,0.0339755,0.716118,0.237791,1.13737,0.241913,0.913066
1738,456.449,1,6.35772,24.5222,13.0501,1.49614,0.0369495,0.753186,0.241299,1.19879,0.239634,1.00272
1739,460.603,1,6.81592,24.388,12.2496,1.59661,0.0338304,0.684714,0.237488,1.2232,0.249876,0.965136
1740,467.25,1,6.53909,23.6966,12.0667,1.56401,0.040166,0.724185,0.242736,1.22574,0.261389,0.913398
1741,463.15,1,6.19158,24.2704,12.1808,1.50678,0.0414097,0.788487,0.241856,1.09201,0.271495,0.968348
1742,456.023,1,7.03341,24.5435,11.882,1.50675,0.0396271,0.64585,0.242908,1.03387,0.272728,0.871458
1743,453.37,1,6.73682,24.5645,11.638,1.56995,0.0365314,0.691876,0.245656,0.944376,0.258762,0.868461
1744,457.953,1,6.53691,24.4673,11.7708,1.56996,0.0375221,0.723861,0.245212,1.00559,0.243088,0.984267
1745,458.655,1,6.81035,24.9906,12.7726,1.54364,0.0383532,0.672598,0.238839,1.03882,0.256268,0.964341
1746,458.784,1,6.91046,25.3967,12.4018,1.54367,0.0385655,0.667434,0.245251,0.947123,0.24399,1.05921
1747,451.572,1,6.52661,25.3232,11.419,1.54365,0.0385076,0.716631,0.243824,0.89266,0.232663,0.961211
1748,457.176,1,6.85687,25.3591,11.0082,1.48955,0.044646,0.684006,0.238298,0.919193,0.235749,0.989946
1749,459.959,1,6.87099,24.9874,11.3392,1.46235,0.0485567,0.676686,0.241428,0.92156,0.223301,0.997094
1750,453.274,1,6.47159,24.36,11.8578,1.46231,0.0460699,0.734752,0.241675,0.904092,0.210182,0.980087
1751,460.504,1,7.25479,24.6623,11.8803,1.38393,0.0543857,0.622996,0.24296,0.854524,0.216265,1.04068
1752,458.253,1,6.90419,24.4712,12.4281,1.49594,0.0465546,0.679441,0.246398,0.834692,0.217525,1.06295
1753,464.377,1,6.43945,24.1631,13.3867,1.496,0.0487736,0.734452,0.234581,0.939421,0.225048,1.04161
1754,471.124,1,6.81581,24.5517,13.2728,1.49598,0.0484564,0.686922,0.237776,1.04091,0.252816,1.08391
1755,476.897,1,6.35785,24.5145,11.6628,1.52883,0.0482015,0.753973,0.23883,1.14188,0.247554,1.11509
1756,473.459,1,6.54172,24.5025,11.735,1.58231,0.0456083,0.726945,0.243558,1.04764,0.225006,1.14389
1757,463.977,1,6.45769,24.0389,12.6077,1.49793,0.0454908,0.741709,0.243498,1.07742,0.201906,1.1281
1758,462.994,1,6.42608,24.4949,10.9119,1.52948,0.0426126,0.748635,0.242653,0.978301,0.219975,1.16816
1759,472.218,1,6.28016,24.9596,12.3728,1.63038,0.0447617,0.76145,0.231075,1.11408,0.211386,1.06659
1760,468.288,1,6.64758,24.9738,10.7274,1.4904,0.0475439,0.708474,0.240323,1.20375,0.20508,1.0708
1761,461.146,1,6.82368,25.2529,12.6599,1.54473,0.0431617,0.690741,0.243074,1.21835,0.182688,1.01098
1762,457.281,1,6.3254,24.3307,13.0946,1.52503,0.042717,0.758514,0.230066,1.18729,0.191247,0.975512
1763,457.651,1,6.3164,24.3987,13.2321,1.47135,0.044352,0.76633,0.240998,1.17563,0.197822,0.993102
1764,467.037,1,6.51025,23.9479,13.1372,1.50087,0.0477512,0.73328,0.251237,1.09743,0.20011,1.07238
1765,476.466,1,7.11359,23.8123,11.6972,1.63101,0.0480215,0.6554,0.244226,1.15419,0.194601,1.08054
1766,477.963,1,6.71587,23.4449,12.0161,1.65502,0.0471716,0.710266,0.249597,1.08492,0.215216,1.02536
1767,479.825,1,6.94247,23.4842,12.4077,1.74229,0.041834,0.673614,0.237081,1.19783,0.222104,1.02342
1768,461.446,1,6.27889,24.6264,11.5202,1.49838,0.0451414,0.774125,0.236732,1.12798,0.209273,0.998375
1769,458.075,1,6.38398,23.8666,12.4026,1.40385,0.0458662,0.749131,0.251607,1.16992,0.203235,1.02731
1770,463.835,1,6.81136,23.9814,12.2154,1.3725,0.0504439,0.684574,0.242729,1.27134,0.209839,0.99131
1771,463.68,1,6.4363,23.6005,13.7633,1.37247,0.0497918,0.736159,0.244954,1.22177,0.214227,1.04062
1772,462.811,1,6.34443,23.6495,14.4553,1.37162,0.0452985,0.757593,0.250906,1.38479,0.209134,1.11121
1773,462.759,1,6.18935,23.8094,14.4402,1.3047,0.0491512,0.780182,0.246689,1.27496,0.219042,1.16393
1774,467.584,1,6.86931,24.1466,14.3593,1.40471,0.0469826,0.672366,0.248132,1.39036,0.206176,1.11973
1775,466.547,1,6.79702,24.1454,12.8885,1.44123,0.0460662,0.695967,0.240202,1.25426,0.208989,1.18598
1776,468.137,1,7.11686,24.325,13.4847,1.44125,0.048684,0.650658,0.251056,1.26447,0.193326,1.17114
1777,459.893,1,6.42164,24.3925,13.7241,1.53066,0.0435437,0.750853,0.241667,1.19256,0.196371,0.938793
1778,467.31,1,6.27063,24.8974,12.962,1.57089,0.0456712,0.763618,0.245841,1.15131,0.193537,1.00519
1779,466.247,1,6.10252,24.5562,10.9445,1.54126,0.0467249,0.796917,0.248832,1.06053,0.188638,1.09665
1780,463.588,1,6.79578,24.3268,10.89,1.54127,0.0457858,0.697371,0.242912,1.06728,0.184733,1.07537
1781,462.693,1,6.81498,24.0422,11.3809,1.54124,0.0455435,0.696679,0.251502,1.03675,0.190624,1.06301
1782,467.238,1,7.29183,23.922,11.9674,1.48607,0.0484273,0.616624,0.245734,1.09735,0.197007,1.1255
1783,477.57,1,6.36112,23.6287,12.2758,1.61328,0.0466472,0.739408,0.249402,1.18579,0.207617,1.06553
1784,471.441,1,6.18884,23.184,14.4343,1.56341,0.0470913,0.783933,0.24069,1.31227,0.206194,0.934944
1785,476.809,1,6.52322,23.7884,14.132,1.58793,0.0479112,0.736714,0.247508,1.43859,0.205261,0.90727
1786,478.112,1,7.35815,23.9209,13.6419,1.59463,0.0507163,0.605296,0.245664,1.51453,0.170397,0.93244
1787,475.83,1,6.73155,23.6222,14.6995,1.52664,0.0533179,0.69813,0.245891,1.57291,0.167336,0.889264
1788,470.959,1,6.73907,23.2696,14.5436,1.45382,0.0528638,0.688962,0.241214,1.61487,0.162932,0.922645
1789,469.289,1,6.71604,23.5451,14.0147,1.45381,0.0516532,0.698953,0.244117,1.60215,0.150776,0.995412
1790,481.931,1,6.36778,23.1806,13.8524,1.5386,0.0569473,0.74939,0.242188,1.54752,0.154172,1.00396
1791,480.362,1,6.6046,23.1545,14.5095,1.56478,0.0551188,0.710152,0.240459,1.52107,0.155436,0.979084
1792,454.295,1,6.81788,23.4514,14.563,1.41178,0.0521912,0.680855,0.236891,1.29907,0.150991,0.836027
1793,456.39,1,6.65945,23.9481,15.4823,1.41179,0.0509395,0.703547,0.235316,1.25453,0.155921,0.945979
1794,453.977,1,6.81507,23.8165,15.0645,1.41172,0.0478782,0.687547,0.243879,1.36859,0.153761,0.980899
1795,461.37,1,6.58795,24.0412,13.6901,1.45908,0.044429,0.721434,0.250953,1.61571,0.161544,0.970955
1796,462.784,1,6.80831,23.8947,14.1336,1.54695,0.0417204,0.678475,0.2404,1.58244,0.159754,0.988561
1797,463.648,1,6.90965,23.2009,14.3006,1.57951,0.0423459,0.668906,0.24111,1.4241,0.164575,0.97738
1798,453.288,1,6.55143,23.6687,14.1767,1.6072,0.0338613,0.724174,0.242382,1.34575,0.164794,0.992926
1799,457.037,1,6.84441,24.0388,13.1664,1.52584,0.0397829,0.684681,0.245721,1.44706,0.176697,0.919248
1800,469.372,1,6.80463,24.1253,12.9831,1.58535,0.0433231,0.69639,0.248742,1.47725,0.176592,0.981901
1801,465.256,1,6.42574,23.7424,13.8483,1.41847,0.0504048,0.733093,0.25026,1.40729,0.182617,0.924277
1802,470.029,1,6.59466,24.0927,13.767,1.43906,0.0513162,0.710374,0.251755,1.47356,0.190713,0.895753
1803,466.523,1,7.55174,24.36,14.4583,1.51754,0.0477069,0.572581,0.245167,1.33056,0.190557,0.895903
1804,462.441,1,6.70854,24.2828,14.8765,1.49127,0.0448519,0.7017,0.242788,1.35057,0.19081,0.951732
1805,466.022,1,6.7628,24.343,15.3131,1.47189,0.0475555,0.694363,0.236121,1.35409,0.207162,0.947993
1806,465.948,1,6.83573,24.301,14.8806,1.43371,0.0485443,0.686466,0.24011,1.41702,0.194864,0.994885
1807,468.845,1,6.62197,24.0439,13.3255,1.43371,0.0498016,0.714716,0.252665,1.33693,0.205813,0.997317
1808,471.285,1,6.95474,24.5627,16.3143,1.49174,0.0506887,0.650257,0.231024,1.36795,0.175615,1.08638
1809,466.244,1,6.48287,24.2404,15.234,1.41351,0.0517011,0.731994,0.234301,1.2704,0.178248,1.12038
1810,464.969,1,6.77913,23.8793,14.8887,1.35653,0.0547838,0.687739,0.242178,1.31357,0.172498,1.02191
1811,465.009,1,7.11991,23.7577,14.3742,1.45938,0.0500346,0.638364,0.228418,1.48836,0.174124,0.931338
1812,469.548,1,6.53608,24.0737,14.3755,1.45937,0.0499025,0.719917,0.244008,1.44721,0.187445,0.981563
1813,466.165,1,6.78604,23.8616,14.0872,1.45934,0.0484847,0.695307,0.252881,1.37992,0.172968,1.0421
1814,462.353,1,6.83728,23.1795,15.6494,1.45939,0.0508176,0.682688,0.245075,1.35633,0.174559,0.855599
1815,465.745,1,6.63082,23.2838,14.6347,1.54303,0.0487208,0.722628,0.244474,1.30873,0.180599,0.859622
1816,464.041,1,6.43983,23.2078,15.3375,1.41463,0.0519347,0.741243,0.241549,1.32096,0.194117,0.878595
1817,468.054,1,6.42693,23.4424,14.1323,1.48102,0.0516855,0.74362,0.245741,1.3522,0.189133,0.853438
1818,471.581,1,6.37107,23.0214,13.7606,1.57466,0.0473593,0.740619,0.229035,1.36673,0.209337,0.876562
1819,465.592,1,6.41742,22.3967,13.9953,1.53463,0.0482174,0.740345,0.235305,1.21178,0.205249,0.859906
1820,464.492,1,6.72141,22.6672,14.4782,1.40848,0.0563375,0.701258,0.234577,1.2268,0.193438,0.834083
1821,463.201,1,6.7232,22.78,15.4765,1.37774,0.0578372,0.696556,0.241937,1.18672,0.175272,0.876644
1822,457.938,1,6.64506,22.5605,13.7039,1.35133,0.0545072,0.707947,0.241049,1.13484,0.182093,0.924797
1823,464.972,1,6.29575,22.5322,15.26,1.42718,0.0528415,0.758004,0.235352,1.26373,0.185995,0.946176
1824,463.289,1,6.21839,22.9067,14.2058,1.42726,0.0549785,0.777726,0.235744,1.1214,0.166758,0.993771
1825,476.799,1,6.26383,23.1539,13.9449,1.45969,0.0623685,0.768086,0.233442,1.10955,0.168548,1.064
1826,473.995,1,6.42768,23.2514,14.0396,1.39374,0.060661,0.735225,0.231751,1.21893,0.180179,1.05046
1827,468.08,1,6.41703,22.8044,13.3978,1.50721,0.0532716,0.733718,0.241889,1.15798,0.16978,0.969121
1828,463.436,1,6.90382,22.5193,13.9113,1.43758,0.0521633,0.674434,0.2469,1.0514,0.208846,0.920995
1829,464.257,1,6.5804,22.9651,13.897,1.46923,0.0507222,0.714943,0.241244,1.16286,0.187296,0.967415
1830,463.603,1,6.44279,23.1756,13.0747,1.42859,0.0529592,0.737391,0.243263,1.00289,0.191705,1.04951
1831,455.416,1,6.29295,23.7273,12.9295,1.41029,0.050541,0.762469,0.246491,0.994673,0.179005,1.00738
1832,461.681,1,6.73655,23.102,12.3499,1.44311,0.0507099,0.696496,0.243729,1.1192,0.184093,0.98251
1833,456.997,1,6.1888,23.1513,12.9901,1.50304,0.0446567,0.78464,0.241895,1.0617,0.193028,0.979135
1834,458.822,1,6.70644,23.4782,13.611,1.45437,0.0473897,0.704135,0.243901,1.19299,0.204626,0.870556
1835,462.362,1,6.69529,23.5208,13.6774,1.45435,0.0481659,0.706317,0.244485,1.17259,0.21166,0.957374
1836,465.712,1,6.8395,23.2005,13.5583,1.47634,0.0490178,0.677745,0.246397,1.10621,0.222503,0.926279
1837,469.51,1,6.62886,23.268,13.158,1.5096,0.0518467,0.710335,0.23737,1.08295,0.224863,0.90092
1838,477.972,1,6.67495,23.1173,12.9204,1.63143,0.0527472,0.715237,0.255548,1.02343,0.225149,0.850497
1839,473.807,1,6.491,23.291,12.7031,1.63137,0.0511795,0.741303,0.242052,0.963065,0.260762,0.782693
1840,472.128,1,6.36752,24.0749,12.6162,1.52263,0.0538233,0.7429,0.239852,0.993504,0.271573,0.772532
1841,475.967,1,6.72547,23.4646,13.2069,1.42277,0.0583486,0.705553,0.242117,0.96513,0.290833,0.88535
1842,477.114,1,6.51839,23.1037,12.8693,1.4738,0.054662,0.730071,0.245148,1.00444,0.29353,0.881054
1843,472.177,1,6.10621,23.4422,13.6531,1.38446,0.0568701,0.789617,0.246148,0.989396,0.280636,0.884072
1844,474.88,1,6.72636,23.43,13.4713,1.42257,0.0615917,0.699554,0.235714,0.816425,0.30477,0.858682
1845,468.642,1,6.17601,23.9611,13.8944,1.49552,0.0528323,0.781807,0.231917,0.841381,0.307699,0.837538
1846,479.279,1,6.62662,24.4037,13.456,1.61763,0.0534204,0.701616,0.238231,0.827834,0.295644,0.878975
1847,472.374,1,7.28236,25.0647,12.6576,1.65212,0.0459748,0.621215,0.241644,0.810388,0.295114,0.914008
1848,474.435,1,6.92124,24.6873,13.3832,1.57977,0.0501731,0.68136,0.249896,0.914573,0.26758,0.923176
1849,475.622,1,6.99386,25.3799,13.2476,1.50259,0.0520521,0.657132,0.248091,1.02494,0.280912,0.908082
1850,467.829,1,6.78187,24.7337,12.9735,1.54269,0.0472943,0.683602,0.24559,0.990286,0.270213,0.850359
1851,467.53,1,6.41658,24.5331,13.2482,1.50573,0.0510742,0.747535,0.24429,0.897196,0.263294,0.89169
1852,473.141,1,6.67059,24.6179,12.7134,1.54368,0.0499776,0.700124,0.239092,1.02186,0.252874,0.955649
1853,462.081,1,6.92453,24.9898,12.955,1.48069,0.0490938,0.660219,0.240542,0.989304,0.236118,0.880352
1854,458.311,1,6.49609,24.3464,12.2675,1.48068,0.0478503,0.724985,0.245661,0.910742,0.232993,0.865065
1855,462.07,1,6.70898,24.696,12.7524,1.52019,0.0473137,0.704638,0.246931,0.971518,0.245849,0.836735
1856,466.601,1,6.60158,24.6907,12.2503,1.52019,0.0490173,0.71756,0.241879,1.06374,0.256407,0.816858
1857,463.895,1,6.58866,24.315,12.6457,1.55447,0.0431436,0.716699,0.244053,1.04876,0.258141,0.863409
1858,463.878,1,6.70746,24.5644,12.6128,1.55435,0.0374667,0.701893,0.244368,1.11745,0.297498,0.939217
1859,472.038,1,6.57134,25.0781,13.7497,1.57149,0.0437925,0.72212,0.240641,1.13638,0.299106,0.858101
1860,475.088,1,6.52785,25.2901,14.303,1.51303,0.049447,0.726468,0.240206,1.15471,0.280939,0.884955
1861,464.095,1,6.3385,25.5426,13.2233,1.50471,0.0437306,0.755149,0.237073,1.06602,0.289121,0.880152
1862,464.853,1,6.35063,25.1069,12.296,1.50472,0.0442325,0.753772,0.24957,1.13859,0.269409,0.833949
1863,466.971,1,6.52446,25.008,12.0411,1.61248,0.0410417,0.731929,0.254638,1.03606,0.269506,0.849912
1864,471.03,1,6.63656,25.2524,12.8908,1.5762,0.0459528,0.725036,0.25133,1.13163,0.276534,0.784372
1865,466.426,1,7.10897,25.4824,13.159,1.46673,0.0464039,0.638727,0.23945,1.22465,0.277242,0.819585
1866,459.263,1,6.51377,25.0832,14.6416,1.46668,0.0441317,0.731663,0.238231,1.02661,0.283599,0.864507
1867,460.096,1,6.82515,24.9815,14.7438,1.39633,0.0451874,0.686558,0.243565,1.02219,0.303366,0.934797
1868,468.74,1,7.06973,25.0729,13.4956,1.43208,0.0490867,0.64741,0.244559,1.02514,0.318807,0.885498
1869,461.913,1,7.0409,24.8831,13.9617,1.41016,0.0457627,0.646213,0.23861,0.953278,0.325917,0.937587
1870,470.112,1,6.97365,24.7907,13.8171,1.41022,0.0485975,0.661898,0.236618,0.99353,0.318767,1.0677
1871,464.482,1,7.14232,24.3653,12.4179,1.357,0.0506147,0.639961,0.233196,1.00147,0.271032,1.0946
1872,473.343,1,6.85004,24.4813,12.8793,1.46167,0.0488865,0.681654,0.242681,0.979274,0.266695,1.21175
1873,478.05,1,6.70366,25.1302,14.198,1.55755,0.0475568,0.709754,0.243041,0.968155,0.277598,1.17538
1874,473.343,1,7.17047,24.6043,13.8676,1.63994,0.0402814,0.643792,0.263353,0.879183,0.271967,1.14476
1875,468.305,1,6.52482,24.1846,15.0125,1.60831,0.0379883,0.736776,0.260164,0.981062,0.274215,1.04273
1876,470.501,1,6.81565,24.2116,12.9569,1.60835,0.0387981,0.682672,0.253147,1.04021,0.272925,1.02723
1877,473.37,1,6.54583,24.3787,12.1765,1.60845,0.0444102,0.725648,0.24374,1.03726,0.260577,1.01559
1878,472.11,1,6.4005,24.4951,11.3917,1.6084,0.0425146,0.760599,0.240579,1.0504,0.272271,0.995353
1879,460.944,1,6.76006,24.7985,11.3801,1.58352,0.037401,0.693693,0.247474,1.04313,0.251112,0.961221
1880,457.456,1,6.59952,24.7586,11.341,1.56317,0.0389704,0.713526,0.240607,1.00231,0.239137,0.951244
1881,447.647,1,6.75259,24.8444,10.843,1.57266,0.0358867,0.699707,0.246289,0.85629,0.227568,0.928835
1882,453.552,1,6.91181,25.2785,11.7242,1.57276,0.040995,0.670452,0.244933,0.840687,0.236806,0.908713
1883,452.153,1,7.02277,25.3535,11.5512,1.47214,0.0420331,0.658144,0.245632,0.863671,0.24383,0.996515
1884,460.959,1,6.98142,25.3484,10.051,1.51955,0.0431503,0.663176,0.242397,0.897408,0.240249,1.09991
1885,464.099,1,6.85078,25.0906,11.0922,1.69152,0.033613,0.685881,0.243829,0.929306,0.245621,1.10487
1886,459.184,1,6.82381,24.6712,11.1103,1.69155,0.0348123,0.690298,0.240175,0.792587,0.254495,1.02597
1887,459.231,1,6.89916,25.2132,11.7866,1.62492,0.0392131,0.673633,0.248544,0.852734,0.23713,0.971756
1888,459.878,1,6.97563,24.9656,11.4938,1.49216,0.0428182,0.654705,0.249877,0.999264,0.231818,1.01918
1889,445.779,1,6.84692,24.8549,12.4123,1.43463,0.0404517,0.684254,0.246215,0.890219,0.251397,0.899609
1890,455.474,1,6.64671,24.4822,11.6135,1.54673,0.038638,0.713777,0.253038,0.923165,0.266415,0.877442
1891,461.536,1,6.66435,24.8541,11.5991,1.50723,0.0452509,0.706744,0.245254,0.9216,0.267681,0.902975
1892,463.824,1,6.64755,24.4656,12.4377,1.50728,0.0456174,0.713397,0.242154,0.930195,0.277737,0.903918
1893,465.603,1,6.77385,24.4978,12.8128,1.55071,0.043571,0.691761,0.240251,0.938956,0.283194,0.946712
1894,455.313,1,6.84441,24.6544,12.8014,1.508,0.0358113,0.686533,0.242041,1.03128,0.2962,0.939633
1895,461.467,1,6.62645,24.2526,11.7873,1.57348,0.0364686,0.707974,0.233684,1.008,0.3091,0.937384
1896,456.009,1,6.51856,24.5235,12.4918,1.52875,0.0372032,0.724686,0.242944,0.933291,0.29451,0.936682
1897,459.777,1,6.77614,24.8655,12.2228,1.58464,0.0341899,0.695811,0.245055,1.02547,0.286497,0.968743
1898,466.844,1,7.1167,24.7833,12.0574,1.53842,0.0446434,0.636606,0.230386,0.92602,0.298021,0.964657
1899,476.087,1,6.70257,25.064,11.1812,1.62075,0.0474824,0.699557,0.230552,0.889301,0.281617,1.03881
1900,472.894,1,6.81644,25.0838,11.4159,1.65285,0.0448775,0.691234,0.240394,0.797152,0.269244,1.09889
1901,479.944,1,6.22821,25.3808,11.7623,1.54289,0.0491066,0.769807,0.247244,0.923986,0.309347,1.08729
1902,478.824,1,6.33495,25.1409,11.2222,1.54292,0.0521555,0.759825,0.25025,1.00507,0.269639,0.989214
1903,471.467,1,6.27272,25.33,11.5822,1.50676,0.0493455,0.766128,0.242067,0.942111,0.257126,1.05947
1904,478.893,1,7.12194,24.424,11.5043,1.4182,0.0565496,0.641834,0.243201,0.883879,0.29317,1.13477
1905,480.778,1,6.44462,24.1949,11.861,1.38877,0.0573726,0.745536,0.246602,0.921323,0.294348,1.1779
1906,474.231,1,6.49186,24.5987,12.7132,1.36475,0.0555724,0.729615,0.234361,0.955352,0.302842,1.08889
1907,467.153,1,6.78514,24.6698,11.926,1.3647,0.0537327,0.686097,0.231908,0.900195,0.297041,1.05728
1908,467.182,1,6.62178,24.5989,11.7578,1.46323,0.0490461,0.702621,0.235725,0.873891,0.304785,0.969471
1909,467.702,1,6.73532,24.524,11.7577,1.46319,0.0486463,0.694867,0.234318,0.938827,0.291785,1.01839
1910,462.26,1,6.9131,24.6566,12.7336,1.47519,0.0430644,0.682418,0.24591,1.04529,0.275708,0.958686
1911,452.713,1,7.13064,24.3725,12.9236,1.44772,0.0389947,0.645931,0.245638,1.09831,0.285763,0.835178
1912,457.012,1,6.75952,24.5325,13.2245,1.46993,0.039412,0.700558,0.243951,1.12057,0.29774,0.844887
1913,453.831,1,6.70047,24.455,13.2388,1.40836,0.0430778,0.704801,0.24194,1.00072,0.278332,0.902113
1914,451.319,1,6.69849,24.7896,13.9275,1.49389,0.0382101,0.702676,0.246421,0.988108,0.2643,0.872291
1915,453.746,1,6.65587,24.3879,12.6586,1.48509,0.0422954,0.711091,0.248372,0.926511,0.268618,0.826042
1916,458.513,1,6.36849,24.7108,12.4676,1.54856,0.0465617,0.758321,0.240821,0.887609,0.247114,0.805177
1917,462.404,1,6.89985,24.7166,11.7601,1.5052,0.0518453,0.675724,0.243174,0.897328,0.231119,0.824401
1918,462.873,1,7.47647,25.547,13.1298,1.48582,0.0482435,0.599413,0.247571,0.990205,0.233741,0.928368
1919,462.473,1,6.18904,25.0776,12.0813,1.4858,0.0487803,0.790295,0.24346,1.0736,0.222075,0.8968
1920,472.319,1,6.79367,25.5518,12.2756,1.48575,0.0480635,0.691203,0.255257,1.17224,0.24078,1.02899
1921,467.432,1,6.73715,25.0439,13.5267,1.42193,0.0489375,0.693499,0.237835,1.21896,0.233735,1.01371
1922,473.883,1,6.3337,25.2989,13.9087,1.44269,0.0514847,0.763133,0.235156,1.30878,0.240713,0.987917
1923,473.508,1,7.00681,25.5678,13.3622,1.49571,0.0509624,0.653144,0.234471,1.22804,0.224494,0.992802
1924,471.344,1,6.58863,25.2211,14.8041,1.4376,0.0503075,0.721491,0.242076,1.20118,0.229693,1.06634
1925,476.642,1,6.79244,24.8876,12.6327,1.5822,0.0482296,0.698576,0.252945,1.09582,0.22821,1.0338
1926,474.194,1,6.29416,24.8251,11.0714,1.58218,0.0455657,0.771637,0.248098,1.0691,0.234168,1.06097
1927,468.156,1,6.55444,24.3255,11.4246,1.53459,0.0465361,0.726943,0.253217,1.03707,0.228202,0.987254
1928,469.435,1,6.5073,24.1459,12.002,1.56202,0.0452287,0.741244,0.243775,1.12388,0.228159,0.991714
1929,477.685,1,6.80754,24.7424,12.3994,1.6718,0.0463065,0.695907,0.241518,1.01188,0.228548,1.06649
1930,475.523,1,6.35351,23.9523,12.0267,1.57579,0.0507202,0.755059,0.243937,1.10439,0.200726,1.04008
1931,469.916,1,6.8523,24.3693,12.3472,1.49496,0.0524172,0.687342,0.251352,1.04344,0.201659,1.01908
1932,470.798,1,6.82496,24.1241,12.9611,1.45048,0.0546634,0.683979,0.247724,1.09602,0.207821,0.973734
1933,467.682,1,6.93105,24.5224,11.3225,1.50768,0.0481248,0.666114,0.247663,0.981011,0.225944,1.05282
1934,468.715,1,6.33192,24.3091,11.3707,1.476,0.0515235,0.760905,0.241134,1.04709,0.220781,1.01717
1935,467.15,1,6.31994,24.5383,11.7233,1.45532,0.0527563,0.761308,0.249046,0.957142,0.220582,1.00319
1936,466.854,1,6.27657,24.6644,10.9967,1.53806,0.047285,0.77173,0.244267,1.0289,0.204814,1.07148
1937,457.98,1,6.4976,24.744,11.2432,1.46102,0.0480567,0.735147,0.242784,0.798254,0.224814,1.08966
1938,465.325,1,6.6902,24.9839,11.4821,1.41185,0.053503,0.704088,0.239354,0.791413,0.253286,1.10459
1939,463.893,1,6.12732,24.939,11.3052,1.41178,0.0505317,0.799529,0.249871,0.904395,0.24357,1.12495
1940,466.569,1,6.75344,24.5599,11.0538,1.52188,0.0461645,0.704535,0.249046,1.0074,0.237313,1.00666
1941,467.091,1,6.83356,24.6739,12.0137,1.57233,0.0459768,0.698903,0.242187,1.0383,0.225505,0.963123
1942,467.75,1,6.85853,24.6996,12.5275,1.51357,0.0470628,0.68735,0.241324,1.09227,0.233723,0.987864
1943,464.159,1,6.79288,24.5495,12.3385,1.46278,0.0463784,0.695875,0.249066,1.01799,0.244757,1.01418
1944,464.341,1,6.54923,25.2648,12.5797,1.54023,0.042065,0.728555,0.24622,1.05567,0.235125,1.04232
1945,461.913,1,6.52119,25.8068,11.5804,1.54023,0.0427918,0.735904,0.248952,0.99948,0.243605,0.957773
1946,466.762,1,7.02299,25.3622,10.9179,1.54029,0.0475113,0.654224,0.238118,1.03562,0.237861,0.951827
1947,470.327,1,7.19975,25.6771,11.3601,1.54028,0.0474691,0.634025,0.24673,1.04792,0.247967,0.955039
1948,459.693,1,7.24522,24.7249,12.1722,1.47463,0.0467335,0.625815,0.245553,0.92845,0.240053,0.942313
1949,459.183,1,7.04919,24.6002,11.9822,1.45551,0.0461662,0.649687,0.236765,0.934136,0.251736,0.988197
1950,463.779,1,6.8262,24.6753,11.5619,1.48673,0.0476969,0.681034,0.235464,0.906363,0.254538,1.01269
1951,465.881,1,6.77517,24.4671,12.8738,1.48674,0.049528,0.683446,0.237582,0.884603,0.249941,1.04586
1952,463.28,1,6.49084,24.3548,11.5192,1.52913,0.0442573,0.735065,0.243378,0.869379,0.277498,0.970522
1953,465.441,1,6.50306,23.9716,12.5413,1.52918,0.0454111,0.734485,0.24782,0.815561,0.273397,1.02427
1954,474.202,1,6.17587,24.8726,11.2452,1.56788,0.0493096,0.784723,0.245163,0.92268,0.259276,1.00983
1955,479.379,1,6.18835,25.6795,10.3063,1.52137,0.0522999,0.794193,0.244796,1.02151,0.251218,1.1177
1956,478.303,1,6.82187,25.0398,9.33554,1.52135,0.0504598,0.68761,0.244662,0.994274,0.262535,1.10892
1957,474.414,1,6.95262,24.357,9.8887,1.44318,0.05626,0.672004,0.242127,0.96151,0.223918,1.13254
1958,476.178,1,6.88682,24.6597,12.0647,1.53565,0.0521579,0.674602,0.247448,0.909687,0.255272,1.05267
1959,470.439,1,6.64968,24.6708,11.5613,1.45164,0.0520584,0.708454,0.242635,0.96859,0.251502,1.03913
1960,470.541,1,6.91385,25.6771,10.7214,1.41209,0.0554648,0.668933,0.24142,1.0352,0.226854,1.01711
1961,473.155,1,6.55347,25.7588,10.6859,1.4547,0.0570077,0.721554,0.239024,0.996037,0.230291,0.973098
1962,476.549,1,7.0301,25.3074,10.7378,1.50176,0.054399,0.650858,0.238793,1.02674,0.231898,1.04051
1963,476.187,1,6.33199,25.6039,10.5507,1.54283,0.0513314,0.761092,0.249121,0.944982,0.252398,1.02738
1964,476.209,1,6.99469,24.7101,11.5974,1.54286,0.0528143,0.659666,0.249037,0.870668,0.248388,1.08459
1965,470.335,1,6.40802,24.3421,11.3604,1.51366,0.0496828,0.751173,0.243111,0.970504,0.240143,1.03704
1966,460.629,1,6.72576,24.1967,12.7989,1.53067,0.0442697,0.702333,0.241952,0.973437,0.253343,0.884642
1967,456.783,1,6.4717,24.5108,13.1974,1.5106,0.0413192,0.743849,0.242153,1.00636,0.259004,0.887161
1968,458.812,1,6.85182,23.8049,13.726,1.51059,0.0422937,0.678994,0.247842,1.08467,0.254422,0.842975
1969,457.92,1,7.18877,24.0105,12.189,1.5106,0.0424182,0.629866,0.245471,0.995908,0.266451,0.831952
