iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
983,458.183,2,22.3267,24.4668,13.0911,1.45339,0.0487974,1.07246,-0.484483,-3.37219,0.186998,1.07731,0.225311,0.914753
984,466.778,2,22.3164,24.4587,13.0934,1.45214,0.0489388,1.0734,-0.484056,-3.37395,0.187057,1.0788,0.225395,0.914879
985,459.277,2,22.3147,24.4578,13.0817,1.45214,0.0489182,1.07372,-0.483963,-3.37638,0.187052,1.08021,0.225657,0.915821
986,447.708,2,22.3086,24.4626,13.0602,1.45213,0.0488807,1.07267,-0.483754,-3.37579,0.187069,1.0802,0.225339,0.91555
987,444.232,2,22.3112,24.4697,13.0392,1.4512,0.0488489,1.07289,-0.483732,-3.39003,0.187087,1.08035,0.225046,0.915496
988,450.214,2,22.3043,24.4813,13.0404,1.45074,0.048859,1.07268,-0.483323,-3.40579,0.18713,1.0806,0.224796,0.915034
989,453.552,2,22.3031,24.4869,13.0545,1.44988,0.0488937,1.07132,-0.483371,-3.41525,0.187237,1.08068,0.224631,0.915111
990,447.178,2,22.3082,24.4865,13.0488,1.44826,0.048958,1.07153,-0.483639,-3.41125,0.187171,1.07899,0.22439,0.915295
991,458.644,2,22.3088,24.4831,13.0671,1.45011,0.0488908,1.07198,-0.483596,-3.41916,0.187173,1.08101,0.224433,0.913873
992,466.106,2,22.3083,24.4791,13.0878,1.45076,0.048916,1.07208,-0.483454,-3.42859,0.187201,1.08453,0.224466,0.913272
993,463.012,2,22.3136,24.4757,13.0992,1.45076,0.0489792,1.07244,-0.483581,-3.43151,0.187346,1.088,0.224572,0.910899
994,454.124,2,22.3142,24.4763,13.1025,1.44938,0.049026,1.07303,-0.483586,-3.44675,0.187395,1.0897,0.224513,0.910363
995,458.744,2,22.3116,24.4701,13.1119,1.44938,0.0490768,1.07359,-0.48347,-3.45241,0.187364,1.09034,0.224687,0.909171
996,465.831,2,22.314,24.4701,13.1136,1.44885,0.0491645,1.0733,-0.483571,-3.45888,0.187339,1.09083,0.224927,0.909799
997,452.239,2,22.3167,24.467,13.099,1.44873,0.0491876,1.07235,-0.483628,-3.4537,0.187333,1.0893,0.224955,0.909351
998,460.512,2,22.3103,24.4748,13.0795,1.44873,0.0492361,1.07248,-0.483282,-3.44798,0.187322,1.0887,0.22508,0.910082
999,453.371,2,22.3106,24.4816,13.057,1.44873,0.0492369,1.07237,-0.483212,-3.45223,0.18735,1.08737,0.225272,0.909721
1000,461.576,2,22.3064,24.4907,13.0161,1.44808,0.049333,1.0738,-0.48307,-3.46149,0.187274,1.08628,0.225482,0.909735
1001,455.447,2,22.3071,24.4926,13.0139,1.44818,0.0493287,1.07385,-0.483116,-3.46162,0.187276,1.08595,0.225536,0.90976
1002,450.095,2,22.3068,24.4929,13.0107,1.44835,0.0493131,1.07396,-0.483118,-3.46145,0.187267,1.08565,0.225569,0.909833
1003,462.282,2,22.3066,24.4933,13.0094,1.44835,0.0493165,1.07404,-0.483102,-3.46082,0.187273,1.08555,0.225632,0.910029
1004,462.277,2,22.3065,24.4928,13.0078,1.44838,0.0493214,1.07396,-0.483092,-3.46009,0.187241,1.08544,0.22575,0.909976
1005,460.943,2,22.3057,24.4918,13.0083,1.44841,0.0493192,1.0739,-0.483053,-3.46037,0.187259,1.08527,0.225867,0.909959
1006,459.82,2,22.3059,24.4912,13.0106,1.44841,0.0493223,1.07388,-0.483064,-3.45925,0.187259,1.08506,0.225955,0.909982
1007,452.01,2,22.3055,24.4909,13.0114,1.44841,0.0493171,1.07388,-0.483065,-3.45799,0.187257,1.08498,0.226038,0.909849
1008,446.946,2,22.305,24.4904,13.0123,1.44827,0.0493073,1.07395,-0.483046,-3.45769,0.187251,1.0849,0.226137,0.909808
1009,455.135,2,22.3042,24.4891,13.0135,1.44816,0.0493062,1.07382,-0.483006,-3.45697,0.187268,1.0849,0.226236,0.909626
1010,458.853,2,22.3044,24.4885,13.0129,1.44833,0.0492951,1.07376,-0.483016,-3.45635,0.187268,1.08473,0.226354,0.909612
1011,466.951,2,22.3035,24.4882,13.0125,1.44851,0.0492929,1.07377,-0.482993,-3.45614,0.187271,1.08458,0.226436,0.909763
1012,459.145,2,22.3045,24.4875,13.0153,1.44861,0.049287,1.07377,-0.483036,-3.45653,0.187284,1.08451,0.226481,0.909847
1013,457.009,2,22.3049,24.4866,13.0175,1.4487,0.0492816,1.07391,-0.483065,-3.45631,0.187283,1.08445,0.226548,0.909765
1014,456.856,2,22.3042,24.486,13.0174,1.4487,0.0492764,1.07386,-0.483048,-3.45636,0.187286,1.08447,0.226644,0.909685
1015,453.824,2,22.3035,24.4843,13.0175,1.44878,0.049274,1.07395,-0.48304,-3.45749,0.187299,1.08419,0.226676,0.909546
1016,453.027,2,22.3027,24.4834,13.0189,1.44886,0.0492658,1.07386,-0.483005,-3.45792,0.1873,1.08411,0.226706,0.909497
1017,452.004,2,22.3021,24.483,13.018,1.44874,0.0492664,1.07372,-0.482978,-3.45874,0.187314,1.08399,0.226736,0.909486
1018,460.611,2,22.3026,24.4802,13.0191,1.44874,0.0492725,1.07383,-0.482999,-3.45934,0.187327,1.0841,0.226751,0.909345
1019,449.349,2,22.3028,24.4776,13.0215,1.44853,0.0492785,1.0738,-0.483004,-3.46176,0.187314,1.08412,0.22678,0.909167
1020,463.761,2,22.3034,24.4749,13.0256,1.44862,0.0492787,1.07394,-0.483033,-3.46376,0.187313,1.08442,0.226811,0.909123
1021,463.861,2,22.303,24.4723,13.0281,1.44862,0.0492889,1.07417,-0.483015,-3.46353,0.187307,1.08461,0.226828,0.908998
1022,463.069,2,22.3028,24.4698,13.031,1.44869,0.0492884,1.0742,-0.483009,-3.46456,0.187311,1.085,0.226852,0.908882
1023,466.357,2,22.3029,24.4687,13.0319,1.44868,0.0493018,1.07424,-0.483009,-3.46813,0.187319,1.08525,0.226833,0.908776
1024,469.412,2,22.3035,24.4691,13.0313,1.44875,0.0493092,1.0743,-0.483013,-3.47078,0.187348,1.08562,0.226829,0.908711
1025,462.912,2,22.3044,24.4692,13.0312,1.44863,0.0493175,1.07438,-0.483054,-3.47188,0.187352,1.08578,0.226862,0.908803
1026,467.094,2,22.3049,24.4699,13.0336,1.44873,0.0493257,1.07416,-0.483074,-3.47071,0.18737,1.08592,0.226833,0.908828
1027,455.147,2,22.304,24.4699,13.0349,1.44862,0.0493302,1.07415,-0.48305,-3.47073,0.18736,1.08634,0.226799,0.908693
1028,454.777,2,22.3048,24.4702,13.0367,1.44866,0.0493268,1.07419,-0.483069,-3.47056,0.187386,1.08651,0.226759,0.908628
1029,457.614,2,22.3042,24.4714,13.038,1.44866,0.0493293,1.07414,-0.483048,-3.47101,0.187387,1.08683,0.226723,0.908559
1030,451.412,2,22.3032,24.4708,13.0399,1.44848,0.0493312,1.0741,-0.48301,-3.47172,0.187386,1.08727,0.226686,0.908453
1031,453.508,2,22.3024,24.4704,13.0429,1.4484,0.0493353,1.07404,-0.482971,-3.47272,0.187399,1.08748,0.226623,0.908386
1032,447.505,2,22.3019,24.4693,13.0439,1.44831,0.0493377,1.07398,-0.482954,-3.47136,0.18739,1.08756,0.226573,0.908228
1033,452.715,2,22.3017,24.4685,13.0446,1.44823,0.0493379,1.07401,-0.482937,-3.47296,0.187395,1.0877,0.226541,0.908253
1034,457.814,2,22.3022,24.4687,13.044,1.44832,0.0493375,1.07388,-0.482954,-3.47371,0.187416,1.08769,0.226525,0.908195
1035,457.668,2,22.3034,24.4683,13.0437,1.44851,0.0493328,1.07393,-0.48299,-3.47517,0.187398,1.08773,0.226503,0.90827
1036,460.461,2,22.3039,24.468,13.0443,1.4487,0.0493337,1.07411,-0.483013,-3.47554,0.187389,1.08765,0.226452,0.908401
1037,451.792,2,22.3036,24.4674,13.0463,1.44852,0.0493387,1.07407,-0.482993,-3.47578,0.187396,1.08768,0.226451,0.90837
1038,457.511,2,22.3037,24.4671,13.0474,1.44857,0.049339,1.07412,-0.482998,-3.47526,0.187402,1.08775,0.226449,0.908314
1039,463.761,2,22.3048,24.4677,13.0452,1.44857,0.0493491,1.07411,-0.483033,-3.47363,0.187395,1.08788,0.226451,0.908306
1040,457.839,2,22.3055,24.4683,13.0414,1.44857,0.0493586,1.07421,-0.483059,-3.4731,0.187389,1.08772,0.226429,0.908295
1041,461.112,2,22.307,24.4688,13.0383,1.44865,0.049363,1.07421,-0.483095,-3.4733,0.187385,1.08757,0.226463,0.908288
1042,456.704,2,22.3078,24.4692,13.0372,1.44871,0.04936,1.07431,-0.483118,-3.47315,0.187376,1.08771,0.226473,0.90826
1043,450.262,2,22.3073,24.4693,13.0361,1.44865,0.0493546,1.07431,-0.483102,-3.47425,0.187389,1.08773,0.226499,0.908162
1044,448.728,2,22.3072,24.4695,13.0373,1.44861,0.0493436,1.07437,-0.483102,-3.47592,0.187383,1.08786,0.226527,0.908135
1045,454.425,2,22.3065,24.47,13.0379,1.44846,0.0493479,1.07448,-0.483073,-3.477,0.18738,1.08799,0.226505,0.908244
1046,453.751,2,22.3065,24.4692,13.0392,1.44854,0.0493419,1.07459,-0.4831,-3.47703,0.187374,1.0882,0.226474,0.908194
1047,453.208,2,22.3069,24.4678,13.0412,1.44866,0.0493339,1.07452,-0.483125,-3.47667,0.187365,1.08836,0.226431,0.908199
1048,459.575,2,22.3066,24.466,13.0408,1.44866,0.0493392,1.07442,-0.483118,-3.47602,0.187365,1.0884,0.226424,0.908245
1049,449.878,2,22.3058,24.4657,13.0404,1.44873,0.0493289,1.07458,-0.483096,-3.47871,0.187378,1.08845,0.226411,0.908155
1050,450.39,2,22.306,24.4648,13.0431,1.44884,0.0493167,1.07482,-0.48311,-3.48066,0.187382,1.08856,0.226382,0.908133
1051,455.253,2,22.3053,24.4642,13.0448,1.44888,0.0493123,1.07474,-0.483081,-3.48116,0.187387,1.08886,0.22634,0.90813
1052,454.38,2,22.3056,24.4646,13.0489,1.44883,0.0493116,1.07482,-0.48309,-3.48219,0.187376,1.08893,0.22634,0.908255
1053,447.412,2,22.3056,24.464,13.0527,1.44853,0.0493142,1.07474,-0.483093,-3.48093,0.187378,1.08891,0.226373,0.908231
1054,442.877,2,22.3047,24.4639,13.0549,1.44835,0.0493063,1.07456,-0.483056,-3.4799,0.187386,1.08893,0.226369,0.908249
1055,446.711,2,22.3043,24.4642,13.0554,1.44826,0.0493013,1.07435,-0.483042,-3.48059,0.187373,1.08883,0.226369,0.908368
1056,447.257,2,22.3041,24.4638,13.0548,1.44826,0.0492949,1.07431,-0.483039,-3.47877,0.18738,1.08864,0.226351,0.908425
1057,449.29,2,22.3043,24.4644,13.0544,1.44808,0.0492972,1.07426,-0.483044,-3.47855,0.187376,1.08868,0.226354,0.908419
1058,449.807,2,22.3036,24.464,13.0544,1.44802,0.049295,1.07408,-0.483007,-3.47754,0.187372,1.08858,0.226379,0.908382
1059,456.305,2,22.3031,24.4637,13.0556,1.44812,0.0492903,1.07401,-0.482989,-3.47679,0.187377,1.08859,0.226378,0.90838
1060,449.449,2,22.303,24.4623,13.057,1.44798,0.0492952,1.07387,-0.482996,-3.47615,0.187384,1.0885,0.226391,0.90815
1061,449.782,2,22.302,24.4612,13.0588,1.44806,0.0492916,1.07376,-0.482941,-3.47574,0.187399,1.08832,0.226378,0.908019
1062,443.986,2,22.302,24.4604,13.0595,1.448,0.0492882,1.07375,-0.482926,-3.47567,0.187391,1.08825,0.226348,0.907946
1063,441.672,2,22.3016,24.4598,13.0606,1.44784,0.0492874,1.0736,-0.482892,-3.47596,0.187388,1.08814,0.226344,0.907765
1064,463.617,2,22.3022,24.4601,13.0602,1.44792,0.0492967,1.07348,-0.482898,-3.47666,0.187383,1.08814,0.226349,0.907697
1065,454.296,2,22.3025,24.4592,13.0603,1.44776,0.049308,1.07353,-0.482905,-3.4778,0.187383,1.08799,0.226337,0.907675
1066,446.617,2,22.3023,24.4583,13.0626,1.44776,0.0493035,1.07367,-0.482898,-3.47828,0.187383,1.08793,0.226314,0.907555
1067,460.054,2,22.3022,24.4593,13.0641,1.44798,0.0493038,1.07376,-0.482899,-3.47882,0.187373,1.08785,0.226291,0.907517
1068,462.017,2,22.3037,24.461,13.064,1.4479,0.049306,1.07386,-0.482952,-3.47934,0.187393,1.08802,0.226273,0.907823
1069,464.921,2,22.3037,24.4615,13.0632,1.44785,0.0493237,1.07383,-0.482939,-3.48039,0.187391,1.08803,0.226208,0.907928
1070,463.215,2,22.3035,24.4617,13.0618,1.44791,0.0493199,1.07381,-0.482942,-3.48147,0.187395,1.08825,0.226197,0.908188
1071,464.639,2,22.3051,24.4619,13.0604,1.44777,0.0493295,1.07381,-0.482997,-3.4814,0.187412,1.08854,0.226155,0.908458
1072,450.317,2,22.3063,24.4622,13.0601,1.44774,0.0493217,1.074,-0.483055,-3.48061,0.187415,1.08853,0.226178,0.908482
1073,454.736,2,22.306,24.4622,13.0569,1.44774,0.0493252,1.07396,-0.483034,-3.47944,0.187403,1.0885,0.226169,0.908422
1074,451.799,2,22.3058,24.4622,13.0557,1.44768,0.0493269,1.07394,-0.483023,-3.47977,0.187377,1.08858,0.226168,0.908391
1075,441.997,2,22.3056,24.4623,13.0528,1.44749,0.0493228,1.07391,-0.483024,-3.47941,0.187357,1.08849,0.226181,0.908416
1076,457.145,2,22.306,24.462,13.0513,1.44749,0.0493213,1.07389,-0.483038,-3.48089,0.187364,1.08859,0.226207,0.908353
1077,466.567,2,22.3059,24.4619,13.0515,1.44761,0.0493307,1.07367,-0.483037,-3.48213,0.187366,1.08874,0.226178,0.908228
1078,453.007,2,22.3071,24.4618,13.0508,1.44768,0.0493304,1.07374,-0.483089,-3.48239,0.187369,1.08871,0.226162,0.908051
1079,448.434,2,22.3083,24.461,13.0513,1.44761,0.0493315,1.0738,-0.483138,-3.4827,0.187368,1.08865,0.22615,0.907924
1080,445.926,2,22.3091,24.4605,13.0507,1.44761,0.0493274,1.07373,-0.483166,-3.48295,0.187369,1.08861,0.226113,0.907824
1081,442.239,2,22.3101,24.4598,13.0516,1.44759,0.0493184,1.07376,-0.483203,-3.48103,0.187359,1.08849,0.226087,0.907833
1082,458.418,2,22.3099,24.4588,13.0536,1.44761,0.049318,1.0738,-0.483213,-3.48138,0.187343,1.08848,0.226094,0.908005
1083,459.528,2,22.3096,24.4586,13.056,1.44761,0.0493162,1.07367,-0.483213,-3.48255,0.187341,1.08854,0.226096,0.908232
1084,456.228,2,22.3101,24.4584,13.0568,1.44752,0.0493174,1.07374,-0.483241,-3.4823,0.187355,1.08867,0.226089,0.908291
1085,461.834,2,22.3102,24.4587,13.0573,1.44738,0.0493319,1.07377,-0.483231,-3.48276,0.187358,1.08869,0.226082,0.908329
1086,444.319,2,22.3098,24.4582,13.0587,1.44711,0.0493344,1.07379,-0.483216,-3.48263,0.187359,1.08869,0.226065,0.908314
1087,447.107,2,22.3095,24.4578,13.0586,1.44701,0.0493313,1.07377,-0.4832,-3.48272,0.187354,1.08866,0.226097,0.908231
1088,450.287,2,22.3103,24.4567,13.0594,1.44688,0.049327,1.07384,-0.483235,-3.48296,0.187344,1.08857,0.226176,0.908268
1089,449.294,2,22.3109,24.4564,13.0594,1.44695,0.0493182,1.07373,-0.483248,-3.48106,0.187332,1.08837,0.226214,0.908269
1090,457.626,2,22.3106,24.4563,13.0595,1.44695,0.0493198,1.07383,-0.483246,-3.48011,0.187318,1.0883,0.226257,0.908291
1091,457.537,2,22.311,24.4561,13.0595,1.44699,0.0493195,1.0739,-0.483273,-3.47966,0.187303,1.08823,0.226297,0.90831
1092,467.546,2,22.3116,24.4565,13.0582,1.44711,0.049318,1.07393,-0.483292,-3.4797,0.187305,1.08831,0.226362,0.908404
1093,461.509,2,22.3113,24.4571,13.0564,1.4472,0.0493153,1.07411,-0.483282,-3.48004,0.18729,1.08823,0.226379,0.908718
1094,450.415,2,22.311,24.4575,13.0569,1.44724,0.0493082,1.07413,-0.483264,-3.47968,0.187291,1.08818,0.226408,0.908622
1095,454.876,2,22.3112,24.4578,13.058,1.44718,0.0493153,1.07409,-0.483271,-3.48093,0.1873,1.08821,0.226393,0.908448
1096,448.572,2,22.3114,24.4575,13.0594,1.447,0.0493188,1.07413,-0.483278,-3.48236,0.187291,1.08832,0.226401,0.908289
1097,454.041,2,22.312,24.4566,13.0599,1.44691,0.0493187,1.0742,-0.483304,-3.48188,0.187298,1.08847,0.226459,0.908055
1098,456.94,2,22.3124,24.4562,13.06,1.44696,0.0493151,1.0742,-0.483321,-3.48128,0.187305,1.08857,0.226526,0.9078
1099,452.138,2,22.3125,24.4551,13.0608,1.44699,0.0493086,1.07424,-0.483321,-3.48133,0.187301,1.08861,0.226575,0.907661
1100,455.853,2,22.3139,24.4547,13.0605,1.44692,0.0493208,1.07428,-0.483361,-3.48091,0.187283,1.08847,0.226592,0.907499
1101,453.005,2,22.3145,24.4545,13.0604,1.44692,0.049325,1.07427,-0.483378,-3.48095,0.187281,1.08831,0.226602,0.907326
1102,452.675,2,22.3144,24.4547,13.059,1.447,0.0493208,1.07428,-0.483376,-3.47969,0.187277,1.08812,0.226647,0.907186
1103,448.39,2,22.3142,24.4541,13.0584,1.44711,0.0493129,1.07412,-0.483381,-3.47841,0.187269,1.08804,0.226639,0.907074
1104,443.47,2,22.314,24.4532,13.0572,1.44705,0.0493083,1.07402,-0.483384,-3.47744,0.187262,1.08802,0.226613,0.906967
1105,447.234,2,22.3146,24.4521,13.0578,1.44705,0.0493007,1.07405,-0.483407,-3.47777,0.187259,1.08818,0.226588,0.906909
1106,451.041,2,22.3147,24.4509,13.0567,1.44705,0.0492989,1.07393,-0.483413,-3.47777,0.18725,1.08822,0.226576,0.906868
1107,451.898,2,22.3152,24.4494,13.0563,1.44714,0.0492913,1.07384,-0.483431,-3.47893,0.187257,1.08832,0.226567,0.90677
1108,447.578,2,22.3146,24.4488,13.0575,1.44709,0.0492927,1.07392,-0.483417,-3.47924,0.187254,1.08813,0.226539,0.906716
1109,461.368,2,22.3143,24.4486,13.0582,1.44706,0.049298,1.07397,-0.483408,-3.47934,0.187254,1.08814,0.226562,0.906788
1110,461.131,2,22.3141,24.448,13.0593,1.44696,0.0493055,1.07404,-0.483394,-3.48022,0.187247,1.0882,0.226591,0.906872
1111,449.71,2,22.3144,24.4474,13.0597,1.44696,0.0493032,1.07412,-0.483409,-3.48105,0.187253,1.08802,0.226619,0.906735
1112,454.293,2,22.3146,24.4469,13.062,1.44683,0.0493067,1.07419,-0.483426,-3.48156,0.187251,1.08813,0.226639,0.906672
1113,452.194,2,22.3144,24.4469,13.0643,1.44672,0.0493095,1.07418,-0.48342,-3.48127,0.187248,1.08812,0.226666,0.906605
1114,452.962,2,22.3142,24.4469,13.0644,1.44672,0.0493055,1.0741,-0.483408,-3.48045,0.187249,1.08813,0.226702,0.90653
1115,458.172,2,22.3147,24.4466,13.0657,1.44659,0.0493075,1.07409,-0.483421,-3.48109,0.187236,1.08832,0.226757,0.906593
1116,456.429,2,22.3155,24.4469,13.0654,1.44659,0.0493051,1.07399,-0.483441,-3.48122,0.187236,1.0884,0.2268,0.906593
1117,456.893,2,22.3158,24.4476,13.0669,1.44652,0.0493059,1.07394,-0.483457,-3.48081,0.187225,1.08839,0.226844,0.906728
1118,464.27,2,22.3152,24.448,13.0691,1.44663,0.049302,1.07402,-0.483433,-3.48068,0.18723,1.08836,0.226904,0.906846
1119,457.92,2,22.3159,24.4485,13.0704,1.44663,0.0493034,1.07406,-0.48346,-3.48064,0.187227,1.08818,0.226975,0.90681
1120,453.047,2,22.3167,24.4497,13.0702,1.44656,0.0493071,1.07417,-0.48348,-3.4811,0.187221,1.08808,0.227002,0.90673
1121,443.818,2,22.3161,24.4504,13.0712,1.44646,0.0492991,1.07419,-0.483452,-3.48135,0.187223,1.08801,0.227026,0.906694
1122,445.851,2,22.3157,24.4508,13.0715,1.44632,0.0492933,1.07413,-0.483438,-3.48189,0.18724,1.088,0.227058,0.906602
1123,453.09,2,22.3154,24.4515,13.0723,1.44632,0.0492861,1.0741,-0.483435,-3.4831,0.18725,1.08803,0.227096,0.90657
1124,454.015,2,22.3151,24.451,13.0719,1.44632,0.0492825,1.07405,-0.483439,-3.48253,0.187253,1.08809,0.227125,0.906498
1125,457.294,2,22.3151,24.4517,13.0711,1.44616,0.0492888,1.07401,-0.483428,-3.48198,0.187259,1.08805,0.227177,0.906517
1126,461.073,2,22.3154,24.4517,13.0733,1.44608,0.0492956,1.07414,-0.483432,-3.48109,0.187263,1.08807,0.227228,0.906485
1127,457.269,2,22.3163,24.4518,13.0726,1.44608,0.0492933,1.07417,-0.483457,-3.48111,0.187265,1.0883,0.227266,0.906392
1128,452.347,2,22.3173,24.4517,13.0711,1.44586,0.0493029,1.0742,-0.48348,-3.48032,0.187276,1.0882,0.227266,0.906385
1129,449.434,2,22.3173,24.4507,13.0713,1.44581,0.0493019,1.07429,-0.48347,-3.47936,0.187275,1.08817,0.22724,0.906434
1130,460.845,2,22.3172,24.4494,13.0712,1.44591,0.0493032,1.07439,-0.48346,-3.47855,0.187279,1.08824,0.227219,0.906449
1131,455.093,2,22.3176,24.4482,13.0685,1.44604,0.0492967,1.0744,-0.48347,-3.477,0.187287,1.08825,0.227191,0.906482
1132,460.159,2,22.3173,24.4472,13.0677,1.44599,0.0492988,1.07436,-0.483454,-3.47624,0.187282,1.08841,0.227221,0.906558
1133,452.492,2,22.3174,24.4462,13.0663,1.44599,0.0492982,1.07444,-0.483452,-3.47509,0.187284,1.08853,0.227211,0.906422
1134,445.869,2,22.3164,24.4454,13.0662,1.44585,0.0493023,1.07437,-0.483408,-3.47495,0.187272,1.08859,0.227186,0.906241
1135,452.911,2,22.3165,24.4443,13.0656,1.44585,0.0493001,1.07435,-0.483396,-3.47541,0.187267,1.08861,0.227195,0.906248
1136,450.584,2,22.3168,24.4439,13.0657,1.44585,0.0492998,1.07432,-0.48341,-3.47522,0.187269,1.08859,0.227177,0.906111
1137,454.205,2,22.317,24.4441,13.065,1.44583,0.049305,1.07433,-0.483426,-3.47507,0.187262,1.08863,0.227171,0.905927
1138,455.48,2,22.3171,24.4441,13.0658,1.44588,0.0493026,1.07431,-0.483432,-3.4746,0.187271,1.08872,0.227151,0.905904
1139,455.408,2,22.3169,24.4444,13.0671,1.44597,0.0493039,1.07436,-0.483428,-3.47394,0.187268,1.08865,0.22713,0.905821
1140,451.333,2,22.3181,24.445,13.0684,1.44601,0.0493,1.07445,-0.483478,-3.47396,0.187263,1.08878,0.22713,0.905649
1141,460.122,2,22.3178,24.446,13.0684,1.44615,0.0492971,1.07444,-0.48346,-3.47291,0.187272,1.08884,0.227129,0.905603
1142,456.884,2,22.3189,24.4469,13.0694,1.44621,0.049296,1.07444,-0.483503,-3.4713,0.187274,1.08875,0.227184,0.905482
1143,446.568,2,22.3194,24.4473,13.0705,1.44629,0.0492897,1.0745,-0.483514,-3.47017,0.187264,1.08874,0.227186,0.905271
1144,449.616,2,22.3195,24.446,13.0722,1.44635,0.0492837,1.07454,-0.483521,-3.46936,0.187264,1.08879,0.227184,0.905091
1145,458.02,2,22.3192,24.4457,13.0737,1.44649,0.0492806,1.07462,-0.483519,-3.46829,0.18726,1.08879,0.227195,0.905005
1146,449.594,2,22.3195,24.4453,13.0753,1.44659,0.049273,1.07468,-0.483543,-3.46833,0.187258,1.08872,0.227196,0.904877
1147,461.907,2,22.3195,24.4442,13.0773,1.44668,0.0492724,1.07465,-0.483539,-3.4687,0.18728,1.08886,0.227195,0.904802
1148,448.172,2,22.3192,24.4438,13.0758,1.44673,0.0492697,1.07465,-0.48353,-3.46872,0.187277,1.0888,0.227179,0.904612
1149,459.253,2,22.3194,24.4432,13.0756,1.44667,0.0492817,1.07464,-0.483545,-3.46916,0.187281,1.08849,0.227175,0.904639
1150,454.604,2,22.3205,24.4435,13.0748,1.44662,0.0492792,1.07484,-0.483591,-3.46961,0.187286,1.08854,0.227189,0.904711
1151,458.69,2,22.3204,24.4448,13.0727,1.44662,0.0492859,1.07495,-0.483602,-3.47187,0.187266,1.08844,0.227202,0.904714
1152,463.068,2,22.32,24.4455,13.0702,1.44672,0.0492935,1.07498,-0.483598,-3.47345,0.187252,1.08827,0.227185,0.904788
1153,462.586,2,22.32,24.4457,13.0693,1.44676,0.0493007,1.0751,-0.483578,-3.47508,0.187244,1.08825,0.227178,0.90485
1154,455.107,2,22.3207,24.4468,13.0686,1.44664,0.049309,1.07523,-0.48359,-3.47566,0.187242,1.08828,0.227142,0.904919
1155,454.663,2,22.3218,24.4472,13.0667,1.44659,0.0493115,1.07523,-0.483636,-3.47601,0.187248,1.08845,0.227104,0.90489
1156,453.831,2,22.3217,24.4479,13.0663,1.44661,0.0493072,1.0753,-0.483629,-3.47641,0.187247,1.08861,0.227112,0.904819
1157,450.987,2,22.3218,24.4472,13.0675,1.44667,0.0493046,1.0753,-0.483637,-3.47674,0.187249,1.08851,0.227113,0.90469
1158,458.485,2,22.3216,24.4468,13.0683,1.44675,0.0493039,1.07512,-0.483636,-3.47677,0.187255,1.08842,0.227143,0.9046
1159,454.82,2,22.3223,24.4472,13.0675,1.4467,0.0493049,1.0751,-0.483653,-3.47829,0.187271,1.08838,0.227163,0.904577
1160,454.728,2,22.3218,24.4477,13.0681,1.44674,0.0493004,1.07497,-0.483629,-3.47895,0.18727,1.0884,0.227188,0.904566
1161,452.479,2,22.3216,24.4472,13.0685,1.44674,0.0493008,1.0749,-0.483616,-3.47999,0.187275,1.08836,0.227168,0.904541
1162,449.767,2,22.3212,24.4478,13.0697,1.44664,0.049303,1.07498,-0.483597,-3.48201,0.187283,1.08844,0.227145,0.904411
1163,449.751,2,22.3214,24.4483,13.0687,1.44654,0.0493047,1.07493,-0.483598,-3.48291,0.187284,1.08849,0.227156,0.904263
1164,452.617,2,22.3221,24.4493,13.068,1.44645,0.0493066,1.0749,-0.48361,-3.4833,0.187298,1.08856,0.227162,0.904171
1165,458.351,2,22.3224,24.4506,13.0682,1.44654,0.0493053,1.07491,-0.483634,-3.48337,0.187291,1.0885,0.227219,0.904014
1166,460.776,2,22.3219,24.4516,13.0685,1.44637,0.049314,1.07486,-0.483608,-3.48443,0.187282,1.0887,0.227263,0.903996
1167,461.449,2,22.3208,24.4526,13.0697,1.44623,0.0493233,1.07484,-0.483563,-3.48487,0.18727,1.08891,0.227278,0.904004
1168,465.779,2,22.3208,24.4529,13.0715,1.44625,0.0493315,1.07472,-0.483572,-3.48552,0.187266,1.08899,0.22728,0.904025
1169,460.521,2,22.3213,24.4535,13.0719,1.44654,0.0493176,1.07462,-0.483592,-3.48597,0.187267,1.08901,0.227305,0.903996
1170,455.684,2,22.3225,24.4546,13.0705,1.44654,0.0493195,1.07456,-0.483634,-3.48732,0.187278,1.08889,0.227341,0.903897
1171,458.094,2,22.3225,24.4548,13.0697,1.44658,0.0493235,1.07462,-0.483638,-3.48836,0.18727,1.08891,0.227328,0.90382
1172,451.898,2,22.3229,24.4555,13.0702,1.44653,0.0493257,1.07459,-0.483661,-3.48888,0.187266,1.08879,0.227334,0.903808
1173,448.58,2,22.3228,24.4557,13.0722,1.44641,0.049327,1.07455,-0.483666,-3.48901,0.18727,1.08867,0.227349,0.903736
1174,456.577,2,22.3235,24.4559,13.0754,1.44619,0.0493319,1.07456,-0.483689,-3.48882,0.187274,1.08879,0.227406,0.903758
1175,452.427,2,22.3242,24.4551,13.0784,1.44619,0.0493221,1.07455,-0.483722,-3.48859,0.187265,1.08882,0.227465,0.9038
1176,450.367,2,22.3245,24.4542,13.0816,1.44623,0.0493163,1.07447,-0.483746,-3.48765,0.187251,1.08873,0.227497,0.903782
