iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tCLCRMLMIN,omega_Cl,omega_Q,omega_V1,omega_V2
11996,553.999,2,5.14757,24.397,12.6668,1.51443,0.0439698,8.8148,3.34098,0.998039,0.264553,0.943373
11997,547.468,2,5.1475,24.3969,12.6668,1.51445,0.0439692,8.81488,3.341,0.998036,0.264552,0.943372
11998,542.386,2,5.14746,24.3969,12.6665,1.51447,0.0439673,8.81494,3.34101,0.998037,0.264553,0.943378
11999,550.555,2,5.14759,24.3969,12.6663,1.51448,0.0439672,8.8148,3.34101,0.998031,0.264555,0.943391
12000,547.775,2,5.14756,24.3969,12.6662,1.51449,0.0439673,8.81482,3.34099,0.998027,0.264557,0.943395
12001,535.519,2,5.14767,24.3969,12.6661,1.51448,0.0439673,8.8147,3.34099,0.998016,0.264553,0.943407
12002,545.411,2,5.14761,24.3969,12.666,1.51448,0.0439681,8.81478,3.34099,0.998021,0.264548,0.94341
12003,544.796,2,5.14755,24.397,12.666,1.51448,0.0439685,8.81484,3.34098,0.998023,0.264547,0.94341
12004,538.688,2,5.1474,24.3969,12.6658,1.51447,0.043969,8.81498,3.34096,0.998008,0.264549,0.943411
12005,540.33,2,5.14756,24.397,12.6658,1.51447,0.0439687,8.81483,3.34096,0.998001,0.26455,0.943406
12006,535.711,2,5.14771,24.3969,12.6658,1.51446,0.043969,8.81468,3.34095,0.997998,0.264547,0.943402
12007,535.216,2,5.14783,24.3968,12.6658,1.51447,0.0439686,8.81456,3.34095,0.997995,0.264544,0.943392
12008,536.35,2,5.1479,24.3969,12.6659,1.51447,0.043968,8.81448,3.34094,0.998006,0.264544,0.943366
12009,544.055,2,5.14802,24.3968,12.6658,1.51448,0.0439678,8.81437,3.34094,0.998023,0.264543,0.943354
12010,533.549,2,5.14805,24.3968,12.6658,1.51447,0.0439672,8.81433,3.34094,0.998033,0.264544,0.94334
12011,539.712,2,5.14809,24.3968,12.6658,1.51448,0.0439668,8.8143,3.34095,0.998051,0.26454,0.943321
12012,534.531,2,5.14811,24.3968,12.6658,1.51449,0.0439662,8.81429,3.34095,0.998048,0.264538,0.943303
12013,538.316,2,5.14811,24.3968,12.6659,1.5145,0.0439657,8.81427,3.34092,0.998047,0.264538,0.943294
12014,538.931,2,5.14821,24.3968,12.666,1.5145,0.0439651,8.81417,3.34091,0.998057,0.264537,0.943289
12015,541.401,2,5.14821,24.3968,12.6661,1.5145,0.0439653,8.81418,3.3409,0.998066,0.264536,0.943274
12016,537.79,2,5.14821,24.3967,12.6663,1.51451,0.0439647,8.81417,3.34089,0.998062,0.264534,0.943268
12017,536.694,2,5.14815,24.3966,12.6662,1.51451,0.0439648,8.8142,3.34088,0.998045,0.264531,0.943268
12018,534.921,2,5.14809,24.3966,12.6661,1.51451,0.0439646,8.81428,3.34087,0.998043,0.264529,0.943264
12019,538.702,2,5.14808,24.3967,12.666,1.51452,0.0439646,8.81431,3.3409,0.998032,0.264525,0.94326
12020,536.987,2,5.1481,24.3966,12.666,1.51452,0.0439645,8.8143,3.3409,0.998034,0.264521,0.943251
12021,546.949,2,5.14822,24.3964,12.6661,1.51452,0.043965,8.81419,3.34092,0.998036,0.26452,0.943242
12022,541.045,2,5.14834,24.3963,12.6658,1.51451,0.0439653,8.81406,3.34091,0.998027,0.26452,0.943253
12023,543.411,2,5.14823,24.3964,12.6657,1.5145,0.0439653,8.81418,3.34093,0.998038,0.264518,0.943268
12024,541.068,2,5.14811,24.3964,12.6655,1.51452,0.0439641,8.8143,3.34094,0.998036,0.264518,0.943284
12025,548.439,2,5.14819,24.3965,12.6653,1.51453,0.0439639,8.81423,3.34095,0.998041,0.264517,0.943284
12026,548.3,2,5.14817,24.3966,12.6652,1.51454,0.0439639,8.81427,3.34096,0.998032,0.264517,0.943281
12027,550.139,2,5.14816,24.3966,12.665,1.51456,0.0439642,8.81427,3.34098,0.998019,0.264517,0.943275
12028,550.522,2,5.14817,24.3967,12.6649,1.51457,0.0439641,8.81428,3.34098,0.998034,0.264518,0.943264
12029,542.225,2,5.14813,24.3967,12.6647,1.51458,0.0439642,8.81433,3.34098,0.998016,0.264517,0.94325
12030,536.877,2,5.14808,24.3967,12.6647,1.51459,0.0439638,8.81439,3.34097,0.998018,0.264516,0.943233
12031,549.544,2,5.14796,24.3968,12.6648,1.5146,0.0439636,8.81452,3.34097,0.998025,0.264516,0.943247
12032,535.763,2,5.14797,24.3969,12.6647,1.51459,0.0439636,8.81451,3.34097,0.998019,0.264516,0.943243
12033,542.979,2,5.14789,24.3969,12.6647,1.5146,0.043964,8.8146,3.34096,0.998008,0.264517,0.943226
12034,542.034,2,5.14776,24.397,12.6646,1.51459,0.0439641,8.81473,3.34096,0.998016,0.264518,0.94322
12035,551.757,2,5.14788,24.397,12.6645,1.51459,0.0439646,8.81462,3.34098,0.998017,0.264521,0.943214
12036,549.688,2,5.1481,24.3971,12.6643,1.51461,0.0439646,8.81443,3.341,0.998019,0.26452,0.943212
12037,543.915,2,5.14818,24.3972,12.6643,1.51462,0.0439645,8.81436,3.34101,0.998022,0.264517,0.943205
12038,542.479,2,5.14824,24.3973,12.6641,1.51462,0.0439648,8.81432,3.34101,0.998018,0.264517,0.943202
12039,537.155,2,5.14816,24.3974,12.6638,1.51462,0.0439645,8.8144,3.341,0.998004,0.264518,0.943206
12040,533.952,2,5.14799,24.3975,12.6638,1.51461,0.043964,8.81455,3.34099,0.997993,0.264519,0.943199
12041,538.446,2,5.14807,24.3976,12.6635,1.51461,0.0439635,8.81448,3.34099,0.997989,0.264524,0.943197
12042,540.539,2,5.14813,24.3976,12.6635,1.51461,0.0439635,8.81443,3.34099,0.997987,0.264526,0.943187
12043,532.763,2,5.14808,24.3976,12.6636,1.5146,0.0439635,8.81448,3.34099,0.997986,0.264524,0.943177
12044,540.267,2,5.14827,24.3976,12.6636,1.51459,0.0439643,8.81428,3.34098,0.997983,0.264525,0.943164
12045,543.011,2,5.14843,24.3976,12.6636,1.51459,0.0439643,8.81412,3.34097,0.997979,0.264529,0.943159
12046,537.411,2,5.14858,24.3976,12.6636,1.51457,0.0439649,8.81397,3.34098,0.997977,0.264529,0.943153
12047,531.407,2,5.1486,24.3975,12.6636,1.51458,0.0439642,8.81395,3.341,0.997968,0.264525,0.943145
12048,539.542,2,5.14862,24.3976,12.6636,1.51458,0.043964,8.81394,3.341,0.997954,0.264524,0.943142
12049,533.775,2,5.14863,24.3977,12.6636,1.51459,0.0439633,8.81392,3.341,0.997959,0.264523,0.943123
12050,538.196,2,5.1486,24.3977,12.6634,1.51459,0.043963,8.81397,3.34102,0.99796,0.264523,0.943115
12051,549.828,2,5.14858,24.3977,12.6632,1.51459,0.0439638,8.81401,3.34103,0.997965,0.264523,0.943111
12052,542.629,2,5.14859,24.3978,12.6632,1.51459,0.0439635,8.814,3.34104,0.99797,0.264523,0.943119
12053,547.605,2,5.14871,24.3978,12.6631,1.5146,0.0439634,8.81387,3.34102,0.997959,0.264525,0.943118
12054,540.041,2,5.14879,24.3979,12.6631,1.51461,0.0439624,8.8138,3.34101,0.997948,0.264526,0.943132
12055,547.489,2,5.14874,24.3979,12.6633,1.51461,0.0439633,8.81384,3.341,0.997936,0.264526,0.943138
12056,546.324,2,5.14874,24.398,12.6633,1.5146,0.0439636,8.81384,3.34101,0.997941,0.264527,0.94314
12057,550.209,2,5.14877,24.3982,12.6633,1.51461,0.0439636,8.81382,3.34102,0.997954,0.264532,0.943131
12058,550.937,2,5.1489,24.3983,12.6632,1.51462,0.0439637,8.81366,3.34101,0.997949,0.264534,0.94314
12059,548.039,2,5.14899,24.3983,12.6631,1.51462,0.0439643,8.81358,3.34102,0.997938,0.264539,0.943134
12060,549.113,2,5.14902,24.3983,12.6629,1.51461,0.0439652,8.81355,3.34101,0.997939,0.264541,0.943125
12061,543.462,2,5.149,24.3982,12.6628,1.51461,0.0439655,8.81356,3.34099,0.997931,0.264545,0.943117
12062,543.867,2,5.14912,24.3982,12.6627,1.51461,0.0439658,8.81341,3.34097,0.997916,0.264548,0.943115
12063,543.411,2,5.14908,24.3981,12.6625,1.51462,0.0439655,8.81345,3.34096,0.997917,0.264551,0.94311
12064,538.678,2,5.14907,24.3981,12.6624,1.51462,0.0439647,8.81347,3.34095,0.997935,0.264551,0.943114
12065,539.448,2,5.14919,24.3981,12.6623,1.51462,0.0439644,8.81336,3.34095,0.997938,0.264552,0.943117
12066,553.46,2,5.14925,24.3981,12.6622,1.51462,0.0439654,8.81329,3.34096,0.997946,0.264551,0.943121
12067,552.284,2,5.14939,24.398,12.6622,1.51462,0.0439662,8.81316,3.34096,0.997948,0.264552,0.943116
12068,540.025,2,5.14943,24.398,12.6621,1.51461,0.0439662,8.81312,3.34098,0.997949,0.264552,0.943131
12069,535.766,2,5.1493,24.3981,12.662,1.51459,0.043966,8.81326,3.34099,0.997957,0.26455,0.943137
12070,533.66,2,5.14929,24.3981,12.662,1.51458,0.0439657,8.81328,3.341,0.997947,0.264549,0.943151
12071,535.662,2,5.14942,24.3982,12.6621,1.51456,0.0439658,8.81316,3.34102,0.997934,0.264551,0.943157
12072,535.88,2,5.14952,24.3984,12.6622,1.51455,0.0439658,8.81306,3.34103,0.997914,0.264554,0.943165
12073,545.451,2,5.14949,24.3984,12.6621,1.51454,0.043966,8.8131,3.34104,0.997907,0.264562,0.943178
12074,542.033,2,5.14937,24.3985,12.6622,1.51454,0.0439657,8.8132,3.34103,0.997909,0.264567,0.943179
12075,545.961,2,5.14933,24.3984,12.6623,1.51453,0.0439661,8.81323,3.341,0.997905,0.264572,0.943186
12076,533.613,2,5.14936,24.3984,12.6624,1.51452,0.0439659,8.8132,3.341,0.997894,0.264576,0.943183
12077,547.735,2,5.14932,24.3983,12.6623,1.5145,0.0439667,8.81324,3.341,0.997888,0.264581,0.943198
12078,548.009,2,5.14933,24.3983,12.6623,1.51449,0.0439674,8.81323,3.34102,0.997885,0.264584,0.943201
12079,541.595,2,5.14932,24.3983,12.6619,1.51449,0.0439667,8.81326,3.34101,0.997885,0.264588,0.943224
12080,542.05,2,5.14936,24.3984,12.6617,1.51449,0.0439666,8.81323,3.34103,0.997874,0.26459,0.943236
12081,542.105,2,5.14936,24.3985,12.6615,1.51448,0.0439671,8.81324,3.34103,0.997862,0.26459,0.943242
12082,535.392,2,5.14951,24.3985,12.6615,1.51447,0.0439674,8.81308,3.34103,0.997857,0.264587,0.943246
12083,542.424,2,5.14965,24.3985,12.6617,1.51446,0.043968,8.81291,3.34103,0.997855,0.264585,0.943253
12084,548.231,2,5.14984,24.3986,12.6618,1.51446,0.0439678,8.81272,3.34104,0.997884,0.264582,0.94326
12085,548.758,2,5.14988,24.3987,12.6618,1.51446,0.0439678,8.81269,3.34105,0.997917,0.264578,0.943269
12086,542.881,2,5.15015,24.3987,12.6616,1.51445,0.0439681,8.8124,3.34105,0.997918,0.264575,0.943288
12087,539.011,2,5.15031,24.3987,12.6616,1.51445,0.043968,8.81224,3.34104,0.997913,0.264573,0.943296
12088,532.698,2,5.15031,24.3988,12.6616,1.51445,0.0439674,8.81223,3.34104,0.997917,0.264572,0.943287
12089,539.236,2,5.15044,24.3988,12.6616,1.51445,0.0439672,8.8121,3.34104,0.997921,0.264574,0.943269
12090,544.922,2,5.15046,24.3987,12.6616,1.51444,0.0439681,8.81207,3.34102,0.997923,0.264573,0.943264
12091,548.995,2,5.15052,24.3987,12.6617,1.51445,0.0439682,8.81201,3.34102,0.997947,0.264568,0.943259
12092,534.784,2,5.15062,24.3987,12.6618,1.51446,0.0439674,8.8119,3.34101,0.997942,0.264566,0.943247
12093,544.644,2,5.1507,24.3985,12.6619,1.51447,0.043967,8.81183,3.34101,0.997951,0.264564,0.943242
12094,549.547,2,5.15065,24.3985,12.662,1.51447,0.0439673,8.81186,3.34102,0.997986,0.264563,0.943232
12095,540.554,2,5.15065,24.3984,12.6621,1.51448,0.0439664,8.81186,3.34102,0.998007,0.264562,0.943226
12096,551.26,2,5.15063,24.3984,12.6619,1.51449,0.0439659,8.81188,3.34103,0.998024,0.264565,0.943223
12097,546.727,2,5.15055,24.3984,12.6618,1.5145,0.043966,8.81196,3.34102,0.998019,0.264568,0.943225
12098,536.329,2,5.15057,24.3985,12.6619,1.51448,0.0439665,8.81193,3.341,0.998005,0.26457,0.943226
12099,537.718,2,5.15055,24.3985,12.6618,1.51448,0.0439668,8.81194,3.34099,0.997991,0.264571,0.943222
12100,542.758,2,5.15047,24.3986,12.6617,1.51449,0.043966,8.81202,3.34097,0.997983,0.264573,0.943223
12101,549.227,2,5.1504,24.3987,12.6617,1.51449,0.0439657,8.81209,3.34096,0.997998,0.264576,0.943249
12102,550.163,2,5.1504,24.3987,12.6617,1.51448,0.0439662,8.8121,3.34097,0.998001,0.264579,0.943267
12103,542.219,2,5.15031,24.3987,12.6616,1.51448,0.0439658,8.81218,3.34097,0.997995,0.264581,0.943289
12104,539.525,2,5.15034,24.3988,12.6617,1.51446,0.0439663,8.81216,3.34098,0.997985,0.264582,0.9433
12105,549.688,2,5.15033,24.3988,12.6617,1.51446,0.0439667,8.81216,3.34098,0.997985,0.264584,0.943306
12106,544.091,2,5.15043,24.3989,12.6617,1.51446,0.0439671,8.81203,3.34097,0.997983,0.264583,0.943301
12107,533.931,2,5.15039,24.3989,12.6616,1.51445,0.043967,8.81207,3.34095,0.997983,0.264582,0.943299
12108,538.993,2,5.15047,24.3989,12.6616,1.51444,0.0439675,8.81199,3.34095,0.997987,0.26458,0.943299
12109,538.059,2,5.15053,24.3989,12.6618,1.51443,0.0439673,8.81194,3.34096,0.997986,0.264582,0.94331
12110,533.333,2,5.15051,24.3989,12.6617,1.51442,0.0439671,8.81196,3.34097,0.99797,0.264585,0.943311
12111,542.097,2,5.15053,24.3989,12.6616,1.51441,0.0439673,8.81197,3.34099,0.997958,0.264589,0.94331
12112,548.324,2,5.15044,24.3989,12.6616,1.5144,0.0439678,8.81207,3.341,0.997949,0.264594,0.943324
12113,551.793,2,5.15051,24.3989,12.6617,1.5144,0.0439675,8.81198,3.34098,0.997982,0.264599,0.943329
12114,546.681,2,5.15062,24.399,12.6618,1.5144,0.0439673,8.81186,3.34097,0.997996,0.264603,0.943342
12115,545.984,2,5.1506,24.3991,12.662,1.51441,0.043967,8.81188,3.34099,0.998003,0.264605,0.943336
12116,535.723,2,5.15064,24.3992,12.662,1.51441,0.043966,8.81184,3.34099,0.998012,0.264607,0.943329
12117,546.709,2,5.1507,24.3993,12.662,1.51442,0.043966,8.81177,3.34098,0.998013,0.26461,0.94332
12118,549.996,2,5.1506,24.3993,12.6621,1.51442,0.0439659,8.81187,3.34099,0.998041,0.26461,0.943306
12119,547.781,2,5.1506,24.3993,12.6623,1.51443,0.043966,8.81189,3.341,0.998052,0.26461,0.943303
12120,538.703,2,5.15054,24.3992,12.6624,1.51444,0.0439654,8.81195,3.34098,0.998044,0.264612,0.943293
12121,535.427,2,5.15044,24.3992,12.6624,1.51443,0.0439653,8.81204,3.34097,0.998036,0.264615,0.943284
12122,541.498,2,5.15032,24.3992,12.6625,1.51443,0.0439655,8.81217,3.34098,0.99803,0.264615,0.94327
12123,533.409,2,5.15035,24.3992,12.6626,1.51443,0.0439656,8.81213,3.34099,0.998023,0.264615,0.943249
12124,522.991,2,5.15044,24.3991,12.6627,1.51442,0.043965,8.81206,3.34102,0.998014,0.26461,0.943235
12125,543.863,2,5.15038,24.3991,12.6627,1.51442,0.0439648,8.81214,3.34104,0.998026,0.264608,0.94324
12126,551.347,2,5.15042,24.399,12.6628,1.51441,0.0439661,8.81209,3.34103,0.99804,0.264605,0.94324
12127,549.597,2,5.15039,24.3991,12.6626,1.51441,0.0439662,8.81211,3.34102,0.998066,0.264604,0.94325
12128,547.544,2,5.15036,24.3992,12.6624,1.5144,0.0439666,8.81214,3.34102,0.998077,0.264602,0.943265
12129,537.532,2,5.15033,24.3994,12.6622,1.51439,0.0439665,8.81217,3.34103,0.998085,0.264598,0.943273
12130,540.343,2,5.15032,24.3995,12.662,1.51439,0.0439664,8.81221,3.34105,0.998092,0.264596,0.943282
12131,541.445,2,5.15031,24.3995,12.662,1.51439,0.0439666,8.81221,3.34107,0.998089,0.26459,0.943287
12132,538.923,2,5.15037,24.3995,12.6618,1.51439,0.0439665,8.81217,3.34109,0.998093,0.264584,0.943282
12133,554.624,2,5.15055,24.3994,12.6619,1.5144,0.0439672,8.81198,3.34108,0.998103,0.26458,0.943276
12134,541.756,2,5.15056,24.3993,12.6619,1.5144,0.0439676,8.81198,3.34108,0.9981,0.26458,0.943262
12135,551.083,2,5.15062,24.3993,12.662,1.51441,0.0439678,8.81192,3.34109,0.998119,0.264578,0.94325
12136,543.995,2,5.15066,24.3992,12.6619,1.51442,0.0439676,8.81188,3.34108,0.998139,0.264577,0.943243
12137,542.963,2,5.15069,24.3992,12.6618,1.51442,0.0439672,8.81187,3.3411,0.99815,0.264576,0.943245
12138,543.102,2,5.15078,24.3992,12.6618,1.51442,0.0439675,8.8118,3.34113,0.998139,0.264575,0.943249
12139,532.088,2,5.15076,24.3992,12.6618,1.51441,0.0439675,8.81182,3.34113,0.998128,0.264571,0.943251
12140,536.607,2,5.15084,24.3992,12.6619,1.51441,0.0439668,8.81177,3.34115,0.998127,0.264568,0.943255
12141,541.32,2,5.15089,24.3992,12.6618,1.51442,0.0439668,8.81173,3.34119,0.998126,0.264564,0.943247
12142,537.042,2,5.15091,24.3992,12.6616,1.51442,0.0439669,8.81173,3.34119,0.998112,0.26456,0.943242
12143,548.076,2,5.15085,24.3991,12.6615,1.51442,0.0439675,8.81179,3.3412,0.998108,0.264557,0.943233
12144,544.517,2,5.15087,24.3992,12.6613,1.51444,0.0439671,8.81175,3.34118,0.998103,0.264556,0.943228
12145,545.849,2,5.1508,24.3992,12.6613,1.51444,0.0439673,8.81182,3.34117,0.998107,0.264559,0.943232
12146,553.267,2,5.15078,24.3993,12.6611,1.51444,0.0439681,8.81183,3.34116,0.998129,0.264556,0.943236
12147,559.316,2,5.15095,24.3994,12.661,1.51444,0.0439695,8.81166,3.34116,0.998126,0.26456,0.943231
12148,545.432,2,5.15102,24.3994,12.6609,1.51443,0.0439697,8.81156,3.34115,0.998129,0.264563,0.943231
12149,544.833,2,5.151,24.3995,12.6608,1.51443,0.0439695,8.81159,3.34117,0.998125,0.264565,0.943244
12150,547.885,2,5.15091,24.3996,12.6607,1.51441,0.0439707,8.81166,3.34116,0.998119,0.264566,0.943265
12151,545.326,2,5.15098,24.3996,12.6605,1.51441,0.0439707,8.81158,3.34115,0.998117,0.264567,0.943282
12152,544.794,2,5.15099,24.3997,12.6603,1.51441,0.0439709,8.81155,3.34113,0.99812,0.264572,0.943282
12153,553.468,2,5.15109,24.3997,12.6601,1.5144,0.0439714,8.81144,3.34113,0.998123,0.264578,0.943295
12154,549.214,2,5.151,24.3998,12.6599,1.51441,0.0439711,8.81156,3.34114,0.998113,0.264585,0.943286
12155,552.732,2,5.15107,24.3997,12.66,1.51444,0.0439704,8.81149,3.34114,0.998103,0.26459,0.943286
12156,548.156,2,5.15107,24.3998,12.6599,1.51446,0.0439697,8.8115,3.34115,0.998101,0.264597,0.943274
12157,539.895,2,5.15111,24.3999,12.6598,1.51445,0.0439699,8.81145,3.34115,0.998077,0.264604,0.943262
12158,536.725,2,5.15108,24.4,12.6596,1.51445,0.0439695,8.81148,3.34114,0.998059,0.264614,0.943253
12159,536.805,2,5.15099,24.4001,12.6596,1.51444,0.0439691,8.81158,3.34113,0.998057,0.264618,0.943248
12160,541.394,2,5.15092,24.4002,12.6596,1.51444,0.0439691,8.81165,3.34114,0.998044,0.264619,0.943258
12161,537.212,2,5.15086,24.4003,12.6595,1.51444,0.0439692,8.8117,3.34113,0.998034,0.264616,0.943266
12162,545.581,2,5.15083,24.4003,12.6596,1.51442,0.0439697,8.81174,3.34114,0.99804,0.264617,0.943278
12163,536.818,2,5.15087,24.4003,12.6595,1.51441,0.0439699,8.81169,3.34114,0.998041,0.264617,0.943275
12164,539.181,2,5.1507,24.4003,12.6594,1.51442,0.0439698,8.81184,3.34112,0.998037,0.264612,0.94327
12165,537.966,2,5.15059,24.4003,12.6593,1.51442,0.0439698,8.81194,3.34111,0.998036,0.264606,0.943263
12166,539.366,2,5.15054,24.4003,12.6591,1.51442,0.0439697,8.81199,3.34111,0.998035,0.264604,0.943264
12167,540.296,2,5.15063,24.4003,12.659,1.51443,0.043969,8.8119,3.34113,0.998042,0.2646,0.943262
12168,543.323,2,5.15085,24.4003,12.6589,1.51444,0.0439686,8.8117,3.34116,0.99806,0.264596,0.94326
12169,546.97,2,5.1508,24.4004,12.6589,1.51445,0.0439682,8.81175,3.34118,0.998063,0.264593,0.943267
12170,555.502,2,5.15074,24.4005,12.6587,1.51446,0.0439687,8.81183,3.3412,0.998069,0.26459,0.943291
12171,549.75,2,5.15061,24.4006,12.6583,1.51447,0.0439686,8.81198,3.34121,0.99805,0.26459,0.943317
12172,539.711,2,5.15053,24.4006,12.6582,1.51446,0.0439689,8.81207,3.34121,0.998043,0.264591,0.943316
12173,532.809,2,5.15067,24.4006,12.6581,1.51445,0.0439687,8.81193,3.3412,0.99804,0.26459,0.943313
12174,543.025,2,5.15086,24.4005,12.6581,1.51445,0.0439692,8.81175,3.34121,0.998044,0.264586,0.943312
12175,544.524,2,5.15095,24.4004,12.6579,1.51444,0.0439699,8.81167,3.34121,0.998042,0.264586,0.943305
12176,540.45,2,5.15098,24.4005,12.6577,1.51443,0.0439706,8.81165,3.3412,0.998046,0.264582,0.943305
12177,539.337,2,5.15101,24.4004,12.6577,1.51444,0.0439706,8.81162,3.34118,0.998042,0.264578,0.943301
12178,538.502,2,5.15102,24.4004,12.6577,1.51444,0.0439707,8.81161,3.34117,0.998027,0.264574,0.943307
12179,544.248,2,5.15098,24.4005,12.6576,1.51444,0.0439711,8.81165,3.34118,0.998011,0.264573,0.94331
12180,541.87,2,5.15085,24.4005,12.6574,1.51445,0.0439702,8.81177,3.34119,0.997997,0.264573,0.943322
12181,548.904,2,5.15082,24.4006,12.6575,1.51446,0.0439697,8.81181,3.34118,0.998001,0.264575,0.943349
12182,543.724,2,5.15078,24.4006,12.6575,1.51447,0.0439691,8.81185,3.34118,0.998001,0.264579,0.943354
12183,538.859,2,5.15087,24.4006,12.6574,1.51447,0.0439682,8.81176,3.34118,0.998021,0.264577,0.943354
12184,551.865,2,5.15115,24.4006,12.6575,1.51448,0.0439684,8.81148,3.34118,0.998035,0.264577,0.943357
12185,540.719,2,5.15118,24.4006,12.6576,1.51446,0.0439687,8.81144,3.34118,0.998053,0.264578,0.94336
12186,536.264,2,5.15118,24.4006,12.6578,1.51445,0.0439685,8.81144,3.34119,0.998057,0.264582,0.943352
12187,535.118,2,5.15124,24.4006,12.6577,1.51444,0.0439682,8.81138,3.34118,0.998063,0.264582,0.943343
12188,535.933,2,5.15124,24.4005,12.6579,1.51443,0.043968,8.81137,3.34121,0.998065,0.264582,0.943343
12189,539.621,2,5.15127,24.4005,12.6577,1.51443,0.0439675,8.81133,3.34121,0.998051,0.264586,0.943337
12190,538.206,2,5.15124,24.4006,12.6575,1.51443,0.0439673,8.81137,3.34122,0.998039,0.264587,0.943337
12191,537.549,2,5.15121,24.4007,12.6574,1.51443,0.0439675,8.81141,3.34121,0.998022,0.264586,0.943346
12192,537.725,2,5.15114,24.4007,12.6574,1.51443,0.0439671,8.81146,3.34119,0.998025,0.264584,0.943338
12193,537.755,2,5.15112,24.4008,12.6573,1.51443,0.0439671,8.81149,3.34119,0.99802,0.264583,0.943327
12194,530.673,2,5.15089,24.4009,12.6573,1.51443,0.0439666,8.81172,3.34118,0.998013,0.264581,0.943324
12195,539.211,2,5.15087,24.4009,12.6573,1.51443,0.0439668,8.81172,3.34114,0.998006,0.264577,0.943345
12196,540.597,2,5.15084,24.4009,12.6573,1.51443,0.0439663,8.81174,3.34114,0.997999,0.264575,0.943345
12197,536.17,2,5.15087,24.4009,12.6572,1.51443,0.043966,8.8117,3.34113,0.997996,0.264574,0.94334
12198,546.253,2,5.15085,24.4009,12.6571,1.51445,0.0439655,8.81172,3.34114,0.997999,0.264572,0.943336
12199,552.239,2,5.15072,24.4008,12.6571,1.51445,0.0439658,8.81184,3.34112,0.99802,0.264571,0.943349
12200,539.573,2,5.15074,24.4008,12.6572,1.51445,0.0439657,8.81183,3.34112,0.998036,0.264572,0.943344
12201,536.741,2,5.15061,24.4009,12.6571,1.51444,0.0439653,8.81196,3.34113,0.998057,0.264572,0.943337
12202,542.079,2,5.15064,24.4009,12.6571,1.51444,0.0439656,8.81193,3.34111,0.998062,0.26457,0.943334
12203,539.096,2,5.1506,24.401,12.6573,1.51443,0.0439657,8.81197,3.3411,0.998072,0.264567,0.943336
12204,531.882,2,5.15054,24.4009,12.6574,1.51442,0.0439658,8.81203,3.34109,0.998082,0.264563,0.943331
12205,535.811,2,5.15039,24.401,12.6576,1.5144,0.0439657,8.81219,3.34108,0.998101,0.264558,0.943343
12206,535.875,2,5.15042,24.401,12.6577,1.51439,0.0439654,8.81216,3.34107,0.998122,0.264554,0.943356
12207,539.068,2,5.15037,24.401,12.6577,1.51438,0.0439656,8.81223,3.34107,0.99814,0.264549,0.94337
12208,539.72,2,5.15027,24.401,12.6577,1.51438,0.0439651,8.81233,3.34105,0.998155,0.264546,0.943387
12209,536.778,2,5.15015,24.401,12.6578,1.51438,0.0439643,8.81245,3.34105,0.998148,0.264543,0.94341
12210,536.915,2,5.15,24.401,12.6577,1.51435,0.0439651,8.8126,3.34104,0.998147,0.264545,0.943402
12211,538.096,2,5.15005,24.4009,12.6577,1.51435,0.0439653,8.81255,3.34105,0.998146,0.264544,0.943394
12212,542.407,2,5.15003,24.4009,12.6577,1.51435,0.0439654,8.81257,3.34103,0.998151,0.264542,0.943378
12213,537.052,2,5.15003,24.401,12.6575,1.51436,0.0439653,8.81257,3.34104,0.998148,0.264538,0.943364
12214,534.598,2,5.14994,24.4011,12.6576,1.51436,0.0439648,8.81263,3.34102,0.998153,0.264535,0.943355
12215,543.299,2,5.14996,24.401,12.6576,1.51437,0.0439644,8.81259,3.34101,0.998156,0.264537,0.943344
12216,538.168,2,5.14992,24.401,12.6575,1.51438,0.0439639,8.81261,3.341,0.998154,0.264539,0.943335
12217,544.179,2,5.14993,24.401,12.6574,1.51438,0.0439643,8.81259,3.341,0.998134,0.264542,0.943322
12218,537.907,2,5.14986,24.4011,12.6574,1.51438,0.0439641,8.81265,3.34098,0.99814,0.264542,0.94331
12219,543.635,2,5.14992,24.4012,12.6574,1.51439,0.043964,8.81259,3.34098,0.998152,0.264541,0.943296
12220,550.288,2,5.14995,24.4012,12.6574,1.51441,0.043964,8.81258,3.341,0.998144,0.26454,0.943286
12221,548.668,2,5.14994,24.4013,12.6573,1.51441,0.0439641,8.81259,3.341,0.998147,0.26454,0.94329
12222,544.287,2,5.14987,24.4014,12.6573,1.51442,0.0439637,8.81266,3.34101,0.998144,0.264544,0.943291
12223,542.274,2,5.14978,24.4016,12.6573,1.51441,0.0439637,8.81276,3.34101,0.998142,0.264547,0.943297
12224,542.308,2,5.1498,24.4018,12.6573,1.51441,0.0439637,8.81274,3.34101,0.998133,0.264546,0.943314
12225,549.248,2,5.14983,24.4019,12.6573,1.5144,0.043965,8.8127,3.341,0.998119,0.264546,0.943321
12226,542.625,2,5.14981,24.402,12.6574,1.5144,0.0439654,8.81271,3.34099,0.99811,0.264547,0.943312
12227,535.957,2,5.14984,24.4022,12.6575,1.5144,0.0439649,8.81267,3.34099,0.998106,0.264547,0.943322
12228,536.49,2,5.14979,24.4023,12.6575,1.51439,0.0439642,8.81271,3.34099,0.998116,0.264549,0.943333
