iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
726,464.221,2,22.6244,25.8134,11.8088,1.36435,0.0571051,1.09058,-0.495426,1.2959,-5.0512,0.187104,0.894467,0.285181,0.824373
727,466.83,2,22.5244,25.924,12.1973,1.36069,0.0579107,1.10043,-0.49122,1.29691,-5.07944,0.186181,0.907424,0.27962,0.854852
728,456.284,2,22.4197,25.867,12.3397,1.36067,0.0575273,1.09769,-0.487552,1.43145,-4.90755,0.185802,0.930093,0.275938,0.852978
729,456.355,2,22.3494,25.7836,12.3188,1.35966,0.0569333,1.092,-0.486895,1.37222,-4.7731,0.185661,0.938215,0.276193,0.85189
730,452.915,2,22.4206,25.6374,12.426,1.34609,0.0571383,1.09142,-0.489468,1.49893,-4.66541,0.183843,0.959378,0.268052,0.858888
731,450.202,2,22.5063,25.4475,12.6709,1.34035,0.057685,1.08964,-0.491074,1.57758,-4.4445,0.183054,0.946359,0.261725,0.853083
732,448.449,2,22.4817,25.2662,12.8106,1.33915,0.0570702,1.0792,-0.490347,1.61235,-4.17886,0.182795,0.940914,0.258157,0.859363
733,449.194,2,22.56,25.2524,12.8431,1.33504,0.0562936,1.0733,-0.49307,1.78042,-4.05867,0.184152,0.938246,0.261654,0.855345
734,449.922,2,22.6032,25.3029,12.8082,1.33093,0.05643,1.08223,-0.494206,1.79669,-3.92163,0.183632,0.922796,0.262797,0.854249
735,454.764,2,22.6549,25.3382,13.0372,1.33093,0.0564507,1.09376,-0.496473,1.81708,-3.85074,0.185293,0.916596,0.261504,0.859973
736,452.831,2,22.6281,25.1723,13.1456,1.33396,0.0559458,1.09778,-0.494937,1.84967,-3.81761,0.186113,0.929102,0.261441,0.855644
737,450.035,2,22.6807,25.0365,13.2398,1.34898,0.0551592,1.105,-0.497163,1.92036,-3.68208,0.185522,0.925327,0.259637,0.852199
738,450.957,2,22.6797,25.0512,13.0846,1.36972,0.0536526,1.09972,-0.497437,1.94962,-3.53397,0.185856,0.935699,0.259961,0.844251
739,450.88,2,22.6078,25.0135,13.0469,1.3595,0.0541646,1.08841,-0.494767,2.04815,-3.56784,0.184339,0.937448,0.261342,0.839588
740,464.187,2,22.5829,24.9925,13.1545,1.36233,0.0543563,1.08234,-0.494613,2.3161,-3.70576,0.185435,0.950459,0.267516,0.842713
741,474.862,2,22.4941,25.0035,13.1799,1.3782,0.0543554,1.06982,-0.49291,2.51636,-3.85965,0.185276,0.968207,0.273482,0.866684
742,479.404,2,22.4168,24.9853,13.1873,1.40374,0.0546907,1.07966,-0.489297,2.55586,-4.08529,0.186128,0.975789,0.273733,0.885815
743,471.311,2,22.3488,24.9491,13.3433,1.40376,0.0556734,1.08562,-0.486123,2.5443,-4.21275,0.18637,0.991821,0.27476,0.878434
744,467.706,2,22.298,24.9591,13.4283,1.39806,0.0559128,1.08485,-0.48492,2.48492,-4.29472,0.18602,1.01787,0.277641,0.871957
745,462.846,2,22.2262,25.0304,13.2246,1.41363,0.0549471,1.09741,-0.482763,2.57216,-4.39353,0.185182,1.01989,0.281768,0.863034
746,464.252,2,22.1585,25.1835,13.219,1.40875,0.0548609,1.09689,-0.479495,2.29198,-4.38649,0.183559,1.0415,0.28362,0.865721
747,456.868,2,22.1371,25.2361,13.1043,1.40865,0.0537732,1.08907,-0.477584,2.30206,-4.40226,0.185487,1.04618,0.284308,0.865851
748,459.002,2,22.2011,25.2405,13.1227,1.42065,0.0528541,1.08414,-0.479661,2.21044,-4.26906,0.185355,1.04506,0.28884,0.851037
749,467.675,2,22.1537,25.3647,13.0619,1.42478,0.0537364,1.08503,-0.476922,1.80197,-4.263,0.185986,1.03402,0.289511,0.837486
750,458.535,2,22.0419,25.4573,13.0313,1.43569,0.0536542,1.07113,-0.471017,1.50174,-4.21254,0.185284,1.01441,0.292882,0.815294
751,456.524,2,22.1301,25.4943,12.8826,1.42262,0.0540809,1.08231,-0.475025,1.4094,-4.16509,0.183923,1.00149,0.29267,0.818909
752,451.664,2,22.1484,25.6367,12.6654,1.40586,0.0544852,1.09393,-0.476358,1.43249,-4.22455,0.183725,0.986183,0.286802,0.827924
753,450.987,2,22.1244,25.7154,12.4542,1.40585,0.0541055,1.10334,-0.475941,1.15761,-4.26431,0.184152,0.979049,0.285433,0.815864
754,460.885,2,22.0685,25.7069,12.3458,1.4235,0.0537346,1.10306,-0.472909,1.08005,-4.17471,0.184857,0.981897,0.283372,0.803069
755,457.634,2,22.1011,25.6841,12.4921,1.41528,0.0540642,1.10607,-0.47342,1.3045,-4.03968,0.184035,0.980648,0.282476,0.810197
756,454.822,2,22.2099,25.6862,12.3342,1.41527,0.0536362,1.11522,-0.478062,1.42896,-4.18569,0.183005,0.971351,0.28156,0.824196
757,458.082,2,22.289,25.6156,12.5192,1.40994,0.0538426,1.10456,-0.481383,1.36764,-4.26892,0.183773,0.956387,0.28271,0.834234
758,449.338,2,22.3191,25.5381,12.5733,1.40591,0.0535344,1.10749,-0.482506,1.2777,-4.39343,0.183785,0.957662,0.280493,0.827141
759,456.461,2,22.3555,25.4621,12.6276,1.40591,0.0534735,1.09977,-0.48465,1.29895,-4.45715,0.18487,0.949116,0.279792,0.831915
760,461.942,2,22.3012,25.4052,12.6783,1.41555,0.0534059,1.09513,-0.48373,1.2065,-4.3497,0.185748,0.949427,0.27955,0.828306
761,451.346,2,22.3166,25.3145,12.6492,1.41225,0.0524972,1.09694,-0.484304,1.02107,-4.34604,0.186446,0.960131,0.281696,0.827454
762,458.053,2,22.3014,25.2704,12.7274,1.41665,0.0517492,1.0883,-0.48315,0.909846,-4.26134,0.186323,0.97305,0.281195,0.844522
763,457.897,2,22.1884,25.226,12.7284,1.42073,0.0513499,1.0889,-0.478625,0.870435,-4.15076,0.187184,0.977296,0.282877,0.842871
764,458.718,2,22.1821,25.162,12.7536,1.41522,0.0514167,1.08377,-0.478701,0.956975,-4.01285,0.187872,0.971338,0.286747,0.847416
765,458.615,2,22.212,25.1299,12.6744,1.40743,0.0515048,1.08451,-0.479547,1.08165,-3.83669,0.187679,0.974764,0.29126,0.850311
766,459.442,2,22.245,25.1672,12.6771,1.41772,0.0514936,1.08421,-0.479773,1.09857,-3.67482,0.187223,0.970585,0.290246,0.84678
767,455.054,2,22.2095,25.1919,12.5317,1.41772,0.051311,1.08473,-0.477597,1.16368,-3.52715,0.187286,0.972941,0.288364,0.852616
768,453.849,2,22.1478,25.1759,12.5825,1.40805,0.0517771,1.09873,-0.47585,1.16555,-3.47768,0.186981,0.965112,0.285545,0.856346
769,461.406,2,22.1097,25.1313,12.4869,1.40052,0.052936,1.09942,-0.474084,1.13605,-3.49955,0.186588,0.954308,0.284528,0.851441
770,454.252,2,22.1399,25.1147,12.5377,1.39717,0.0529228,1.10415,-0.474874,1.10479,-3.53136,0.187155,0.954688,0.281699,0.854676
771,467.43,2,22.2137,25.132,12.3371,1.40815,0.0530463,1.10437,-0.477095,1.11635,-3.61436,0.187746,0.961454,0.279189,0.861325
772,468.069,2,22.1493,25.1765,12.2416,1.41401,0.0531774,1.09318,-0.475296,1.13021,-3.6153,0.188096,0.974376,0.27597,0.873207
773,449.511,2,22.1793,25.1819,12.3266,1.40223,0.0531918,1.08782,-0.477262,1.12599,-3.61598,0.188092,0.978871,0.269722,0.879119
774,449.418,2,22.2769,25.1674,12.5112,1.4109,0.0522493,1.08985,-0.48219,1.17284,-3.60151,0.187313,0.983295,0.264518,0.883216
775,462.156,2,22.3331,25.1175,12.551,1.40828,0.052523,1.0903,-0.485373,1.09179,-3.51063,0.187769,0.998021,0.260319,0.891778
776,456.656,2,22.3581,25.0021,12.4711,1.40828,0.0524327,1.09009,-0.485945,0.983989,-3.46964,0.187787,0.999738,0.261715,0.889312
777,456.814,2,22.351,24.9353,12.4877,1.3986,0.0526838,1.09335,-0.485635,0.960466,-3.53631,0.187238,1.00235,0.262008,0.895804
778,464.56,2,22.2758,24.8489,12.3873,1.40493,0.0526631,1.08059,-0.483144,0.938239,-3.57754,0.186412,0.997615,0.263073,0.909791
779,457.968,2,22.3023,24.8599,12.3618,1.40158,0.0529162,1.08988,-0.484449,0.880812,-3.53275,0.184902,0.998425,0.264114,0.907696
780,460.945,2,22.3484,24.8298,12.3571,1.40953,0.0530952,1.08735,-0.485364,0.991008,-3.48544,0.185064,0.994082,0.262405,0.900864
781,453.755,2,22.4071,24.8952,12.3748,1.40196,0.0533588,1.08916,-0.487098,1.00535,-3.47235,0.184721,0.989133,0.261544,0.900894
782,451.977,2,22.4641,24.9138,12.3877,1.39934,0.0529816,1.09434,-0.489284,1.098,-3.46495,0.184782,0.986972,0.261633,0.904343
783,456.193,2,22.5449,24.9631,12.2831,1.41072,0.0516477,1.10258,-0.492007,1.1402,-3.49129,0.185377,0.998988,0.261508,0.913392
784,455.993,2,22.5268,25.0436,12.2811,1.41623,0.0513144,1.09957,-0.491643,1.23945,-3.46455,0.185659,1.00026,0.261058,0.910599
785,451.577,2,22.5348,25.0943,12.3566,1.42066,0.0505194,1.09537,-0.492614,1.21711,-3.50644,0.185501,1.00189,0.261424,0.912954
786,452.917,2,22.4995,25.1354,12.3457,1.42598,0.0498547,1.0964,-0.491863,1.19285,-3.59064,0.185485,1.00725,0.261621,0.911107
787,448.541,2,22.4433,25.147,12.3543,1.42394,0.049564,1.08377,-0.490223,1.27858,-3.51439,0.184781,1.01311,0.259569,0.910262
788,453.184,2,22.4596,25.1576,12.2863,1.41975,0.0499435,1.09556,-0.490186,1.29706,-3.62035,0.185034,1.00051,0.256379,0.919178
789,449.934,2,22.5162,25.1655,12.2513,1.41082,0.0506734,1.09878,-0.492256,1.24397,-3.71781,0.184549,0.992271,0.25201,0.916689
790,453.477,2,22.491,25.0799,12.2313,1.41082,0.0508409,1.09044,-0.492005,1.05019,-3.82126,0.183702,0.999472,0.249629,0.911782
791,447.296,2,22.5074,25.0535,12.3698,1.40517,0.0510053,1.10047,-0.492613,0.926834,-3.94567,0.184065,1.00153,0.245415,0.908274
792,449.2,2,22.4958,25.0236,12.4273,1.40004,0.0512288,1.10969,-0.491373,0.848762,-4.10443,0.183867,1.00051,0.241949,0.913509
793,451.069,2,22.4985,25.01,12.3996,1.39492,0.0514536,1.1137,-0.491515,0.806144,-4.14187,0.183636,1.00952,0.239474,0.911592
794,446.585,2,22.476,25.001,12.3746,1.3905,0.0514952,1.11181,-0.489649,0.781855,-4.16822,0.18398,1.01035,0.235614,0.915235
795,454.349,2,22.4812,24.9716,12.355,1.38828,0.052032,1.10787,-0.489115,0.713789,-4.15887,0.184348,1.01202,0.232619,0.912069
796,452.566,2,22.4456,24.9237,12.2828,1.39518,0.0517928,1.11012,-0.488289,0.61263,-4.11314,0.184046,1.01849,0.230061,0.910869
797,449.509,2,22.4831,24.8255,12.3492,1.3935,0.0517057,1.11061,-0.48963,0.686747,-3.96258,0.184567,1.0273,0.227604,0.908943
798,455.533,2,22.5391,24.7987,12.383,1.3935,0.0518931,1.11354,-0.49166,0.8074,-3.85382,0.185582,1.03473,0.226025,0.906478
799,451.804,2,22.5353,24.692,12.504,1.3966,0.0512832,1.11135,-0.491882,0.816906,-3.78632,0.185999,1.04054,0.227634,0.908436
800,450.579,2,22.4674,24.6197,12.5977,1.39922,0.0512051,1.10579,-0.489506,0.758915,-3.77547,0.185212,1.03874,0.228319,0.90328
801,448.52,2,22.439,24.5821,12.6448,1.39395,0.0515213,1.10458,-0.487666,0.774917,-3.77052,0.185072,1.0392,0.22918,0.888958
802,443.931,2,22.4887,24.5259,12.6595,1.39147,0.0514872,1.10574,-0.489561,0.772709,-3.76574,0.185142,1.03778,0.227875,0.880597
803,441.814,2,22.4625,24.4837,12.7336,1.39314,0.051029,1.10876,-0.488961,0.848341,-3.68664,0.184768,1.03667,0.228231,0.872298
804,440.333,2,22.4666,24.4332,12.7715,1.38269,0.0512341,1.1117,-0.489455,0.851112,-3.63571,0.184545,1.02717,0.22849,0.86835
805,445.905,2,22.4277,24.4429,12.7624,1.37973,0.0510563,1.10927,-0.488227,0.834399,-3.51882,0.184207,1.03505,0.226897,0.874338
806,452.345,2,22.4431,24.4629,12.6689,1.37155,0.0514084,1.10308,-0.488938,0.907616,-3.40497,0.184639,1.03464,0.226512,0.884536
807,454.456,2,22.4772,24.4738,12.735,1.37156,0.0515868,1.09858,-0.490136,1.00994,-3.31335,0.184572,1.03259,0.227771,0.886447
808,447.581,2,22.4779,24.4859,12.8719,1.37528,0.0509001,1.08791,-0.490025,1.05551,-3.19711,0.185317,1.03802,0.227932,0.892289
809,448.645,2,22.4501,24.4298,12.894,1.37445,0.0505379,1.08324,-0.488936,1.0623,-3.15103,0.185773,1.04836,0.228296,0.89405
810,451.481,2,22.4572,24.3729,12.9655,1.38157,0.0499538,1.07894,-0.489494,1.12691,-3.11836,0.186818,1.04808,0.229814,0.895122
811,447.931,2,22.4365,24.3562,12.949,1.39111,0.0495942,1.07906,-0.48894,1.09137,-3.10191,0.186989,1.05277,0.227973,0.885236
812,448.863,2,22.3926,24.3559,12.9712,1.39618,0.0494387,1.07296,-0.487754,1.07874,-3.12085,0.186184,1.05726,0.227748,0.879638
813,452.804,2,22.39,24.3103,12.9924,1.39575,0.0496521,1.07112,-0.487551,1.13091,-3.11912,0.186606,1.06414,0.227566,0.873167
814,458.245,2,22.419,24.292,12.9735,1.40118,0.0497869,1.06974,-0.488503,1.11313,-3.11217,0.186342,1.07505,0.22741,0.869032
815,453.579,2,22.4115,24.2371,13.0583,1.41483,0.0491218,1.07029,-0.488434,1.07053,-3.07539,0.186489,1.07774,0.226754,0.870122
816,452.066,2,22.4498,24.222,13.1198,1.42021,0.0487462,1.07188,-0.489592,1.00162,-3.01685,0.187208,1.0759,0.226968,0.874723
817,447.321,2,22.4393,24.1917,13.0985,1.41836,0.048632,1.0726,-0.488796,0.996099,-2.96198,0.187232,1.07473,0.226213,0.880616
818,444.303,2,22.4447,24.1814,13.1711,1.41835,0.048436,1.07555,-0.48933,0.880689,-2.93818,0.18687,1.0739,0.226232,0.880344
819,454.096,2,22.4155,24.1606,13.2808,1.41578,0.0486338,1.07521,-0.488553,0.837179,-2.92922,0.186873,1.07411,0.225601,0.888459
820,453.444,2,22.4294,24.1296,13.2491,1.41856,0.0485274,1.07046,-0.489019,0.750838,-2.9505,0.187746,1.07636,0.225615,0.887711
821,455.938,2,22.4152,24.0866,13.1757,1.42568,0.0483244,1.06779,-0.488886,0.668243,-2.96709,0.188002,1.08522,0.225555,0.88278
822,456.704,2,22.412,24.095,13.1462,1.43705,0.048014,1.0586,-0.488138,0.674597,-2.91113,0.188371,1.09108,0.225201,0.877119
823,451.441,2,22.4027,24.0719,13.1289,1.43753,0.0479331,1.05913,-0.487942,0.66372,-2.92072,0.189331,1.09245,0.223873,0.878821
824,460.751,2,22.3526,24.0684,13.2106,1.44074,0.0480038,1.05469,-0.486477,0.607441,-3.00436,0.189473,1.1025,0.224135,0.878372
825,455.087,2,22.325,24.0597,13.2139,1.44553,0.0477625,1.0512,-0.485716,0.601046,-2.98287,0.18911,1.11068,0.224997,0.875528
826,461.474,2,22.3173,24.0933,13.2374,1.4487,0.0478844,1.05011,-0.485329,0.607521,-2.98018,0.188489,1.11645,0.224479,0.883398
827,455.326,2,22.291,24.1029,13.2617,1.4487,0.0477939,1.04843,-0.484008,0.659157,-3.03704,0.188604,1.12199,0.224886,0.886162
828,454.741,2,22.2791,24.1166,13.3236,1.45016,0.0475089,1.04658,-0.483575,0.639471,-3.05262,0.188882,1.12943,0.224711,0.891623
829,453.33,2,22.2598,24.092,13.356,1.44552,0.0476527,1.05039,-0.482952,0.651831,-3.1256,0.18869,1.13448,0.22425,0.893929
830,451.927,2,22.2638,24.1042,13.4158,1.44356,0.0478456,1.05028,-0.482995,0.672285,-3.16824,0.188389,1.13345,0.224028,0.891038
831,455.532,2,22.263,24.1394,13.5218,1.4368,0.0483591,1.05748,-0.482484,0.685542,-3.20314,0.187796,1.13599,0.223821,0.89131
832,461.258,2,22.2586,24.1446,13.5599,1.43687,0.0485422,1.06026,-0.48203,0.709067,-3.30346,0.18759,1.13754,0.22515,0.894367
833,462.392,2,22.2568,24.1503,13.542,1.44188,0.0485147,1.06176,-0.481968,0.813643,-3.25711,0.187096,1.13568,0.227537,0.895969
834,454.058,2,22.2446,24.15,13.5384,1.45332,0.0477061,1.06544,-0.481111,0.87751,-3.23291,0.186993,1.13592,0.228112,0.897594
835,467.407,2,22.2572,24.1321,13.5186,1.45956,0.0478089,1.07039,-0.481597,0.891655,-3.2162,0.187358,1.13625,0.227939,0.903211
836,465.645,2,22.2264,24.1127,13.4603,1.46647,0.0478291,1.06408,-0.480658,0.946908,-3.19451,0.187237,1.13283,0.228297,0.907811
837,462.5,2,22.1857,24.1063,13.4256,1.47066,0.0480047,1.06138,-0.4796,0.972083,-3.14272,0.186737,1.13364,0.227995,0.90569
838,464.694,2,22.1983,24.1064,13.3233,1.47582,0.0482167,1.05506,-0.47994,1.01103,-3.05652,0.187285,1.13062,0.226481,0.907078
839,457.508,2,22.2205,24.1048,13.2377,1.47583,0.0485098,1.06207,-0.481329,0.987037,-3.05617,0.187443,1.12236,0.225408,0.906389
840,463.515,2,22.2317,24.1202,13.1781,1.47617,0.0489876,1.05813,-0.481881,1.01275,-3.09109,0.187145,1.11838,0.224756,0.904262
841,452.608,2,22.2394,24.1239,13.1579,1.47306,0.0491638,1.05508,-0.482082,1.028,-3.09029,0.187167,1.11319,0.224325,0.901284
842,452.162,2,22.2913,24.0656,13.2311,1.46862,0.0494677,1.05344,-0.483771,1.08009,-3.12206,0.187139,1.1047,0.22309,0.90157
843,447.671,2,22.3017,24.0418,13.2177,1.46217,0.0495637,1.05044,-0.484186,1.11966,-3.14669,0.186735,1.09729,0.222563,0.90525
844,448.273,2,22.3069,24.0546,13.1717,1.45847,0.0494377,1.05122,-0.484128,1.16212,-3.16694,0.186839,1.09072,0.223134,0.907796
845,450.321,2,22.3313,24.0554,13.1742,1.45952,0.0491477,1.05519,-0.484895,1.18825,-3.19492,0.186951,1.08336,0.224467,0.908662
846,449.969,2,22.3649,24.0536,13.1956,1.45952,0.0489168,1.05981,-0.486011,1.17654,-3.21697,0.18743,1.07727,0.225424,0.907436
847,453.089,2,22.3622,24.0568,13.2697,1.45952,0.0488249,1.06468,-0.485875,1.14174,-3.27454,0.187683,1.06689,0.226345,0.91189
848,449.479,2,22.3866,24.0976,13.1942,1.4595,0.0482854,1.06674,-0.486469,1.16737,-3.35155,0.188178,1.06432,0.227148,0.923137
849,457.54,2,22.3776,24.1299,13.134,1.46074,0.0482168,1.06561,-0.486073,1.13767,-3.37708,0.188338,1.07253,0.227103,0.921008
850,447.46,2,22.3722,24.1878,13.1088,1.45717,0.048162,1.06379,-0.48579,1.14779,-3.44773,0.188488,1.07664,0.225379,0.921433
851,450.964,2,22.379,24.2529,13.1284,1.45351,0.0481753,1.06689,-0.486129,1.08512,-3.48389,0.188252,1.08341,0.224287,0.923688
852,448.818,2,22.381,24.3023,13.1038,1.44937,0.0482583,1.06932,-0.486615,1.00819,-3.52778,0.187978,1.09189,0.223267,0.918446
853,448.578,2,22.3556,24.3474,13.1767,1.44403,0.0482994,1.07201,-0.485708,0.987191,-3.59423,0.187735,1.09924,0.222046,0.919801
854,457.561,2,22.3605,24.4111,13.1813,1.44523,0.0484546,1.075,-0.485909,1.0738,-3.67865,0.187695,1.10657,0.220582,0.91696
855,459.67,2,22.3813,24.4752,13.1454,1.45098,0.0483929,1.07806,-0.486641,1.07418,-3.70741,0.187454,1.11304,0.219151,0.918064
856,462.467,2,22.3767,24.5002,13.1265,1.45357,0.0485243,1.08135,-0.486648,1.08284,-3.78802,0.187555,1.11489,0.218413,0.921087
857,453.301,2,22.3845,24.5005,13.1646,1.44713,0.0488192,1.07973,-0.486687,1.07978,-3.78118,0.188086,1.12028,0.217815,0.916621
858,457.872,2,22.415,24.516,13.2221,1.44615,0.0490683,1.08317,-0.487744,1.16897,-3.77355,0.188244,1.12899,0.216783,0.910316
859,447.326,2,22.4155,24.5392,13.2539,1.43428,0.0494074,1.08108,-0.487893,1.17624,-3.7956,0.187851,1.13565,0.215553,0.910796
860,447.94,2,22.4141,24.5675,13.3012,1.43268,0.0493979,1.07678,-0.488203,1.14731,-3.75712,0.18787,1.13606,0.214244,0.910784
861,459.272,2,22.4043,24.5904,13.2956,1.43392,0.0495739,1.07652,-0.488233,1.13221,-3.77992,0.187854,1.13831,0.21343,0.909616
862,456.815,2,22.4205,24.6204,13.3074,1.42957,0.0495914,1.0831,-0.488771,1.14603,-3.81744,0.187802,1.1455,0.213881,0.915536
863,450.451,2,22.4429,24.671,13.3445,1.42656,0.0496191,1.08361,-0.489467,1.17298,-3.81512,0.187392,1.149,0.213822,0.915679
864,459.503,2,22.439,24.6921,13.3795,1.42841,0.049773,1.08526,-0.488972,1.15061,-3.80823,0.187504,1.14906,0.214392,0.910316
865,457.75,2,22.4282,24.6868,13.351,1.42643,0.0498337,1.08895,-0.48849,1.19676,-3.81876,0.187842,1.14649,0.216371,0.909197
866,451.178,2,22.4156,24.6954,13.3408,1.42394,0.0498255,1.09027,-0.48823,1.26762,-3.80035,0.187501,1.14334,0.218228,0.906329
867,455.977,2,22.4041,24.7027,13.3573,1.42742,0.0497549,1.08701,-0.487804,1.35534,-3.75587,0.18719,1.13691,0.219886,0.903851
868,459.877,2,22.3951,24.7166,13.3207,1.42745,0.0498799,1.08519,-0.48742,1.39775,-3.69687,0.186616,1.13075,0.221858,0.906014
869,449.566,2,22.3894,24.7117,13.2707,1.4262,0.0498687,1.08586,-0.486961,1.44221,-3.64647,0.186433,1.12445,0.223131,0.90284
870,460.619,2,22.3844,24.7013,13.1748,1.42412,0.0500978,1.08742,-0.486583,1.43788,-3.61552,0.186415,1.11964,0.225702,0.900202
871,458.91,2,22.3983,24.6974,13.1714,1.42609,0.0501347,1.09009,-0.487018,1.37182,-3.57633,0.186545,1.11323,0.22732,0.898354
872,459.535,2,22.3915,24.7081,13.1643,1.42793,0.0501371,1.09463,-0.486795,1.41233,-3.54103,0.186622,1.10541,0.229405,0.898109
873,454.12,2,22.3748,24.7304,13.1826,1.42906,0.0499344,1.09273,-0.486099,1.46364,-3.52173,0.186581,1.09664,0.232209,0.899164
874,454.948,2,22.3559,24.7338,13.2204,1.42906,0.0498658,1.09267,-0.485625,1.48265,-3.48766,0.18637,1.0915,0.234244,0.898434
875,456.061,2,22.3585,24.7206,13.2671,1.43333,0.0497213,1.09033,-0.485915,1.47926,-3.4447,0.186204,1.08511,0.236282,0.894364
876,455.921,2,22.3408,24.7081,13.2696,1.43439,0.0496447,1.0897,-0.485592,1.4797,-3.40774,0.186372,1.08246,0.23749,0.892847
877,464.234,2,22.3358,24.7058,13.2987,1.43083,0.0499935,1.09008,-0.485107,1.51061,-3.4018,0.186748,1.08524,0.237771,0.892213
878,462.709,2,22.3186,24.6967,13.3595,1.43191,0.0500993,1.08801,-0.483911,1.51948,-3.39874,0.186878,1.08894,0.238025,0.89068
879,446.388,2,22.3007,24.6965,13.4257,1.43273,0.0497754,1.0829,-0.482887,1.53958,-3.36677,0.187207,1.08872,0.238733,0.886248
880,456.205,2,22.2879,24.7226,13.4544,1.43112,0.0497612,1.08284,-0.482167,1.58393,-3.35589,0.187081,1.09014,0.240654,0.884387
881,449.662,2,22.3078,24.7277,13.4844,1.43026,0.0496812,1.08416,-0.482639,1.57042,-3.36157,0.187436,1.0875,0.240928,0.882376
882,442.984,2,22.3161,24.7501,13.5645,1.42992,0.0494623,1.08122,-0.482861,1.56136,-3.38247,0.187452,1.08342,0.240624,0.881769
883,453.152,2,22.3106,24.7782,13.603,1.42992,0.0494248,1.07655,-0.482929,1.56322,-3.34217,0.187299,1.08128,0.240429,0.884764
884,453.487,2,22.2985,24.7996,13.5973,1.42992,0.0493044,1.07663,-0.482288,1.56717,-3.35279,0.187665,1.08251,0.23958,0.888574
885,451.688,2,22.2927,24.8227,13.5852,1.43131,0.0492129,1.07867,-0.481985,1.5683,-3.3485,0.187789,1.081,0.239318,0.887678
886,454.852,2,22.3135,24.8238,13.6349,1.42883,0.0493815,1.08138,-0.482611,1.55886,-3.39535,0.187886,1.08275,0.239095,0.88573
887,460.45,2,22.3214,24.8393,13.6286,1.42755,0.0496664,1.08112,-0.482881,1.5728,-3.4171,0.187658,1.08367,0.23837,0.886105
888,453.499,2,22.3331,24.8423,13.5866,1.42754,0.0496068,1.0797,-0.483325,1.55483,-3.44637,0.188157,1.08375,0.237791,0.887074
889,453.558,2,22.3443,24.8431,13.5136,1.42754,0.0496035,1.07632,-0.48372,1.52112,-3.42439,0.18861,1.08121,0.237408,0.888044
890,449.723,2,22.3527,24.8428,13.4391,1.42355,0.0496427,1.07423,-0.483992,1.53464,-3.4084,0.188738,1.0827,0.236369,0.891792
891,449.988,2,22.3308,24.8196,13.4255,1.42143,0.0497398,1.07197,-0.483254,1.51009,-3.3882,0.188844,1.08287,0.235371,0.890005
892,453.632,2,22.3343,24.8114,13.4129,1.41981,0.0498592,1.07085,-0.483387,1.45381,-3.38875,0.188672,1.08549,0.234996,0.88825
893,464.134,2,22.3389,24.7849,13.4288,1.41982,0.0500392,1.07296,-0.483763,1.43817,-3.37811,0.188611,1.08884,0.234225,0.890889
894,457.643,2,22.3561,24.7496,13.4606,1.41982,0.0501131,1.07484,-0.484958,1.4298,-3.38353,0.188553,1.09341,0.234165,0.888026
895,463.054,2,22.3582,24.712,13.5154,1.42059,0.0501185,1.07391,-0.485152,1.4335,-3.36378,0.188586,1.09715,0.235461,0.887466
896,456.083,2,22.3572,24.6662,13.5244,1.41866,0.0502952,1.07205,-0.485301,1.44119,-3.33861,0.188417,1.098,0.235701,0.884502
897,459.893,2,22.3674,24.6244,13.5164,1.41763,0.0503936,1.06799,-0.485758,1.45731,-3.31836,0.188366,1.09705,0.236011,0.887776
898,452.543,2,22.3705,24.6254,13.5202,1.41691,0.0503164,1.06511,-0.486053,1.45397,-3.31604,0.188277,1.09763,0.235562,0.891411
899,457.076,2,22.3366,24.6172,13.5399,1.41691,0.0502661,1.06127,-0.484791,1.45284,-3.29623,0.188147,1.1009,0.234758,0.897604
900,452.035,2,22.3147,24.6135,13.5406,1.41885,0.0501516,1.06199,-0.484085,1.41653,-3.27823,0.187899,1.10342,0.233605,0.897855
901,460.288,2,22.3035,24.6086,13.5255,1.42067,0.0501115,1.0624,-0.483768,1.42178,-3.27306,0.187863,1.10634,0.232464,0.902585
902,452.907,2,22.2973,24.601,13.5052,1.4236,0.049958,1.06174,-0.483259,1.42001,-3.23569,0.187679,1.10534,0.231739,0.904854
903,454.953,2,22.2913,24.5728,13.5272,1.4236,0.0499379,1.06093,-0.483029,1.43884,-3.20267,0.187812,1.10674,0.231574,0.904161
904,457.643,2,22.275,24.535,13.5351,1.42629,0.0497986,1.06302,-0.482364,1.43149,-3.18052,0.187926,1.10743,0.231692,0.90453
905,454.081,2,22.2826,24.504,13.5227,1.42702,0.0496813,1.06909,-0.482843,1.42418,-3.15886,0.18805,1.10307,0.231909,0.90866
906,449.567,2,22.2836,24.4743,13.5285,1.42632,0.0496154,1.07228,-0.482915,1.42507,-3.16498,0.188201,1.10048,0.231809,0.909584
907,451.373,2,22.2844,24.4873,13.5099,1.42477,0.0495874,1.07287,-0.482774,1.39733,-3.18964,0.188672,1.09999,0.232065,0.908092
908,453.893,2,22.3032,24.4778,13.4898,1.42227,0.0496434,1.0746,-0.483308,1.38017,-3.19514,0.189017,1.10044,0.231981,0.908788
