iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
211,451.332,1,20.5091,24.8627,13.4609,1.42543,0.0465019,-0.410785,-4.14905,0.227767,0.994858,0.264587,0.748978
212,457.137,1,21.3511,25.1747,11.7052,1.46474,0.0470465,-0.444961,-2.92297,0.225123,1.05925,0.26779,0.754465
213,448.234,1,20.9056,24.9707,12.3302,1.36839,0.0457371,-0.427274,-2.75985,0.230146,1.0228,0.244251,0.850357
214,446.884,1,20.3158,24.3607,12.6592,1.36834,0.0445248,-0.409069,-2.79465,0.214841,0.972642,0.246095,0.947743
215,457.629,1,20.9117,24.6173,14.4062,1.41567,0.0527515,-0.426998,-3.26187,0.215512,0.96341,0.216615,0.948789
216,462.99,1,20.7839,24.7067,13.4698,1.41563,0.0520403,-0.423633,-3.74198,0.211163,1.07657,0.228105,1.03809
217,449.689,1,19.9282,24.9406,13.4832,1.32868,0.0520832,-0.386769,-3.00181,0.210271,0.96277,0.22246,0.929149
218,448.357,1,21.0963,24.0743,12.7256,1.42317,0.0505121,-0.429357,-2.81823,0.208954,0.885633,0.203105,0.916445
219,453.721,1,20.6993,23.9804,12.6132,1.5039,0.0471404,-0.421145,-2.61313,0.216253,0.951369,0.201893,0.927351
220,458.347,1,20.5674,24.3712,12.3317,1.55642,0.049587,-0.413218,-1.78757,0.216804,0.912012,0.205606,0.879159
221,452.162,1,20.7523,23.9855,11.9775,1.54369,0.0473886,-0.420817,-2.10601,0.231497,0.821466,0.195066,0.876287
222,452.841,1,21.2791,24.2958,12.8834,1.47672,0.0514712,-0.444092,-3.06998,0.223419,0.849527,0.200405,0.866303
223,458.104,1,21.2499,24.2272,12.4625,1.45303,0.0523131,-0.447417,-2.69215,0.226248,0.944286,0.201317,0.92177
224,456.724,1,20.8874,24.1369,12.3453,1.45297,0.0506499,-0.421358,-2.95404,0.221512,1.08411,0.217753,0.820079
225,467.408,1,20.9491,23.7062,12.8837,1.51613,0.0541175,-0.422108,-3.30381,0.223346,1.07775,0.218946,0.821372
226,467.663,1,20.7472,24.4015,12.8138,1.62403,0.0485856,-0.421834,-3.13449,0.229507,1.00433,0.234404,0.80109
227,468.389,1,20.3299,23.7652,11.903,1.59563,0.0516208,-0.39368,-4.18432,0.229662,1.02161,0.222923,0.798996
228,472.605,1,20.0987,23.3846,11.8136,1.59571,0.0540183,-0.399893,-4.45696,0.218417,1.00313,0.234822,0.807672
229,469.881,1,20.6189,23.5872,11.6548,1.53258,0.0551769,-0.409974,-4.24447,0.226072,1.07311,0.226894,0.784649
230,472.526,1,20.1611,23.9421,12.16,1.43693,0.0583268,-0.39242,-5.02322,0.221813,1.24856,0.22029,0.840175
231,463.644,1,20.2231,23.525,13.7932,1.43688,0.0562101,-0.394243,-3.33369,0.216345,1.18473,0.200615,0.828555
232,466.853,1,20.4398,23.8071,12.8382,1.5627,0.0492263,-0.409082,-2.74372,0.216233,1.31074,0.194351,0.853423
233,458.281,1,20.7215,24.4952,13.2447,1.44717,0.0489481,-0.417107,-3.405,0.225795,1.22715,0.192821,0.893991
234,463.485,1,21.0178,24.5553,14.0056,1.48937,0.0515288,-0.420318,-3.77934,0.236847,1.18001,0.194707,0.838676
235,461.519,1,20.4384,24.8531,13.7244,1.46584,0.053378,-0.397044,-3.89644,0.222796,1.18685,0.180891,0.865835
236,465.228,1,20.5361,25.3651,12.6819,1.46579,0.0524564,-0.400985,-2.63255,0.235606,1.29098,0.20027,0.839559
237,456.174,1,20.573,24.8058,14.006,1.55284,0.0445989,-0.413544,-2.52741,0.221085,1.28737,0.195359,0.748695
238,461.598,1,20.4039,24.7996,14.7424,1.40867,0.0518168,-0.40673,-2.27568,0.224722,1.36937,0.205324,0.809765
239,461.862,1,20.4155,24.1965,15.6369,1.35306,0.0565123,-0.40706,-2.79978,0.220183,1.53338,0.196472,0.708538
240,460.434,1,20.4233,24.2924,15.4137,1.3531,0.0572594,-0.402605,-3.14316,0.221805,1.44613,0.200186,0.672742
241,469.278,1,20.463,23.7148,15.4834,1.34222,0.0663998,-0.409751,-3.66978,0.214653,1.48353,0.197542,0.624342
242,462.989,1,20.4596,24.2228,15.8337,1.35738,0.0600068,-0.401422,-3.89988,0.22118,1.5359,0.184541,0.671159
243,460.754,1,20.3538,24.048,16.2799,1.38181,0.0578843,-0.39503,-3.72849,0.227957,1.59464,0.170365,0.658796
244,454.675,1,21.1292,23.7645,16.2083,1.52178,0.0483405,-0.428619,-3.22528,0.215884,1.58335,0.162552,0.660027
245,471.064,1,20.5928,23.7794,16.6514,1.52194,0.0571624,-0.406043,-2.56275,0.223791,1.6524,0.170195,0.707885
246,467.698,1,20.4608,23.6511,16.1499,1.52183,0.0534632,-0.405072,-2.16158,0.223235,1.6687,0.173928,0.708253
247,475.256,1,19.6545,23.9612,15.7977,1.44022,0.0573388,-0.373557,-2.81137,0.22924,1.66548,0.186567,0.809801
248,470.503,1,20.6726,23.699,15.8205,1.44015,0.0545257,-0.420814,-2.58326,0.224934,1.57718,0.188035,0.8452
249,463.754,1,20.6368,23.3089,15.5744,1.46115,0.0512462,-0.422107,-2.62987,0.222559,1.49528,0.18225,0.79807
250,471.932,1,20.5355,23.8365,15.5194,1.46116,0.053171,-0.410708,-2.37561,0.224313,1.66522,0.185445,0.894476
251,470.543,1,20.1054,23.4378,15.3906,1.54717,0.049523,-0.386603,-2.27365,0.229422,1.44808,0.198479,0.838165
252,470.657,1,20.3717,23.7057,14.5822,1.513,0.0583795,-0.397364,-2.96619,0.214276,1.33151,0.18692,0.770418
253,460.058,1,21,23.8653,13.7735,1.50319,0.0502647,-0.427261,-2.73217,0.222996,1.41861,0.177158,0.744843
254,460.522,1,20.749,23.3998,13.9114,1.47056,0.0494807,-0.417925,-2.27331,0.22048,1.53778,0.186676,0.742498
255,463.699,1,20.6127,23.7049,14.1105,1.41524,0.0541386,-0.407876,-2.32451,0.226405,1.48384,0.192384,0.75418
256,468.167,1,20.7136,24.7823,14.2703,1.41525,0.0554201,-0.406377,-3.19097,0.235383,1.52215,0.195746,0.779504
257,469.482,1,21.0127,24.9514,14.8379,1.44914,0.0534378,-0.433921,-3.77259,0.23643,1.53253,0.204229,0.747356
258,470.231,1,20.6033,25.2999,14.8849,1.48049,0.0526982,-0.413412,-3.38984,0.224234,1.60032,0.20313,0.750901
259,472.202,1,20.6146,25.3584,15.836,1.45325,0.0561652,-0.41495,-3.30722,0.224579,1.58742,0.20908,0.720419
260,469.974,1,20.6094,25.1641,15.0892,1.45316,0.0526729,-0.414719,-3.57248,0.225788,1.62107,0.21038,0.782051
261,466.823,1,20.4921,24.6454,14.0231,1.36393,0.0569549,-0.403042,-4.14284,0.222675,1.58785,0.204654,0.740979
262,459.1,1,20.2956,25.0653,15.4289,1.36379,0.0506744,-0.406206,-4.21578,0.22853,1.55753,0.200242,0.810666
263,471.714,1,20.9202,25.586,15.0892,1.3512,0.0586865,-0.428765,-4.14304,0.233621,1.62307,0.200038,0.775212
264,476.312,1,20.1643,25.3187,15.8825,1.43997,0.0564773,-0.398738,-4.62614,0.230803,1.50499,0.214183,0.818305
265,465.704,1,20.9002,25.0606,14.9363,1.32945,0.0560589,-0.427187,-4.71896,0.229891,1.69505,0.200657,0.745599
266,473.771,1,20.3701,24.5838,14.0704,1.32948,0.0577879,-0.399949,-4.04137,0.232593,1.87518,0.221368,0.740354
267,475.199,1,20.292,24.871,14.9764,1.407,0.0546877,-0.398764,-3.82635,0.230803,1.8962,0.209981,0.762014
268,468.254,1,20.3552,25.4096,15.6798,1.43454,0.0536374,-0.403585,-4.91931,0.221253,1.62639,0.194803,0.7867
269,477.841,1,20.0594,25.373,16.2233,1.43462,0.0579598,-0.38996,-5.31197,0.21904,1.64655,0.216121,0.828797
270,467.778,1,20.8602,25.2998,13.9438,1.38993,0.0554813,-0.428363,-4.82541,0.220019,1.51127,0.191335,0.867757
271,468.462,1,20.8922,25.3208,13.5259,1.4809,0.0538621,-0.421414,-3.89355,0.223388,1.52973,0.185928,0.786185
272,477.386,1,20.9121,25.1624,12.6206,1.53835,0.0534154,-0.419033,-3.66026,0.220952,1.45908,0.238289,0.779362
273,480.146,1,20.9219,25.0313,12.4056,1.56254,0.0527321,-0.422816,-3.59056,0.230585,1.40379,0.253428,0.771806
274,479.194,1,20.6049,24.5162,13.5222,1.49213,0.0571027,-0.415618,-3.58648,0.225675,1.45241,0.233754,0.766295
275,481.98,1,20.4027,24.7772,13.2481,1.48006,0.0557317,-0.40999,-2.14159,0.217501,1.57292,0.252771,0.819163
276,480.677,1,20.4367,24.3132,12.4356,1.48009,0.0582243,-0.401254,-1.85896,0.219474,1.35644,0.250699,0.84266
277,479.017,1,20.2989,23.4513,13.2888,1.48006,0.0563318,-0.39365,-2.28634,0.229767,1.30986,0.250467,0.831172
278,471.871,1,20.4762,23.7335,12.8462,1.44312,0.0583714,-0.408089,-3.22812,0.2292,1.30047,0.219347,0.740264
279,472.856,1,20.5953,24.3557,13.0326,1.40652,0.0605618,-0.408131,-2.99548,0.234564,1.27958,0.210728,0.797127
280,467.413,1,20.2123,24.2391,13.8104,1.36295,0.0593327,-0.388312,-2.84037,0.2285,1.28285,0.216783,0.780456
281,466.051,1,21.0019,23.7876,13.6697,1.44114,0.054212,-0.420057,-3.23526,0.224556,1.32739,0.216658,0.775313
282,461.097,1,20.9194,23.678,13.5311,1.40947,0.052929,-0.426708,-2.70449,0.229006,1.28795,0.220398,0.73654
283,452.376,1,20.5788,23.195,14.2768,1.34494,0.0534656,-0.413124,-2.99443,0.218202,1.23337,0.195168,0.77783
284,456.149,1,20.6412,23.1909,13.2666,1.40848,0.052348,-0.402258,-2.91274,0.225101,1.37588,0.188505,0.725807
285,463.038,1,19.7377,22.9212,14.1229,1.41913,0.0550744,-0.370912,-3.04427,0.223768,1.39476,0.191869,0.757625
286,462.436,1,19.7172,22.9157,15.5428,1.39179,0.0578604,-0.382227,-3.60267,0.222761,1.43955,0.178625,0.70691
287,469.979,1,19.962,23.2307,14.4161,1.49423,0.0556978,-0.376472,-3.6857,0.233044,1.43965,0.187489,0.73953
288,462.377,1,20.3932,22.8969,15.0074,1.45623,0.0508505,-0.403924,-3.70592,0.230328,1.35189,0.19847,0.785975
289,461.68,1,19.958,22.9356,15.4573,1.45617,0.0492681,-0.386858,-3.2186,0.227635,1.36182,0.211952,0.81331
290,462.099,1,20.714,23.6266,16.3382,1.41984,0.0516851,-0.42024,-3.44899,0.229136,1.33572,0.202859,0.816876
291,455.823,1,20.4485,23.6479,15.4917,1.41986,0.0515539,-0.41072,-2.96917,0.221184,1.18873,0.196786,0.790186
292,447.757,1,20.4367,23.7227,15.2455,1.36049,0.0532787,-0.406297,-3.17399,0.216733,1.03683,0.19304,0.791331
293,457.29,1,20.6481,23.5161,15.1415,1.40278,0.0539709,-0.418908,-3.52994,0.22146,1.0833,0.21489,0.781605
294,448.809,1,20.0306,23.8203,14.3095,1.26861,0.0559016,-0.390548,-3.91525,0.208236,1.07237,0.212319,0.823613
295,463.552,1,20.2388,23.5697,14.9631,1.35584,0.0543795,-0.394203,-4.55534,0.224902,1.14762,0.236589,0.910537
296,459.02,1,20.2298,24.5747,14.3204,1.28027,0.0562099,-0.396806,-3.52145,0.228931,1.10248,0.235848,0.882703
297,455.169,1,19.8895,24.7286,12.8119,1.4459,0.0469999,-0.383928,-2.51459,0.216021,1.08637,0.226862,0.877894
298,457.441,1,21.2525,24.5814,12.8165,1.47454,0.0481851,-0.43489,-2.51844,0.22331,1.08299,0.22431,0.837777
299,464.174,1,20.4866,24.5967,12.9257,1.44469,0.0534088,-0.405164,-3.54991,0.221447,1.14169,0.226103,0.842035
300,460.532,1,21.0646,24.5013,13.0269,1.36138,0.0544458,-0.425479,-4.19412,0.219452,1.13363,0.225166,0.893857
301,453.088,1,20.92,24.7212,12.1919,1.43822,0.0471729,-0.42125,-3.71835,0.220266,1.08696,0.209695,0.899244
302,455.17,1,20.1734,24.6531,12.4447,1.35246,0.0498237,-0.388578,-4.65616,0.230913,1.23459,0.222144,0.8331
303,462.955,1,20.5565,24.6616,11.9793,1.38947,0.0537266,-0.410222,-4.32829,0.224754,1.22502,0.222856,0.835166
304,464.972,1,20.4193,24.9692,11.9648,1.42873,0.048886,-0.410423,-4.12387,0.224747,1.21027,0.213933,1.05053
305,468.153,1,19.9674,25.411,13.3656,1.36323,0.0549767,-0.382743,-4.29089,0.216481,1.36518,0.207868,1.00256
306,465.243,1,20.2097,25.3679,13.7444,1.37554,0.0506604,-0.402409,-3.27899,0.21542,1.35164,0.217964,1.04254
307,463.959,1,20.4322,25.1491,12.9232,1.37548,0.0492669,-0.406891,-4.02024,0.223933,1.40838,0.224465,0.995064
308,472.225,1,20.354,25.3034,13.4328,1.42703,0.0517211,-0.399911,-4.44093,0.225283,1.28685,0.243245,1.0048
309,477.414,1,20.4829,25.5192,13.208,1.46341,0.0520423,-0.415571,-6.65446,0.231422,1.22319,0.263229,0.998211
310,470.052,1,20.6251,25.0562,11.9478,1.32086,0.0571523,-0.412796,-6.77083,0.222812,1.17512,0.275403,0.915762
311,465.757,1,20.4989,24.9546,12.0367,1.29127,0.0571523,-0.40348,-6.28882,0.221348,1.17918,0.274853,0.857987
312,472.707,1,20.7412,25.2215,10.8604,1.3205,0.0561225,-0.411456,-6.72336,0.227572,1.24955,0.291765,0.917685
313,488.87,1,19.7514,25.2995,10.1811,1.45753,0.0567219,-0.370478,-7.00208,0.238993,1.3335,0.305099,0.916588
314,474.278,1,20.4978,25.3038,9.86127,1.3898,0.0527174,-0.396077,-7.73065,0.24009,1.2061,0.291012,0.947059
315,464.066,1,20.3829,25.9878,10.3788,1.30235,0.054648,-0.400822,-8.06703,0.224639,1.20286,0.257422,0.918129
316,466.88,1,20.9499,25.8482,9.70464,1.35051,0.0548602,-0.419349,-8.37464,0.229577,1.15792,0.263771,0.887345
317,471.639,1,20.7242,26.4561,9.80304,1.50321,0.0501502,-0.410557,-8.08601,0.233528,1.12799,0.274641,0.860673
318,468.226,1,20.9145,26.4147,9.76642,1.46612,0.0502203,-0.418038,-7.31227,0.238788,1.09612,0.28382,0.812659
319,470.268,1,20.5447,26.2441,10.2946,1.42112,0.0525003,-0.409015,-7.80256,0.212406,1.1434,0.277255,0.96021
320,468.958,1,20.5963,25.9971,10.3677,1.49199,0.0490773,-0.405723,-6.57989,0.220521,1.22971,0.270029,0.834873
321,470.378,1,20.5277,26.0963,11.1462,1.44341,0.0526259,-0.402077,-6.25077,0.234017,1.1555,0.274472,0.825695
322,471.003,1,20.3988,25.585,9.82167,1.47814,0.0560313,-0.407022,-6.13401,0.231725,0.960473,0.274793,0.785383
323,469.306,1,20.7507,25.1914,10.0875,1.50055,0.0559772,-0.417382,-5.60581,0.226192,0.9264,0.252304,0.828429
324,467.065,1,20.3687,25.0242,10.3291,1.38309,0.0589466,-0.404784,-4.9791,0.223914,0.992704,0.249399,0.835355
325,470.061,1,20.0347,25.482,10.3271,1.34963,0.0618997,-0.395568,-5.64991,0.219585,1.00975,0.249034,0.868351
326,460.743,1,20.6897,25.2199,10.686,1.39402,0.0567462,-0.412815,-5.15679,0.219149,0.929334,0.235776,0.865998
327,454.996,1,20.6035,24.6139,10.0339,1.41891,0.0501199,-0.414938,-5.23841,0.22534,0.945857,0.234776,0.85588
328,465.908,1,20.0785,24.5201,10.6495,1.41905,0.055822,-0.378924,-4.65361,0.231904,0.981458,0.262986,0.823449
329,469.447,1,20.6024,24.6071,11.1932,1.51511,0.0562083,-0.408732,-4.05767,0.228556,0.942722,0.243093,0.811541
330,461.294,1,21.3362,24.4958,12.0463,1.41257,0.0542129,-0.433995,-4.36959,0.227073,0.987305,0.252081,0.803907
331,471.122,1,20.7522,24.721,12.8215,1.37872,0.0593753,-0.411702,-4.37295,0.217224,1.06187,0.251176,0.930226
332,466.286,1,20.714,24.4386,11.8252,1.43462,0.0521795,-0.410591,-4.62535,0.23366,1.04516,0.2415,0.935645
333,460.953,1,21.0309,24.4817,13.5124,1.38535,0.0511315,-0.423574,-4.76832,0.233756,1.08185,0.242041,0.903525
334,460.209,1,20.3193,24.4181,12.5923,1.51079,0.0452292,-0.397216,-3.73011,0.224719,1.01612,0.256276,0.887678
335,460.892,1,19.4946,24.6489,12.0298,1.55319,0.0441261,-0.366537,-3.01583,0.21974,1.11103,0.247793,0.821398
336,459.353,1,20.6654,24.4973,10.8452,1.52602,0.0420598,-0.415816,-2.01176,0.225015,1.03992,0.257427,0.922804
337,467.102,1,20.9655,24.3072,11.9372,1.45168,0.0486555,-0.434576,-2.64081,0.221292,1.18131,0.244899,0.982837
338,466.195,1,20.6827,24.7724,11.9831,1.45178,0.0525443,-0.422086,-3.07401,0.21463,1.03184,0.251788,0.9309
339,465.951,1,20.4484,24.6752,12.285,1.53913,0.0503714,-0.414581,-2.79732,0.20237,0.961198,0.241576,0.974255
340,465.307,1,20.064,24.801,13.3833,1.47187,0.0514957,-0.395867,-2.83766,0.220518,0.907921,0.259145,0.968261
341,469.139,1,20.343,25.3028,11.7173,1.47195,0.0533634,-0.400677,-3.70871,0.216235,0.973088,0.248112,0.977656
342,459.366,1,20.6842,25.846,12.4981,1.39722,0.0525858,-0.415047,-4.15223,0.222198,0.899978,0.254669,0.937596
343,458.041,1,20.72,25.4095,12.7563,1.31468,0.0558316,-0.413112,-3.77776,0.221773,0.893688,0.250695,0.968343
344,463.376,1,20.8512,24.8949,13.159,1.35717,0.0592363,-0.418437,-4.26784,0.227787,0.925471,0.236075,0.884339
345,465.628,1,20.7941,24.3282,13.1038,1.4427,0.0577432,-0.418364,-3.58979,0.21549,0.963703,0.24133,0.824678
346,459.775,1,20.5268,24.8239,12.5604,1.46724,0.0500696,-0.409805,-3.13931,0.220875,1.01456,0.241476,0.841246
347,462.803,1,20.1984,24.6923,12.6908,1.4673,0.0517105,-0.392841,-2.93753,0.22204,1.06349,0.243608,0.806431
348,462.392,1,20.8014,25.2713,12.2915,1.48891,0.0525951,-0.41395,-2.65746,0.224784,0.971959,0.237959,0.811495
349,462.219,1,20.6249,25.2167,11.7471,1.5681,0.0460474,-0.415391,-2.86235,0.224431,1.00155,0.257087,0.7905
350,462.88,1,20.7772,25.5403,11.0144,1.51454,0.0489244,-0.419149,-2.8175,0.219084,1.01525,0.259948,0.815442
351,455.118,1,20.7074,25.5079,11.8048,1.4335,0.0483262,-0.414126,-3.27979,0.211915,0.949078,0.288181,0.805469
352,454.694,1,20.3626,25.9439,10.8353,1.46473,0.045955,-0.399741,-3.04139,0.222818,0.967489,0.264007,0.822605
353,455.274,1,20.9094,26.0052,10.748,1.40956,0.0480772,-0.422713,-3.18748,0.222081,0.975923,0.253508,0.9028
354,459.082,1,20.8822,25.7538,10.8821,1.4096,0.0510659,-0.414956,-3.66142,0.229601,1.04657,0.248458,0.834902
355,471.235,1,20.9609,25.9219,11.0546,1.47394,0.0544503,-0.425104,-3.06808,0.2218,1.09201,0.250398,0.883998
356,469.963,1,20.1359,26.1505,10.337,1.44686,0.0553688,-0.386352,-3.47919,0.209696,1.00385,0.250495,1.00833
357,471.517,1,20.244,25.9166,10.7095,1.4696,0.0521629,-0.394274,-3.15756,0.214394,1.08287,0.242602,1.06806
358,470.755,1,20.8033,26.3697,10.2174,1.46965,0.0553021,-0.420202,-3.03664,0.214234,1.05931,0.225785,1.03394
359,472.947,1,20.6269,26.2694,9.06353,1.46965,0.0538449,-0.408711,-3.85559,0.224076,1.11046,0.215381,1.06837
360,482.975,1,20.7501,26.3858,9.42528,1.36717,0.0618448,-0.421017,-3.1071,0.227828,1.18053,0.233954,1.11639
361,472.548,1,20.6427,26.1911,9.90612,1.3284,0.0617468,-0.414496,-4.27402,0.224007,1.04508,0.245548,0.975263
362,471.066,1,20.5736,26.5532,10.0452,1.3572,0.05846,-0.401791,-4.7277,0.224702,1.03687,0.255008,1.00046
363,471.25,1,20.5662,26.1596,11.5345,1.2946,0.0595007,-0.408536,-5.23199,0.222365,1.08864,0.244876,1.09369
364,458.837,1,20.4654,25.5514,11.1046,1.29456,0.0573079,-0.402975,-5.06582,0.21879,0.945431,0.235178,0.996577
365,463.638,1,20.4945,25.2304,10.1133,1.29456,0.058909,-0.409814,-6.18405,0.223857,0.967848,0.242978,0.999027
366,464.642,1,21.1611,25.7845,9.42012,1.24708,0.0613571,-0.43446,-7.13361,0.233657,1.01504,0.24088,0.923855
367,460.634,1,20.5864,26.3371,10.6786,1.20708,0.0630835,-0.415363,-7.012,0.223256,0.89701,0.241783,0.969482
368,459.463,1,20.699,26.1407,9.57366,1.25152,0.060798,-0.40876,-6.47696,0.225545,0.885793,0.235333,0.994316
369,458.967,1,20.049,25.9539,10.4386,1.22649,0.0608531,-0.384301,-5.55288,0.22174,0.956572,0.218154,1.03274
370,467.837,1,20.3609,25.7973,11.1004,1.31676,0.0606108,-0.391335,-6.74115,0.232882,0.951014,0.222712,1.07235
371,471.3,1,20.0119,25.029,11.1113,1.41067,0.0602759,-0.380293,-5.86714,0.227804,0.916087,0.21591,1.05905
372,474.453,1,20.145,25.2858,10.667,1.41069,0.0611925,-0.377882,-5.52192,0.232473,1.01746,0.216242,1.018
373,478.83,1,21.4975,25.6485,9.38652,1.4622,0.0593496,-0.438894,-5.67558,0.222011,1.25639,0.209979,0.997443
374,477.528,1,20.5787,25.2821,9.51186,1.46212,0.0571516,-0.403735,-5.90401,0.227599,1.25571,0.215123,1.03057
375,478.871,1,21.2928,25.5287,9.73776,1.37921,0.0608574,-0.444295,-6.1359,0.215174,1.11435,0.228704,1.1731
376,476.494,1,20.2007,25.5541,10.3932,1.35732,0.06155,-0.396743,-5.98275,0.22463,1.17193,0.201475,1.13974
377,475.666,1,19.9745,25.2685,9.92384,1.43894,0.057827,-0.376286,-5.8514,0.218469,1.17274,0.214166,1.07348
378,472.891,1,20.3264,25.2158,11.1335,1.30854,0.061122,-0.401143,-5.8852,0.228076,1.19367,0.210117,1.0833
379,474.907,1,20.6444,25.1089,9.37907,1.41473,0.0570537,-0.403967,-7.55573,0.228102,1.28517,0.20697,1.03542
380,475.774,1,21.2278,25.2556,11.2562,1.47905,0.0559377,-0.431867,-7.46526,0.227491,1.28259,0.226041,0.879354
381,474.182,1,20.3726,25.5748,10.2963,1.51329,0.0552282,-0.398292,-6.61686,0.229217,1.22995,0.208566,0.880184
382,484.103,1,20.2905,25.7471,10.3874,1.52645,0.0602276,-0.396014,-6.84559,0.219239,1.32721,0.201326,0.957494
383,479.327,1,20.4222,25.7459,10.7512,1.52641,0.0578367,-0.407357,-5.92864,0.223711,1.26116,0.199218,0.95292
384,484.532,1,20.2326,25.9998,9.713,1.48293,0.0625507,-0.398608,-6.92386,0.231742,1.17653,0.204686,0.997441
385,480.679,1,20.2125,25.9282,9.09311,1.34963,0.0653945,-0.398157,-9.19653,0.22977,1.26437,0.195689,1.02578
386,478.392,1,20.2931,26.5743,9.47908,1.3271,0.0652808,-0.407501,-9.80822,0.21543,1.37926,0.205948,0.942895
387,477.695,1,20.4193,26.0397,8.06037,1.30247,0.0651048,-0.401862,-8.85043,0.220253,1.37202,0.201162,0.997604
388,484.793,1,20.5306,24.644,9.80839,1.30257,0.0702952,-0.403399,-10.3898,0.229141,1.35711,0.218636,0.928203
389,484.978,1,20.9524,24.8689,10.0253,1.33056,0.0685709,-0.430487,-9.1932,0.226146,1.23707,0.2427,0.905086
390,476.257,1,20.9923,24.6263,10.6546,1.29341,0.0654977,-0.431747,-8.29974,0.218411,1.22205,0.234798,0.922447
391,477.112,1,20.9942,25.0011,11.3606,1.34297,0.0618274,-0.430102,-7.60902,0.217104,1.20197,0.234039,1.03758
392,461.778,1,20.06,25.3415,12.1961,1.3086,0.0569684,-0.391765,-7.04608,0.227802,1.16335,0.219007,0.87418
393,470.557,1,20.4488,25.4995,12.5039,1.34898,0.0588359,-0.404136,-7.23058,0.232585,1.18322,0.228688,0.914106
394,469.875,1,20.6176,25.0239,11.3594,1.30677,0.0609464,-0.401217,-7.54782,0.218505,1.2452,0.228713,0.922676
395,471.568,1,21.1193,25.6287,10.3579,1.3068,0.0636051,-0.420808,-8.59957,0.235239,1.23083,0.204759,0.928783
396,472.422,1,20.5396,26.1958,10.219,1.27156,0.0657558,-0.402854,-8.99384,0.226657,1.32185,0.220689,0.817297
397,472.269,1,21.0663,25.918,9.54365,1.30438,0.0647256,-0.42863,-8.97553,0.219865,1.22256,0.24354,0.787009
398,462.717,1,20.3555,26.2738,9.40483,1.30434,0.063773,-0.401549,-7.7951,0.223227,1.00909,0.232306,0.755724
399,464.087,1,20.7292,26.1967,9.56069,1.35731,0.0629785,-0.413872,-6.62797,0.228282,0.9271,0.2359,0.7506
400,472.082,1,21.3179,25.8474,10.8792,1.39877,0.0643077,-0.434596,-7.01795,0.229006,0.965865,0.233174,0.825154
401,465.018,1,20.7015,25.8227,12.0402,1.34186,0.0619722,-0.420083,-5.75039,0.216781,0.951611,0.243758,0.832682
402,467.673,1,20.544,25.4178,11.8913,1.32071,0.0636765,-0.417104,-6.01507,0.225719,0.984318,0.260382,0.746999
403,455.625,1,20.6593,25.0352,11.9486,1.17051,0.0649379,-0.409267,-6.12007,0.219457,1.02275,0.256537,0.699518
404,461.933,1,20.4473,25.3883,10.5457,1.27126,0.0627945,-0.411543,-5.95669,0.219244,0.947252,0.250378,0.803197
405,463.535,1,20.3373,25.4032,10.3865,1.24349,0.0656345,-0.401713,-5.51024,0.220164,0.93842,0.251627,0.805134
406,465.458,1,20.6774,24.6781,12.7828,1.26232,0.0667673,-0.405978,-5.11956,0.223655,0.992893,0.228614,0.827734
407,464.007,1,20.4936,24.5036,13.0922,1.26222,0.0615767,-0.415485,-5.77433,0.221707,1.10913,0.231879,0.823818
408,464.239,1,20.2259,24.5914,13.5092,1.26972,0.0630989,-0.397803,-6.24998,0.223033,1.066,0.21577,0.895272
409,464.395,1,20.2776,25.1303,12.7212,1.2789,0.0566825,-0.396802,-5.26801,0.228197,1.21204,0.223743,0.990041
410,465.567,1,20.7895,25.6239,11.1721,1.40396,0.052473,-0.418875,-4.31826,0.224971,1.13182,0.21902,1.03068
411,454.975,1,20.3351,25.5328,11.183,1.3796,0.0473778,-0.395289,-3.63805,0.22169,1.05326,0.222127,1.07375
412,457.879,1,20.2445,25.171,12.258,1.41866,0.0461653,-0.390725,-3.66439,0.22521,1.08187,0.216862,1.10794
413,460.898,1,20.5548,24.9405,11.7926,1.2663,0.0554037,-0.407081,-4.07023,0.224613,1.05295,0.224278,1.14518
414,466.045,1,20.3399,25.1689,11.3479,1.32569,0.0556973,-0.398835,-3.87985,0.214524,1.18943,0.218601,1.09524
415,466.011,1,20.158,24.9105,11.4478,1.3257,0.0562657,-0.39027,-3.94243,0.219196,1.16917,0.201035,1.15468
416,459.876,1,20.8679,24.8418,11.6008,1.32573,0.0565191,-0.41792,-3.80994,0.220535,0.961297,0.21155,1.04951
417,470.039,1,20.5051,24.0057,10.8351,1.37834,0.0601989,-0.403852,-4.19263,0.226137,1.01752,0.211459,1.01399
418,476.516,1,20.0047,24.4281,10.5142,1.46635,0.0588521,-0.388925,-4.95812,0.227119,0.99632,0.239123,0.966952
419,475.818,1,20.8192,24.0644,10.681,1.46629,0.0567508,-0.429664,-4.93615,0.217106,1.04443,0.247031,1.01439
420,474.772,1,20.6185,24.711,11.3635,1.51056,0.0572121,-0.410784,-4.38162,0.222834,0.959154,0.248061,0.918022
421,472.14,1,20.2319,24.9772,10.7307,1.43319,0.0608354,-0.390233,-4.01941,0.21712,0.915157,0.233763,0.988697
