iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
860,445.696,2,22.3481,24.4897,12.4581,1.5106,0.0412503,1.05934,-0.484203,0.189475,0.913278,0.264197,0.931401
861,444.204,2,22.3576,24.4972,12.4335,1.5129,0.0412476,1.06237,-0.484968,0.189376,0.905432,0.263383,0.929178
862,445.775,2,22.3612,24.5223,12.4507,1.5129,0.0411731,1.06563,-0.485151,0.188901,0.906382,0.263601,0.92959
863,446.505,2,22.3854,24.5518,12.4748,1.51289,0.0410884,1.06532,-0.486256,0.188787,0.904624,0.263221,0.933645
864,453.757,2,22.3718,24.5612,12.5512,1.51534,0.0411237,1.06732,-0.485849,0.188766,0.900779,0.263375,0.938071
865,450.135,2,22.379,24.5674,12.5583,1.50891,0.0412889,1.07101,-0.48615,0.189221,0.899795,0.26493,0.941465
866,446.4,2,22.3855,24.6025,12.5832,1.50655,0.0413705,1.07127,-0.486666,0.189211,0.896124,0.266546,0.937942
867,448.724,2,22.3825,24.6402,12.5928,1.5092,0.0412398,1.07006,-0.486771,0.188965,0.896588,0.268801,0.930062
868,464.83,2,22.4086,24.6647,12.557,1.51005,0.0414972,1.07544,-0.488026,0.188473,0.899059,0.269998,0.935786
869,460.553,2,22.4016,24.693,12.5731,1.50819,0.0417366,1.07891,-0.487879,0.188317,0.900911,0.271399,0.939551
870,461.055,2,22.4081,24.7058,12.5176,1.5071,0.0419898,1.0805,-0.488119,0.188241,0.903239,0.272512,0.940782
871,457.194,2,22.3917,24.7168,12.5132,1.50857,0.0421277,1.07934,-0.487372,0.18821,0.899569,0.273408,0.94159
872,455.869,2,22.3939,24.7156,12.5028,1.50931,0.0422246,1.08179,-0.487151,0.188219,0.898431,0.273856,0.942594
873,458.128,2,22.3762,24.7192,12.4824,1.51453,0.0421133,1.07996,-0.486014,0.188169,0.898504,0.273958,0.944436
874,456.289,2,22.3852,24.7005,12.4469,1.51835,0.0419648,1.08041,-0.486672,0.187933,0.901031,0.274074,0.94622
875,451.569,2,22.3859,24.6884,12.3995,1.52474,0.0417023,1.07955,-0.486891,0.187452,0.89677,0.273756,0.94869
876,459.436,2,22.3767,24.6688,12.4046,1.53362,0.0414171,1.07677,-0.48659,0.187505,0.896477,0.273409,0.949297
877,456.378,2,22.367,24.6703,12.3798,1.53788,0.0413006,1.07419,-0.485965,0.187506,0.897588,0.272879,0.950799
878,454.861,2,22.363,24.6754,12.3818,1.53788,0.0414291,1.07405,-0.485506,0.187215,0.900316,0.272804,0.949085
879,452.188,2,22.3534,24.703,12.3979,1.53788,0.0414346,1.07253,-0.485068,0.187134,0.900816,0.273057,0.947627
880,460.935,2,22.3401,24.7246,12.3925,1.53789,0.0416861,1.06692,-0.484491,0.186877,0.897318,0.274374,0.949666
881,450.734,2,22.3374,24.718,12.4057,1.53789,0.0416459,1.06409,-0.484281,0.187196,0.899285,0.274032,0.947155
882,435.606,2,22.3276,24.7176,12.4688,1.53939,0.0412388,1.06191,-0.483804,0.186958,0.896382,0.273223,0.944624
883,457.183,2,22.3079,24.7321,12.5148,1.54605,0.0409348,1.06108,-0.483152,0.186824,0.89615,0.273364,0.947204
884,459.176,2,22.297,24.7604,12.497,1.54709,0.0409378,1.06123,-0.482666,0.186891,0.896779,0.27332,0.953252
885,468.211,2,22.2772,24.7757,12.4772,1.55456,0.0408447,1.06212,-0.481725,0.187057,0.897391,0.27364,0.955652
886,454.004,2,22.3028,24.7731,12.4398,1.55455,0.0408756,1.0633,-0.482406,0.187439,0.898932,0.273979,0.952405
887,456.548,2,22.3136,24.7919,12.4367,1.55456,0.0411087,1.06188,-0.482818,0.187532,0.895663,0.273614,0.950881
888,447.719,2,22.3208,24.8,12.4365,1.55456,0.041067,1.06227,-0.48305,0.188099,0.892324,0.273421,0.948467
889,447.494,2,22.3251,24.791,12.3964,1.55601,0.0410292,1.05908,-0.483244,0.188117,0.889605,0.273395,0.942834
890,441.084,2,22.3347,24.8007,12.3762,1.55466,0.0409928,1.05799,-0.48365,0.188117,0.88663,0.272839,0.938904
891,443.429,2,22.3226,24.7907,12.3821,1.55161,0.0411528,1.05511,-0.483311,0.188184,0.88312,0.272008,0.934687
892,448.854,2,22.3192,24.7958,12.3968,1.54863,0.0413613,1.05448,-0.483314,0.187965,0.883186,0.271864,0.930505
893,455.298,2,22.3254,24.7586,12.416,1.54863,0.041565,1.05387,-0.48369,0.187861,0.885132,0.271592,0.926442
894,464.149,2,22.3174,24.7157,12.4708,1.55225,0.0417828,1.05364,-0.483768,0.187841,0.883921,0.271614,0.922567
895,452.589,2,22.3133,24.7057,12.5035,1.55527,0.0416658,1.0551,-0.483483,0.187632,0.885556,0.271745,0.919541
896,449.809,2,22.3087,24.6791,12.5145,1.55635,0.0416971,1.05214,-0.483387,0.187348,0.884497,0.271527,0.916048
897,456.805,2,22.3011,24.6402,12.522,1.55563,0.0419425,1.04691,-0.483079,0.187118,0.884422,0.271303,0.913754
898,447.836,2,22.3076,24.6331,12.5178,1.55308,0.0418882,1.04648,-0.483288,0.187193,0.886648,0.271238,0.914757
899,454.97,2,22.2932,24.606,12.5092,1.55393,0.0419221,1.04076,-0.482866,0.18712,0.888326,0.270444,0.91581
900,452.3,2,22.2817,24.5771,12.5192,1.55553,0.0418623,1.03994,-0.482471,0.187034,0.890062,0.269714,0.915763
901,453.056,2,22.2873,24.557,12.5135,1.55268,0.041972,1.03917,-0.482747,0.187007,0.893136,0.269027,0.917983
902,446.039,2,22.2773,24.5492,12.4777,1.55286,0.04182,1.03802,-0.482344,0.18683,0.893514,0.268537,0.919315
903,451.391,2,22.2618,24.528,12.5082,1.55286,0.0417989,1.03855,-0.481827,0.186998,0.892387,0.268449,0.919665
904,449.022,2,22.2411,24.5014,12.5,1.55356,0.0416231,1.03712,-0.48116,0.187041,0.894641,0.268751,0.918086
905,457.007,2,22.2445,24.4672,12.5038,1.55271,0.0417536,1.04055,-0.481475,0.186951,0.894729,0.268778,0.91969
906,452.597,2,22.2332,24.4356,12.5153,1.55122,0.0418292,1.04294,-0.481078,0.187069,0.896049,0.268394,0.91979
907,455.639,2,22.246,24.447,12.5591,1.55019,0.0418263,1.04365,-0.481539,0.18738,0.8994,0.26857,0.92043
908,462.324,2,22.2622,24.4373,12.595,1.55109,0.0419506,1.04374,-0.48213,0.18757,0.90111,0.268633,0.920216
909,458.25,2,22.2355,24.4097,12.6359,1.55296,0.0420292,1.04469,-0.48103,0.187303,0.903777,0.268202,0.918318
910,457.499,2,22.2273,24.4025,12.6316,1.55532,0.0419487,1.04763,-0.480701,0.187607,0.907324,0.267821,0.916826
911,472.299,2,22.2142,24.3768,12.5828,1.55772,0.0421517,1.04677,-0.480312,0.187608,0.90993,0.267732,0.918009
912,460.805,2,22.2059,24.3642,12.5274,1.55772,0.0422484,1.04805,-0.479807,0.187644,0.912182,0.268024,0.918208
913,464.196,2,22.2179,24.3543,12.5299,1.55725,0.0425246,1.04749,-0.480141,0.187593,0.911149,0.268363,0.917046
914,465.97,2,22.2179,24.3593,12.5095,1.56225,0.0424807,1.04442,-0.480296,0.187291,0.913657,0.268747,0.915357
915,464.625,2,22.2269,24.3672,12.4638,1.56301,0.0425719,1.04398,-0.480664,0.187694,0.913301,0.269283,0.915497
916,453.767,2,22.2249,24.3646,12.4497,1.56301,0.0425433,1.0431,-0.480741,0.18765,0.911979,0.270274,0.914338
917,455.064,2,22.235,24.3695,12.4725,1.56114,0.0426551,1.04037,-0.481055,0.187648,0.913188,0.270772,0.911615
918,455.459,2,22.2438,24.3641,12.507,1.5608,0.0425635,1.04083,-0.481421,0.187594,0.917985,0.271636,0.909571
919,463.906,2,22.2458,24.3689,12.534,1.56103,0.042678,1.04159,-0.481475,0.187553,0.92052,0.272254,0.907858
920,457.296,2,22.2516,24.3792,12.5075,1.56267,0.0426496,1.04351,-0.481685,0.187586,0.917349,0.27261,0.909001
921,458.262,2,22.2418,24.3885,12.4865,1.56175,0.0428273,1.04375,-0.481461,0.187343,0.915664,0.272277,0.91002
922,452.646,2,22.2466,24.3988,12.4627,1.55981,0.0427661,1.04567,-0.481642,0.187233,0.919337,0.27198,0.912754
923,447.163,2,22.2435,24.4064,12.4438,1.55998,0.0426015,1.04559,-0.481615,0.186995,0.919678,0.271705,0.913852
924,456.836,2,22.2317,24.4258,12.4582,1.56204,0.0425879,1.04391,-0.481218,0.187036,0.918513,0.27137,0.913454
925,453.479,2,22.2318,24.4385,12.4447,1.56519,0.0424056,1.04258,-0.481065,0.187135,0.917513,0.27094,0.913666
926,445.28,2,22.2199,24.4513,12.4315,1.56602,0.0422571,1.04235,-0.480506,0.186869,0.915425,0.271344,0.911819
927,454.679,2,22.2191,24.4745,12.4131,1.56603,0.0422987,1.04253,-0.48035,0.186757,0.91116,0.271753,0.914006
928,445.939,2,22.2247,24.4833,12.4031,1.5638,0.0422557,1.04281,-0.480509,0.186756,0.91057,0.27222,0.9131
929,452.69,2,22.2207,24.4777,12.3924,1.5638,0.0422046,1.04401,-0.480099,0.186672,0.910417,0.273282,0.911763
930,454.277,2,22.2246,24.4795,12.3895,1.56518,0.0421374,1.04239,-0.480094,0.186809,0.909803,0.273888,0.90937
931,453.898,2,22.2269,24.475,12.3797,1.56681,0.0420608,1.0418,-0.480356,0.186772,0.907704,0.274385,0.908851
932,458.122,2,22.2495,24.4789,12.3766,1.56863,0.0419445,1.04337,-0.481092,0.186707,0.906257,0.275317,0.91095
933,464.876,2,22.2838,24.4883,12.3454,1.56966,0.0419127,1.04387,-0.482448,0.186972,0.907599,0.275708,0.914045
934,458.243,2,22.2908,24.4954,12.3139,1.56893,0.0419559,1.0417,-0.482608,0.18705,0.90765,0.276322,0.914361
935,450.143,2,22.2954,24.4919,12.3034,1.56552,0.0419756,1.04194,-0.482826,0.186939,0.909382,0.277016,0.914301
936,455.372,2,22.2961,24.4887,12.2713,1.56552,0.0419468,1.04254,-0.482914,0.18697,0.911715,0.277118,0.914251
937,456.07,2,22.2811,24.4902,12.256,1.56363,0.042042,1.04008,-0.482427,0.186899,0.910701,0.277756,0.91479
938,457.628,2,22.2784,24.4851,12.271,1.56364,0.0421111,1.04117,-0.482382,0.186813,0.911644,0.277981,0.913032
939,462.869,2,22.2618,24.4929,12.2886,1.56536,0.0421314,1.04228,-0.481817,0.18677,0.910735,0.278735,0.912832
940,453.155,2,22.2636,24.4871,12.3069,1.56374,0.0420712,1.04223,-0.4819,0.186923,0.911433,0.279579,0.913744
941,458.433,2,22.254,24.4817,12.3409,1.56402,0.0420319,1.04255,-0.481485,0.186804,0.91269,0.280538,0.913659
942,462.582,2,22.2423,24.4753,12.354,1.5646,0.0420531,1.04102,-0.481022,0.186848,0.914345,0.28112,0.912969
943,449.659,2,22.2374,24.4672,12.3733,1.56372,0.0420085,1.04225,-0.480989,0.186725,0.912375,0.28189,0.91295
944,456.01,2,22.2564,24.4746,12.4221,1.5648,0.0419767,1.04433,-0.481763,0.186554,0.912541,0.281918,0.913035
945,444.031,2,22.2469,24.4763,12.4688,1.56339,0.0419571,1.04338,-0.481577,0.186251,0.909953,0.2818,0.913952
946,450.046,2,22.2509,24.489,12.4842,1.56211,0.0419092,1.04341,-0.481632,0.18633,0.910557,0.28264,0.912149
947,452.292,2,22.2578,24.4854,12.4845,1.56114,0.0418774,1.04289,-0.481825,0.186539,0.909253,0.283367,0.912243
948,453.616,2,22.2567,24.4851,12.4794,1.56114,0.04191,1.04259,-0.481638,0.186711,0.907091,0.283944,0.910444
949,451.983,2,22.2622,24.4768,12.4622,1.55943,0.0419457,1.04153,-0.481762,0.186649,0.905886,0.285125,0.909032
950,447.493,2,22.2736,24.4936,12.4515,1.55729,0.0419634,1.04247,-0.48212,0.18652,0.903992,0.285795,0.9092
951,447.98,2,22.2779,24.5111,12.4487,1.55729,0.0418934,1.04302,-0.482344,0.186299,0.901863,0.286471,0.909308
952,464.815,2,22.2698,24.5342,12.4245,1.55729,0.0420139,1.04423,-0.482183,0.18592,0.900148,0.286893,0.913989
953,461.584,2,22.2681,24.5511,12.4208,1.55472,0.0421177,1.04495,-0.482182,0.18568,0.901186,0.28745,0.918299
954,458.11,2,22.2665,24.5519,12.423,1.5537,0.0421211,1.04518,-0.482066,0.185733,0.901442,0.287704,0.921588
955,461.212,2,22.2772,24.5516,12.427,1.5537,0.0421104,1.0468,-0.482538,0.185947,0.904144,0.2873,0.923441
956,463.228,2,22.2916,24.5495,12.4356,1.55434,0.0421592,1.05003,-0.483216,0.185811,0.905358,0.287497,0.923647
957,456.175,2,22.2919,24.5442,12.4341,1.55373,0.0422151,1.05098,-0.483349,0.185652,0.907414,0.287247,0.922676
958,453.771,2,22.293,24.5518,12.448,1.55373,0.0421994,1.0518,-0.48335,0.185766,0.908089,0.286913,0.922123
959,453.253,2,22.2902,24.5573,12.4474,1.55225,0.0423253,1.05225,-0.48323,0.185838,0.906905,0.286589,0.920842
960,455.872,2,22.2912,24.5535,12.4546,1.55353,0.042286,1.05396,-0.48314,0.185768,0.906784,0.286549,0.920564
961,447.132,2,22.2926,24.556,12.4254,1.55352,0.042249,1.05469,-0.483103,0.185713,0.904521,0.286488,0.92058
962,453.408,2,22.287,24.5599,12.4154,1.55306,0.0423205,1.05492,-0.482805,0.185737,0.902809,0.286223,0.920325
963,455.513,2,22.2969,24.5695,12.4052,1.552,0.0424436,1.05557,-0.483201,0.185629,0.901937,0.28581,0.920418
964,459.252,2,22.3038,24.5755,12.3899,1.55018,0.0426218,1.05521,-0.483426,0.185629,0.900726,0.285339,0.921823
965,452.372,2,22.3039,24.5766,12.3785,1.55186,0.0425085,1.05488,-0.48344,0.185709,0.900866,0.284923,0.921466
966,448.305,2,22.3011,24.5884,12.3877,1.54993,0.0425516,1.05536,-0.483267,0.185719,0.900899,0.284579,0.921573
967,446.048,2,22.3056,24.6011,12.3858,1.54721,0.0426453,1.05556,-0.483401,0.185775,0.901588,0.28386,0.920307
968,448.561,2,22.3087,24.6077,12.3875,1.54571,0.0426462,1.05536,-0.48358,0.185839,0.903538,0.283184,0.920333
969,450.204,2,22.3203,24.6146,12.3776,1.54465,0.0426079,1.05565,-0.48399,0.18603,0.904537,0.282958,0.920839
970,456.129,2,22.3196,24.6179,12.3735,1.54377,0.0426186,1.05625,-0.483972,0.186159,0.905723,0.282869,0.92169
971,454.2,2,22.3261,24.6204,12.3649,1.54222,0.0426845,1.05734,-0.484319,0.18612,0.905362,0.282963,0.922455
972,448.092,2,22.3286,24.63,12.3667,1.54147,0.0426649,1.05666,-0.4844,0.186335,0.903635,0.282996,0.92235
973,449.812,2,22.3279,24.6389,12.363,1.53998,0.0426889,1.0568,-0.484349,0.186263,0.902558,0.28302,0.92386
974,453.578,2,22.3409,24.6437,12.3366,1.54116,0.0426056,1.0593,-0.48483,0.186306,0.901209,0.28348,0.923819
975,448.604,2,22.3418,24.6554,12.3296,1.53998,0.0425927,1.05985,-0.484922,0.186335,0.900452,0.283725,0.924217
976,461.057,2,22.3439,24.6736,12.3092,1.54135,0.042562,1.0582,-0.48507,0.186356,0.899483,0.283943,0.925888
977,465.888,2,22.3355,24.6806,12.2753,1.54243,0.0425851,1.05715,-0.484853,0.186441,0.898639,0.284241,0.927399
978,467.552,2,22.3291,24.6876,12.2483,1.54337,0.0426326,1.05679,-0.484553,0.18647,0.898394,0.284528,0.928754
979,456.939,2,22.3139,24.7018,12.2358,1.54412,0.0425928,1.05576,-0.483972,0.186419,0.897959,0.284614,0.930108
980,455.979,2,22.3086,24.7051,12.237,1.54372,0.0426141,1.05478,-0.483655,0.18644,0.898716,0.28452,0.930453
981,459.421,2,22.3161,24.707,12.2578,1.5436,0.04264,1.05429,-0.483862,0.186605,0.899644,0.28426,0.931228
982,460.867,2,22.3225,24.7106,12.2602,1.5423,0.042759,1.05445,-0.483957,0.186783,0.89932,0.284043,0.93205
983,459.254,2,22.3235,24.7156,12.2541,1.54336,0.0427381,1.05392,-0.483922,0.186841,0.900963,0.28361,0.93188
984,455.379,2,22.3213,24.7189,12.2688,1.54277,0.0428076,1.05405,-0.483893,0.186759,0.902011,0.283276,0.930778
985,451.173,2,22.3234,24.7162,12.2661,1.54268,0.0427568,1.05419,-0.483962,0.186843,0.902314,0.283287,0.930609
986,447.223,2,22.3255,24.7221,12.2595,1.54128,0.0427932,1.05386,-0.48406,0.186805,0.901362,0.282977,0.930932
987,446.551,2,22.331,24.7302,12.2574,1.54028,0.0427873,1.0548,-0.484202,0.186876,0.900833,0.282681,0.931049
988,449.47,2,22.3296,24.7373,12.2669,1.53876,0.042821,1.05411,-0.484022,0.187005,0.900618,0.282558,0.930929
989,452.524,2,22.3341,24.7388,12.2734,1.53791,0.0428665,1.05337,-0.484263,0.187125,0.900052,0.28233,0.930726
990,445.151,2,22.3419,24.7368,12.2724,1.53596,0.0429024,1.05356,-0.484596,0.187106,0.899046,0.282189,0.931042
991,453.438,2,22.3463,24.7419,12.2871,1.53596,0.0429271,1.05359,-0.484817,0.187095,0.899003,0.281764,0.931213
992,459.692,2,22.3448,24.7423,12.3061,1.53648,0.0429389,1.05382,-0.484752,0.187154,0.89957,0.281572,0.931572
993,456.804,2,22.3464,24.744,12.325,1.53767,0.0429184,1.05472,-0.484868,0.187177,0.900047,0.281231,0.931058
994,453.381,2,22.3467,24.7406,12.3362,1.53833,0.0429224,1.05583,-0.484985,0.1871,0.900585,0.280814,0.92997
995,449.325,2,22.3456,24.7347,12.3436,1.53833,0.0429469,1.05534,-0.48492,0.18698,0.900679,0.280262,0.929487
996,451.788,2,22.3466,24.7355,12.3436,1.53879,0.0429046,1.05562,-0.484983,0.186853,0.900644,0.279987,0.930682
997,449.863,2,22.346,24.7337,12.334,1.53879,0.042902,1.05487,-0.484893,0.186926,0.899966,0.279757,0.930039
998,451.918,2,22.3415,24.7306,12.3185,1.53845,0.0429227,1.05477,-0.484615,0.186899,0.899671,0.27967,0.929841
999,450.444,2,22.3416,24.7291,12.3128,1.53845,0.0429466,1.05584,-0.484536,0.186907,0.899202,0.279326,0.928661
1000,460.649,2,22.3414,24.7366,12.2914,1.53875,0.042973,1.05717,-0.48441,0.186956,0.899872,0.279158,0.929089
1001,457.187,2,22.3412,24.7385,12.2899,1.53875,0.0429762,1.0572,-0.484411,0.186962,0.899851,0.279204,0.929013
1002,463.525,2,22.3407,24.7399,12.2869,1.53883,0.0429803,1.0573,-0.484388,0.186978,0.89986,0.279212,0.929061
1003,449.243,2,22.3394,24.7396,12.2861,1.53877,0.0429713,1.05725,-0.484331,0.186987,0.899879,0.279235,0.92911
1004,455.71,2,22.3409,24.739,12.2859,1.53865,0.0429828,1.05735,-0.484379,0.186967,0.899906,0.279251,0.929011
1005,460.004,2,22.3403,24.7384,12.2883,1.53865,0.0429842,1.0573,-0.484356,0.186992,0.900155,0.279246,0.928935
1006,458.058,2,22.3408,24.7375,12.2942,1.53866,0.0429894,1.05714,-0.484376,0.186996,0.900112,0.279249,0.929005
1007,453.207,2,22.341,24.7365,12.2962,1.5388,0.0429814,1.05694,-0.484391,0.187003,0.899983,0.279328,0.928749
1008,448.682,2,22.3405,24.7348,12.2962,1.53864,0.04298,1.05686,-0.484371,0.187002,0.89995,0.279397,0.928649
1009,457.777,2,22.3411,24.7334,12.2951,1.53863,0.042985,1.05683,-0.48439,0.187035,0.899848,0.279415,0.928526
1010,456.433,2,22.3413,24.7326,12.2929,1.53863,0.0429838,1.05673,-0.484401,0.187043,0.899867,0.279436,0.928565
1011,460.446,2,22.3407,24.7317,12.2927,1.53863,0.0429919,1.0567,-0.484386,0.187048,0.899937,0.279413,0.928571
1012,459.943,2,22.3414,24.73,12.2949,1.5387,0.042996,1.05675,-0.484419,0.187045,0.900063,0.279388,0.928544
1013,456.127,2,22.3416,24.7291,12.2978,1.53874,0.0429929,1.05686,-0.484434,0.187046,0.900207,0.279365,0.928598
1014,455.438,2,22.3419,24.7287,12.298,1.53869,0.0429957,1.05673,-0.484439,0.18705,0.900289,0.279364,0.928553
1015,459.302,2,22.3409,24.7269,12.2997,1.53887,0.0429899,1.05678,-0.484416,0.187066,0.900352,0.279362,0.9285
1016,459.392,2,22.3397,24.7254,12.3004,1.539,0.0429875,1.05662,-0.484381,0.187076,0.900259,0.27937,0.928591
1017,455.12,2,22.3388,24.7246,12.3003,1.539,0.0429858,1.05637,-0.484349,0.187084,0.900243,0.27943,0.928507
1018,454.193,2,22.3388,24.7224,12.3018,1.53909,0.0429816,1.05635,-0.484366,0.187096,0.900014,0.279462,0.928477
1019,461.652,2,22.3377,24.7215,12.306,1.53895,0.0429953,1.05636,-0.484333,0.187101,0.900013,0.27948,0.928518
1020,455.273,2,22.3373,24.7197,12.3119,1.53885,0.0429962,1.05646,-0.484331,0.187102,0.899944,0.279516,0.928733
1021,449.784,2,22.337,24.7176,12.3136,1.53864,0.0429966,1.05652,-0.484336,0.187097,0.899818,0.279586,0.928868
1022,449.315,2,22.3361,24.7162,12.3156,1.53838,0.0429972,1.0565,-0.484311,0.187106,0.899841,0.279634,0.928881
1023,463.784,2,22.3371,24.7152,12.3171,1.53838,0.0430096,1.05655,-0.48435,0.187121,0.899743,0.279662,0.92888
1024,460.883,2,22.3388,24.7153,12.3188,1.53838,0.0430131,1.05642,-0.484421,0.187144,0.899767,0.279678,0.929012
1025,459.758,2,22.3392,24.715,12.3207,1.5383,0.0430176,1.0565,-0.484447,0.187157,0.899747,0.279704,0.929207
1026,455.278,2,22.3392,24.7148,12.322,1.53844,0.0430122,1.05647,-0.484461,0.18716,0.899558,0.279714,0.929275
1027,453.005,2,22.3389,24.7146,12.3255,1.53844,0.0430086,1.05653,-0.484471,0.187154,0.899739,0.279663,0.929331
1028,451.929,2,22.3382,24.714,12.3279,1.53839,0.0430108,1.05642,-0.484438,0.187174,0.899827,0.279625,0.929156
1029,457.553,2,22.3375,24.714,12.3302,1.53827,0.0430192,1.05637,-0.484407,0.187175,0.900014,0.279586,0.929203
1030,457.451,2,22.337,24.7132,12.3332,1.53805,0.0430287,1.0564,-0.48438,0.187169,0.900411,0.279546,0.929233
1031,453.225,2,22.337,24.712,12.3351,1.53785,0.0430363,1.05648,-0.484375,0.187195,0.900671,0.279477,0.929128
1032,461.144,2,22.3383,24.7109,12.3345,1.53782,0.0430479,1.05658,-0.484421,0.18721,0.900896,0.279399,0.929017
1033,459.947,2,22.3386,24.7096,12.3348,1.53778,0.0430532,1.05669,-0.484421,0.187218,0.901178,0.279341,0.929073
1034,457.862,2,22.3394,24.7087,12.3333,1.53793,0.0430509,1.05673,-0.484449,0.187243,0.901258,0.27927,0.929031
1035,458.853,2,22.3402,24.7081,12.3332,1.53809,0.043052,1.05685,-0.48447,0.187242,0.90134,0.279201,0.929021
1036,464.044,2,22.3408,24.7068,12.3334,1.53819,0.0430653,1.05707,-0.484501,0.187233,0.901339,0.279116,0.929013
1037,456.024,2,22.3405,24.7061,12.3347,1.53821,0.0430725,1.05692,-0.484482,0.187234,0.901404,0.279034,0.928959
1038,456.626,2,22.3404,24.7053,12.3342,1.53821,0.0430749,1.05688,-0.484485,0.187233,0.90161,0.278974,0.92898
1039,461.062,2,22.3416,24.7055,12.333,1.53823,0.043085,1.05691,-0.484532,0.187229,0.901767,0.278915,0.928939
1040,453.228,2,22.3419,24.7059,12.3322,1.53823,0.043092,1.05704,-0.484541,0.187216,0.901773,0.278858,0.928826
1041,463.158,2,22.3425,24.7063,12.3315,1.5383,0.0430981,1.05707,-0.48456,0.187198,0.90201,0.278837,0.928813
1042,458.344,2,22.3423,24.7059,12.3297,1.5383,0.0431036,1.05711,-0.484547,0.187194,0.902194,0.278822,0.928707
1043,446.466,2,22.3416,24.7064,12.3282,1.53832,0.0430926,1.05707,-0.484523,0.1872,0.902061,0.278826,0.928727
1044,446.956,2,22.3407,24.707,12.3292,1.53822,0.0430901,1.05712,-0.4845,0.187202,0.901903,0.278857,0.928665
1045,459.52,2,22.3395,24.7083,12.3297,1.53822,0.0430923,1.05711,-0.484466,0.187201,0.901897,0.278882,0.928718
1046,461.605,2,22.3392,24.7091,12.3312,1.53844,0.0430871,1.05722,-0.48447,0.187187,0.902033,0.278917,0.928601
1047,455.777,2,22.3399,24.7088,12.3324,1.5387,0.0430741,1.05721,-0.484502,0.187181,0.902032,0.27894,0.928481
1048,463.58,2,22.3402,24.7081,12.3319,1.53883,0.0430812,1.05723,-0.484519,0.187188,0.901958,0.278951,0.928359
1049,454.247,2,22.34,24.7079,12.3321,1.53898,0.043071,1.05733,-0.484518,0.187203,0.901767,0.279004,0.928341
1050,460.285,2,22.3399,24.7074,12.3338,1.53898,0.0430676,1.05738,-0.484513,0.187209,0.90177,0.279104,0.92844
1051,461.328,2,22.3392,24.7072,12.3336,1.53888,0.0430726,1.05738,-0.484499,0.187196,0.901792,0.279195,0.928578
1052,457.98,2,22.3388,24.7076,12.3341,1.53915,0.0430624,1.05733,-0.484471,0.187192,0.901649,0.2792,0.92866
1053,454.581,2,22.3391,24.7082,12.3344,1.53915,0.0430642,1.05724,-0.484471,0.187198,0.901582,0.279224,0.928607
1054,450.686,2,22.3377,24.7081,12.3351,1.53896,0.0430656,1.05711,-0.484408,0.187215,0.90147,0.279254,0.92869
1055,452.869,2,22.3368,24.7089,12.3345,1.53902,0.0430625,1.05694,-0.484381,0.187207,0.901374,0.279245,0.928773
1056,454.367,2,22.3362,24.7089,12.3327,1.53912,0.0430561,1.05694,-0.484356,0.187222,0.901273,0.279258,0.928761
1057,460.442,2,22.3356,24.7089,12.3322,1.53912,0.0430589,1.05688,-0.484338,0.187224,0.901269,0.279269,0.92893
1058,455.437,2,22.335,24.7091,12.3334,1.53907,0.043063,1.05682,-0.484321,0.18723,0.901174,0.279292,0.928902
1059,461.37,2,22.3337,24.7093,12.334,1.53907,0.0430666,1.0566,-0.484274,0.187223,0.901229,0.279348,0.928925
1060,450.804,2,22.3335,24.709,12.3332,1.53894,0.0430694,1.05651,-0.484265,0.187236,0.901112,0.279383,0.928845
1061,450.828,2,22.3334,24.7089,12.333,1.53882,0.0430773,1.05636,-0.484253,0.187247,0.900894,0.279364,0.928828
1062,447.017,2,22.3329,24.7089,12.3336,1.53873,0.0430785,1.05615,-0.484238,0.187248,0.90075,0.279346,0.92879
1063,452.632,2,22.3323,24.7088,12.3338,1.53873,0.0430776,1.05604,-0.484221,0.187246,0.900758,0.279324,0.928747
1064,472.606,2,22.3326,24.7099,12.3333,1.53869,0.0430973,1.05605,-0.484211,0.187247,0.900784,0.279329,0.928877
1065,460.58,2,22.3318,24.7094,12.3335,1.53869,0.0431049,1.05592,-0.484179,0.187253,0.900736,0.27934,0.928921
1066,462.209,2,22.3315,24.7094,12.3336,1.53868,0.0431162,1.05593,-0.484167,0.187269,0.900631,0.279356,0.928823
1067,453.007,2,22.3312,24.7103,12.3344,1.53886,0.0431103,1.05593,-0.484155,0.187267,0.900388,0.279366,0.928773
1068,450.797,2,22.3321,24.7114,12.3363,1.53886,0.0431039,1.05603,-0.484184,0.187282,0.900304,0.279379,0.928792
1069,446.806,2,22.3315,24.7113,12.3359,1.53874,0.0431087,1.05599,-0.484164,0.187294,0.900127,0.279352,0.928646
1070,445.663,2,22.3312,24.7112,12.3358,1.53871,0.0431012,1.05601,-0.484152,0.187294,0.900199,0.279353,0.928466
1071,450.134,2,22.332,24.7117,12.3349,1.53847,0.0431067,1.05601,-0.484175,0.187305,0.900278,0.279346,0.928431
1072,449.281,2,22.3319,24.7124,12.3356,1.53847,0.0431005,1.05606,-0.484177,0.187318,0.900309,0.279366,0.928286
1073,456.722,2,22.3312,24.7118,12.3346,1.53858,0.0430968,1.05606,-0.484142,0.187323,0.900462,0.279377,0.928076
