iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
215,456.055,1,22.3453,24.4025,14.8746,1.35555,0.0581367,0.983681,-0.485702,0.172084,0.824323,0.257164,1.00257
216,456.902,1,22.491,24.6205,15.0938,1.30843,0.0562793,1.05257,-0.492116,0.179234,0.89514,0.270196,1.05795
217,445.648,1,21.8885,25.4393,14.9615,1.30835,0.0536189,1.0205,-0.466519,0.174483,0.825262,0.271567,0.966704
218,454.33,1,22.5465,24.92,13.5384,1.45999,0.0486887,1.06832,-0.490057,0.180576,0.880433,0.283886,0.922768
219,464.333,1,21.7736,24.5798,13.0677,1.51184,0.0486268,0.97329,-0.465651,0.183947,1.00929,0.286377,0.953768
220,468.675,1,22.38,24.3553,13.281,1.56247,0.0485305,0.993002,-0.487146,0.185197,0.95913,0.299705,0.976779
221,463.206,1,22.4856,24.6161,12.1428,1.56246,0.0474881,1.09026,-0.495332,0.192431,0.864882,0.292422,0.915286
222,461.905,1,23.2231,24.635,12.3974,1.52079,0.0485858,1.06867,-0.522705,0.184928,0.933382,0.293206,0.903365
223,454.858,1,22.9353,24.5631,12.1989,1.52075,0.0461161,1.14312,-0.50627,0.189825,0.885059,0.276108,0.89014
224,449.779,1,22.7491,23.9474,13.5427,1.62437,0.0342336,1.09925,-0.500127,0.185308,0.995039,0.265722,0.909219
225,454.049,1,22.6898,23.9797,13.5321,1.53537,0.0419219,1.08332,-0.493968,0.190824,1.0148,0.263932,0.906222
226,468.545,1,22.7743,24.6336,13.3983,1.63792,0.0446845,1.03499,-0.499999,0.199841,1.05789,0.266283,0.901257
227,461.818,1,22.4523,24.852,12.4383,1.6193,0.0419813,1.07232,-0.489858,0.18836,1.0354,0.272392,0.89769
228,461.197,1,21.9242,24.7618,12.6697,1.51484,0.0453013,1.02934,-0.472161,0.184625,1.16255,0.24813,0.97839
229,463.608,1,22.8207,24.743,12.6569,1.48636,0.049673,1.0495,-0.499854,0.191207,1.08781,0.239667,1.01004
230,459.754,1,22.5697,24.2568,13.8366,1.51937,0.0451227,1.03081,-0.488293,0.191854,1.12603,0.230066,1.0215
231,452.121,1,21.9896,23.9824,13.7665,1.47584,0.0471627,0.998581,-0.467009,0.184977,1.07575,0.2133,0.938397
232,456.161,1,22.0781,23.8722,13.6709,1.58,0.0408376,1.05144,-0.472388,0.181581,1.11016,0.231411,0.992677
233,454.179,1,22.7618,24.2036,12.8419,1.45857,0.0447438,1.08116,-0.4936,0.196665,1.13617,0.2153,1.03877
234,450.219,1,22.2054,23.8594,14.2011,1.36472,0.0472702,1.10247,-0.477625,0.193642,1.14128,0.229292,0.972277
235,456.061,1,22.3015,23.8632,14.581,1.44617,0.0461243,1.00639,-0.479282,0.179124,1.12708,0.228881,1.10669
236,448.953,1,22.1636,24.1881,13.3004,1.39114,0.0454131,1.04872,-0.471035,0.187101,1.10167,0.220284,1.07605
237,448.591,1,22.4804,24.6179,13.0222,1.4199,0.0446193,1.09603,-0.48928,0.180101,1.15637,0.211626,1.04354
238,455.609,1,22.2999,24.6295,12.5196,1.32951,0.0506532,1.02455,-0.490152,0.189947,1.23813,0.212788,1.08106
239,456.843,1,22.5896,24.2813,13.6708,1.37648,0.052029,1.01642,-0.49495,0.19152,1.25819,0.190372,1.02641
240,463.451,1,22.6385,24.0465,12.6085,1.50718,0.0492175,1.14256,-0.495677,0.185356,1.25714,0.207836,0.991259
241,466.687,1,22.6126,23.6601,12.9622,1.50727,0.0532767,1.06913,-0.495154,0.185471,1.13342,0.207014,1.04231
242,457.531,1,22.4046,23.6524,13.4714,1.48595,0.0507263,1.12741,-0.484917,0.189052,1.15235,0.183131,0.977128
243,455.458,1,22.1321,23.9051,13.5766,1.51858,0.0500373,1.07307,-0.475227,0.180397,1.1796,0.182017,0.897421
244,446.651,1,22.4841,23.4519,13.9427,1.57579,0.0399717,0.965246,-0.487144,0.182491,1.14102,0.20002,0.854307
245,454.934,1,22.8356,23.2979,14.6445,1.55666,0.0444706,0.988021,-0.496453,0.191635,1.2233,0.205244,0.835078
246,454.495,1,22.1474,23.4062,13.5118,1.47036,0.0463875,1.0114,-0.475937,0.186558,1.21682,0.229196,0.870917
247,457.923,1,21.6635,23.0946,13.4964,1.55318,0.0433146,1.10737,-0.464074,0.185104,1.17247,0.229166,0.936766
248,447.342,1,22.2527,23.2017,12.2928,1.46221,0.0441436,1.04543,-0.481193,0.189747,1.08633,0.207736,0.936779
249,451.452,1,22.0082,22.9081,12.1982,1.54002,0.0449448,1.04888,-0.482425,0.181965,1.06548,0.201615,0.908511
250,453.291,1,21.898,23.1083,11.8222,1.56339,0.0425129,0.964491,-0.475097,0.187932,1.04648,0.202612,0.997057
251,450.798,1,22.3525,23.039,12.5725,1.53396,0.0414895,1.15426,-0.487175,0.189777,1.0874,0.225523,0.901702
252,455.239,1,22.7142,23.1966,12.7164,1.69595,0.0416583,1.03325,-0.496092,0.174951,1.09328,0.206062,0.82126
253,446.002,1,22.4193,23.7152,13.4373,1.6926,0.0335653,1.01845,-0.487439,0.186739,1.04568,0.21705,0.789702
254,451.623,1,22.7018,23.6931,13.1656,1.78915,0.0298295,0.998091,-0.500036,0.181211,1.12176,0.224881,0.792658
255,447.321,1,22.3379,23.715,13.403,1.66251,0.0342125,0.986208,-0.481762,0.18539,1.13996,0.211552,0.830567
256,447.169,1,22.6633,23.9717,14.4558,1.5507,0.0368769,1.08185,-0.493135,0.193911,1.26959,0.216849,0.832029
257,448.9,1,22.2086,24.3882,14.1371,1.5507,0.0377055,1.07667,-0.484135,0.188439,1.22814,0.227383,0.869068
258,451.898,1,22.6061,24.5335,13.3176,1.59143,0.0370173,1.00921,-0.500057,0.186362,1.20384,0.21931,0.93062
259,455.837,1,22.54,24.3165,13.7043,1.59146,0.0395195,1.05339,-0.497748,0.189195,1.15806,0.24013,0.927235
260,455.982,1,22.273,24.1326,12.3901,1.53722,0.0428388,1.04594,-0.489579,0.195504,1.11192,0.240831,0.890873
261,460.32,1,22.7782,24.0496,12.0366,1.57833,0.046026,1.05041,-0.499275,0.199011,1.01464,0.234035,0.896315
262,454.838,1,22.1413,23.8466,12.5127,1.54799,0.0459635,1.07494,-0.483309,0.192503,1.01521,0.234407,0.8233
263,459.648,1,23.0381,24.1605,11.5349,1.54805,0.0485552,1.00619,-0.510337,0.186763,1.00767,0.247697,0.847977
264,459.554,1,22.5224,23.9732,11.8609,1.54803,0.0470574,1.1217,-0.488151,0.191956,0.96659,0.255937,0.890636
265,453.084,1,22.6593,23.8605,12.1883,1.51147,0.045213,1.07582,-0.492835,0.194851,0.924667,0.261443,0.876645
266,453.42,1,21.9132,24.046,12.4523,1.59444,0.0392568,1.03594,-0.461835,0.205789,0.927982,0.251477,0.911126
267,452.157,1,21.6486,24.1139,12.2032,1.5944,0.0375222,1.03459,-0.456818,0.192789,0.982762,0.255222,0.94134
268,459.444,1,21.7686,24.1152,12.7131,1.52266,0.0434404,0.985012,-0.463555,0.178641,1.07792,0.270159,1.01822
269,468.552,1,21.6016,24.0823,14.4112,1.56003,0.0458233,1.06395,-0.458421,0.184979,1.13635,0.270774,1.01998
270,465.679,1,22.4936,24.2509,13.8625,1.52281,0.0473001,1.04311,-0.497215,0.188503,1.11005,0.254638,1.01434
271,460.558,1,22.6814,24.7156,13.1617,1.45504,0.0477519,1.05891,-0.496132,0.18467,1.08282,0.279635,0.966913
272,462.038,1,22.3523,24.3287,12.4869,1.61049,0.0421291,0.946102,-0.485626,0.191518,0.961888,0.291029,0.912907
273,464.024,1,23.0042,24.4672,12.1441,1.58351,0.0436051,1.11153,-0.509158,0.195094,1.00798,0.288723,0.925327
274,468.634,1,22.0625,23.9478,13.1717,1.58944,0.0500937,1.08472,-0.48055,0.186859,0.948435,0.276391,0.913905
275,458.917,1,22.0396,23.9572,12.7393,1.559,0.0472458,1.00393,-0.478786,0.194325,0.898044,0.238658,0.95141
276,455.038,1,22.1898,23.9393,13.5166,1.53556,0.0461206,0.954093,-0.484378,0.182459,0.875061,0.24288,1.01145
277,457.605,1,22.2217,23.8359,13.18,1.50887,0.0450828,1.05277,-0.481133,0.18855,0.993234,0.247975,1.03033
278,452.517,1,22.3774,24.5786,13.2546,1.41899,0.0483721,1.10177,-0.492866,0.185424,0.954545,0.247069,0.997333
279,447.235,1,22.1864,24.6812,13.8728,1.55783,0.0388376,1.16062,-0.480046,0.189095,0.985645,0.231153,0.927686
280,444.598,1,22.1976,24.54,12.8458,1.47119,0.0406938,1.09065,-0.476595,0.182702,1.01088,0.244682,0.948655
281,447.656,1,23.1024,24.1278,11.6809,1.6209,0.0356855,1.14433,-0.502167,0.188207,0.950515,0.255672,0.865252
282,450.776,1,23.4896,24.138,12.0045,1.68351,0.0311143,1.12895,-0.526346,0.192958,1.04448,0.2543,0.871902
283,445.54,1,22.7062,24.216,13.0247,1.58922,0.0381649,1.1057,-0.497244,0.177604,0.962689,0.237975,0.881568
284,438.671,1,22.3142,24.4022,13.1617,1.4641,0.0392581,1.05137,-0.482279,0.179213,0.982556,0.24481,0.877263
285,444.15,1,21.8863,24.1979,13.2934,1.50815,0.0397949,1.03862,-0.466653,0.182322,1.0001,0.250218,0.860207
286,445.347,1,22.2227,24.0959,14.1568,1.50818,0.0392179,1.09609,-0.475135,0.194416,1.10321,0.249844,0.762369
287,445.223,1,22.2082,24.0041,14.5556,1.50823,0.0399644,1.10093,-0.474936,0.194638,1.15209,0.237853,0.737428
288,451.011,1,22.5897,23.832,16.1536,1.57675,0.0375512,1.05809,-0.496113,0.195149,1.20765,0.254902,0.754967
289,453.068,1,21.654,23.9786,15.5331,1.56546,0.0403378,1.00643,-0.464849,0.187252,1.25298,0.262671,0.713691
290,455.056,1,22.5645,24.3418,16.8756,1.53427,0.0413259,1.05694,-0.502096,0.185873,1.32768,0.25796,0.765635
291,449.642,1,22.597,24.2963,15.9544,1.53422,0.0394837,1.10062,-0.502933,0.173877,1.2537,0.26004,0.805776
292,450.361,1,21.9974,24.2814,16.0937,1.53418,0.0366335,0.986769,-0.482231,0.180311,1.1979,0.275992,0.864797
293,452.308,1,22.6269,24.3856,16.6179,1.47815,0.0399384,1.04809,-0.50747,0.181201,1.23104,0.289213,0.857009
294,452.413,1,22.0077,24.6806,16.0733,1.5287,0.0359348,1.07281,-0.484793,0.181141,1.25848,0.289027,0.884015
295,460.885,1,22.1245,24.6564,16.4211,1.5288,0.0412005,1.03667,-0.487007,0.18384,1.24087,0.278677,0.995519
296,464.469,1,22.1221,25.473,15.3137,1.48796,0.0432737,1.13564,-0.481801,0.186464,1.36364,0.282504,0.961841
297,462.552,1,21.5863,25.2717,13.9457,1.58629,0.0360099,1.00277,-0.455266,0.181341,1.50301,0.262221,0.98047
298,463.139,1,22.7389,25.2416,12.469,1.64678,0.0363288,1.03971,-0.494702,0.187909,1.327,0.267522,0.894228
299,464.215,1,22.1271,25.4743,12.4996,1.64682,0.0387308,1.01763,-0.481632,0.184083,1.24663,0.278049,0.890028
300,458.45,1,22.1817,24.9764,12.8545,1.53448,0.0446371,1.02646,-0.480795,0.174596,1.14065,0.277876,0.848769
301,452.446,1,22.3063,25.4536,13.6226,1.52724,0.0415235,1.03792,-0.477152,0.177805,1.15231,0.28019,0.799892
302,447.439,1,22.284,24.7377,13.4147,1.46504,0.0400132,1.20927,-0.475685,0.186868,1.26007,0.271578,0.768095
303,459.555,1,22.0113,24.6389,13.0246,1.56344,0.0412782,1.032,-0.476117,0.186156,1.24937,0.284055,0.789706
304,454.663,1,22.0918,24.8667,12.5782,1.56331,0.0362614,1.08054,-0.481721,0.186763,1.26748,0.264899,0.903998
305,464.273,1,21.9212,24.9941,14.006,1.65241,0.0381268,0.941628,-0.462605,0.184694,1.32781,0.256188,0.901192
306,455.901,1,21.8695,25.1546,13.1306,1.61314,0.0361265,0.934553,-0.471822,0.187516,1.24576,0.263052,0.837576
307,457.237,1,22.5427,25.3056,12.1119,1.54508,0.0388153,0.994418,-0.498094,0.190271,1.26001,0.262029,0.909048
308,466.536,1,22.0042,25.6884,12.986,1.59345,0.0400229,1.0246,-0.473046,0.187025,1.27165,0.271243,1.00952
309,470.759,1,21.9422,25.7667,13.9833,1.59352,0.04416,1.08706,-0.471147,0.187719,1.20336,0.276132,1.04775
310,467.228,1,22.8799,25.7348,12.3094,1.52731,0.044504,1.13819,-0.495105,0.186554,1.12053,0.288017,1.08902
311,455.886,1,22.0927,26.1467,12.2971,1.44167,0.0442901,1.03831,-0.466419,0.192611,1.08437,0.286862,0.934538
312,462.587,1,21.9737,26.5212,11.3766,1.44172,0.0469377,1.06273,-0.45981,0.190885,1.11939,0.294274,1.00988
313,473.263,1,22.0105,25.868,11.1054,1.53376,0.0470637,1.05966,-0.460962,0.198305,1.26095,0.285691,0.96862
314,460.416,1,22.6309,26.1066,11.5299,1.5001,0.0441987,1.16421,-0.48614,0.199538,1.07619,0.277933,0.951036
315,454.645,1,22.0674,26.3781,12.3677,1.47293,0.0437365,1.05185,-0.474456,0.18842,1.10158,0.265326,0.926437
316,458.799,1,22.2952,26.3235,12.0213,1.49647,0.0421994,1.06238,-0.481064,0.190096,1.11988,0.255258,1.09632
317,456.702,1,22.2941,26.3473,11.2329,1.57367,0.0390566,1.04262,-0.478189,0.190505,0.969432,0.276102,1.02098
318,451.791,1,22.4008,26.4308,10.6903,1.53565,0.0379717,1.10172,-0.484505,0.192344,0.974911,0.283306,0.973909
319,455.285,1,22.3097,26.4094,11.7447,1.49091,0.0422739,1.07316,-0.48276,0.180015,0.995925,0.27991,1.06117
320,459.841,1,22.9096,25.8021,11.9835,1.66759,0.0386203,1.11408,-0.498975,0.174687,1.02592,0.271926,0.952819
321,463.802,1,22.7024,25.845,11.9666,1.62066,0.0451325,1.09941,-0.493534,0.19392,0.933834,0.254798,0.969088
322,454.96,1,22.2072,25.6579,10.6075,1.62057,0.0416867,1.10848,-0.486107,0.184048,0.796881,0.267991,0.968517
323,455.838,1,22.1913,25.2703,10.555,1.62064,0.0455227,0.923747,-0.476401,0.189156,0.745993,0.240997,1.00662
324,452.332,1,22.4121,24.9601,10.4542,1.63145,0.0382415,1.03394,-0.485492,0.191206,0.792818,0.258639,1.01249
325,452.094,1,21.6444,24.9554,10.5092,1.57533,0.0400796,1.03675,-0.45969,0.186436,0.77728,0.266205,1.08074
326,450.76,1,22.7937,24.7715,11.462,1.5479,0.0417315,1.06199,-0.498108,0.18278,0.763949,0.268071,1.07485
327,450.896,1,22.2362,24.5372,11.1922,1.5479,0.0417685,1.12258,-0.475616,0.183229,0.793849,0.281779,0.986696
328,451.911,1,22.3128,24.891,10.7194,1.59718,0.0390305,1.17082,-0.47384,0.189978,0.851331,0.281901,0.915036
329,450.732,1,22.4641,24.878,10.8352,1.59773,0.0405339,1.1085,-0.489506,0.187515,0.801889,0.284023,0.873974
330,449.805,1,22.3581,24.5107,10.8781,1.48514,0.0424215,1.08513,-0.480363,0.194044,0.879014,0.277067,0.941943
331,456.075,1,22.8113,24.3137,11.4134,1.48523,0.0461233,1.05889,-0.501016,0.182331,0.925148,0.277496,0.99239
332,454.935,1,22.5509,24.521,10.7638,1.48522,0.0468668,1.09645,-0.491438,0.191076,0.780177,0.283811,1.03674
333,456.16,1,22.7736,24.6669,11.5054,1.5169,0.049168,1.0871,-0.493337,0.201834,0.781443,0.263564,0.895136
334,459.055,1,22.3088,24.7908,10.6751,1.57108,0.0460244,1.02376,-0.484638,0.181281,0.819886,0.292107,0.939795
335,451.98,1,21.2937,25.1199,11.0734,1.48945,0.046004,0.997218,-0.450066,0.184616,0.860881,0.27874,0.890554
336,455.05,1,21.8581,25.3074,10.7053,1.5215,0.0451595,0.962329,-0.459027,0.18556,0.843389,0.281237,0.976838
337,450.109,1,22.2087,24.6846,12.3626,1.52141,0.0414253,0.995346,-0.48059,0.180622,0.921722,0.264922,0.999685
338,457.568,1,21.9027,25.4915,13.7345,1.59277,0.0434478,0.962098,-0.473429,0.175955,0.828647,0.286388,1.00146
339,461.108,1,21.5326,25.2882,12.9588,1.59271,0.0422481,1.00784,-0.457374,0.174443,0.901943,0.306786,1.06491
340,458.88,1,21.7482,25.6849,12.4394,1.55776,0.0454127,1.09151,-0.469557,0.177411,0.882692,0.290924,0.942295
341,452.635,1,21.7578,26.1176,12.1534,1.42856,0.0492206,0.993671,-0.465816,0.174752,0.846155,0.273664,1.01461
342,453.643,1,21.6357,26.2045,12.6635,1.45232,0.0457333,1.07496,-0.459751,0.184163,0.924299,0.27696,1.00103
343,452.834,1,21.8734,25.297,13.4905,1.46193,0.0468664,1.01614,-0.46721,0.182421,0.831008,0.279649,0.999284
344,452.002,1,22.3455,25.4858,13.7883,1.41425,0.0472444,1.05259,-0.482155,0.176962,0.972421,0.270162,0.994985
345,457.691,1,23.1911,25.0505,13.2575,1.38552,0.0494257,1.18639,-0.510671,0.184456,0.992694,0.288832,1.03068
346,455.251,1,22.5981,25.1708,12.0274,1.47037,0.0474715,1.12176,-0.497957,0.185046,0.929385,0.270479,0.939736
347,461.146,1,21.9104,24.9497,11.4173,1.48386,0.0515737,1.07881,-0.459578,0.181159,0.922995,0.272357,0.94647
348,457.336,1,22.0742,25.5735,10.9521,1.41483,0.0509169,1.01946,-0.465593,0.185726,0.948067,0.271266,0.969829
349,453.082,1,22.362,25.522,10.5844,1.51024,0.0443278,1.06011,-0.489922,0.186636,0.850221,0.262782,1.01384
350,448.476,1,22.4265,25.4663,10.133,1.39756,0.0453733,1.08074,-0.487345,0.183801,0.898189,0.279001,1.01271
351,436.81,1,21.9434,25.3349,10.4977,1.43735,0.0383979,0.99645,-0.474358,0.183104,0.852886,0.256618,0.991652
352,447.418,1,22.1719,25.7466,11.2098,1.48848,0.0441212,1.08978,-0.476785,0.18798,0.842909,0.250692,0.948288
353,449.609,1,22.3517,25.6298,10.9371,1.45206,0.0452329,0.990797,-0.483147,0.190435,0.908434,0.247317,0.991767
354,452.697,1,22.8259,25.5715,11.5579,1.39992,0.0483961,1.03659,-0.494758,0.189841,0.977248,0.253093,0.989528
355,458.272,1,22.4944,25.5118,11.929,1.46451,0.0469745,1.0333,-0.486743,0.190173,0.947442,0.258629,1.08952
356,456.071,1,21.8459,25.3796,10.3595,1.43955,0.0465829,0.997228,-0.462086,0.188064,0.899137,0.278643,1.08005
357,462.606,1,21.9935,25.5321,10.3615,1.51735,0.0468501,0.992337,-0.465861,0.186644,0.882419,0.267339,1.16197
358,462.451,1,21.7102,25.4497,11.2334,1.48166,0.0494497,1.01589,-0.467109,0.184593,0.87809,0.273098,1.09319
359,455.695,1,21.9923,25.5049,11.1701,1.42224,0.0495521,0.973822,-0.472006,0.19426,0.918557,0.239628,1.05955
360,459.017,1,22.2682,25.9691,10.0627,1.34513,0.0538188,1.03836,-0.48738,0.19781,0.90302,0.274542,1.00735
361,457.335,1,22.993,25.4507,11.3549,1.51971,0.0441803,1.05386,-0.507161,0.191459,0.881163,0.269637,1.06501
362,451.19,1,21.9597,25.4897,10.8458,1.34583,0.051382,1.01779,-0.461571,0.180614,0.894048,0.251998,1.08787
363,462.39,1,22.0878,25.3012,11.7366,1.4104,0.0524065,1.08026,-0.467461,0.183713,0.948901,0.268804,1.10307
364,463.387,1,22.1081,25.0681,10.8437,1.49481,0.0482941,1.09114,-0.469478,0.19075,1.00663,0.23658,1.14332
365,465.502,1,22.457,25.0229,10.2019,1.4948,0.0500608,1.15577,-0.492373,0.192669,0.99786,0.231368,1.17011
366,465.853,1,22.8833,25.8278,11.0576,1.42881,0.0496668,1.2142,-0.509672,0.199642,1.06319,0.23291,1.23876
367,458.975,1,22.4856,25.8405,10.9304,1.31721,0.0536005,1.13627,-0.488025,0.188932,1.08687,0.226238,1.16295
368,459.2,1,22.3843,26.0626,9.62741,1.40407,0.0525809,1.07759,-0.476588,0.185624,0.987751,0.216123,1.18592
369,459.39,1,21.6157,26.0325,10.3219,1.33518,0.053528,1.05074,-0.452916,0.184337,1.07895,0.221968,1.19792
370,473.779,1,22.1896,25.9619,11.0506,1.45923,0.0543127,1.16455,-0.467461,0.192865,1.10476,0.227549,1.26255
371,473.078,1,22.1374,25.3574,11.6369,1.40746,0.0588768,1.12103,-0.470854,0.191231,1.1039,0.22019,1.18219
372,472.182,1,22.0124,25.0774,10.7254,1.43381,0.0567058,1.15873,-0.460237,0.191136,1.13825,0.228954,1.11461
373,468.98,1,22.2182,25.3147,11.0287,1.51173,0.0502728,1.02393,-0.477562,0.186289,1.1468,0.226993,1.12952
374,477.363,1,21.817,25.0995,11.739,1.59759,0.0499864,1.1589,-0.469435,0.180031,1.11665,0.258014,1.13821
375,480.787,1,22.7436,25.0427,11.3881,1.56169,0.0522672,1.05553,-0.507553,0.177781,1.10461,0.278161,1.19496
376,465.812,1,21.83,25.5734,12.8746,1.38978,0.0557795,1.12325,-0.476051,0.17624,0.975198,0.257111,1.14261
377,474.16,1,21.9099,25.2462,12.37,1.45852,0.0570639,1.07679,-0.458608,0.18069,1.14401,0.268278,0.994869
378,466.021,1,22.1901,24.9008,13.2884,1.49945,0.0499111,1.16235,-0.475919,0.185182,1.15442,0.244329,1.00674
379,471.806,1,21.512,24.9026,11.7508,1.618,0.0493682,1.05137,-0.43786,0.190061,1.15417,0.240512,0.938165
380,468.059,1,22.3308,24.839,13.6756,1.67987,0.0420117,1.13113,-0.47647,0.185209,1.18159,0.262,0.883435
381,459.223,1,21.7983,25.4737,13.1299,1.6798,0.0386243,1.14677,-0.456787,0.189435,1.25448,0.217462,0.82836
382,460.335,1,22.004,25.2029,13.1904,1.63847,0.0426524,1.11819,-0.470622,0.182768,1.28569,0.224478,0.795903
383,468.351,1,22.3924,24.9897,12.5448,1.70848,0.0431984,1.18274,-0.492575,0.184245,1.25781,0.218037,0.882305
384,463.434,1,21.9004,24.7784,12.0353,1.62178,0.0481563,1.02817,-0.473247,0.188731,1.07999,0.209983,0.882521
385,455.719,1,22.1827,24.7571,11.8273,1.45759,0.0484337,1.08967,-0.476922,0.186132,1.15182,0.208001,0.975498
386,459.929,1,22.1137,25.1472,12.0202,1.48848,0.0485211,1.0319,-0.482137,0.182768,1.07799,0.232463,1.00986
387,459.77,1,21.9992,25.0055,11.0245,1.54648,0.0457457,1.06993,-0.475759,0.184332,1.05849,0.233466,0.986636
388,462.885,1,22.9999,24.4991,11.5247,1.51752,0.0475456,1.14721,-0.505879,0.196877,1.15731,0.221263,0.98884
389,456.45,1,22.5985,24.1386,12.8811,1.51753,0.0491744,1.11921,-0.491355,0.19022,0.999657,0.212689,0.946906
390,451.412,1,22.2833,23.9398,13.005,1.51747,0.0459533,1.00407,-0.478358,0.192453,1.0401,0.20602,0.915764
391,454.433,1,22.2117,24.0616,12.4792,1.60109,0.0394931,1.1055,-0.474142,0.191162,1.10138,0.224205,0.925254
392,457.013,1,21.5421,24.5229,14.3486,1.48832,0.0485825,1.08847,-0.452474,0.1919,1.10093,0.229585,0.863595
393,465.442,1,22.3764,23.9561,13.3689,1.49963,0.0540119,1.01563,-0.487792,0.196931,1.04136,0.247488,0.830899
394,450.014,1,22.8234,23.6252,14.1554,1.41161,0.0499487,0.997714,-0.498746,0.189666,0.99877,0.244459,0.826977
395,447.097,1,22.6572,24.2063,13.3473,1.45623,0.0482601,1.08924,-0.48658,0.196572,0.814876,0.244009,0.862377
396,455.134,1,22.3174,24.5397,12.7094,1.48496,0.0489648,1.08574,-0.477083,0.18782,0.901377,0.263847,0.884587
397,462.267,1,22.6787,24.565,11.1937,1.48512,0.0555214,1.0113,-0.496721,0.183809,0.936337,0.256525,0.852046
398,452.305,1,21.8876,24.889,12.288,1.48502,0.050949,0.96672,-0.470555,0.189311,0.835877,0.258235,0.816317
399,449.811,1,22.7084,24.5757,12.8364,1.5578,0.0454968,1.00342,-0.501256,0.189712,0.827775,0.271305,0.751576
400,446.862,1,22.7005,24.2484,13.5807,1.55775,0.0433301,0.964004,-0.498367,0.186403,0.802054,0.248,0.860239
401,438.612,1,22.691,24.6192,14.4152,1.54166,0.0402452,0.995571,-0.500351,0.189252,0.853007,0.227569,0.802213
402,443.229,1,22.3166,24.4276,13.8608,1.54166,0.0397459,1.0313,-0.487452,0.188463,0.939644,0.235959,0.823341
403,439.101,1,22.4711,23.916,13.6537,1.50334,0.0407286,0.983992,-0.483258,0.185712,0.972005,0.225446,0.799185
404,446.278,1,22.7414,24.3247,12.3216,1.45365,0.0439843,1.0325,-0.495262,0.197204,0.957804,0.240666,0.879657
405,450.884,1,22.0036,24.2788,12.8924,1.49854,0.043835,1.03069,-0.473156,0.187419,1.09093,0.234995,0.854693
406,451.689,1,22.558,24.0258,13.4317,1.44092,0.0480545,1.06027,-0.487084,0.199937,1.03226,0.213798,0.924876
407,456.972,1,22.1435,24.3459,14.2574,1.48899,0.0510475,1.08583,-0.484884,0.1893,1.00739,0.208296,0.915331
408,450.612,1,21.6628,24.697,13.9529,1.37465,0.0562901,1.09646,-0.45589,0.174703,0.966023,0.209289,0.888311
409,460.113,1,21.8833,24.8258,13.0289,1.37671,0.0547402,1.08296,-0.469723,0.176667,1.1074,0.229809,1.01505
410,451.17,1,22.5,25.0978,11.0652,1.32705,0.0507787,1.07752,-0.490987,0.190902,1.10037,0.202355,1.09286
411,441.794,1,22.5208,25.2731,12.2233,1.33395,0.0460479,0.952841,-0.488585,0.184096,1.03983,0.208799,1.07695
412,450.814,1,22.0686,24.9916,12.692,1.38479,0.05043,1.01754,-0.473325,0.191276,0.996176,0.209984,1.0127
413,447.709,1,22.2411,24.9523,12.5404,1.3112,0.0536169,1.07834,-0.488277,0.190192,0.932995,0.198076,1.06035
414,448.225,1,22.3066,24.7045,10.8018,1.40175,0.0493368,0.993538,-0.48686,0.18252,0.958667,0.203611,1.04846
415,452.053,1,21.9364,24.7745,11.3145,1.45718,0.0471788,0.985131,-0.472742,0.184212,1.07615,0.192719,1.07174
416,449.361,1,22.3013,24.5936,11.8815,1.45716,0.0475768,1.08275,-0.48108,0.183008,1.01026,0.196482,1.03654
417,451.327,1,21.9919,24.2395,11.9362,1.43009,0.0507277,1.10365,-0.472996,0.180417,1.02651,0.198861,0.974703
418,462.594,1,21.9482,24.6022,11.2919,1.48214,0.0502656,1.11303,-0.470172,0.193417,1.01845,0.232304,1.02183
419,465.199,1,22.5656,24.2963,11.8034,1.45441,0.0502487,1.03574,-0.502422,0.185414,1.08159,0.247148,1.09408
420,465.457,1,22.5468,24.3015,12.6726,1.49246,0.0532808,1.00588,-0.503356,0.190479,0.99675,0.212219,1.08807
421,469.554,1,22.2662,24.111,13.8905,1.49254,0.0576252,1.0347,-0.486489,0.183287,1.02926,0.20781,1.08694
422,458.943,1,22.5872,24.2552,13.1242,1.49248,0.0540063,1.00783,-0.493137,0.185924,0.954716,0.210608,0.931033
423,455.768,1,22.8142,24.1077,12.6201,1.43984,0.0521571,1.14178,-0.504919,0.197179,1.04667,0.197487,0.932717
424,462.576,1,23.3178,24.2826,13.6079,1.47624,0.0534264,1.11949,-0.515385,0.192376,1.17009,0.208481,0.907118
425,452.469,1,22.8944,24.5332,12.6061,1.59561,0.0419626,1.0984,-0.504529,0.188396,1.1357,0.223614,0.786118
426,446.2,1,22.0038,24.5307,12.8413,1.44638,0.0447335,0.980059,-0.474224,0.187535,1.14107,0.23212,0.783825
427,446.275,1,22.233,24.5015,12.5207,1.48559,0.0422661,1.06695,-0.470396,0.1964,1.06833,0.238139,0.80502
428,446.454,1,22.0189,24.4315,12.7535,1.62961,0.0331323,0.999761,-0.464751,0.183271,1.09411,0.252435,0.813061
429,451.505,1,22.7667,24.2756,12.6819,1.72929,0.0314492,1.11309,-0.499868,0.186259,1.03526,0.256671,0.799514
