iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V1_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
1059,448.901,1,22.427,23.813,13.1403,1.28083,0.0512014,1.00192,-0.48891,3.49716,-0.487952,-2.9955,0.184737,1.0221,0.272058,0.936186
1060,438.494,1,22.4737,23.2621,13.2603,1.30239,0.0472549,1.05609,-0.487324,2.55545,-0.713244,-2.26266,0.190702,0.917108,0.268384,0.842616
1061,436.38,1,21.6095,23.0227,14.1215,1.28009,0.0502709,0.995911,-0.449747,2.5307,-0.838857,-2.47169,0.186748,0.879948,0.240477,0.856977
1062,435.806,1,22.162,23.2538,14.1227,1.36802,0.0426741,1.00107,-0.478308,2.48479,-0.8519,-2.48688,0.189161,0.952418,0.249439,0.850347
1063,437.481,1,21.6801,23.3084,14.6949,1.46374,0.0378686,1.01659,-0.4624,1.75109,-0.631003,-2.87851,0.186306,0.99244,0.248634,0.841136
1064,445.615,1,22.0811,24.0388,14.5164,1.4667,0.04149,0.965668,-0.47322,2.57333,-0.711543,-2.72664,0.189776,0.986529,0.264985,0.859777
1065,439.028,1,22.0744,23.3823,15.139,1.36061,0.0440946,0.958492,-0.476943,2.67976,-0.798528,-2.79276,0.190885,0.936131,0.251003,0.886148
1066,445.902,1,21.7745,23.5815,15.2849,1.39146,0.0462461,1.00639,-0.466124,2.71328,-1.02548,-2.63694,0.192514,0.970945,0.248349,0.879749
1067,446.167,1,21.8078,24.0615,16.0453,1.48706,0.043451,1.04316,-0.465121,2.12606,-0.843352,-2.34867,0.190407,0.932764,0.23452,0.897429
1068,453.114,1,22.5405,24.1459,16.5049,1.46353,0.0468208,1.07794,-0.494698,2.22412,-0.886671,-2.30284,0.191607,0.988428,0.244584,0.926522
1069,438.235,1,21.9649,24.0944,14.0401,1.46343,0.0426708,1.00735,-0.470784,2.04194,-0.72155,-2.78321,0.184676,0.985671,0.205524,0.87651
1070,444.781,1,21.6574,23.8821,14.5695,1.46337,0.0407381,1.01571,-0.463905,2.13956,-0.598097,-3.32875,0.187155,1.15849,0.222462,0.909648
1071,443.552,1,22.5209,23.9638,14.1411,1.35663,0.0425385,1.01149,-0.488717,2.54707,-0.569119,-3.31826,0.195872,1.19589,0.214945,1.02444
1072,441.653,1,21.8086,23.7753,14.7204,1.38756,0.0414433,1.05619,-0.46528,1.9404,-0.48586,-3.36128,0.187972,1.06654,0.224353,1.02978
1073,444.063,1,21.8264,23.5889,13.109,1.38761,0.0433436,1.01922,-0.464811,2.27683,-0.464871,-2.57228,0.191452,1.19334,0.215715,0.921995
1074,448.621,1,21.8338,23.7976,13.3401,1.51964,0.0412167,1.05325,-0.462681,2.36796,-0.327978,-2.74717,0.181189,1.19588,0.199966,0.953254
1075,441.22,1,21.9391,23.8605,12.6185,1.44965,0.0406634,1.00978,-0.472171,1.33454,-0.421901,-2.16706,0.180096,1.11496,0.204076,0.984223
1076,449.794,1,22.6607,23.8457,13.1032,1.53442,0.0383438,1.10172,-0.494086,0.409909,-0.228076,-3.51266,0.195644,1.18091,0.219322,0.937102
1077,453.935,1,22.2421,24.1915,13.0546,1.57932,0.0394369,1.02888,-0.479751,0.474719,-0.337908,-3.56908,0.195081,1.17265,0.218009,0.918045
1078,454.467,1,23.0897,23.6705,12.4595,1.53426,0.0440671,1.06509,-0.516301,0.797229,-0.327071,-2.94962,0.190302,1.09666,0.232039,0.870195
1079,453.782,1,22.7531,23.0366,13.9612,1.5645,0.0424801,1.07635,-0.507413,0.589288,-0.178967,-3.35954,0.192116,1.06886,0.22314,0.889828
1080,449.134,1,22.1717,23.5467,12.9714,1.61371,0.0397535,1.06935,-0.483962,0.699334,-0.240652,-2.97443,0.18489,1.04174,0.207243,0.871395
1081,441.139,1,22.3814,22.6139,14.1159,1.49046,0.0414662,1.11009,-0.489265,1.64764,-0.200352,-2.63495,0.183615,1.10378,0.194394,0.869552
1082,442.714,1,22.2858,22.3245,15.4878,1.54127,0.0387404,1.08211,-0.492876,1.96546,-0.364873,-2.94441,0.183766,1.04918,0.207446,0.890718
1083,438.345,1,21.975,22.8057,16.6596,1.45329,0.0401128,0.94794,-0.481473,2.33351,-0.399648,-3.40202,0.186648,1.05083,0.209404,0.892635
1084,441.924,1,22.71,23.07,15.043,1.42639,0.0429662,1.05771,-0.507562,1.7208,-0.306679,-2.5535,0.189587,1.11347,0.214591,0.861928
1085,443.915,1,22.5537,22.7448,15.9791,1.32871,0.0504177,1.069,-0.48936,2.26293,-0.527548,-3.20153,0.179889,1.17394,0.216751,0.829961
1086,441.77,1,22.3498,22.0734,15.7921,1.28977,0.0464902,1.00981,-0.480944,2.45345,-0.495825,-2.43987,0.192013,1.30966,0.234131,0.809301
1087,439.04,1,22.0652,21.9803,15.3542,1.31684,0.0452577,1.0113,-0.472208,2.28815,-0.335987,-2.50271,0.191023,1.26687,0.24508,0.728333
1088,438.607,1,22.1175,21.6895,15.3178,1.4228,0.040623,1.0064,-0.482136,2.59558,-0.625505,-2.0036,0.184292,1.174,0.249231,0.731553
1089,435.223,1,22.4005,22.2456,15.4464,1.42777,0.0363727,1.02306,-0.484277,2.28215,-0.56472,-2.21616,0.194335,1.18662,0.259457,0.726971
1090,436.121,1,21.854,21.9522,15.8283,1.4279,0.0410275,1.07959,-0.463402,1.96129,-0.518877,-2.36144,0.184178,1.12935,0.231564,0.743084
1091,435.899,1,22.1973,21.6687,16.4545,1.50275,0.0365108,1.05208,-0.482832,1.73134,-0.491672,-2.28117,0.183241,1.14382,0.225601,0.748864
1092,435.918,1,22.343,21.7035,16.244,1.46757,0.0387839,1.08287,-0.478734,1.46388,-0.494596,-2.61353,0.184348,1.10537,0.219697,0.788242
1093,438.519,1,22.1685,21.867,16.0823,1.46661,0.0423723,1.19511,-0.481822,1.21711,-0.297978,-2.4257,0.17791,1.15864,0.204324,0.763905
1094,440.246,1,22.2515,22.0772,15.9037,1.46664,0.0439735,1.10382,-0.47715,2.56387,-0.0924666,-2.59885,0.194565,1.10013,0.219902,0.676609
1095,441.478,1,22.0141,22.2005,16.1061,1.46668,0.045137,1.02055,-0.469801,1.76942,-0.238058,-3.54459,0.190429,1.11639,0.21681,0.674765
1096,434.692,1,22.1211,22.0892,16.4398,1.43653,0.0409758,1.07489,-0.480244,2.37869,-0.239175,-3.25861,0.181168,1.21722,0.234116,0.639312
1097,441.792,1,21.854,22.1366,15.3083,1.43656,0.0422843,1.08573,-0.467276,2.14385,-0.158363,-2.31985,0.200664,1.15972,0.269836,0.62577
1098,440.426,1,22.0619,22.3535,15.6395,1.53719,0.036356,1.07941,-0.47912,2.374,-0.36409,-2.38981,0.190212,1.15467,0.272679,0.628614
1099,426.129,1,21.9041,22.5597,16.0562,1.42244,0.0332806,1.02914,-0.471001,2.25361,-0.497118,-2.61253,0.183375,1.12317,0.277109,0.668044
1100,437.084,1,22.2281,23.1925,14.9404,1.5395,0.0347923,1.08765,-0.478016,1.05542,-0.279749,-2.54973,0.186304,1.0496,0.2949,0.63061
1101,430.275,1,22.3634,23.1013,14.2929,1.53946,0.032435,0.983782,-0.484278,1.63304,-0.356062,-2.47537,0.192198,1.05822,0.280928,0.570279
1102,434.196,1,22.4854,22.8052,14.0764,1.5396,0.0367168,1.10917,-0.495559,1.10268,-0.10677,-2.2015,0.184832,1.01075,0.270826,0.593654
1103,434.469,1,22.3337,23.4024,13.9807,1.64107,0.0300003,0.986624,-0.488333,1.00861,-0.115557,-1.94349,0.181903,1.0556,0.263896,0.604807
1104,442.127,1,22.2814,23.2448,14.7006,1.71611,0.0290857,0.96131,-0.485722,0.978087,-0.108547,-2.27088,0.180781,1.1856,0.248477,0.624168
1105,444.584,1,22.3229,23.2511,14.5862,1.67488,0.029649,1.00598,-0.485171,0.886462,-0.109516,-2.54468,0.186133,1.25788,0.259818,0.653694
1106,447.182,1,22.1523,23.3351,13.5564,1.54811,0.0366235,1.01631,-0.471508,0.894484,0.105733,-3.54027,0.190426,1.25784,0.249171,0.760344
1107,445.902,1,22.4856,23.2991,13.7081,1.61959,0.0329339,1.06592,-0.485411,0.851409,0.233698,-3.84065,0.191117,1.1936,0.239809,0.767904
1108,440.247,1,22.1435,23.5113,14.3547,1.50583,0.0374982,1.07118,-0.480505,1.14586,0.00179511,-3.54106,0.187027,1.16403,0.222712,0.798282
1109,448.733,1,21.9789,23.6724,14.309,1.50592,0.0406691,1.16821,-0.470611,0.305149,0.00304697,-3.06747,0.200065,1.2304,0.21537,0.822725
1110,444.727,1,22.6188,23.7471,14.5789,1.4372,0.0418045,1.10483,-0.493605,0.42836,-0.0445323,-3.60725,0.19386,1.23577,0.219226,0.838472
1111,440.22,1,22.3922,24.2186,13.9433,1.48405,0.0391864,1.12767,-0.485066,-0.321594,0.228204,-3.83572,0.185479,1.15014,0.239243,0.743935
1112,439.608,1,22.4792,23.8352,14.1145,1.35237,0.0463599,1.1313,-0.495169,-0.042654,0.220191,-3.93238,0.191588,1.12586,0.236517,0.721225
1113,439.128,1,22.84,23.8265,14.5426,1.41354,0.0446878,1.09654,-0.506439,0.0361039,0.212828,-3.73802,0.190981,1.11708,0.2331,0.682441
1114,436.523,1,22.5348,23.995,13.8426,1.41357,0.044788,1.05479,-0.49633,0.0616976,0.0851721,-3.39016,0.183318,0.996678,0.247247,0.669178
1115,441.517,1,22.3062,23.748,14.0141,1.3372,0.0485892,1.08523,-0.484686,0.610899,-0.0643358,-3.87043,0.184129,1.08116,0.254992,0.728634
1116,442.532,1,22.4666,24.0093,13.5233,1.37471,0.0495825,0.975199,-0.481834,1.14514,0.12851,-4.04182,0.187196,1.1212,0.234869,0.681179
1117,448.328,1,21.9198,24.1151,14.7043,1.30392,0.0520583,1.03506,-0.467982,0.0137169,0.0423055,-3.71238,0.181401,1.20793,0.242116,0.798327
1118,449.312,1,22.024,24.1687,15.4173,1.34099,0.049999,1.12566,-0.473039,1.0321,-0.00403829,-3.84325,0.19479,1.22652,0.225113,0.816714
1119,438.885,1,22.952,24.082,15.1689,1.34096,0.0474788,1.12347,-0.510053,0.59117,0.0657508,-4.07708,0.190726,1.09831,0.219299,0.780342
1120,435.333,1,22.7858,24.5803,15.3889,1.33611,0.0453584,1.13932,-0.499708,0.865643,0.00709936,-4.38333,0.184758,1.14106,0.208113,0.815845
1121,440.729,1,21.9985,24.4626,14.2638,1.33615,0.0474872,1.04626,-0.466211,0.592069,0.0463771,-4.08313,0.189747,1.08603,0.225496,0.845016
1122,443.603,1,22.3875,24.5079,13.7524,1.33612,0.0473455,1.06442,-0.486327,0.861084,-0.0281494,-4.2111,0.196227,1.14668,0.230467,0.827249
1123,449.999,1,22.2158,24.2676,14.1908,1.4177,0.0464019,1.10519,-0.483074,1.03133,-0.0149022,-4.76021,0.188805,1.17091,0.234407,0.853012
1124,447.074,1,22.2319,23.7001,13.6957,1.44579,0.0429082,1.08463,-0.486633,1.06519,-0.0490499,-3.8076,0.18886,1.24022,0.224599,0.830718
1125,451.976,1,22.8337,24.1417,14.9163,1.37481,0.0480032,1.13233,-0.5055,0.956715,0.0583126,-3.67267,0.193006,1.25024,0.229784,0.88376
1126,458.389,1,22.8969,24.5942,16.1113,1.49216,0.0474873,1.17676,-0.501756,1.29199,-0.17543,-3.64962,0.188273,1.16714,0.225517,0.938648
1127,453.994,1,22.501,24,14.0482,1.3762,0.0509687,1.17377,-0.481371,0.546277,0.0340873,-3.59285,0.183114,1.28326,0.224565,0.861946
1128,452.326,1,22.8329,23.9347,14.2641,1.37627,0.0533042,1.11269,-0.495981,0.326558,-0.0498118,-3.24941,0.199084,1.17107,0.205512,0.83638
1129,459.341,1,21.8203,24.0272,14.4261,1.46171,0.0524403,1.09813,-0.458324,2.33144,-0.356977,-3.00959,0.188052,1.25895,0.203684,0.848649
1130,453.483,1,22.0815,24.1442,14.0159,1.40154,0.0521681,1.15545,-0.466859,1.34,-0.109703,-2.86098,0.181525,1.34167,0.199594,0.820993
1131,454.745,1,22.4671,24.0075,14.8214,1.40149,0.0505243,1.09871,-0.488004,1.86075,-0.196513,-3.15849,0.185095,1.4848,0.190909,0.889556
1132,453.588,1,22.2113,24.1331,15.094,1.32631,0.0536765,1.05173,-0.477136,1.384,-0.14509,-3.95918,0.181806,1.314,0.196347,0.954412
1133,455.098,1,22.488,24.5636,14.3982,1.4148,0.0519327,1.15316,-0.487997,2.26195,-0.0665347,-3.38905,0.182644,1.37814,0.190321,0.852039
1134,452.217,1,22.2187,24.1879,15.5703,1.29834,0.0572949,1.05352,-0.481308,2.24567,-0.299309,-4.1893,0.181922,1.34281,0.176036,0.883732
1135,458.631,1,22.0891,23.543,16.7329,1.3735,0.0575072,0.95122,-0.474832,2.90689,-0.179188,-3.48315,0.18442,1.36014,0.194207,0.794221
1136,450.431,1,21.905,24.075,15.0184,1.43843,0.0518292,0.904252,-0.475098,1.9396,-0.266262,-3.47253,0.188788,1.34304,0.166873,0.76308
1137,453.773,1,22.2747,24.3922,14.1745,1.44468,0.0546387,1.02054,-0.48524,2.5235,-0.341798,-3.23223,0.182024,1.32835,0.178392,0.736644
1138,454.161,1,22.2019,24.1594,15.0282,1.53337,0.0478838,1.08826,-0.478378,2.69404,-0.304572,-2.82303,0.195633,1.41019,0.171286,0.746936
1139,451.264,1,22.1695,24.5822,14.0693,1.44186,0.0541587,1.14941,-0.479849,2.6057,-0.0429081,-2.6656,0.185772,1.33681,0.166222,0.730637
1140,453.426,1,22.7973,24.3894,14.6658,1.48486,0.0551784,1.12307,-0.496855,1.61898,-0.278859,-2.49269,0.181946,1.35986,0.158714,0.725589
1141,448.536,1,22.4443,24.1503,13.3452,1.46816,0.0504843,1.07928,-0.484779,1.03231,-0.0918395,-2.74727,0.192765,1.23634,0.162856,0.793201
1142,450.927,1,23.3308,23.6919,14.2024,1.50574,0.0500661,1.11431,-0.524927,2.11624,-0.284714,-2.84275,0.189742,1.24204,0.175241,0.746484
1143,448.464,1,22.6261,23.4468,15.9444,1.53439,0.050453,1.1163,-0.498816,2.39796,-0.326476,-2.83581,0.18057,1.1527,0.16892,0.742325
1144,436.44,1,22.4349,22.9114,15.7724,1.46358,0.0447309,1.13168,-0.492673,1.68084,-0.352115,-2.37142,0.180089,1.25707,0.159925,0.743219
1145,452.399,1,21.984,23.5356,16.2309,1.46373,0.0521678,1.04686,-0.481927,2.77144,-0.479302,-2.75134,0.184986,1.34722,0.170303,0.773632
1146,452.061,1,22.1866,23.2543,16.4021,1.46377,0.0544924,1.09378,-0.480814,2.52812,-0.442642,-2.75993,0.190269,1.25666,0.170836,0.711833
1147,456.148,1,21.8047,23.3591,17.0338,1.55334,0.0502817,1.02772,-0.4665,2.81487,-0.332935,-2.74268,0.202236,1.36185,0.168267,0.685255
1148,444.834,1,22.3276,23.8941,14.8844,1.46215,0.0505497,1.09132,-0.47915,1.85055,-0.387895,-2.52758,0.191224,1.2886,0.173855,0.637916
1149,449.528,1,21.857,23.4722,15.7788,1.38035,0.0585677,0.994086,-0.471057,0.458211,-0.382951,-2.37291,0.190071,1.12877,0.16895,0.728273
1150,445.936,1,22.1469,23.9361,15.1149,1.38024,0.0546073,1.13433,-0.479071,1.87451,-0.494197,-2.84508,0.183691,1.29621,0.156881,0.781644
1151,451.013,1,22.2049,24.6686,13.9523,1.33157,0.0566718,1.12971,-0.49086,1.26875,-0.291576,-3.71632,0.178552,1.25576,0.18349,0.825671
1152,452.065,1,22.3282,24.2157,13.5884,1.42957,0.0543936,1.08139,-0.498697,1.35344,-0.195299,-3.00403,0.176149,1.23474,0.169551,0.830555
1153,449.407,1,21.8348,23.7272,13.8431,1.35079,0.0533266,1.04374,-0.462353,1.45828,-0.195609,-2.8629,0.181985,1.16231,0.196048,0.890319
1154,448.057,1,22.4072,24.0069,15.1799,1.41253,0.0493712,1.06735,-0.485993,2.27064,-0.449809,-2.47435,0.185465,1.3217,0.181085,0.831618
1155,454.202,1,22.8875,23.5431,14.7282,1.46996,0.0483294,0.988902,-0.500215,2.5304,-0.409247,-2.83241,0.193583,1.43443,0.170063,0.867845
1156,459.22,1,22.8004,23.593,15.9752,1.39169,0.0532348,1.03554,-0.507112,3.00857,-0.547431,-3.05712,0.19333,1.61971,0.187828,0.783904
1157,454.637,1,22.5273,23.0791,16.8684,1.37155,0.0527701,1.02977,-0.492916,3.12411,-0.471239,-3.3037,0.188208,1.42632,0.21165,0.757919
1158,460.389,1,22.4171,23.0974,16.1196,1.37156,0.0550073,0.966921,-0.494958,2.44274,-0.487326,-3.03472,0.185438,1.39042,0.240459,0.767667
1159,450.428,1,23.1865,23.6186,15.9982,1.45054,0.0465621,1.06232,-0.516317,2.50398,-0.315148,-2.91685,0.19024,1.22104,0.236802,0.752745
1160,454.679,1,22.6442,23.5748,14.1471,1.45061,0.0484055,1.0683,-0.492975,1.63514,-0.548025,-2.49749,0.188315,1.24828,0.233327,0.776001
1161,448.497,1,22.3709,23.4551,14.1971,1.47682,0.047215,1.05533,-0.484382,2.14781,-0.386012,-2.61529,0.186189,1.1629,0.216936,0.732172
1162,437.119,1,22.1155,24.1513,14.9899,1.33232,0.046912,1.10367,-0.480257,2.99789,-0.388524,-2.95208,0.193407,1.16813,0.214624,0.716501
1163,436.249,1,22.8707,24.3624,13.7298,1.33229,0.0470916,1.00938,-0.505684,2.35536,-0.38781,-2.92349,0.187885,1.0927,0.215697,0.793585
1164,441.011,1,22.2703,24.4827,13.5984,1.32841,0.0507732,1.01018,-0.476383,1.78669,-0.374545,-3.09191,0.193611,1.07501,0.198511,0.815844
1165,441.346,1,22.0514,24.7842,14.4279,1.35921,0.0494443,1.00106,-0.477756,1.55818,-0.323054,-2.99146,0.181792,1.03365,0.229502,0.773425
1166,444.898,1,21.4599,24.5083,12.459,1.3881,0.0466993,1.02514,-0.445423,2.50176,-0.394461,-2.90103,0.182343,1.03039,0.238498,0.885591
1167,440.519,1,21.7508,24.8854,13.8044,1.44156,0.0439544,1.0336,-0.457024,2.41552,-0.576823,-2.49402,0.191631,0.959184,0.217737,0.850089
1168,448.176,1,22.5694,24.7732,14.5851,1.44163,0.0486215,1.02454,-0.497118,1.97744,-0.558537,-2.73004,0.187181,0.956666,0.217532,0.916615
1169,445.856,1,22.053,24.9467,13.7448,1.46839,0.0445113,1.01361,-0.473085,1.964,-0.529926,-3.22381,0.18344,0.935609,0.231183,0.932097
1170,449.943,1,23.0534,24.962,12.7062,1.50657,0.0455566,1.05419,-0.508499,1.63697,-0.536104,-2.90501,0.191989,0.906346,0.233433,0.903404
1171,447.912,1,22.3452,24.6557,13.2357,1.43948,0.0508603,1.11447,-0.48351,1.23077,-0.4184,-2.83623,0.18362,0.903906,0.214337,0.881601
1172,453.373,1,22.9199,24.7987,13.0919,1.46497,0.052307,1.03362,-0.508277,1.67639,-0.315246,-3.13243,0.182753,0.87768,0.225487,0.909682
1173,448.741,1,22.2371,24.7956,13.9687,1.34608,0.0560469,1.02345,-0.480212,1.86628,-0.385028,-2.89787,0.189315,0.875154,0.218786,0.876707
1174,458.725,1,22.2743,24.3526,15.8469,1.34611,0.0585706,1.07788,-0.473527,2.60533,-0.858249,-3.54078,0.189542,0.947317,0.246999,0.933493
1175,454.172,1,22.4547,23.9792,15.3054,1.36985,0.0539677,1.09093,-0.496832,3.69282,-0.904469,-2.87423,0.186558,0.974844,0.23397,0.926994
1176,454.04,1,22.3685,23.891,16.3279,1.3699,0.0551249,0.945731,-0.49198,3.21641,-1.10612,-3.16913,0.182545,0.908644,0.230742,0.96915
1177,456.105,1,23.1275,23.6857,14.7778,1.36991,0.056024,1.00113,-0.509729,3.47583,-0.883768,-3.73607,0.173149,0.951136,0.260951,0.922112
1178,459.49,1,22.3127,24.1197,14.8144,1.40314,0.0550383,1.08159,-0.494827,2.82568,-0.984994,-2.99966,0.178539,0.932036,0.26828,0.911109
1179,455.283,1,22.7851,24.0123,15.1677,1.42738,0.0519849,1.0375,-0.505375,2.87277,-0.884542,-2.88626,0.181626,0.918073,0.261792,0.901683
1180,454.996,1,21.8852,24.3123,15.2038,1.37472,0.0523535,1.0666,-0.46637,2.29134,-0.982587,-2.77974,0.189444,0.966029,0.246535,0.969959
1181,450.599,1,22.9035,24.7305,12.8476,1.35091,0.0491145,1.09261,-0.503668,2.76278,-0.628418,-2.77846,0.194182,0.948261,0.251395,1.01814
1182,457.212,1,22.5416,25.1109,12.3859,1.35102,0.0536904,1.00776,-0.484786,3.12035,-0.44474,-3.05952,0.180924,0.983044,0.259143,1.07525
1183,459.202,1,22.3703,25.3872,13.2119,1.47105,0.0513092,1.02575,-0.488866,2.73049,-0.679192,-3.14828,0.180837,0.924595,0.250027,0.999265
1184,443.414,1,22.3398,25.4451,13.0284,1.38462,0.0463658,1.04954,-0.485883,2.36667,-0.744451,-2.87123,0.188123,1.01965,0.238086,0.849872
1185,446.206,1,22.0938,25.2277,13.4177,1.44785,0.0455237,0.981635,-0.476216,3.04548,-0.742667,-2.57444,0.187962,1.05354,0.219724,0.869837
1186,441.189,1,21.4052,24.7718,14.5017,1.40638,0.0412713,0.958815,-0.452911,3.50049,-0.899591,-2.15937,0.188775,0.986144,0.235577,0.999319
1187,446.304,1,21.6957,24.4597,13.0237,1.38768,0.0462298,1.00469,-0.457406,3.54062,-0.846319,-1.89013,0.186519,0.976342,0.229212,1.02103
1188,448.752,1,22.4585,24.0371,12.4121,1.45133,0.0468254,1.06179,-0.487086,3.06827,-0.654549,-1.80549,0.19689,0.958094,0.219157,0.925334
1189,453.717,1,22.5928,24.4817,13.5037,1.4514,0.0487383,1.07218,-0.491843,2.2183,-0.627836,-1.76064,0.187349,1.02935,0.225861,0.941648
1190,454.105,1,21.9447,24.5465,14.4355,1.46503,0.0451018,1.0775,-0.472209,2.5902,-0.434013,-3.22553,0.188108,1.11134,0.240646,0.946508
1191,453.858,1,22.1757,24.3019,13.9016,1.53511,0.0433504,1.11348,-0.473243,2.89219,-0.552131,-2.98952,0.194059,1.0113,0.241692,0.910405
1192,447.902,1,21.8837,24.1224,14.2308,1.5166,0.0404308,1.1315,-0.467355,2.74128,-0.427853,-2.55766,0.184299,1.05739,0.234735,0.930049
1193,451.069,1,21.7973,24.6254,15.0691,1.44654,0.0452579,1.13226,-0.4676,2.50013,-0.502718,-2.84376,0.188769,1.06745,0.2237,0.985331
1194,448.656,1,22.7944,24.9186,14.3695,1.3995,0.0456042,1.05316,-0.502556,2.32761,-0.284992,-2.66792,0.18937,1.12835,0.221274,0.981596
1195,452.796,1,22.4495,24.1064,14.9186,1.49459,0.0461456,1.11059,-0.487236,2.67542,-0.302385,-2.96858,0.191861,1.12135,0.229793,0.821651
1196,440.782,1,22.6494,24.1697,13.9178,1.57619,0.034629,1.1023,-0.49667,2.58765,-0.414189,-1.87972,0.174502,1.11271,0.231769,0.827848
1197,431.354,1,21.764,24.0695,13.1416,1.45111,0.0368905,1.1245,-0.462847,1.9129,-0.406974,-2.28211,0.179225,0.995379,0.23095,0.838495
1198,440.748,1,21.938,23.9555,12.9781,1.47982,0.0395242,1.02793,-0.469519,1.69105,-0.166209,-2.79799,0.186322,0.961321,0.24555,0.869986
1199,440.085,1,21.3621,24.193,12.5764,1.53663,0.0408641,1.06777,-0.450632,1.5549,-0.201663,-2.93975,0.185642,0.977041,0.223534,0.734676
1200,440.489,1,21.7331,24.062,12.9431,1.4876,0.0411297,1.05902,-0.462333,1.82485,-0.235639,-2.4006,0.188344,0.994379,0.227287,0.809574
1201,440.429,1,22.2912,24.0573,13.306,1.48757,0.0394534,1.09912,-0.485722,1.89757,-0.277721,-3.04652,0.194884,0.9713,0.242518,0.798807
1202,449.572,1,23.0244,24.2112,13.2587,1.443,0.045533,1.04213,-0.508382,1.71302,-0.462358,-2.62076,0.194361,1.02969,0.247207,0.865567
1203,449.458,1,22.5318,24.2146,12.7595,1.48245,0.0425674,1.02378,-0.49851,2.15133,-0.58136,-2.54649,0.188045,1.0263,0.256589,0.88771
1204,446.775,1,22.8651,24.2173,13.0791,1.48245,0.0418368,1.04021,-0.505338,1.70116,-0.687485,-2.63618,0.188182,0.969546,0.258284,0.873609
1205,462.266,1,22.2446,24.3007,12.8934,1.58618,0.0425033,1.06162,-0.485964,1.06935,-0.535323,-2.57936,0.191243,1.10561,0.259444,0.931449
1206,448.404,1,22.1409,24.2553,13.0146,1.52517,0.0436703,1.03799,-0.482418,1.49726,-0.452741,-2.72042,0.199322,0.890713,0.240562,0.833876
1207,444.812,1,21.794,24.8319,13.5613,1.54275,0.0397273,1.06284,-0.469769,0.721452,-0.37282,-3.37758,0.187828,0.962538,0.23208,0.875894
1208,449.606,1,22.4879,24.1098,13.0772,1.47597,0.047659,1.09328,-0.501939,0.662144,-0.467423,-3.13356,0.193761,0.956625,0.227143,0.824445
1209,455.812,1,22.3303,24.5889,13.7689,1.43034,0.0507856,1.03578,-0.49198,1.14233,-0.539898,-2.90541,0.191378,1.02268,0.242449,0.880684
1210,456.917,1,22.9785,24.4414,13.6192,1.51405,0.045498,1.18739,-0.507836,2.09591,-0.511221,-2.7699,0.189941,1.12526,0.260145,0.825703
1211,440.98,1,22.3723,24.5374,14.7733,1.40835,0.0453563,1.05068,-0.482901,2.66593,-0.461949,-2.51617,0.176009,1.11038,0.248813,0.737179
1212,446.695,1,22.1118,23.6197,14.2327,1.53258,0.0393146,1.08209,-0.476288,1.62711,-0.354952,-2.49755,0.18974,1.1326,0.254754,0.743465
1213,443.682,1,22.1606,23.2862,15.5703,1.43617,0.0447414,1.07675,-0.488802,1.543,-0.283477,-3.10682,0.179544,1.16398,0.259702,0.669557
1214,441.486,1,22.4854,22.9356,15.078,1.3327,0.0458483,1.01249,-0.491681,2.03373,-0.334174,-2.48286,0.179222,1.24638,0.264728,0.731673
1215,444.051,1,22.672,22.8167,15.7416,1.48952,0.0372221,1.08326,-0.503512,1.21755,-0.326091,-2.4041,0.184283,1.29253,0.268925,0.724147
1216,449.747,1,22.0475,23.0639,15.4145,1.48961,0.042161,1.02561,-0.478226,1.43628,-0.300123,-2.57393,0.190498,1.22178,0.278379,0.704908
1217,454.027,1,21.5052,22.7351,16.8217,1.37068,0.0489833,1.05474,-0.45825,2.15137,-0.30165,-3.35273,0.188448,1.23649,0.281256,0.763469
1218,449.241,1,22.3789,22.5803,16.9761,1.42504,0.0439986,1.02823,-0.488017,1.74446,-0.420958,-3.28669,0.188491,1.20523,0.285649,0.735827
1219,445.254,1,22.6453,22.9034,16.5327,1.36068,0.0446153,1.0013,-0.497189,2.64871,-0.215653,-3.18898,0.192275,1.21229,0.281861,0.73789
1220,436.655,1,22.3312,22.6482,15.6557,1.36065,0.042632,1.07218,-0.485755,1.4961,-0.310154,-2.5765,0.191728,1.12468,0.265294,0.704786
1221,447.683,1,22.4654,22.3708,15.0089,1.51324,0.0413385,1.1318,-0.488308,2.54675,-0.43737,-2.114,0.184239,1.15061,0.259549,0.738001
1222,447.305,1,22.2765,22.6465,14.7959,1.43933,0.047228,0.961473,-0.482402,3.22101,-0.527806,-2.16973,0.180884,1.18031,0.251634,0.689894
1223,445.636,1,22.4297,22.4299,15.2578,1.43931,0.0459013,1.02464,-0.489686,3.00575,-0.517513,-1.79859,0.176527,1.08943,0.263196,0.733241
1224,452.838,1,22.7536,22.3707,15.3889,1.4976,0.0457909,1.11198,-0.499255,2.7492,-0.680849,-2.45082,0.181813,1.10253,0.27124,0.756614
1225,446.353,1,22.2977,22.6543,14.5995,1.48094,0.0429588,1.04675,-0.481267,3.35285,-0.705114,-2.15225,0.187595,1.02928,0.272035,0.750673
