iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1286,512.185,2,19.9799,25.4643,15.7908,0.155234,-0.381838,0.204845,1.59802,0.130207,1.05192
1287,525.989,2,19.9805,25.4643,15.7897,0.155237,-0.381866,0.204834,1.59803,0.130225,1.05197
1288,523.742,2,19.981,25.4643,15.7869,0.155237,-0.381908,0.204826,1.59785,0.130262,1.05195
1289,526.651,2,19.9808,25.4635,15.7857,0.155247,-0.381895,0.204814,1.59752,0.130274,1.05202
1290,518.065,2,19.9805,25.4624,15.7845,0.155252,-0.381882,0.204811,1.59716,0.130282,1.05189
1291,527.017,2,19.9805,25.4617,15.7841,0.155266,-0.381885,0.204828,1.59697,0.130276,1.0517
1292,526.886,2,19.981,25.4612,15.7826,0.155271,-0.381909,0.204848,1.59684,0.130289,1.05164
1293,524.222,2,19.9813,25.4614,15.7834,0.155275,-0.381933,0.204856,1.59676,0.130286,1.05165
1294,535.454,2,19.982,25.4617,15.7837,0.155288,-0.381974,0.204862,1.59685,0.130291,1.05164
1295,525.294,2,19.9822,25.4624,15.7845,0.15529,-0.381996,0.204881,1.59693,0.130286,1.05155
1296,515.083,2,19.9821,25.4622,15.7875,0.155281,-0.381996,0.204906,1.59699,0.130271,1.05155
1297,513.045,2,19.9812,25.4624,15.7882,0.155278,-0.381956,0.20491,1.59709,0.130247,1.05148
1298,524.004,2,19.9796,25.4625,15.7841,0.155287,-0.381896,0.204905,1.597,0.130217,1.0515
1299,527.956,2,19.979,25.4627,15.7816,0.155288,-0.381893,0.204906,1.59689,0.130228,1.05166
1300,519.715,2,19.9791,25.4631,15.7801,0.155285,-0.381906,0.204923,1.59693,0.130233,1.05162
1301,522.103,2,19.9789,25.4621,15.7813,0.155291,-0.381896,0.204904,1.59703,0.130231,1.05155
1302,526.387,2,19.9791,25.462,15.7826,0.155296,-0.381913,0.204903,1.59722,0.130236,1.05146
1303,523.411,2,19.9788,25.4617,15.7824,0.155298,-0.381902,0.204896,1.59731,0.130241,1.05142
1304,521.999,2,19.9786,25.4619,15.7802,0.155307,-0.381882,0.204892,1.59743,0.130226,1.05132
1305,534.012,2,19.9779,25.462,15.7811,0.155315,-0.381848,0.204903,1.59777,0.130225,1.05133
1306,512.059,2,19.9787,25.4616,15.7829,0.155303,-0.381885,0.204901,1.59795,0.130217,1.05142
1307,519.465,2,19.9795,25.4613,15.7845,0.155301,-0.38192,0.204895,1.59803,0.130226,1.05146
1308,515.386,2,19.9791,25.4607,15.7854,0.155296,-0.381913,0.204889,1.5979,0.130235,1.05147
1309,515.194,2,19.9792,25.4603,15.7886,0.155293,-0.381926,0.204887,1.59785,0.130237,1.05136
1310,514.27,2,19.9785,25.4595,15.7905,0.15529,-0.381908,0.204875,1.59777,0.130223,1.05141
1311,517.044,2,19.9783,25.4593,15.7933,0.155291,-0.381906,0.204855,1.59782,0.130211,1.05138
1312,517.396,2,19.979,25.4594,15.795,0.155289,-0.381936,0.204848,1.59793,0.130218,1.05132
1313,521.744,2,19.9795,25.459,15.7987,0.155287,-0.381971,0.204829,1.59809,0.130218,1.05139
1314,519.797,2,19.9799,25.459,15.8031,0.155285,-0.381988,0.204827,1.59829,0.130205,1.05142
1315,514.511,2,19.9807,25.4593,15.8046,0.155288,-0.382014,0.204818,1.59828,0.130192,1.05128
1316,523.776,2,19.9805,25.4598,15.8062,0.155289,-0.382003,0.204813,1.59851,0.130184,1.05135
1317,523.923,2,19.9801,25.4597,15.8068,0.155292,-0.381967,0.204811,1.59866,0.130173,1.05154
1318,524.838,2,19.98,25.4603,15.8058,0.155289,-0.381963,0.204809,1.59902,0.130174,1.05162
1319,523.653,2,19.9806,25.4598,15.8048,0.155287,-0.38199,0.204819,1.59924,0.1302,1.05154
1320,515.162,2,19.9802,25.4599,15.8038,0.155279,-0.381963,0.204834,1.59935,0.130215,1.05139
1321,519.476,2,19.9811,25.4604,15.803,0.155279,-0.381998,0.204844,1.59927,0.130224,1.05135
1322,516.222,2,19.9803,25.4607,15.802,0.15528,-0.381948,0.204839,1.59935,0.130227,1.05118
1323,523.785,2,19.9807,25.4612,15.8003,0.155287,-0.381944,0.204837,1.59938,0.130225,1.05117
1324,523.308,2,19.9811,25.4615,15.8014,0.155286,-0.38197,0.204828,1.59953,0.130233,1.05119
1325,517.216,2,19.9816,25.4613,15.8023,0.155287,-0.38198,0.204828,1.59957,0.13023,1.05111
1326,525.165,2,19.9814,25.4606,15.8038,0.15529,-0.381968,0.204838,1.59978,0.130226,1.05108
1327,521.666,2,19.9814,25.4607,15.8075,0.155286,-0.381974,0.204862,1.59983,0.130223,1.05113
1328,523.741,2,19.9817,25.4604,15.8094,0.155286,-0.381986,0.204863,1.60007,0.130229,1.05115
1329,527.445,2,19.9817,25.4602,15.8115,0.155295,-0.38199,0.204842,1.60018,0.130217,1.05116
1330,521.523,2,19.9818,25.4604,15.8118,0.155295,-0.382002,0.204826,1.60047,0.130206,1.05117
1331,517.465,2,19.9818,25.4613,15.8088,0.155293,-0.382002,0.204815,1.60071,0.130202,1.05114
1332,521.763,2,19.9814,25.4621,15.8066,0.155293,-0.381983,0.204805,1.60074,0.130215,1.05113
1333,523.909,2,19.9814,25.4629,15.806,0.155293,-0.381987,0.204797,1.60097,0.130218,1.05118
1334,525.4,2,19.9821,25.4629,15.8055,0.155299,-0.382016,0.204799,1.60111,0.130232,1.05103
1335,521.473,2,19.9821,25.4637,15.8047,0.155297,-0.382006,0.204797,1.60114,0.130253,1.05106
1336,523.478,2,19.9821,25.4639,15.8048,0.155303,-0.38199,0.204786,1.60119,0.130257,1.05106
1337,518.742,2,19.9818,25.4642,15.8043,0.155303,-0.381986,0.2048,1.60108,0.130271,1.05085
1338,525.942,2,19.9814,25.4639,15.8021,0.155306,-0.381986,0.204813,1.60092,0.130298,1.05064
1339,521.451,2,19.9807,25.4637,15.8036,0.155306,-0.381961,0.204823,1.601,0.130295,1.05053
1340,519.839,2,19.9798,25.4631,15.8033,0.155307,-0.381924,0.204819,1.60103,0.130293,1.05048
1341,524.96,2,19.9802,25.4632,15.8053,0.155312,-0.381943,0.204826,1.60123,0.130297,1.05029
1342,525.811,2,19.9793,25.4635,15.8042,0.155307,-0.381902,0.204832,1.60152,0.130305,1.05036
1343,519.781,2,19.9788,25.4635,15.8036,0.155305,-0.381898,0.204826,1.60173,0.130292,1.05039
1344,532.213,2,19.9773,25.4638,15.8055,0.15531,-0.38184,0.204813,1.60202,0.130295,1.0505
1345,517.732,2,19.9777,25.4637,15.8061,0.155305,-0.381851,0.204815,1.60236,0.130293,1.05043
1346,518.283,2,19.9775,25.4632,15.8073,0.155305,-0.381829,0.204809,1.60234,0.130304,1.05035
1347,518.201,2,19.9778,25.4631,15.8085,0.155305,-0.38184,0.204814,1.60226,0.130316,1.05019
1348,518.947,2,19.9773,25.4626,15.8084,0.155302,-0.381814,0.204805,1.60248,0.130333,1.05003
1349,523.507,2,19.9764,25.4629,15.8097,0.1553,-0.381785,0.204797,1.60262,0.130342,1.05009
1350,523.363,2,19.9767,25.4625,15.8109,0.155298,-0.381812,0.204781,1.60277,0.130366,1.05004
1351,518.142,2,19.9768,25.4627,15.8117,0.155296,-0.381808,0.204774,1.60307,0.130373,1.0499
1352,515.233,2,19.9772,25.4628,15.8126,0.155295,-0.381815,0.204767,1.60317,0.130363,1.04987
1353,516.107,2,19.9778,25.463,15.8123,0.155294,-0.381822,0.20478,1.60322,0.130353,1.04986
1354,522.904,2,19.9779,25.463,15.8109,0.155302,-0.381816,0.204776,1.60341,0.130325,1.04983
1355,524.685,2,19.9774,25.4629,15.8118,0.15531,-0.381779,0.204785,1.60364,0.130299,1.04981
1356,522.333,2,19.9756,25.4631,15.813,0.155318,-0.381681,0.204779,1.60355,0.130293,1.04981
1357,528.748,2,19.9749,25.4638,15.8151,0.155319,-0.381635,0.204779,1.60361,0.130316,1.04992
1358,529.556,2,19.9742,25.4641,15.8146,0.155324,-0.381606,0.204775,1.6037,0.130324,1.05002
1359,530.491,2,19.9741,25.4647,15.8137,0.155329,-0.381591,0.20478,1.60362,0.130344,1.05014
1360,529.791,2,19.9741,25.4657,15.8132,0.155337,-0.381585,0.204766,1.60349,0.130369,1.05025
1361,529.453,2,19.974,25.4663,15.8097,0.155341,-0.381577,0.204767,1.60354,0.13038,1.05043
1362,522.899,2,19.974,25.4666,15.8078,0.155342,-0.381567,0.204775,1.60357,0.13038,1.05052
1363,516.28,2,19.9743,25.4673,15.8069,0.155337,-0.381573,0.204775,1.60372,0.130375,1.05056
1364,520.058,2,19.9752,25.4683,15.8085,0.155336,-0.381592,0.204777,1.60362,0.130386,1.05067
