iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
258,514.628,1,20.0562,26.7196,15.2164,0.146234,-0.388003,0.202162,1.85601,0.110254,1.36133
259,519.6,1,20.3526,26.4209,19.1306,0.150836,-0.40223,0.203983,1.72537,0.104204,1.46159
260,522.361,1,19.7338,26.8243,15.1177,0.149623,-0.380266,0.198259,1.69815,0.11147,1.56024
261,518.421,1,20.0814,26.8853,13.8339,0.150953,-0.394342,0.20556,1.65469,0.0967945,1.51996
262,519.389,1,20.4937,26.8204,15.1406,0.154571,-0.415468,0.200088,1.62521,0.0846837,1.62817
263,526.046,1,20.8312,27.3724,14.4457,0.164151,-0.418015,0.204055,1.5923,0.0906105,1.43322
264,529.173,1,20.2898,27.5504,13.698,0.161449,-0.404694,0.196873,1.54657,0.100339,1.5473
265,534.535,1,20.5156,27.5478,14.985,0.16415,-0.410817,0.190372,1.60673,0.113632,1.49566
266,544.08,1,19.6726,27.9928,16.448,0.163346,-0.371603,0.20772,1.72468,0.130896,1.60056
267,539.251,1,20.4371,28.2075,15.1461,0.157003,-0.413634,0.197563,1.83385,0.124166,1.64212
268,529.661,1,20.062,28.1633,17.7021,0.155905,-0.393741,0.19697,1.71822,0.112764,1.57904
269,523.113,1,19.6842,28.2944,19.6146,0.152636,-0.366136,0.196532,1.67108,0.105169,1.69006
270,526.013,1,20.1378,27.8348,17.2543,0.15261,-0.395937,0.205611,1.76842,0.106742,1.61607
271,527.699,1,20.993,27.7803,17.0948,0.156927,-0.42229,0.207711,1.69548,0.105761,1.65293
272,533.41,1,20.4862,27.5642,16.7647,0.154359,-0.404151,0.220639,1.8004,0.118852,1.66542
273,539.276,1,20.2158,27.8568,16.0042,0.153029,-0.40128,0.231205,1.8645,0.129102,1.73083
274,549.279,1,19.3474,27.8091,15.0866,0.162406,-0.359134,0.22584,2.02244,0.129371,1.49089
275,545.201,1,19.4708,27.8125,15.5121,0.159207,-0.370264,0.215631,2.16103,0.129512,1.39111
276,538.306,1,19.6298,27.9666,17.5525,0.151167,-0.368962,0.218336,2.08672,0.135774,1.58788
277,548.834,1,19.3093,27.9246,19.8865,0.158343,-0.344571,0.224359,2.13206,0.149788,1.56653
278,534.482,1,19.8208,27.7575,16.6701,0.152887,-0.383341,0.221251,2.17727,0.119224,1.35657
279,535.246,1,19.1053,27.6291,18.6079,0.154887,-0.348851,0.228622,1.85274,0.117479,1.47448
280,538.55,1,20.1572,27.7654,22.1963,0.154433,-0.397214,0.226658,1.88002,0.12817,1.53754
281,534.356,1,20.5887,27.2256,20.2892,0.153487,-0.41118,0.229649,1.82,0.127909,1.5396
282,528.555,1,20.9515,27.1616,16.7352,0.151561,-0.423239,0.20976,1.66173,0.130681,1.53725
283,527.168,1,20.6299,26.6375,16.8017,0.15709,-0.408093,0.196757,1.57736,0.125327,1.45374
284,525.126,1,20.638,26.6759,15.1249,0.159625,-0.413409,0.190194,1.65854,0.105571,1.39524
285,519.502,1,19.8791,26.8807,14.8663,0.156691,-0.3845,0.183106,1.51254,0.0993334,1.45039
286,512.999,1,19.9269,26.7129,14.7321,0.151807,-0.3858,0.188902,1.42455,0.100454,1.45018
287,520.339,1,19.4967,26.7403,14.0891,0.158108,-0.361309,0.198312,1.52908,0.0885277,1.54367
288,514.979,1,19.431,26.2532,12.1992,0.157807,-0.366461,0.201005,1.37409,0.0824021,1.44886
289,512.223,1,20.083,26.2449,14.5707,0.159611,-0.392139,0.195897,1.53305,0.07914,1.22929
290,519.887,1,19.9172,26.1821,14.2988,0.161545,-0.395283,0.192813,1.68685,0.0802685,1.23766
291,519.082,1,19.7926,26.2578,15.4334,0.166615,-0.379989,0.183877,1.64779,0.0837635,1.10158
292,513.763,1,19.6196,25.852,14.6571,0.168412,-0.363409,0.179806,1.51719,0.0818028,0.989175
293,514.21,1,19.7468,25.9172,15.5685,0.165543,-0.371508,0.183546,1.43587,0.0902846,1.04095
294,523.151,1,18.6947,25.8876,15.1862,0.166813,-0.314924,0.190167,1.58408,0.0960472,1.10982
295,513.625,1,19.7597,25.798,14.0835,0.157295,-0.367199,0.191702,1.57082,0.0994986,1.15603
296,513.379,1,19.2212,25.9856,12.8824,0.153753,-0.345641,0.203139,1.55669,0.0972794,1.17975
297,511.802,1,19.5578,26.3785,12.3591,0.154101,-0.357927,0.198975,1.58144,0.0957707,1.17376
298,518.518,1,20.7674,26.1827,13.4768,0.164946,-0.414988,0.189392,1.67406,0.089297,1.08978
299,521.776,1,20.0223,26.0211,13.1801,0.165531,-0.389007,0.191059,1.57757,0.0888107,1.18978
300,525.006,1,20.3082,26.057,12.5216,0.164023,-0.395898,0.195057,1.52404,0.10277,1.23247
301,514.795,1,20.1184,26.1347,12.0286,0.15706,-0.383588,0.193098,1.4362,0.108899,1.23538
302,514.674,1,19.2738,25.829,12.6308,0.152138,-0.35106,0.206523,1.55639,0.110924,1.16045
303,529.061,1,18.8105,25.8565,13.4368,0.161866,-0.332854,0.202557,1.61559,0.111675,1.21335
304,529.64,1,19.1783,25.4536,13.0291,0.158876,-0.35926,0.200046,1.67194,0.112667,1.34307
305,527.27,1,18.5943,25.5189,15.5176,0.163703,-0.319617,0.190533,1.65619,0.118127,1.02085
306,530.987,1,19.2774,25.88,15.0929,0.166973,-0.367423,0.187411,1.86615,0.106451,0.988213
307,519.495,1,19.7538,26.2214,15.9559,0.160844,-0.38024,0.194687,1.92115,0.0883441,1.04629
308,532.769,1,19.3674,26.4076,17.1895,0.167768,-0.3533,0.194386,1.97409,0.0979526,1.15038
309,531.118,1,19.9444,26.5502,18.6754,0.160495,-0.392499,0.203021,1.97354,0.100275,1.25057
310,522.133,1,20.1879,26.1703,20.4022,0.158053,-0.391393,0.206096,1.80783,0.0949957,1.22163
311,516.7,1,20.0083,26.2065,17.9438,0.15327,-0.379158,0.201436,1.8363,0.108117,1.09565
312,518.89,1,19.7696,26.1482,13.9728,0.155215,-0.364525,0.208032,1.72614,0.119919,1.05147
313,524.698,1,19.1542,25.7861,14.8948,0.156405,-0.333241,0.214531,1.78184,0.13067,1.06625
314,518.042,1,19.151,26.1071,14.4979,0.156535,-0.335026,0.200235,1.60328,0.111934,1.1299
315,514.045,1,19.6773,26.2779,15.0803,0.156912,-0.358667,0.186383,1.65402,0.105461,1.11767
316,519.65,1,20.2911,26.5151,16.0248,0.157074,-0.39031,0.194826,1.68914,0.107746,1.20654
317,528.448,1,20.1388,26.3002,16.1812,0.164527,-0.379587,0.187973,1.84096,0.108893,1.21717
318,527.923,1,20.5785,26.8636,15.2727,0.166946,-0.402095,0.190859,1.8457,0.0964722,1.10893
319,523.118,1,20.4478,26.9378,14.4863,0.164031,-0.390127,0.196186,1.82172,0.100533,1.08911
320,515.337,1,20.2157,26.661,16.6639,0.161579,-0.374314,0.192271,1.8758,0.0958697,0.996702
321,518.55,1,20.5539,26.6083,15.4169,0.155667,-0.40852,0.213474,1.95532,0.0978847,0.981061
322,516.929,1,20.058,26.5647,15.1408,0.155914,-0.38081,0.217395,1.73985,0.113746,0.90028
323,517.601,1,19.799,26.3605,17.1112,0.160447,-0.362812,0.200213,1.78049,0.100317,0.938906
324,515.268,1,19.8432,26.1385,18.1262,0.156803,-0.356915,0.184812,1.80099,0.104337,1.11699
325,524.138,1,19.3256,26.5451,13.0931,0.16312,-0.354893,0.185597,1.80432,0.100353,1.15577
326,517.847,1,19.9653,26.3604,12.2667,0.162055,-0.385624,0.17658,1.8551,0.0779785,1.2597
327,522.574,1,19.8971,26.1225,11.9792,0.162676,-0.391727,0.192599,1.77086,0.075926,1.35547
328,520.864,1,19.6179,26.1175,14.58,0.164059,-0.352743,0.202545,1.79644,0.0810613,1.19048
329,515.816,1,20.0248,25.6506,15.356,0.160587,-0.383976,0.194653,1.99065,0.0756506,1.07587
330,512.792,1,20.4449,25.5632,16.6186,0.164796,-0.393956,0.202964,1.88164,0.0727494,0.96127
331,509.365,1,20.3069,25.8564,15.6302,0.163035,-0.382709,0.193817,1.96278,0.0740398,0.879868
332,505.272,1,20.8703,25.6593,16.452,0.158903,-0.412196,0.213109,1.86774,0.0778033,0.825942
333,503.515,1,21.2051,25.864,16.1149,0.159802,-0.425058,0.206129,1.78193,0.0722228,0.917042
334,507.614,1,20.2278,25.6594,15.7669,0.160172,-0.387078,0.204965,1.73416,0.0827441,0.855403
335,507.593,1,19.7275,25.386,16.362,0.159035,-0.372143,0.200131,1.78082,0.0852226,0.817729
336,513.113,1,20.4619,25.7097,16.3406,0.159634,-0.403992,0.200469,1.87874,0.0912572,0.877425
337,510.966,1,19.944,25.661,15.871,0.152574,-0.38659,0.192927,2.00464,0.0931643,0.99663
338,519.776,1,18.6762,25.5111,18.6426,0.155985,-0.333735,0.201977,1.81945,0.0957671,1.15257
339,516.929,1,19.7624,25.9719,19.0419,0.152749,-0.381539,0.18752,1.91904,0.10062,1.19529
340,514.141,1,18.9466,26.2949,17.4862,0.1515,-0.346275,0.190353,1.75472,0.0939092,1.27901
341,516.993,1,19.0787,26.6641,15.3078,0.153623,-0.353905,0.190149,1.62391,0.0967845,1.32329
342,519.119,1,19.5372,27.1188,18.6053,0.149864,-0.38184,0.199155,1.78848,0.0971683,1.40513
343,519.375,1,19.5751,26.6139,20.0382,0.154548,-0.375478,0.189568,1.7346,0.0882987,1.54619
344,529.116,1,20.3957,26.446,19.4367,0.158906,-0.409508,0.18975,1.90555,0.0948165,1.5523
345,524.386,1,19.8986,26.3094,18.8734,0.151377,-0.400219,0.191551,1.91934,0.100456,1.56744
346,525.306,1,19.2995,26.4806,21.7064,0.155412,-0.363623,0.195207,2.05143,0.0896701,1.53683
347,530.471,1,18.7292,27.0247,23.5976,0.160564,-0.328668,0.187978,1.95845,0.094788,1.61615
348,527.307,1,19.4243,27.1713,23.8296,0.159111,-0.356045,0.189678,2.00627,0.086897,1.59388
349,524.717,1,19.6211,27.067,20.6691,0.151458,-0.374766,0.19356,2.14924,0.0875437,1.66948
350,521.639,1,19.7304,27.4084,19.9377,0.152626,-0.377874,0.190856,2.13286,0.0833074,1.65467
351,525.121,1,19.7609,27.5587,20.8797,0.153366,-0.381806,0.193123,2.23136,0.0830877,1.64659
352,529.036,1,19.54,27.4439,19.9711,0.153347,-0.37653,0.201453,2.19873,0.084065,1.77756
353,530.22,1,19.3652,27.274,17.3582,0.157648,-0.365217,0.194765,2.19442,0.0725266,1.86889
354,520.126,1,19.8189,27.2348,18.2705,0.153902,-0.377275,0.183041,2.26329,0.0725921,1.68494
355,537.512,1,20.1146,27.3924,17.9862,0.16066,-0.403217,0.197538,2.52185,0.0745104,1.70898
356,530.797,1,19.1866,27.4232,17.6455,0.162753,-0.345834,0.181478,2.26636,0.0736665,1.71654
357,530.418,1,20.5403,27.5304,15.7031,0.161122,-0.409631,0.177193,2.24314,0.0815918,1.66873
358,527.221,1,20.283,27.4152,16.3188,0.159059,-0.406815,0.185982,1.97781,0.0784492,1.73185
359,528.993,1,20.1763,27.6195,16.5403,0.165442,-0.390896,0.184432,1.81651,0.0744662,1.79161
360,536.495,1,19.6784,27.6089,16.8158,0.16911,-0.372282,0.184381,1.5718,0.0878541,1.86749
361,527.273,1,19.7611,27.8609,16.8638,0.163767,-0.369812,0.18714,1.53039,0.0855013,1.81661
362,518.567,1,19.7081,27.4146,16.1208,0.15901,-0.364669,0.184579,1.59828,0.0786444,1.8424
363,517.901,1,19.1779,27.2929,18.4204,0.160031,-0.345121,0.194853,1.64217,0.0646702,1.85123
364,511.923,1,19.6084,27.0055,16.505,0.155949,-0.363438,0.182051,1.60286,0.0691347,1.74081
365,517.821,1,19.5933,26.9822,12.5089,0.158061,-0.372817,0.186218,1.55978,0.0725893,1.71532
366,509.093,1,19.5602,27.3592,12.6524,0.152534,-0.370228,0.195892,1.55899,0.0622005,1.84072
367,510.752,1,20.6289,27.2038,12.4212,0.155973,-0.424585,0.19529,1.53452,0.0565376,1.84474
368,519.625,1,20.9348,27.1638,13.7001,0.164286,-0.429561,0.193773,1.78903,0.0525373,1.82037
369,518.168,1,19.8849,27.1357,13.1089,0.162723,-0.3838,0.19189,1.71341,0.0557102,1.7425
370,509.902,1,20.1416,26.9648,14.8541,0.158884,-0.385835,0.188867,1.51767,0.0598039,1.62515
371,519.004,1,19.6158,26.9694,12.0074,0.163474,-0.36515,0.185964,1.48608,0.06894,1.65387
372,519.515,1,20.1039,26.8306,10.6966,0.167706,-0.371301,0.186105,1.50694,0.0730567,1.54366
373,520.825,1,21.5067,26.5042,11.3354,0.167782,-0.44238,0.17854,1.52236,0.0780959,1.49162
374,516.391,1,19.9792,26.432,15.4734,0.167222,-0.367402,0.18323,1.40582,0.0771601,1.38187
375,518.016,1,20.174,26.3982,15.5529,0.165628,-0.383258,0.183676,1.3159,0.0878076,1.31182
376,516.231,1,19.7529,26.0556,14.4376,0.1613,-0.372218,0.185526,1.40285,0.0946299,1.29613
377,520.311,1,18.9414,26.4653,14.8289,0.163195,-0.323698,0.189901,1.51302,0.0962119,1.28677
378,526.522,1,19.5629,26.3042,15.7965,0.163828,-0.356193,0.201305,1.6545,0.0975311,1.30895
379,518.03,1,19.709,26.6124,13.7983,0.160674,-0.363724,0.199229,1.69542,0.0798621,1.3305
380,516.972,1,19.7711,26.5683,15.5881,0.16243,-0.37242,0.190505,1.72189,0.079847,1.23306
381,511.232,1,19.7343,26.5243,15.7628,0.156752,-0.360337,0.197632,1.60297,0.0865514,1.2344
382,514.369,1,18.8502,26.594,15.1749,0.161276,-0.319961,0.186585,1.616,0.0853534,1.21744
383,517.977,1,19.4512,26.0478,15.6132,0.160176,-0.369447,0.186977,1.52897,0.0904979,1.22498
384,528.483,1,19.6336,25.5229,14.9416,0.17086,-0.373673,0.188308,1.60441,0.0904291,1.2119
385,523.675,1,19.4769,25.2411,17.2032,0.172491,-0.35205,0.1996,1.56947,0.0763544,1.21994
386,522.189,1,19.6437,25.6409,13.8338,0.171282,-0.371896,0.196541,1.67094,0.0727641,1.06936
387,519.626,1,19.7804,25.7259,13.1071,0.167131,-0.366203,0.20218,1.67401,0.0794542,1.06844
388,517.412,1,20.1718,25.4838,16.5972,0.168445,-0.388515,0.200564,1.65067,0.0790658,0.969795
389,512.785,1,19.9318,25.3155,17.9913,0.163688,-0.383294,0.211635,1.61468,0.0778785,0.957399
390,510.535,1,19.3677,25.1348,18.9219,0.157015,-0.361175,0.211003,1.83386,0.076376,0.992119
391,503.811,1,20.6594,24.8521,19.721,0.153444,-0.404833,0.19637,2.09216,0.0777283,0.945088
392,507.654,1,19.9187,25.2235,19.3123,0.152427,-0.383673,0.203427,2.04414,0.0833629,0.919673
393,510.305,1,19.8025,25.3443,20.3177,0.153331,-0.369481,0.207293,1.90089,0.0992798,0.899027
394,513.577,1,21.069,25.6049,20.2872,0.156109,-0.419776,0.186183,2.12382,0.104768,0.959468
395,520.718,1,20.3678,25.55,16.9616,0.163272,-0.386889,0.19927,2.2124,0.0954894,0.947278
396,518.962,1,20.8441,25.4992,16.3184,0.167967,-0.419539,0.192186,2.26664,0.0830091,0.825606
397,516.276,1,20.081,25.4712,16.6814,0.159846,-0.387768,0.195112,2.12186,0.0880191,0.891829
398,515.501,1,19.5025,25.7033,15.4077,0.159989,-0.354787,0.194582,2.24945,0.0851192,0.911196
399,516.427,1,19.5087,25.8237,16.7232,0.161409,-0.359739,0.203597,2.25227,0.0810036,0.880501
400,516.568,1,20.7321,25.5124,18.7997,0.158617,-0.42294,0.201349,2.23347,0.0802564,0.939413
401,509.309,1,20.5052,25.433,19.4231,0.154343,-0.412793,0.196842,2.13304,0.0812833,0.912641
402,511.876,1,20.0618,25.5365,19.9218,0.15731,-0.389708,0.192199,2.00464,0.0863931,0.955915
403,507.898,1,20.0968,25.073,21.2021,0.159822,-0.383969,0.187267,1.93635,0.0737136,1.01802
404,506.241,1,20.0142,24.8167,18.8428,0.154508,-0.391848,0.201262,1.76954,0.0733445,1.05898
405,511.345,1,19.7207,25.0006,19.3167,0.152101,-0.389658,0.199816,1.85585,0.0826712,1.09891
406,508.573,1,20.2385,25.0333,23.6879,0.152119,-0.397335,0.203285,1.89216,0.0838267,1.09153
407,510.467,1,20.573,25.3598,24.3088,0.150933,-0.426232,0.212291,1.80365,0.0867462,1.09657
408,506.406,1,19.9988,25.9227,23.2035,0.155407,-0.38833,0.206393,1.60418,0.0801273,1.10112
409,509.206,1,19.2526,25.9951,21.9493,0.15193,-0.355952,0.197834,1.80164,0.0869162,1.1087
410,512.574,1,19.4505,26.1674,19.3541,0.152427,-0.363699,0.192582,1.81087,0.0883139,1.21144
411,508.177,1,19.8463,26.0638,21.4157,0.147336,-0.376309,0.203461,1.94809,0.0896201,1.1344
412,509.889,1,19.0763,25.6236,22.2418,0.148628,-0.343436,0.2002,1.76817,0.0950991,1.22485
413,511.711,1,20.3851,25.8405,20.7857,0.147843,-0.40554,0.208179,1.67903,0.107712,1.19351
414,514.646,1,20.0146,25.9535,16.1356,0.154121,-0.377248,0.198898,1.6548,0.116169,1.10207
415,519.781,1,19.4231,26.0995,14.9186,0.158716,-0.356987,0.198714,1.5806,0.112592,1.10509
416,512.26,1,19.8362,26.3211,14.0939,0.158325,-0.362982,0.20095,1.49353,0.112719,0.955318
417,511.258,1,19.6362,25.9672,14.1795,0.155293,-0.350904,0.215636,1.56308,0.11634,0.92393
418,519.266,1,19.3702,26.1431,12.0803,0.153864,-0.356519,0.205536,1.71164,0.119306,1.04819
419,518.835,1,20.1699,25.472,12.6172,0.154931,-0.403436,0.205784,1.60532,0.122923,1.02733
420,515.92,1,19.5827,25.5921,12.8112,0.158517,-0.376088,0.201398,1.39395,0.116885,0.98378
421,516.947,1,20.0302,26.0357,14.9505,0.154571,-0.391338,0.208992,1.48008,0.122548,1.05152
422,512.46,1,19.8547,25.7495,15.6622,0.156679,-0.376199,0.198851,1.56253,0.114615,0.940751
423,519.883,1,19.9804,25.7852,14.2273,0.155321,-0.400155,0.212619,1.61433,0.124075,0.914617
424,520.598,1,20.1108,26.2193,16.1999,0.157561,-0.395266,0.209379,1.66693,0.117607,0.938466
425,521.266,1,20.9923,26.1027,16.7524,0.156171,-0.42462,0.216017,1.85772,0.134339,0.829739
426,517.653,1,20.3588,26.5634,15.5191,0.153596,-0.391946,0.213933,1.88158,0.135372,0.821757
427,519.678,1,21.1546,26.5989,15.8113,0.155197,-0.425739,0.214395,1.78691,0.136675,0.905171
428,526.836,1,20.761,26.195,17.5908,0.155436,-0.411133,0.208564,2.04275,0.143718,1.00054
429,521.65,1,19.4294,26.2027,17.3333,0.155819,-0.350374,0.195223,1.86026,0.133397,1.00516
430,528.524,1,19.576,26.0315,17.4361,0.154382,-0.373652,0.202955,1.88794,0.142836,1.08823
431,522.649,1,20.2753,25.2052,18.1938,0.150162,-0.400537,0.205716,2.02474,0.14423,1.00077
432,526.585,1,19.7469,25.5372,16.0114,0.154131,-0.376844,0.197784,1.9311,0.141801,1.06543
433,522.792,1,19.879,25.0884,13.2774,0.154034,-0.400813,0.197791,1.73501,0.139326,0.948585
434,519.171,1,20.2125,25.2183,17.2078,0.156437,-0.394152,0.197751,1.67295,0.131508,0.961734
435,526.936,1,20.4719,25.4089,17.2663,0.162782,-0.407106,0.194039,1.71151,0.134621,0.964
436,533.936,1,19.7684,25.5326,15.9722,0.162388,-0.378029,0.192796,1.75019,0.147953,1.04124
437,531.922,1,19.6822,25.5135,16.5734,0.156513,-0.37506,0.197723,1.75445,0.162508,1.13407
438,528.433,1,19.6426,26.1573,16.6956,0.154216,-0.375051,0.201582,1.78658,0.150217,1.10507
439,515.134,1,20.7542,26.865,15.0501,0.149097,-0.412076,0.207326,1.72504,0.150222,0.933638
440,520.685,1,20.5838,26.881,14.441,0.151102,-0.411388,0.21022,1.76333,0.142263,1.03313
441,519.511,1,20.0353,26.9498,16.9792,0.153246,-0.38272,0.203983,1.82087,0.119161,1.09317
442,525.897,1,19.5217,26.8312,19.249,0.154694,-0.365292,0.199284,1.82711,0.124979,1.23883
443,532.995,1,19.7308,27.199,18.1497,0.15474,-0.38177,0.19982,2.19914,0.126199,1.21802
444,531.651,1,19.0847,26.7821,20.8023,0.152854,-0.346242,0.206929,2.09881,0.136654,1.192
445,523.711,1,19.6583,26.62,20.3259,0.147797,-0.367001,0.199903,2.13934,0.136669,1.17713
446,529.299,1,20.3149,26.4916,18.9305,0.152361,-0.3923,0.201302,2.0606,0.147523,1.16513
447,528.279,1,20.4198,26.1468,20.3851,0.150571,-0.40812,0.208587,2.12927,0.142777,1.11843
448,522.896,1,20.8447,26.1036,20.1289,0.147986,-0.422511,0.218254,1.85167,0.135672,1.1893
449,536.418,1,20.7099,26.2624,17.6161,0.155005,-0.428551,0.206806,1.68318,0.160659,1.33837
450,529.444,1,19.3479,26.5493,17.4089,0.151514,-0.362324,0.194405,1.82217,0.164864,1.16091
451,527.252,1,20.2153,26.1045,17.9452,0.147854,-0.404826,0.203014,1.92368,0.176318,1.04505
452,528.36,1,21.0323,26.2034,17.8466,0.149666,-0.428697,0.204007,1.93815,0.192914,1.0266
453,525.06,1,20.6289,26.3915,18.3858,0.15197,-0.407567,0.199873,1.77974,0.162531,1.11775
454,520.568,1,20.6321,26.3475,17.0484,0.152357,-0.408429,0.194915,1.70702,0.15557,1.02703
455,519.957,1,19.3647,26.1828,17.981,0.15261,-0.344378,0.189586,1.70641,0.149241,1.06417
456,522.095,1,20.4122,26.232,17.4925,0.152658,-0.394641,0.202737,1.64166,0.161603,1.05336
457,524.073,1,19.1288,25.9067,17.2257,0.154406,-0.34298,0.213039,1.77408,0.132867,1.05189
458,523.7,1,19.7387,26.6355,13.8406,0.155772,-0.358424,0.201671,1.56902,0.142995,1.14674
459,532.626,1,18.4955,26.0592,14.0974,0.15955,-0.316322,0.202803,1.76954,0.135652,1.11386
460,514.276,1,19.8476,26.4257,14.3221,0.145983,-0.37909,0.199704,1.60064,0.136601,1.19511
461,520.836,1,20.8579,26.5582,14.8339,0.15572,-0.416612,0.203079,1.4978,0.125656,1.27477
462,517.916,1,20.7709,27.0077,14.2462,0.153928,-0.411742,0.198255,1.41951,0.127596,1.32038
463,526.071,1,20.2792,27.4646,13.5242,0.154213,-0.384828,0.21058,1.46082,0.149218,1.30907
464,521.157,1,20.6598,27.6851,10.9395,0.15091,-0.407901,0.215443,1.37846,0.147839,1.24428
465,518.035,1,20.2282,27.4039,13.0043,0.150372,-0.391114,0.206636,1.50908,0.125328,1.26913
466,528.929,1,19.8843,27.3144,11.6101,0.15954,-0.387104,0.216518,1.4056,0.136367,1.20531
467,519.043,1,19.5712,27.2126,12.6186,0.148066,-0.375256,0.203268,1.44006,0.148058,1.24673
468,531.268,1,19.0514,27.3938,14.654,0.153751,-0.346499,0.205569,1.62894,0.156775,1.20939
469,533.939,1,19.5017,27.2555,16.8556,0.153523,-0.369987,0.192114,1.82013,0.170385,1.16806
470,535.967,1,20.495,26.4459,17.6949,0.1574,-0.407866,0.186231,2.06061,0.167537,1.10923
471,540.458,1,21.2098,26.8123,18.9823,0.155904,-0.445302,0.199937,2.30585,0.163593,1.15513
472,544.235,1,20.0241,26.8483,16.1413,0.158922,-0.396499,0.193651,2.54783,0.141577,1.14679
473,548.126,1,20.1755,26.5764,16.6464,0.165947,-0.407406,0.209598,2.59605,0.113426,1.15094
474,544.445,1,20.5767,26.693,17.5525,0.163511,-0.427378,0.205649,2.49844,0.112146,1.21159
475,530.033,1,20.247,26.9088,17.7398,0.160016,-0.391936,0.199772,2.38199,0.12229,0.936206
476,535.823,1,20.2431,26.8153,15.9921,0.162023,-0.393775,0.191823,2.34975,0.134834,0.957558
477,536.926,1,19.5052,26.3588,17.6077,0.166275,-0.360813,0.191483,2.12836,0.122477,1.02679
478,528.542,1,20.9857,27.6388,20.2554,0.160158,-0.41627,0.196025,1.89529,0.137382,0.994119
479,527.515,1,20.332,27.2981,19.4416,0.152878,-0.393188,0.206277,2.02131,0.166971,0.905319
480,534.482,1,20.6084,26.9112,20.6734,0.154064,-0.42025,0.203096,1.94897,0.175758,1.02293
481,534.585,1,20.0084,27.3881,17.3499,0.151513,-0.389627,0.209007,2.11039,0.171325,1.03055
482,534.602,1,21.1383,27.4266,18.244,0.156169,-0.427196,0.21224,1.88029,0.172303,1.07813
483,522.539,1,20.7405,27.0789,16.5964,0.151938,-0.412538,0.218147,2.00483,0.145391,0.897275
484,528.73,1,20.4667,26.698,15.2503,0.14946,-0.413732,0.217005,2.29103,0.148682,0.971403
485,529.712,1,21.0825,26.4287,17.9216,0.152031,-0.438433,0.200133,2.13272,0.158173,1.00902
486,531.218,1,20.8916,25.8132,17.4026,0.156795,-0.434897,0.200014,2.09127,0.147954,0.975146
487,533.55,1,19.7092,26.0663,15.3082,0.158781,-0.378492,0.183738,2.21345,0.155443,0.928003
488,517.68,1,19.8807,26.1238,15.9894,0.155952,-0.383247,0.190065,2.12627,0.114921,0.857424
489,506.52,1,19.461,25.9125,15.7806,0.152155,-0.359269,0.182719,1.91117,0.0988089,0.908719
490,509.748,1,19.8226,25.5924,15.1187,0.150231,-0.374481,0.196955,1.85637,0.106709,0.982511
491,515.955,1,19.7689,25.8589,16.9441,0.146707,-0.372306,0.187375,2.04819,0.128569,1.07846
492,519.88,1,19.969,25.831,14.6042,0.155429,-0.374012,0.184485,2.1601,0.112954,1.06363
493,517.977,1,19.6661,25.9035,14.3195,0.1565,-0.356653,0.192465,1.75215,0.11413,1.10223
494,522.382,1,20.127,26.1917,14.8233,0.158844,-0.389668,0.190899,1.89101,0.102433,1.1349
495,524.692,1,19.3493,26.5884,11.319,0.161721,-0.359683,0.198776,1.84274,0.0899399,1.22273
496,524.674,1,19.3215,26.7672,11.5439,0.159627,-0.368218,0.199675,1.65701,0.0982653,1.26791
497,526.401,1,19.9013,26.787,12.5927,0.160599,-0.391182,0.199727,1.67259,0.092622,1.34973
498,518.312,1,20.1256,26.6526,13.185,0.158768,-0.386033,0.206377,1.70913,0.09588,1.11241
499,521.892,1,20.0967,26.5832,13.5727,0.157744,-0.395153,0.212759,1.90463,0.0941437,1.0914
500,522.506,2,19.2165,26.6816,14.7308,0.158017,-0.339644,0.199168,1.95045,0.0991344,1.17869
501,525.626,2,19.3691,26.2078,15.0777,0.154885,-0.36378,0.203743,1.9933,0.109936,1.14129
502,520.777,2,20.4979,26.246,15.9107,0.150925,-0.406605,0.208892,1.96452,0.107578,1.23594
503,522.219,2,19.706,26.5227,16.5855,0.152088,-0.367475,0.209559,1.97434,0.112002,1.20132
504,531.751,2,19.9813,26.789,15.3153,0.158431,-0.387596,0.206974,1.86059,0.122525,1.25082
505,518.719,2,19.45,26.7579,15.4658,0.153818,-0.354283,0.204896,1.80697,0.104744,1.18116
506,513.475,2,19.2729,26.7482,15.7128,0.149044,-0.353717,0.205877,1.86773,0.0965769,1.19029
507,521.118,2,19.8496,27.0188,15.9017,0.161422,-0.372178,0.198219,1.85539,0.0895064,1.20578
508,522.251,2,20.4388,27.3141,17.2889,0.164109,-0.399482,0.194899,1.79645,0.08669,1.2023
509,523.842,2,19.7952,27.5221,15.8383,0.157807,-0.367596,0.198606,2.02843,0.0945895,1.22826
510,519.727,2,20.339,27.368,18.3934,0.151724,-0.39107,0.206964,2.10222,0.100264,1.22299
511,512.777,2,20.1343,26.9259,18.3319,0.150452,-0.387944,0.201587,1.97686,0.0931195,1.17835
512,510.671,2,19.9738,26.8899,19.2029,0.153332,-0.365503,0.198778,1.83481,0.0942294,1.12645
513,515.242,2,19.2772,26.4668,18.9064,0.151717,-0.344256,0.206227,1.98004,0.0938894,1.16004
514,521.038,2,20.0056,26.4983,19.3942,0.154559,-0.376381,0.206168,1.90721,0.106314,1.20573
