iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
2989,461.201,1,13.3187,23.614,14.7984,1.72998,0.0339876,-0.356318,0.246309,1.26609,0.185489,0.84985
2990,451.323,1,13.2879,23.9342,14.2739,1.56311,0.0371662,-0.356892,0.235026,1.20235,0.184711,0.925936
2991,449.581,1,13.3967,23.7766,13.9973,1.4603,0.0409722,-0.338246,0.238436,1.19939,0.177281,0.988628
2992,456.365,1,13.3439,23.4272,14.0042,1.45899,0.046067,-0.322949,0.239921,1.10745,0.169745,1.09488
2993,455.798,1,13.3347,23.7454,14.8016,1.459,0.0455663,-0.339419,0.231566,1.04721,0.186991,1.08581
2994,465.538,1,13.3926,23.5079,14.448,1.61417,0.0437481,-0.338345,0.226643,1.09477,0.188997,1.08262
2995,464.356,1,13.412,23.6461,13.9908,1.55057,0.0433267,-0.345503,0.234313,1.20987,0.215564,0.958757
2996,466.011,1,13.3509,24.1652,13.2191,1.52612,0.0439324,-0.337878,0.245151,1.23543,0.221349,0.949177
2997,469.015,1,13.4525,24.1483,11.7891,1.67094,0.0380257,-0.331309,0.240355,1.31406,0.233217,0.860339
2998,464.124,1,13.4553,24.1473,12.3943,1.56325,0.0404608,-0.346116,0.242846,1.2328,0.25242,0.839278
2999,468.696,1,13.4579,24.1535,13.3438,1.64096,0.0420633,-0.346422,0.243894,1.14394,0.251899,0.811038
3000,459.684,1,13.4808,24.1088,12.8097,1.54805,0.0415707,-0.348624,0.24839,1.206,0.213843,0.849956
3001,463.017,1,13.3932,24.1168,13.4208,1.51642,0.0435764,-0.327726,0.243386,1.37475,0.198037,0.902323
3002,459.483,1,13.4748,24.3178,13.1052,1.56825,0.0443096,-0.343462,0.242486,1.14643,0.201769,0.810782
3003,450.159,1,13.4734,24.0692,14.1427,1.53636,0.0383694,-0.350172,0.243769,1.09258,0.222756,0.804415
3004,452.854,1,13.3976,24.11,13.369,1.40728,0.0432374,-0.336288,0.241788,1.18369,0.220972,0.91936
3005,457.789,1,13.4447,24.1698,12.9715,1.37443,0.0474306,-0.332154,0.239286,1.14369,0.226763,0.978336
3006,464.926,1,13.4373,24.7717,13.5911,1.4632,0.0454836,-0.331468,0.247009,1.18104,0.238649,0.968298
3007,469.435,1,13.2871,24.7433,13.6242,1.3886,0.053452,-0.339369,0.233254,1.24475,0.254654,0.861806
3008,466.205,1,13.449,24.4483,13.3822,1.35676,0.0572035,-0.289276,0.247673,1.09856,0.222801,0.872687
3009,457.698,1,13.4965,24.9207,13.7122,1.43758,0.0459068,-0.327702,0.245679,1.12465,0.231113,0.884366
3010,457.861,1,13.4145,24.5299,13.3827,1.38689,0.0482552,-0.32258,0.243537,1.18329,0.253442,0.783173
3011,461.631,1,13.3314,24.0802,14.2231,1.47931,0.0457119,-0.327512,0.233478,1.22178,0.243084,0.825698
3012,454.659,1,13.4277,23.8158,13.8529,1.41701,0.0478917,-0.326609,0.244054,1.13944,0.225684,0.76938
3013,456.137,1,13.3981,24.1889,12.8432,1.41699,0.0484662,-0.344014,0.243555,1.12289,0.214546,0.85122
3014,462.412,1,13.4998,24.2345,11.42,1.46559,0.049338,-0.324283,0.24902,0.978034,0.224143,0.938942
3015,461.025,1,13.4068,24.9524,12.3725,1.3885,0.0552007,-0.330636,0.235864,0.86535,0.237122,0.93394
3016,460.978,1,13.3995,24.6903,12.9834,1.45603,0.0493343,-0.319509,0.238891,0.947496,0.242761,0.911333
3017,453.755,1,13.3965,24.5419,12.111,1.5363,0.0415282,-0.331904,0.240768,0.964792,0.236305,0.838689
3018,456.43,1,13.3971,24.287,13.9138,1.57416,0.0393358,-0.313102,0.239501,0.969274,0.247198,0.887716
3019,451.277,1,13.3109,24.1206,13.5978,1.50137,0.0413839,-0.344814,0.231904,0.959036,0.245357,0.861164
3020,452.359,1,13.4245,23.9485,13.5735,1.55164,0.0368985,-0.338968,0.232884,1.06829,0.236108,0.899522
3021,455.403,1,13.4546,23.8257,14.3337,1.39415,0.0443234,-0.34028,0.244487,1.14936,0.250913,0.88737
3022,459.988,1,13.4619,23.8601,13.0867,1.48271,0.0440862,-0.330769,0.243213,1.07381,0.258085,0.865226
3023,467.143,1,13.4379,24.563,14.0488,1.56008,0.042166,-0.314938,0.242078,1.09328,0.271895,0.916602
3024,463.303,1,13.3306,24.8204,11.9157,1.56005,0.0416344,-0.332038,0.238407,1.05286,0.284406,0.840335
3025,472.164,1,13.491,24.5051,12.2536,1.5959,0.0432536,-0.302526,0.236192,1.16547,0.296591,0.835525
3026,468.889,1,13.3269,24.4197,14.9748,1.56055,0.046349,-0.299792,0.230576,1.15442,0.283543,0.766116
3027,465.021,1,13.4453,24.2656,12.7792,1.49178,0.0450288,-0.349713,0.235859,1.16648,0.295665,0.79952
3028,468.869,1,13.4264,24.33,13.2796,1.54257,0.0451118,-0.336855,0.240822,1.19144,0.284629,0.782922
3029,467.041,1,13.2935,24.0307,12.573,1.54251,0.0439569,-0.318721,0.229711,1.29419,0.281493,0.775486
3030,469.279,1,13.4046,24.5201,11.9566,1.47943,0.0427099,-0.309631,0.23935,1.41368,0.280171,0.897912
3031,466.993,1,13.5101,24.1287,12.3044,1.5412,0.0389128,-0.331681,0.242564,1.25486,0.290081,0.918318
3032,468.253,1,13.4441,23.312,13.4732,1.57375,0.040106,-0.334776,0.239276,1.27849,0.254095,0.93285
3033,457.312,1,13.352,23.0703,13.9248,1.57364,0.0353881,-0.346916,0.234022,1.13325,0.263539,0.935514
3034,462.724,1,13.2988,23.2719,13.8401,1.68465,0.0304844,-0.372625,0.236737,1.11238,0.27629,0.928147
3035,447.736,1,13.3918,24.3102,13.4901,1.51931,0.0331393,-0.369415,0.236711,1.05671,0.269723,0.878623
3036,456.796,1,13.3848,24.7531,12.7363,1.51942,0.0381257,-0.352397,0.237768,1.0672,0.280572,0.90102
3037,449.672,1,13.3411,24.0958,12.4118,1.5194,0.0354947,-0.339915,0.239418,0.988239,0.267518,0.865796
3038,445.121,1,13.3294,23.4909,13.5847,1.54347,0.0331686,-0.33182,0.247691,1.00723,0.265871,0.753786
3039,444.607,1,13.2812,23.3967,13.0046,1.54348,0.0334071,-0.3278,0.235709,1.01089,0.248159,0.810981
3040,434.383,1,13.3678,23.544,13.5751,1.47831,0.0337983,-0.316989,0.236434,0.901893,0.265071,0.729239
3041,434.565,1,13.4122,23.6724,13.9632,1.51498,0.0321737,-0.332335,0.250392,0.817566,0.26107,0.752874
3042,431.389,1,13.4103,23.7306,13.0798,1.55162,0.0279088,-0.344495,0.242058,0.847859,0.259852,0.741349
3043,444.803,1,13.4546,24.6814,13.8136,1.56333,0.0336416,-0.347198,0.241013,0.966179,0.258591,0.768669
3044,449.371,1,13.3463,24.2282,13.5918,1.56332,0.0321299,-0.343175,0.235336,0.961845,0.269533,0.925209
3045,452.979,1,13.3214,24.7324,12.7997,1.64184,0.0308298,-0.334223,0.23695,1.02449,0.263911,0.852551
3046,455.069,1,13.3973,24.3349,13.8062,1.62389,0.0339166,-0.341207,0.239362,1.07493,0.255312,0.823265
3047,459.25,1,13.2554,24.5061,13.6543,1.62389,0.0355427,-0.353212,0.230962,1.0128,0.282961,0.893814
3048,456.301,1,13.3812,24.4012,13.3066,1.62384,0.0327181,-0.345768,0.238552,1.00183,0.291192,0.884732
3049,456.803,1,13.4857,24.4113,12.9512,1.59521,0.033365,-0.348806,0.248165,0.887277,0.314376,0.919791
3050,458.696,1,13.5058,23.7688,14.1217,1.54061,0.0359985,-0.339217,0.24006,0.978033,0.349702,0.85571
3051,450.347,1,13.447,23.1829,15.1051,1.50169,0.0359032,-0.337182,0.240184,0.952792,0.327804,0.79527
3052,443.693,1,13.418,23.5072,14.9086,1.53946,0.0300599,-0.358532,0.242672,0.92736,0.318098,0.786309
3053,436.103,1,13.4157,23.3318,14.0239,1.56237,0.0254846,-0.348749,0.230388,0.944814,0.301204,0.764177
3054,441.27,1,13.4434,23.1468,13.818,1.58707,0.0274564,-0.332357,0.230243,0.949696,0.287216,0.805187
3055,440.556,1,13.413,23.3803,13.3399,1.62637,0.0276205,-0.345557,0.232989,0.929306,0.278699,0.722772
3056,449.812,1,13.4099,23.1487,14.0065,1.63162,0.0318713,-0.342896,0.245781,0.96356,0.294106,0.693869
3057,447.234,1,13.2727,23.1072,13.7208,1.58225,0.0324585,-0.352746,0.239825,0.953269,0.297071,0.73131
3058,446.462,1,13.5207,22.8344,13.977,1.55062,0.0319227,-0.357557,0.244106,1.0596,0.270462,0.788645
3059,450.446,1,13.362,23.173,14.4453,1.64912,0.0287261,-0.347852,0.235235,1.09166,0.276634,0.761661
3060,446.533,1,13.2414,22.9883,14.1976,1.64912,0.0284812,-0.353103,0.228308,0.986893,0.277947,0.756236
3061,443.206,1,13.3463,23.0766,14.9823,1.55506,0.0301665,-0.347193,0.241502,1.0846,0.280251,0.712816
3062,442.716,1,13.4305,23.3967,14.0106,1.61754,0.0237753,-0.342625,0.242041,1.05022,0.290485,0.766721
3063,440.706,1,13.434,22.9451,15.1419,1.61751,0.0232566,-0.315157,0.241126,1.02489,0.297944,0.744409
3064,442.292,1,13.3667,23.3306,14.1659,1.5636,0.02797,-0.326385,0.234848,1.00117,0.293425,0.793745
3065,451.06,1,13.4286,23.5825,14.2703,1.57539,0.0333028,-0.342758,0.241883,0.970613,0.296694,0.799303
3066,457.067,1,13.4015,23.7674,15.0195,1.57545,0.0348618,-0.328123,0.247504,1.03922,0.315064,0.785283
3067,458.833,1,13.2898,23.5515,13.5707,1.5755,0.035895,-0.348718,0.232859,1.08473,0.308562,0.823761
3068,450.786,1,13.3154,23.1651,15.6441,1.44126,0.0377439,-0.346529,0.239682,1.10167,0.328801,0.751503
3069,456.942,1,13.3012,23.135,15.8172,1.50634,0.0396135,-0.335497,0.240488,1.14019,0.310906,0.7157
3070,463.317,1,13.3559,23.2704,16.6935,1.57377,0.0393562,-0.346253,0.240467,1.17004,0.307404,0.739424
3071,459.93,1,13.2912,22.9882,15.5559,1.59836,0.0392816,-0.347543,0.235376,1.07436,0.308727,0.68404
3072,456.674,1,13.254,22.5819,15.2802,1.58169,0.0370195,-0.357191,0.235792,1.05899,0.322011,0.687916
3073,454.546,1,13.3194,22.5623,14.837,1.63527,0.0345086,-0.349467,0.23254,1.02578,0.300815,0.693142
3074,449.578,1,13.5789,22.7027,14.5344,1.63521,0.0319458,-0.321463,0.249512,1.05501,0.302127,0.620327
3075,447.955,1,13.4728,22.6072,15.6401,1.57574,0.0344844,-0.338076,0.245808,1.06011,0.300828,0.605095
3076,463.961,1,13.301,22.9103,14.9339,1.60648,0.0420948,-0.333609,0.238066,1.01749,0.309659,0.698969
3077,462.217,1,13.2679,22.8166,15.6016,1.60643,0.0401577,-0.330236,0.246535,0.987177,0.317678,0.71709
3078,466.063,1,13.3935,23.1576,15.2247,1.6064,0.0389846,-0.336592,0.249576,1.06758,0.316466,0.752439
3079,452.029,1,13.4584,23.3007,13.4913,1.62451,0.0324464,-0.335864,0.240115,0.994228,0.305133,0.717748
3080,453.746,1,13.508,23.0289,14.1371,1.56981,0.0352762,-0.338887,0.247631,0.981367,0.306702,0.757425
3081,450.927,1,13.4206,23.6076,13.433,1.53768,0.0375889,-0.337561,0.239776,0.971017,0.289313,0.748508
3082,452.149,1,13.3121,23.6273,14.8012,1.51249,0.0377436,-0.358204,0.238343,1.0274,0.297682,0.763085
3083,445.045,1,13.2985,23.7524,14.8363,1.44637,0.0383793,-0.3304,0.235632,0.985704,0.29655,0.743039
3084,449.726,1,13.3359,23.7101,14.3245,1.57172,0.0341081,-0.359522,0.231611,1.06384,0.277876,0.755359
3085,444.971,1,13.5107,23.4351,13.8238,1.54437,0.0362856,-0.352705,0.238738,0.945827,0.266376,0.725705
3086,452.852,1,13.3284,23.8907,15.4668,1.50771,0.0413259,-0.347083,0.240553,0.961722,0.272883,0.770746
3087,453.649,1,13.3786,23.7682,15.166,1.64414,0.0362014,-0.348658,0.236767,0.918134,0.268935,0.751618
3088,452.961,1,13.3479,23.6711,15.8564,1.56761,0.0344273,-0.333382,0.248463,0.994726,0.302548,0.76549
3089,451.204,1,13.4116,23.8505,14.97,1.56755,0.0320315,-0.335233,0.240274,1.05785,0.323498,0.75742
3090,458.39,1,13.3242,23.6872,14.6961,1.52298,0.0381891,-0.325524,0.237929,1.16659,0.319366,0.735425
3091,463.501,1,13.378,23.7541,15.1693,1.5879,0.0377584,-0.342574,0.242414,1.16852,0.316219,0.742696
3092,460.762,1,13.3992,23.0799,15.6006,1.61248,0.0351777,-0.316723,0.239343,1.15979,0.295405,0.780526
3093,446.114,1,13.3391,23.1441,14.9358,1.53739,0.0312707,-0.32395,0.240606,1.02563,0.309473,0.755219
3094,454.423,1,13.416,23.275,14.7137,1.53753,0.0357995,-0.355162,0.242087,1.0611,0.318791,0.740503
3095,454.338,1,13.463,22.9666,15.607,1.53749,0.0349658,-0.339991,0.2512,1.14118,0.313905,0.730949
3096,454.721,1,13.3617,22.8041,15.5918,1.59842,0.0325115,-0.334222,0.250611,1.13168,0.296112,0.720484
3097,447.48,1,13.3884,22.7408,15.1189,1.43637,0.0363193,-0.340987,0.234595,1.19965,0.298994,0.761866
3098,445.943,1,13.3324,22.9485,15.6298,1.55283,0.0310288,-0.317755,0.234779,1.08663,0.298098,0.734173
3099,442.132,1,13.2775,22.7351,14.865,1.55275,0.0282615,-0.320777,0.235657,1.12564,0.297579,0.715761
3100,446.415,1,13.3896,23.143,15.2641,1.58362,0.0279308,-0.348083,0.239465,1.16546,0.290697,0.730667
3101,449.097,1,13.3847,23.0788,14.2946,1.58366,0.0297642,-0.31453,0.233984,1.11924,0.301596,0.758846
3102,450.984,1,13.3843,23.0238,14.9366,1.55709,0.0311169,-0.348246,0.241221,1.20181,0.293253,0.756846
3103,444.137,1,13.3145,22.9215,14.5996,1.58051,0.0313328,-0.3253,0.232626,1.10487,0.25691,0.721537
3104,450.741,1,13.2945,23.238,15.1782,1.69412,0.0259677,-0.305079,0.232229,1.21285,0.256415,0.743488
3105,448.793,1,13.3553,22.9571,14.1498,1.60185,0.0305693,-0.331885,0.238279,1.20713,0.269298,0.700157
3106,455.813,1,13.4968,23.1404,14.3082,1.60191,0.0336375,-0.316387,0.236834,1.24441,0.281698,0.735231
3107,456.095,1,13.3504,23.3445,14.0809,1.60197,0.0363592,-0.339007,0.238967,1.10548,0.281651,0.737286
3108,458.934,1,13.4097,23.6969,14.706,1.61655,0.0408162,-0.339632,0.229817,1.09968,0.269901,0.682977
3109,457.378,1,13.3584,23.7025,14.0803,1.5724,0.0380647,-0.337867,0.23283,1.10008,0.277975,0.779589
3110,462.114,1,13.5486,23.9778,13.4365,1.57248,0.0420811,-0.346088,0.240351,1.04465,0.28213,0.805687
3111,462.366,1,13.4521,24.8069,13.2017,1.49724,0.0438006,-0.326305,0.24208,1.10754,0.287416,0.80758
3112,457.761,1,13.5241,25.0745,12.7685,1.47534,0.046016,-0.350845,0.237032,0.991084,0.267219,0.815708
3113,458.655,1,13.4765,24.3034,14.1417,1.47541,0.0481323,-0.344172,0.231686,1.02385,0.255705,0.77104
3114,457.934,1,13.3655,24.0064,15.4021,1.47537,0.0477788,-0.331505,0.240194,0.96488,0.246362,0.826716
3115,462.201,1,13.4328,24.7188,14.2574,1.47543,0.0509252,-0.356735,0.234051,0.969224,0.256575,0.826321
3116,472.713,1,13.5198,24.0995,13.5026,1.51618,0.0538276,-0.328571,0.235883,0.919752,0.282251,0.866663
3117,471.943,1,13.4618,24.131,13.5386,1.67937,0.0429549,-0.313357,0.24191,0.966044,0.275375,0.858082
3118,463.447,1,13.3737,24.0719,14.0279,1.7039,0.0382174,-0.314728,0.241835,1.0376,0.25311,0.755418
3119,466.367,1,13.4633,24.6088,12.3601,1.62434,0.042797,-0.3243,0.237805,1.07207,0.244122,0.857635
3120,465.346,1,13.3354,24.1133,12.5674,1.62499,0.0394464,-0.321897,0.235134,1.10706,0.267369,0.852359
3121,470.924,1,13.3944,24.1507,12.5557,1.59882,0.0476311,-0.327868,0.231527,0.95221,0.264235,0.914022
3122,467.229,1,13.4642,23.9196,12.3044,1.59878,0.0462339,-0.302645,0.237513,0.948403,0.259205,0.877395
3123,467.904,1,13.4436,24.2594,12.6871,1.44793,0.0536813,-0.342408,0.242373,0.956907,0.265091,0.86175
3124,461.642,1,13.3819,23.4155,12.118,1.53262,0.0515529,-0.34859,0.241177,0.857768,0.220055,0.833268
3125,463.037,1,13.4651,23.617,12.3013,1.53257,0.0488215,-0.319623,0.251569,0.86224,0.240205,0.891421
3126,458.609,1,13.4363,23.3519,12.7718,1.47745,0.0507213,-0.325544,0.232197,0.870671,0.245413,0.836801
3127,455.384,1,13.3233,23.4136,13.6952,1.45083,0.048721,-0.327989,0.240632,0.920532,0.245262,0.79354
3128,464.032,1,13.3829,23.7287,12.403,1.66097,0.0436451,-0.333101,0.236655,0.976774,0.246889,0.754224
3129,460.38,1,13.3675,23.745,12.3784,1.61676,0.0412724,-0.333199,0.231676,1.00828,0.240049,0.839834
3130,460.952,1,13.416,23.8601,11.3077,1.6167,0.0399901,-0.355051,0.239575,1.05209,0.241728,0.870097
3131,458.232,1,13.4194,23.8524,11.7274,1.58891,0.0389963,-0.326692,0.239231,1.0882,0.241238,0.835314
3132,467.716,1,13.5665,23.6973,11.3275,1.66712,0.0399365,-0.347988,0.244754,1.07209,0.227552,0.945214
3133,469.718,1,13.4438,23.7231,11.7881,1.6671,0.0403919,-0.356144,0.245954,1.07433,0.242676,0.943975
3134,467.793,1,13.5263,23.8906,11.0225,1.64821,0.0420514,-0.340815,0.235309,1.09683,0.226775,0.932885
3135,478.696,1,13.4494,23.5616,11.746,1.67936,0.0486023,-0.331463,0.238136,1.0548,0.229817,0.940193
3136,467.822,1,13.449,24.0389,11.287,1.4818,0.0511839,-0.366895,0.247465,1.07067,0.199423,1.03238
3137,458.729,1,13.559,23.5277,11.8799,1.52518,0.0475873,-0.331055,0.247663,0.989873,0.189752,0.918611
3138,465.394,1,13.4656,23.3311,11.532,1.48324,0.054932,-0.336597,0.237638,0.978711,0.196655,0.920871
3139,473.286,1,13.4316,23.119,11.7813,1.61992,0.0498153,-0.33389,0.248862,0.936824,0.227678,0.927487
3140,473.788,1,13.4403,23.171,13.2152,1.61989,0.0481696,-0.334363,0.252665,0.996999,0.249274,0.847789
3141,469.287,1,13.4185,23.4206,13.0905,1.62736,0.0416263,-0.323811,0.256754,1.04238,0.257732,0.881409
3142,466.938,1,13.4637,22.8335,14.0024,1.60399,0.0437917,-0.320794,0.247321,1.06405,0.247925,0.840107
3143,471.348,1,13.3058,23.518,14.5509,1.57807,0.0493578,-0.337956,0.244128,1.04147,0.232365,0.890282
3144,456.497,1,13.2931,23.2792,14.0937,1.58749,0.0396223,-0.360734,0.237307,1.03493,0.24544,0.791649
3145,457.187,1,13.2893,22.8905,14.5242,1.462,0.0470739,-0.328703,0.233168,1.13574,0.240573,0.757902
3146,461.133,1,13.3701,23.2234,13.2794,1.56502,0.0448282,-0.332996,0.233559,1.14308,0.224629,0.794172
3147,455.885,1,13.4258,22.9864,13.2588,1.60022,0.039919,-0.342573,0.234506,1.06094,0.223748,0.815174
3148,450.563,1,13.3487,23.1438,13.6912,1.54766,0.0340788,-0.327076,0.246673,1.10373,0.252091,0.826422
3149,446.697,1,13.3817,23.4793,13.2911,1.52748,0.0357765,-0.308353,0.242933,0.96815,0.232667,0.898604
3150,451.341,1,13.3562,23.4682,13.4012,1.53253,0.0369792,-0.321753,0.233033,1.04483,0.23482,0.93492
3151,455.093,1,13.2776,23.155,12.6186,1.53259,0.039899,-0.340502,0.240194,1.06196,0.221256,0.934411
3152,457.09,1,13.3339,23.48,13.3997,1.53266,0.0430317,-0.340218,0.245035,1.0036,0.205598,0.954949
3153,462.932,1,13.4257,23.6414,12.8698,1.56024,0.0453247,-0.345777,0.236076,1.06245,0.211144,0.937753
3154,465.812,1,13.4447,23.6618,13.9464,1.56023,0.0440116,-0.351932,0.239147,1.18681,0.20603,0.989587
3155,458.371,1,13.4447,23.5604,12.6063,1.61792,0.0393799,-0.361108,0.241639,1.11277,0.199865,0.886201
3156,459.072,1,13.4112,23.9167,12.3271,1.67301,0.0345783,-0.330563,0.238252,1.14931,0.193912,0.972486
3157,460.593,1,13.4266,23.9028,12.6158,1.62289,0.0392912,-0.344862,0.245275,1.18013,0.18493,0.956076
3158,460.723,1,13.5537,23.67,11.439,1.54394,0.044204,-0.32587,0.236344,1.12034,0.197241,0.969617
3159,455.632,1,13.3693,23.7834,12.1853,1.46665,0.0464337,-0.356625,0.238217,1.04698,0.20477,0.911886
3160,455.25,1,13.3601,23.1152,13.5755,1.51357,0.0436173,-0.342501,0.233435,1.07588,0.203784,0.9061
3161,461.093,1,13.514,22.9711,13.8098,1.52708,0.0462801,-0.346384,0.234402,1.17217,0.198461,0.889913
3162,456.643,1,13.4904,23.5107,13.1695,1.47824,0.0480558,-0.321502,0.246079,1.06529,0.19278,0.865738
3163,452.226,1,13.4374,23.2543,14.8848,1.35372,0.0485679,-0.313005,0.248425,1.13186,0.200101,0.896924
3164,455.681,1,13.3888,23.6009,14.3038,1.41391,0.047549,-0.315865,0.239901,1.15818,0.215505,0.854222
3165,458.469,1,13.3899,23.3363,15.3746,1.48381,0.0433069,-0.320088,0.243922,1.27287,0.204496,0.903529
3166,456.477,1,13.2942,23.6939,16.0867,1.5777,0.0385386,-0.344169,0.227041,1.26066,0.20937,0.875881
3167,457.787,1,13.4443,23.6368,15.9703,1.57774,0.040525,-0.334419,0.231571,1.28633,0.215742,0.790479
3168,461.618,1,13.3799,23.7557,19.1484,1.46708,0.0485953,-0.343943,0.237639,1.3163,0.200829,0.826423
3169,465.884,1,13.3759,24.238,18.1412,1.46701,0.0469452,-0.342081,0.233869,1.40445,0.226613,0.910851
3170,459.801,1,13.3451,24.6242,18.0865,1.46697,0.0447246,-0.329294,0.236333,1.36566,0.201388,0.88369
3171,459.863,1,13.3238,24.3495,16.4168,1.4001,0.0444444,-0.363229,0.23323,1.40984,0.229119,0.939413
3172,461.311,1,13.2162,24.4519,17.1422,1.52233,0.0418478,-0.345676,0.224738,1.3557,0.221717,0.895871
3173,467.083,1,13.349,23.9926,16.5391,1.55264,0.041168,-0.33674,0.244019,1.42264,0.228945,0.880486
3174,469.408,1,13.4093,24.2038,15.333,1.55267,0.0440814,-0.317948,0.246415,1.45847,0.223698,0.85083
3175,468.9,1,13.304,24.3194,16.8428,1.6506,0.0377695,-0.336814,0.245516,1.41703,0.223177,0.860387
3176,459.41,1,13.565,23.7616,14.019,1.54521,0.0389199,-0.33375,0.244055,1.36245,0.215984,0.864155
3177,454.424,1,13.4608,23.2244,14.819,1.57877,0.038492,-0.331449,0.237713,1.27458,0.196216,0.825054
3178,457.268,1,13.3957,23.6195,14.7766,1.54403,0.0415902,-0.353306,0.244153,1.34545,0.1889,0.809539
3179,463.495,1,13.4001,23.7366,15.5197,1.63755,0.0418014,-0.34845,0.241497,1.44536,0.188459,0.743269
3180,470.182,1,13.3785,23.3791,14.3852,1.66908,0.0433571,-0.344321,0.239357,1.45322,0.201431,0.74409
3181,468.433,1,13.3659,23.5512,15.2123,1.7212,0.0408042,-0.335787,0.238647,1.43331,0.193976,0.736994
3182,468.353,1,13.2654,23.9677,16.4649,1.68082,0.0444098,-0.365433,0.23356,1.40526,0.186092,0.748981
3183,473.179,1,13.3276,23.9281,16.3317,1.68093,0.0474992,-0.363884,0.237882,1.38427,0.181851,0.77887
3184,465.042,1,13.4211,23.7357,16.1597,1.65178,0.0432773,-0.342239,0.23739,1.35987,0.192921,0.743137
3185,463.628,1,13.3728,23.7137,16.6297,1.6052,0.0420679,-0.370904,0.248111,1.51437,0.198148,0.696802
3186,462.992,1,13.4558,24.1244,15.3955,1.52404,0.0449056,-0.365346,0.249734,1.5378,0.202164,0.712492
3187,460.391,1,13.4621,24.0201,15.5272,1.60698,0.0400412,-0.364651,0.230616,1.47081,0.195459,0.780359
3188,463.126,1,13.4224,23.541,15.0802,1.60695,0.0396869,-0.34119,0.236003,1.54575,0.201678,0.796965
3189,470.251,1,13.4683,23.4699,14.8821,1.64192,0.0421456,-0.351989,0.237303,1.59551,0.188482,0.831366
3190,470.18,1,13.3796,23.2195,14.4851,1.57787,0.0507991,-0.331434,0.235506,1.3122,0.177867,0.860156
3191,470.324,1,13.4263,23.4071,12.8758,1.57789,0.0532247,-0.341245,0.239055,1.24414,0.174448,0.851952
3192,468.412,1,13.4963,22.9978,14.3844,1.57787,0.0533481,-0.339868,0.234521,1.29152,0.176134,0.768545
3193,461.716,1,13.4,23.2622,14.9032,1.53823,0.0493106,-0.349272,0.236833,1.23323,0.180428,0.793899
3194,451.97,1,13.4067,23.8024,15.173,1.51047,0.0457419,-0.361152,0.233088,1.23438,0.164718,0.815181
3195,452.997,1,13.2922,23.9939,15.4812,1.42878,0.0501081,-0.336828,0.230793,1.22396,0.163955,0.853974
3196,454.929,1,13.252,23.3033,14.9984,1.52873,0.0487247,-0.322018,0.227417,1.16263,0.163397,0.802869
3197,449.326,1,13.4431,23.8198,14.436,1.41879,0.0446169,-0.314168,0.243609,1.20414,0.166198,0.968147
3198,447.228,1,13.3091,23.5679,14.5101,1.31718,0.0476637,-0.334304,0.234073,1.28443,0.176074,0.927077
3199,458.812,1,13.4467,23.4345,14.6028,1.37138,0.048537,-0.346324,0.244214,1.3263,0.186228,1.01295
3200,458.541,1,13.3976,23.0989,15.7025,1.42575,0.0477157,-0.349115,0.242561,1.39878,0.167453,0.954466
3201,453.729,1,13.3939,23.3255,14.9746,1.38684,0.0440381,-0.325887,0.253224,1.38676,0.176234,0.990726
3202,457.363,1,13.2435,22.9582,16.6574,1.44208,0.0439945,-0.33092,0.250585,1.30641,0.180528,0.991185
3203,448.844,1,13.3112,23.3117,16.2891,1.50164,0.0375894,-0.344005,0.233748,1.23714,0.191708,0.93824
3204,448.216,1,13.3291,23.3939,17.282,1.54208,0.0354942,-0.318539,0.232668,1.26603,0.192875,0.884051
3205,449.238,1,13.3905,22.9703,15.6356,1.49423,0.0401828,-0.324456,0.235049,1.21542,0.202653,0.825914
3206,446.209,1,13.3505,22.6676,15.1888,1.49427,0.0412535,-0.321768,0.22764,1.10327,0.184767,0.869948
3207,448.309,1,13.4534,23.1104,14.7191,1.49425,0.0394938,-0.319312,0.241845,1.14735,0.206504,0.828772
3208,454.57,1,13.3422,23.0224,14.8857,1.49434,0.0436053,-0.334018,0.242659,1.20441,0.214903,0.757051
3209,456.333,1,13.2951,23.2765,15.1273,1.50423,0.0448019,-0.333789,0.237868,1.10553,0.219097,0.81326
3210,464.699,1,13.3159,23.5784,14.4893,1.49504,0.0506655,-0.316962,0.23713,1.04382,0.218398,0.895697
3211,456.244,1,13.3124,23.4293,14.7882,1.4069,0.0488019,-0.337866,0.232249,1.16952,0.204887,0.890274
3212,459.657,1,13.2262,23.2342,13.6186,1.40699,0.0529049,-0.317146,0.223483,1.05663,0.203496,0.958845
3213,460.565,1,13.2602,22.79,13.4951,1.4611,0.0505293,-0.331543,0.231271,1.02006,0.206715,0.929108
3214,460.019,1,13.2478,22.1468,14.7664,1.43274,0.0510365,-0.335044,0.237395,1.00034,0.222617,0.880719
3215,455.867,1,13.3874,22.7637,14.4339,1.47639,0.0449808,-0.351316,0.233222,1.00771,0.239924,0.883682
3216,460.553,1,13.3707,22.7507,15.0287,1.58187,0.0415015,-0.355756,0.22861,0.978426,0.25313,0.914796
3217,448.084,1,13.3408,23.3712,14.3463,1.41898,0.0416532,-0.357778,0.238925,1.0055,0.247607,0.878236
