iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
233,466.689,1,13.4329,24.651,13.6042,1.44592,0.0538433,-0.346389,0.237882,1.15909,0.197547,0.931957
234,480.438,1,13.5152,24.0946,13.4581,1.50208,0.0606049,-0.341339,0.248107,1.10954,0.218424,0.866343
235,476.699,1,13.4477,24.0747,13.9913,1.50203,0.0586537,-0.331382,0.225138,1.06125,0.210203,0.985823
236,473.396,1,13.4719,24.386,12.5947,1.57938,0.0497891,-0.315861,0.237136,1.0557,0.238393,0.938304
237,469.479,1,13.2948,24.3094,13.0709,1.50108,0.0498209,-0.329816,0.230957,1.08021,0.245691,0.94808
238,467.516,1,13.3453,24.5076,13.0059,1.4262,0.0557668,-0.349287,0.232066,0.931102,0.24131,0.958645
239,459.463,1,13.4541,24.1085,13.8563,1.4872,0.0489672,-0.314679,0.236903,0.98051,0.220822,0.887877
240,469.499,1,13.4001,24.1512,12.4809,1.53045,0.0513591,-0.351743,0.238939,1.01148,0.245087,0.845976
241,480.548,1,13.3433,23.6968,13.3325,1.53056,0.0568449,-0.344167,0.23338,1.03437,0.263045,0.905324
242,463.868,1,13.3782,24.3498,12.1688,1.47419,0.0463143,-0.332094,0.236242,1.08208,0.234861,1.00842
243,464.173,1,13.4315,24.8395,13.6174,1.47419,0.0473955,-0.317367,0.236224,1.13705,0.230145,0.97851
244,466.592,1,13.4732,24.2964,13.4704,1.44028,0.050982,-0.351601,0.237251,1.098,0.241929,0.927678
245,470.641,1,13.4874,24.5421,13.6878,1.44038,0.0552539,-0.343136,0.228863,1.09421,0.242547,0.927041
246,468.94,1,13.4386,24.3428,13.2367,1.47574,0.0512011,-0.326016,0.235444,1.04096,0.254457,0.927213
247,471.566,1,13.3387,24.211,13.2236,1.40215,0.0544002,-0.288758,0.234604,1.13217,0.249619,0.965102
248,471.646,1,13.356,24.4518,12.414,1.36971,0.0556596,-0.316381,0.234414,1.10721,0.259745,0.971171
249,461.327,1,13.2971,24.1603,11.3627,1.39224,0.0511648,-0.322673,0.23585,0.916928,0.257184,0.965131
250,461.935,1,13.4195,24.3633,10.9193,1.43237,0.0492435,-0.336204,0.238537,0.956683,0.23953,1.00424
251,465.717,1,13.4799,24.1314,12.3215,1.47872,0.0494258,-0.344631,0.243105,0.981764,0.247945,0.947533
252,460.666,1,13.4657,24.2216,12.0886,1.55132,0.0508354,-0.346205,0.230144,0.953093,0.213112,0.800123
253,449.462,1,13.4321,24.088,12.2262,1.55752,0.0411409,-0.338396,0.236443,0.919895,0.221305,0.806709
254,459.832,1,13.3066,23.9654,12.0023,1.61378,0.0413681,-0.331864,0.237186,1.00106,0.210746,0.922118
255,454.435,1,13.471,23.859,12.4695,1.51859,0.0436232,-0.325293,0.243691,0.999201,0.198365,0.936161
256,460.327,1,13.4777,24.4126,13.4303,1.47701,0.0509945,-0.33424,0.245524,0.988487,0.20909,0.860033
257,461.354,1,13.3101,24.2704,14.027,1.47698,0.0495002,-0.34495,0.243283,1.07841,0.204571,0.89624
258,462.769,1,13.3435,24.3156,13.4758,1.52931,0.0497393,-0.340513,0.235092,1.09187,0.191933,0.878219
259,460.635,1,13.3452,23.9892,14.9798,1.52924,0.0470802,-0.349436,0.235199,1.11722,0.204231,0.883458
260,464.701,1,13.3389,24.1191,13.0318,1.59263,0.046231,-0.327859,0.229317,1.10611,0.196383,0.940363
261,471.958,1,13.4966,23.9323,12.1985,1.65149,0.0468343,-0.343648,0.241203,1.15909,0.178142,1.01107
262,469.946,1,13.2016,23.9033,13.5228,1.57619,0.0500836,-0.342089,0.239561,1.20348,0.17752,0.933074
263,459.322,1,13.3823,24.1083,12.1708,1.49157,0.0484177,-0.36209,0.234256,1.08656,0.18255,0.970939
264,464.022,1,13.3459,24.2343,13.0794,1.49158,0.0490611,-0.342048,0.238685,1.0911,0.195165,1.01186
265,458.3,1,13.5609,24.6481,12.8861,1.49156,0.0469143,-0.325497,0.232457,1.01354,0.193096,1.04918
266,463.516,1,13.4367,24.2295,12.1294,1.49152,0.0464741,-0.31644,0.239348,1.04226,0.224092,1.05253
267,462.492,1,13.3642,24.6037,11.9515,1.49152,0.0472129,-0.328657,0.233755,1.05051,0.210671,1.04173
268,455.759,1,13.3714,24.9325,12.2143,1.49891,0.0421121,-0.342136,0.230879,1.02758,0.193626,1.15761
269,457.527,1,13.3602,24.2678,12.3629,1.49898,0.0452379,-0.310389,0.236276,1.00868,0.210782,1.001
270,447.438,1,13.3282,24.2919,12.3442,1.43348,0.043017,-0.334017,0.234103,1.00666,0.196083,0.992348
271,452.068,1,13.5488,24.8217,11.8494,1.53109,0.0407997,-0.330951,0.24107,0.986597,0.20775,0.944094
272,458.314,1,13.4637,24.8522,11.4342,1.67062,0.0359265,-0.340235,0.236786,0.96712,0.236028,0.904137
273,463.425,1,13.4813,25.0914,10.7204,1.60031,0.0374473,-0.344517,0.250731,1.09073,0.254666,0.937707
274,469.38,1,13.3698,24.7551,12.397,1.671,0.0425461,-0.342677,0.241294,1.08646,0.243774,0.824287
275,474.34,1,13.3926,24.7799,12.5235,1.73874,0.0442095,-0.374906,0.235144,1.03666,0.22761,0.883567
276,469.828,1,13.3888,24.7989,11.6929,1.76745,0.0362809,-0.368388,0.230028,1.02602,0.225151,1.02462
277,462.831,1,13.4767,24.245,12.7729,1.65768,0.0378994,-0.340994,0.245363,0.986334,0.233236,0.960101
278,460.757,1,13.3399,24.4548,13.189,1.65761,0.0361571,-0.32977,0.244335,1.01231,0.233423,0.97044
279,463.771,1,13.4788,24.3621,13.1385,1.73737,0.0331364,-0.337253,0.25656,0.985747,0.228927,0.946884
280,466.581,1,13.4103,23.908,13.2869,1.68317,0.0388065,-0.338666,0.239982,0.94214,0.25573,0.952329
281,465.496,1,13.6928,23.5361,12.1886,1.68317,0.0375876,-0.337002,0.243186,0.989511,0.25284,0.904563
282,462.357,1,13.5504,23.6479,12.0481,1.75842,0.0319538,-0.372923,0.246814,0.974667,0.249014,0.86948
283,459.925,1,13.4822,23.8507,12.4682,1.56205,0.0436687,-0.350554,0.233211,0.971911,0.230386,0.931013
284,463.667,1,13.4343,23.9067,12.7106,1.47679,0.048055,-0.345419,0.236623,1.01343,0.235606,0.981035
285,459.556,1,13.451,23.7609,13.1454,1.47675,0.0465745,-0.305574,0.239195,0.98918,0.234944,0.96607
286,458.93,1,13.4433,23.9867,13.9127,1.45476,0.0486142,-0.308604,0.234495,1.03138,0.224364,0.910514
287,470.541,1,13.397,24.2869,12.394,1.56492,0.0485721,-0.294631,0.244166,1.08415,0.229837,0.896171
288,471.318,1,13.2636,24.053,12.8864,1.50235,0.0506326,-0.345698,0.24199,1.15585,0.22845,0.911964
289,457.177,1,13.333,24.1233,13.7103,1.3436,0.0482755,-0.320998,0.232035,1.18709,0.250331,0.896618
290,462.133,1,13.4058,24.4622,14.4996,1.42796,0.0475854,-0.323807,0.242469,1.11097,0.241777,0.934206
291,455.424,1,13.3792,24.8593,14.1266,1.49735,0.0422701,-0.334759,0.234985,1.01305,0.249359,0.885077
292,457.024,1,13.3518,25.0548,13.526,1.46035,0.0431659,-0.335419,0.235094,1.00074,0.25115,0.984817
293,450.33,1,13.3853,25.1126,14.4092,1.36594,0.0434241,-0.339613,0.239973,0.944628,0.277719,0.94715
294,453.143,1,13.2442,24.6534,14.1294,1.4389,0.0402166,-0.334721,0.231126,0.982097,0.291704,0.944329
295,459.005,1,13.4157,24.7665,13.9312,1.46249,0.0408257,-0.303182,0.239054,1.09173,0.276654,0.969356
296,468.092,1,13.3264,25.6556,13.8873,1.47313,0.0442234,-0.332289,0.242835,1.13427,0.292967,0.957415
297,462.99,1,13.3802,25.9005,13.1637,1.55581,0.0393747,-0.336323,0.232344,1.0571,0.276358,0.96846
298,466.218,1,13.4423,25.5918,12.69,1.60017,0.0412268,-0.359416,0.232176,1.02678,0.279884,0.903636
299,472.151,1,13.3279,25.6251,13.0799,1.57905,0.0461614,-0.338414,0.230273,1.0235,0.299311,0.882662
300,470.186,1,13.4094,25.0179,12.7127,1.45497,0.0521669,-0.327063,0.228494,0.980457,0.305303,0.880811
301,462.643,1,13.4176,25.3502,12.2108,1.46073,0.0469166,-0.331761,0.232699,1.03306,0.279101,0.879134
302,454.834,1,13.435,25.4738,12.239,1.37387,0.0445264,-0.302556,0.249607,1.05967,0.283632,0.856504
303,462.034,1,13.3939,25.6013,12.0134,1.45607,0.045636,-0.340334,0.235497,1.04723,0.29113,0.860104
304,460.006,1,13.3263,25.6221,11.5799,1.48026,0.0425136,-0.326299,0.240298,1.02928,0.260436,0.967912
305,466.221,1,13.4779,25.2739,11.4802,1.48031,0.0444761,-0.319387,0.234552,1.13004,0.281619,0.951922
306,464.994,1,13.3438,25.8063,11.166,1.48037,0.0455022,-0.329759,0.231366,1.08563,0.279815,0.892594
307,461.197,1,13.3963,25.4717,11.473,1.4197,0.0457671,-0.342487,0.237429,1.07485,0.278093,0.932767
308,476.267,1,13.509,25.6234,12.2091,1.47984,0.0519454,-0.344066,0.23016,1.01571,0.303315,1.00838
309,467.869,1,13.4078,25.8905,13.2358,1.45829,0.0489301,-0.339841,0.238576,1.00942,0.296018,0.90514
310,470.466,1,13.4505,25.5497,12.823,1.41524,0.0522667,-0.346417,0.243328,0.934799,0.313965,0.935142
311,457.632,1,13.5289,25.4374,12.1614,1.37045,0.0495387,-0.310129,0.241113,0.906139,0.309822,0.827049
312,461.755,1,13.5122,25.5671,11.3621,1.44962,0.0471568,-0.321437,0.23898,0.882518,0.310061,0.900818
313,478.849,1,13.4946,25.2267,10.6347,1.59715,0.0492555,-0.320405,0.241714,0.957749,0.315034,0.885207
314,469.976,1,13.5418,25.2052,11.2062,1.6146,0.042555,-0.346048,0.249513,0.867157,0.288705,0.995732
315,466.181,1,13.4023,25.8813,11.6758,1.55086,0.0455785,-0.324499,0.22422,0.87379,0.279464,1.03449
316,458.881,1,13.4375,25.8583,10.5608,1.51703,0.039077,-0.331913,0.235355,0.930736,0.270582,1.09591
317,467.751,1,13.4725,25.6348,10.6888,1.756,0.0300715,-0.329859,0.244644,0.894731,0.305523,1.00857
318,467.354,1,13.4825,25.8874,9.72548,1.75608,0.0341241,-0.365259,0.245397,0.813635,0.29631,0.993387
319,464.438,1,13.4229,25.9875,9.9943,1.68061,0.0345405,-0.358113,0.228588,0.855128,0.276635,1.14003
320,461.936,1,13.5086,25.9099,9.92957,1.75456,0.0282563,-0.344832,0.231389,0.902948,0.262998,1.09146
321,472.136,1,13.5546,26.1931,10.7433,1.8123,0.0322848,-0.34523,0.247796,0.8676,0.270131,1.06276
322,469.345,1,13.4139,25.7915,9.61812,1.86015,0.028321,-0.327729,0.243288,0.795041,0.281243,1.05135
323,471.99,1,13.5207,25.2259,10.111,1.76795,0.0381688,-0.346875,0.233808,0.786218,0.272798,1.08702
324,464.209,1,13.4022,24.9661,9.29015,1.66886,0.0373611,-0.34078,0.232781,0.764472,0.27271,1.15089
325,472.156,1,13.2726,25.1189,9.28232,1.6428,0.0425623,-0.33653,0.236123,0.80001,0.261956,1.22449
326,464.894,1,13.5572,24.8606,9.80027,1.64275,0.0391939,-0.343691,0.241497,0.827461,0.243496,1.17204
327,462.941,1,13.4423,24.9109,9.45614,1.668,0.0344085,-0.33188,0.239978,0.824385,0.265029,1.16083
328,465.812,1,13.5211,24.467,9.91932,1.66799,0.0332672,-0.347122,0.240118,0.975794,0.271183,1.10183
329,474.633,1,13.485,24.3221,10.5085,1.7657,0.0341335,-0.340504,0.242213,1.04638,0.252588,1.09802
330,465.827,1,13.5701,24.2895,10.5852,1.61576,0.0373479,-0.338617,0.245957,1.01676,0.25295,1.07053
331,474.652,1,13.4616,24.2875,11.6361,1.62115,0.0416245,-0.32992,0.231102,1.07378,0.256734,1.16815
332,468.338,1,13.4754,24.13,10.7233,1.56368,0.0416604,-0.331081,0.242475,0.998218,0.24918,1.15306
333,457.416,1,13.4962,24.1224,12.2209,1.53069,0.0377998,-0.332798,0.246328,0.969674,0.243504,1.08693
334,455.543,1,13.3862,24.2837,12.0995,1.65132,0.0306647,-0.326891,0.23589,1.04106,0.251528,0.946389
335,452.978,1,13.3505,24.7626,10.7859,1.56633,0.0329105,-0.322807,0.229536,1.03376,0.253894,1.02685
336,459.313,1,13.3618,24.7066,11.3052,1.70327,0.0282508,-0.326745,0.230809,0.922892,0.258612,1.1472
337,464.616,1,13.3961,24.7169,12.1286,1.67996,0.0340411,-0.345444,0.225628,1.0387,0.244857,1.09823
338,466.024,1,13.3303,25.2613,12.7657,1.65961,0.0390037,-0.349711,0.222415,0.980183,0.247497,1.04746
339,468.899,1,13.3166,25.2118,11.4924,1.74462,0.0324159,-0.318325,0.217225,1.04923,0.264074,1.08685
340,476.61,1,13.3256,25.8515,12.102,1.74476,0.038746,-0.320581,0.216764,1.06647,0.253155,1.16532
341,482.025,1,13.2969,26.1359,11.0351,1.61368,0.0504336,-0.329356,0.215822,0.945268,0.263332,1.21948
342,469.428,1,13.4043,26.2902,11.7987,1.47131,0.0506145,-0.330929,0.233689,0.856519,0.269527,1.13562
343,471.317,1,13.412,25.1706,11.284,1.42513,0.0567418,-0.334926,0.234221,0.798796,0.24856,1.1525
344,471.248,1,13.4946,24.7381,10.7509,1.49972,0.0537079,-0.358513,0.241836,0.838298,0.253656,1.01316
345,464.693,1,13.4825,24.3381,11.3388,1.48087,0.0492851,-0.343705,0.24091,0.861074,0.278885,0.925674
346,453.467,1,13.4877,25.1737,11.7158,1.43903,0.0479075,-0.31981,0.237768,0.824997,0.251884,0.898493
347,451.837,1,13.4939,25.2217,11.5982,1.52668,0.0438825,-0.337469,0.22806,0.806839,0.267249,0.823409
348,457.566,1,13.5347,26.0236,11.1067,1.57642,0.0433703,-0.321321,0.231986,0.846985,0.255846,0.876919
349,459.48,1,13.4615,25.4964,10.4621,1.64704,0.0374116,-0.348373,0.245287,0.91919,0.265702,0.837743
350,469.974,1,13.4138,26.1592,10.6624,1.56781,0.0452945,-0.349787,0.240667,1.01366,0.292788,0.86267
351,467.066,1,13.4977,26.1854,10.9101,1.60763,0.0440903,-0.346116,0.232948,0.968793,0.298751,0.804093
352,466.075,1,13.4774,26.1275,11.225,1.60765,0.0460747,-0.346292,0.237914,0.854316,0.285999,0.856309
353,469.51,1,13.5086,25.9982,10.8284,1.54744,0.0473255,-0.345281,0.241884,0.937007,0.278617,0.930645
354,468.17,1,13.5966,25.8568,11.155,1.48122,0.0487735,-0.353367,0.238677,0.99622,0.27978,0.936464
355,474.772,1,13.5122,25.9867,10.7537,1.45759,0.0558356,-0.320229,0.240945,0.975763,0.266952,0.939186
356,475.795,1,13.4366,25.765,10.0329,1.49958,0.0569676,-0.309388,0.227575,0.904761,0.254715,1.00249
357,469.09,1,13.4507,25.2681,11.7178,1.52898,0.0498708,-0.335961,0.230278,0.885882,0.254695,1.03335
358,466.428,1,13.4009,25.6076,11.4961,1.56262,0.0473121,-0.33736,0.22572,0.8992,0.251401,1.00044
359,468.496,1,13.4148,25.256,11.9537,1.50162,0.049662,-0.30649,0.244825,1.0275,0.232163,0.967484
360,474.339,1,13.3816,25.3637,11.4112,1.50162,0.049839,-0.318914,0.23952,1.17201,0.25484,0.95248
361,466.035,1,13.3856,25.0354,12.3665,1.57355,0.0408439,-0.332789,0.238431,1.06345,0.266123,0.964761
362,460.379,1,13.4724,24.9888,11.8244,1.46456,0.0477977,-0.322992,0.235635,0.895055,0.258224,0.958255
363,456.904,1,13.3383,24.5709,13.1204,1.34825,0.0511523,-0.318175,0.237595,0.859113,0.272472,0.945903
364,461.667,1,13.3694,24.1619,13.952,1.34832,0.0534941,-0.335417,0.240684,0.865482,0.262188,1.00216
365,464.502,1,13.3912,24.5722,12.7882,1.38965,0.0513465,-0.328445,0.248519,0.895289,0.267892,1.00672
366,469.126,1,13.3762,24.8857,12.6155,1.31233,0.0566713,-0.331004,0.253184,0.940736,0.264564,1.02943
367,466.525,1,13.3665,25.1556,12.1047,1.33581,0.0541372,-0.364674,0.241731,1.01964,0.268148,0.976924
368,461.94,1,13.4749,25.1787,12.1502,1.33577,0.0523806,-0.324484,0.239116,1.01031,0.249008,1.03305
369,459.584,1,13.3398,25.3116,11.6744,1.37482,0.0488725,-0.32606,0.233416,0.958649,0.2477,1.08288
370,463.337,1,13.5117,24.8038,12.9388,1.37483,0.0478914,-0.324597,0.246653,0.985654,0.242649,1.19809
371,470.001,1,13.4975,24.2668,13.3436,1.47037,0.0523218,-0.30511,0.244196,0.997862,0.215064,1.09088
372,466.899,1,13.5197,24.5916,11.948,1.39014,0.054217,-0.294013,0.241545,1.06404,0.22782,0.99338
373,472.237,1,13.4674,24.5402,11.2757,1.39023,0.0565575,-0.341457,0.236661,1.0995,0.21601,1.07524
374,477.369,1,13.3992,24.3812,11.9118,1.4298,0.0575688,-0.299401,0.236973,1.00585,0.23549,1.12414
375,475.043,1,13.2865,24.165,11.6851,1.44474,0.0524513,-0.353565,0.233798,0.927073,0.261136,1.24556
376,473.447,1,13.4148,24.5058,11.5289,1.46544,0.0494868,-0.320575,0.239054,0.943043,0.258219,1.26905
377,475.793,1,13.4844,24.5191,11.2354,1.44744,0.0524686,-0.298089,0.236576,0.973796,0.272975,1.15937
378,470.394,1,13.4198,24.4829,11.2884,1.40659,0.0516345,-0.329846,0.242663,0.957313,0.245344,1.22629
379,460.11,1,13.4669,24.5507,12.3917,1.43686,0.0500438,-0.293073,0.242322,0.880898,0.228691,1.02627
380,459.686,1,13.5543,24.1989,14.0608,1.48956,0.0444467,-0.329261,0.241292,0.882822,0.264496,0.999634
381,456.196,1,13.5595,24.8009,13.8472,1.4896,0.0462322,-0.319186,0.239835,0.87364,0.238355,0.931445
382,465.039,1,13.339,24.89,12.5551,1.51532,0.0501306,-0.307588,0.228369,0.964981,0.237051,0.912853
383,458.356,1,13.2576,24.4793,11.6546,1.45356,0.0437126,-0.317534,0.233683,1.01177,0.23648,1.06305
384,462.394,1,13.2614,24.5224,11.4603,1.52176,0.0437203,-0.336351,0.239964,0.926287,0.234917,1.08474
385,462.108,1,13.3854,24.1976,11.922,1.44202,0.0479883,-0.335976,0.24477,0.968867,0.213316,1.12516
386,460.789,1,13.3396,24.5451,13.1694,1.41102,0.0503085,-0.328243,0.234523,0.975879,0.208746,1.11148
387,464.729,1,13.5061,24.2648,12.8952,1.41112,0.0528017,-0.348901,0.233303,1.06081,0.206754,1.05103
388,472.394,1,13.5011,23.4073,13.3426,1.44844,0.0540436,-0.30932,0.244676,1.15117,0.215534,0.993937
389,469.774,1,13.4441,23.632,13.2219,1.44846,0.0536079,-0.31265,0.250579,1.09253,0.212217,0.937734
390,468.135,1,13.3225,23.5282,14.1816,1.44848,0.0536602,-0.33353,0.243223,1.08339,0.222037,0.885481
391,475.932,1,13.4941,23.7488,13.6594,1.58159,0.0488681,-0.340944,0.246486,1.20659,0.222601,0.936667
392,467.539,1,13.422,24.4891,14.6152,1.44486,0.052194,-0.312481,0.238822,1.19526,0.21583,0.914258
393,470.93,1,13.4456,24.3726,13.4154,1.51138,0.0514508,-0.32566,0.24678,1.18464,0.218806,0.861809
394,466.113,1,13.4489,24.3531,12.3522,1.51136,0.0499615,-0.34632,0.238441,1.0621,0.219784,0.904187
395,473.581,1,13.6319,24.7335,12.1591,1.58184,0.0502075,-0.332116,0.253022,1.01825,0.224542,0.944491
396,467.345,1,13.4808,24.9242,11.5153,1.72891,0.0381964,-0.341157,0.24218,1.04869,0.216259,0.930331
397,469.24,1,13.404,24.5683,11.3762,1.64673,0.0438828,-0.354991,0.237528,1.06076,0.220694,0.937219
398,460.827,1,13.3689,25.0927,11.3316,1.55064,0.0455364,-0.341285,0.237899,1.03284,0.218587,0.870823
399,456.66,1,13.3965,24.8061,12.5372,1.59543,0.0399454,-0.35646,0.241519,1.00501,0.221337,0.867129
400,457.904,1,13.5091,24.5306,13.4048,1.612,0.0366523,-0.354367,0.241726,1.05929,0.21966,0.965727
401,454.81,1,13.4669,25.067,13.9729,1.42867,0.0483313,-0.331879,0.233083,1.0461,0.206404,0.929688
402,455.549,1,13.4417,25.1343,13.7434,1.42867,0.0476625,-0.334542,0.239203,1.01727,0.226607,0.874943
403,459.49,1,13.5157,24.8969,13.3302,1.4241,0.0492883,-0.360277,0.237244,1.09271,0.212636,0.949711
404,464.984,1,13.4749,25.0555,11.2073,1.33979,0.0540705,-0.319514,0.241813,1.13201,0.21302,1.04113
405,469.588,1,13.5221,25.3329,11.3731,1.38442,0.0561349,-0.31285,0.238366,1.17894,0.19719,1.05244
406,470.94,1,13.5405,24.9024,12.7543,1.4662,0.0564051,-0.343562,0.236785,1.12937,0.171917,1.09611
407,472.23,1,13.3082,24.7786,13.6701,1.40399,0.0583351,-0.32786,0.227398,1.12939,0.184797,1.1295
408,472.515,1,13.4979,25.1789,13.3565,1.37149,0.0589201,-0.316005,0.238097,1.09936,0.182372,1.23262
409,465.949,1,13.335,24.1421,14.2878,1.27758,0.0573612,-0.31772,0.233141,1.19095,0.191924,1.17235
410,463.206,1,13.4217,24.4549,12.224,1.36264,0.052302,-0.336782,0.232962,1.12758,0.201358,1.13294
411,460.05,1,13.346,24.4118,12.9903,1.38221,0.0491182,-0.319221,0.231895,1.22973,0.193826,1.07339
412,459.512,1,13.4187,23.9395,13.3709,1.38224,0.0505836,-0.329429,0.233473,1.14084,0.192757,1.06101
413,460.061,1,13.3119,23.998,13.4933,1.3382,0.0555471,-0.350474,0.236075,1.0001,0.18599,1.09821
414,455.095,1,13.3967,23.9546,12.4287,1.36818,0.0485145,-0.333273,0.231754,1.09061,0.191411,1.1125
415,453.068,1,13.3646,23.5889,11.8118,1.41542,0.0461386,-0.329195,0.230689,1.11985,0.174809,1.09956
416,451.709,1,13.4395,23.5148,12.2365,1.55014,0.0411219,-0.322122,0.237864,0.995006,0.170257,1.05288
417,448.524,1,13.4444,23.2047,12.2544,1.55017,0.0427818,-0.334451,0.235163,0.939251,0.166751,0.985158
418,451.483,1,13.3147,23.4378,12.5625,1.44759,0.0468714,-0.335205,0.239818,0.923603,0.181089,1.04023
419,460.586,1,13.2459,23.2637,12.5038,1.49315,0.0466236,-0.326066,0.238443,1.02981,0.193891,1.05706
420,461.07,1,13.3408,23.3989,13.8845,1.49717,0.0495355,-0.328664,0.240938,1.04004,0.166822,1.06628
421,469.512,1,13.3888,23.6785,13.1183,1.53617,0.0523413,-0.330678,0.239122,1.10343,0.159462,1.13258
422,470.822,1,13.3722,23.5734,12.3138,1.5559,0.0533791,-0.331784,0.236195,1.06121,0.159048,1.12357
423,457.986,1,13.4814,23.8704,11.7833,1.51582,0.0463869,-0.342604,0.252629,1.05481,0.166408,1.00466
424,462.683,1,13.4985,23.9982,11.9797,1.49386,0.0531644,-0.356719,0.240955,1.02791,0.171576,0.958862
425,464.769,1,13.4235,24.0092,12.6476,1.59544,0.0512875,-0.357747,0.238118,1.07855,0.167352,0.869644
426,461.888,1,13.3791,23.8961,13.2122,1.4635,0.0530911,-0.342448,0.235219,1.21745,0.162386,0.908204
427,456.678,1,13.5802,23.8946,12.5054,1.49221,0.0447137,-0.328204,0.247101,1.14024,0.187069,0.943241
428,463.366,1,13.5126,24.0824,13.5457,1.50484,0.0428891,-0.331692,0.231346,1.22363,0.224904,1.02598
429,469.646,1,13.5046,24.5778,13.243,1.57748,0.0434251,-0.326894,0.234508,1.3522,0.204946,1.0054
430,472.657,1,13.3377,24.2368,14.0205,1.53702,0.0462589,-0.319399,0.234397,1.31652,0.210643,1.06637
431,457.015,1,13.3739,24.195,13.4258,1.53592,0.0407353,-0.325956,0.245026,1.1778,0.202555,0.907457
432,461.091,1,13.31,24.1972,13.4823,1.5268,0.0467692,-0.347066,0.23493,1.08075,0.211272,0.877946
433,459.687,1,13.2361,23.9234,12.9924,1.56542,0.0460161,-0.348315,0.233396,1.06121,0.186416,0.908255
434,457.105,1,13.3509,23.5374,13.5933,1.59423,0.0449534,-0.332636,0.228814,1.04759,0.184744,0.859228
435,454.751,1,13.5969,23.8233,13.0772,1.51722,0.0465562,-0.330391,0.243768,1.04819,0.17955,0.883256
436,458.214,1,13.4909,23.8188,12.9799,1.61279,0.0430295,-0.348388,0.238041,1.09654,0.19961,0.799334
437,463.7,1,13.5018,24.4012,12.2396,1.61278,0.0437709,-0.342647,0.245047,1.12576,0.217335,0.818296
438,459.043,1,13.5418,24.2234,12.2848,1.4966,0.0487781,-0.338588,0.238388,1.10444,0.206147,0.819705
439,456.212,1,13.4691,24.7302,12.258,1.50636,0.0443124,-0.357598,0.240699,1.02169,0.223587,0.87446
440,453.982,1,13.4677,24.5648,11.9592,1.59792,0.0381017,-0.359991,0.244901,1.05737,0.217803,0.825965
441,451.173,1,13.3811,24.6491,11.7456,1.49574,0.0411365,-0.347083,0.24007,1.0905,0.212646,0.860838
442,466.14,1,13.3904,24.4385,12.4651,1.61959,0.045521,-0.328466,0.237744,0.97944,0.223212,0.9092
443,463.699,1,13.4547,24.0609,11.3068,1.61955,0.0435025,-0.340271,0.249045,1.00102,0.246452,0.771263
444,467.95,1,13.4541,23.8071,12.1907,1.67564,0.0421767,-0.331981,0.250901,0.997498,0.244359,0.824313
445,466.131,1,13.4554,23.4757,11.6612,1.63957,0.0383964,-0.326467,0.244818,1.10507,0.258412,0.872765
446,459.252,1,13.4516,23.7983,11.4134,1.53884,0.0383238,-0.328128,0.239945,1.10774,0.247045,0.977258
447,461.7,1,13.4245,23.9989,12.0106,1.50311,0.0393118,-0.30308,0.24524,1.26344,0.24147,0.97998
448,446.949,1,13.4944,24.1803,13.2373,1.47851,0.0353074,-0.320454,0.245013,1.14804,0.23723,0.883842
449,450.46,1,13.3828,24.1776,12.9427,1.47858,0.0383228,-0.309821,0.230907,1.07808,0.251257,0.91873
450,450.561,1,13.3966,24.022,12.5842,1.47852,0.0353961,-0.3245,0.239978,1.17331,0.266707,0.915655
451,452.677,1,13.341,23.7178,13.4441,1.44272,0.0373171,-0.329305,0.236024,1.16442,0.26874,0.952967
452,459.734,1,13.3474,23.7397,12.6942,1.47691,0.0405321,-0.34868,0.231218,1.1703,0.276394,0.918413
