iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,beta_V1_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
211,453.092,1,20.7667,24.0978,14.3917,1.39684,0.0423151,-0.423146,-0.130828,0.228689,1.11379,0.257562,0.963549
212,447.997,1,20.9112,24.0612,13.1535,1.39684,0.0415316,-0.424055,-0.255416,0.228014,1.0949,0.231735,0.941912
213,441.419,1,20.6922,23.976,14.3078,1.40459,0.0385557,-0.415076,-0.18892,0.221984,1.02441,0.227579,0.980826
214,451.046,1,20.5601,23.9785,13.7863,1.40472,0.0434426,-0.41042,-0.145139,0.213877,1.00207,0.247055,1.04753
215,465.947,1,20.1297,24.1613,14.3561,1.41496,0.0516752,-0.394153,-0.337807,0.219449,1.09338,0.221672,1.10785
216,463.935,1,20.5982,24.0939,14.8524,1.44747,0.0479763,-0.41536,-0.372092,0.213155,1.08783,0.233028,1.12917
217,452.078,1,19.994,24.4569,14.9445,1.40817,0.0438855,-0.386583,-0.4773,0.215029,1.11694,0.236626,0.966346
218,452.785,1,20.793,24.0025,13.6889,1.60081,0.033842,-0.421741,-0.231931,0.218017,1.08207,0.249297,0.90813
219,453.769,1,20.2931,23.8266,13.5565,1.66956,0.0321614,-0.405886,-0.235749,0.213901,1.08459,0.233153,0.90361
220,450.317,1,20.2899,24.0691,13.669,1.63613,0.0376952,-0.402389,-0.364166,0.212403,1.0293,0.216182,0.800536
221,450.275,1,20.4142,23.9756,13.1958,1.56836,0.0370341,-0.406033,-0.202425,0.223302,1.03554,0.237639,0.843328
222,443.443,1,20.6552,24.2576,13.252,1.59368,0.0361258,-0.41812,-0.0269287,0.216921,0.948125,0.233496,0.754666
223,446.837,1,21.4056,23.7413,13.0227,1.66503,0.0309614,-0.447083,-0.0484466,0.226528,0.966737,0.238268,0.797142
224,454.14,1,20.7605,23.8509,13.9043,1.6384,0.0341914,-0.412209,-0.0700024,0.23113,1.08029,0.243063,0.823172
225,461.665,1,20.7925,23.9104,13.8966,1.70562,0.0355235,-0.423038,0.266209,0.23132,1.08429,0.233281,0.85358
226,454.701,1,20.2065,24.4518,13.8098,1.60718,0.0358727,-0.39956,0.396284,0.234505,1.06784,0.238208,0.855507
227,455.779,1,20.3383,23.7887,12.7718,1.6072,0.0379512,-0.401372,0.201918,0.228557,1.08935,0.227595,0.874625
228,459.615,1,20.1541,23.8235,12.7778,1.60719,0.0375929,-0.396804,0.331317,0.215791,1.15548,0.239289,0.930505
229,458.496,1,20.3093,23.8028,12.2366,1.63785,0.0394311,-0.396246,0.207152,0.220405,1.02779,0.219178,0.92285
230,459.45,1,20.6761,23.9997,13.4863,1.6379,0.0402464,-0.418865,0.190032,0.221736,1.08702,0.196042,0.943082
231,448.458,1,20.0643,23.3749,14.1166,1.52534,0.0402795,-0.39234,0.201562,0.217084,1.04716,0.198217,0.937814
232,456.595,1,20.5002,23.5804,13.153,1.52538,0.0419738,-0.412068,-0.130285,0.212133,1.11857,0.2046,1.04606
233,452.757,1,20.915,24.6271,13.9706,1.44487,0.0437326,-0.421313,-0.403198,0.221582,1.05608,0.213767,1.03351
234,457.351,1,20.5568,24.615,13.065,1.48059,0.0436261,-0.400935,-0.236662,0.226435,1.135,0.212041,1.01136
235,453.983,1,20.3832,24.6301,13.5045,1.54263,0.0388391,-0.394021,-0.371706,0.219748,1.067,0.206059,1.0826
236,452.313,1,20.3069,24.8184,12.2286,1.51054,0.0420216,-0.393829,-0.401387,0.22218,1.13014,0.203934,0.912611
237,445.859,1,20.7973,24.7503,12.9759,1.53751,0.0342001,-0.429081,-0.4708,0.213944,1.12815,0.221811,0.930522
238,459.413,1,20.6675,24.4372,12.7063,1.49408,0.0420136,-0.416775,-0.571089,0.21579,1.10123,0.241086,1.0658
239,458.35,1,20.631,24.0485,15.3201,1.52338,0.041462,-0.411771,-0.507494,0.224583,1.21972,0.227524,0.902222
240,462.08,1,20.6081,24.2166,14.5368,1.56926,0.0437172,-0.410558,-0.513278,0.224074,1.12766,0.244833,0.821398
241,458.489,1,20.1594,23.3629,15.3834,1.54302,0.0458298,-0.399032,-0.610697,0.214695,1.06539,0.240734,0.792044
242,448.202,1,20.1905,23.0171,15.8372,1.51141,0.0386021,-0.389762,-0.301307,0.222996,1.14865,0.229473,0.806509
243,452.56,1,20.1845,23.5556,15.8527,1.51153,0.0458649,-0.393638,-0.263781,0.221409,1.12034,0.216118,0.767828
244,452.989,1,20.8083,23.2636,15.0489,1.53564,0.0409192,-0.419233,-0.417844,0.211303,1.11505,0.239955,0.827967
245,462.253,1,21.069,23.3885,14.7344,1.55709,0.0461848,-0.425796,-0.629317,0.218859,1.11341,0.218665,0.887541
246,458.362,1,20.503,23.0634,14.3783,1.55702,0.0438455,-0.403526,-0.487738,0.223007,1.16344,0.220512,0.845574
247,458.804,1,19.2673,23.3788,14.8683,1.47008,0.0434777,-0.357808,-0.524617,0.224383,1.19868,0.236997,0.93205
248,450.766,1,20.424,23.2334,13.6883,1.41039,0.0435781,-0.408957,-0.514521,0.219409,1.05724,0.236225,0.961064
249,447.647,1,20.5467,23.1698,13.1242,1.3865,0.0447453,-0.420019,-0.491319,0.222814,0.959262,0.240323,0.920656
250,453.272,1,20.3862,23.6097,12.6963,1.43028,0.0441227,-0.409036,-0.541158,0.223072,0.945794,0.242847,1.03195
251,457.327,1,20.5695,23.248,12.7079,1.43033,0.0454367,-0.412445,-0.319835,0.229183,1.00249,0.25224,0.987776
252,453.755,1,21.1516,23.5563,12.267,1.57234,0.0420562,-0.434296,-0.333282,0.215282,0.990784,0.225056,0.869345
253,450.597,1,20.7996,23.3875,12.612,1.60454,0.0358184,-0.41971,-0.403919,0.224263,1.02352,0.233356,0.839896
254,450.157,1,20.8004,23.45,12.9174,1.68011,0.0332158,-0.424945,-0.33787,0.22003,1.05865,0.210594,0.818432
255,447.895,1,20.7191,23.7753,13.1975,1.50089,0.0396345,-0.416131,-0.325385,0.2235,1.10622,0.205043,0.901508
256,456.105,1,21.2237,24.2361,12.9669,1.56855,0.0392771,-0.431431,-0.310536,0.23554,1.13701,0.20097,0.950083
257,451.09,1,20.7849,23.9619,13.2594,1.5451,0.0378811,-0.424252,0.0498489,0.227361,1.15803,0.19595,0.944719
258,455.948,1,20.9044,23.8976,12.7839,1.61421,0.0397065,-0.428304,-0.138451,0.221596,1.19895,0.169548,0.973368
259,463.403,1,21.1544,24.01,14.1526,1.59127,0.0444637,-0.442434,-0.0577932,0.222458,1.25207,0.169321,1.02926
260,465.419,1,20.8837,23.9422,12.5481,1.59131,0.0466691,-0.429328,-0.131914,0.228097,1.16271,0.169643,1.09011
261,473.583,1,21.4615,24.0464,11.7381,1.59135,0.0502579,-0.451585,-0.0108109,0.233325,1.19957,0.172776,1.12487
262,465.02,1,20.7315,23.7204,13.8079,1.46004,0.051788,-0.426314,-0.033745,0.233673,1.20035,0.167618,1.07726
263,467.593,1,21.0014,23.6155,12.6987,1.43234,0.0573152,-0.433411,-0.310837,0.22196,1.10987,0.175349,1.04958
264,458.739,1,20.571,23.698,14.2096,1.42848,0.0511957,-0.414366,-0.112578,0.222617,1.04306,0.179072,1.10075
265,461.3,1,20.8328,23.705,14.3978,1.47325,0.0485837,-0.421777,0.0535154,0.227645,1.08056,0.200748,1.03232
266,470.245,1,20.3056,23.8495,13.3701,1.47324,0.0485239,-0.399015,-0.0229339,0.229687,1.19589,0.224886,1.11004
267,475.21,1,20.7676,24.0644,13.1012,1.48295,0.0546491,-0.425841,-0.0441321,0.224053,1.21277,0.210035,1.01711
268,465.404,1,20.814,24.5491,13.0912,1.48287,0.0521444,-0.420507,-0.101842,0.216542,1.04834,0.196679,1.11124
269,466.46,1,20.4191,24.6119,15.6883,1.48282,0.0514586,-0.407253,-0.0451853,0.210437,1.11935,0.216826,1.03675
270,459.126,1,20.6088,24.2298,14.922,1.48272,0.0473979,-0.425578,-0.0562481,0.213376,1.11389,0.22043,0.946862
271,463.496,1,21.0415,24.6516,15.5906,1.55876,0.0461,-0.428024,0.0522036,0.22515,1.23282,0.215926,0.826357
272,470.837,1,20.7623,24.3767,15.3373,1.66926,0.045271,-0.42304,-0.0195163,0.214561,1.34399,0.224482,0.759735
273,468.788,1,20.9363,24.8443,14.2168,1.54094,0.0467284,-0.426464,-0.130325,0.230044,1.38028,0.24502,0.764986
274,476.953,1,20.2505,24.3156,15.5766,1.56312,0.0517847,-0.397236,0.0340158,0.229456,1.37498,0.236361,0.786872
275,480.525,1,20.8348,24.0256,15.0974,1.715,0.0490036,-0.426537,-0.087903,0.220558,1.50375,0.21588,0.732934
276,483.988,1,21.3666,23.7289,16.238,1.715,0.0492716,-0.446316,-0.0898436,0.208415,1.58715,0.231134,0.771786
277,482.596,1,20.8458,22.9802,17.5642,1.67089,0.0472695,-0.415922,-0.46042,0.233185,1.70291,0.227723,0.755483
278,475.534,1,20.7099,22.8941,16.7438,1.52603,0.0512839,-0.427179,-0.30865,0.220523,1.77046,0.223809,0.70795
279,471.799,1,20.8693,23.4667,16.7165,1.63968,0.0461096,-0.422249,-0.25903,0.232394,1.77086,0.194041,0.661065
280,475.019,1,20.948,23.6384,16.3844,1.57311,0.0490142,-0.420431,-0.235625,0.226481,2.09968,0.19397,0.665935
281,470.916,1,21.3442,23.2744,14.8269,1.573,0.0445248,-0.428088,-0.138647,0.235475,2.02877,0.192679,0.708054
282,462.613,1,21.6593,23.6724,14.6446,1.57298,0.0446217,-0.449892,0.0260906,0.23723,1.84275,0.180128,0.636918
283,462.637,1,21.2225,23.301,16.9932,1.55999,0.049188,-0.434788,-0.163141,0.226544,1.69843,0.157007,0.692044
284,459.551,1,20.9401,23.3322,17.4847,1.53291,0.0474608,-0.425722,-0.0411337,0.222041,1.73632,0.152015,0.741297
285,455.771,1,20.0536,23.4125,18.457,1.50058,0.0460784,-0.387895,0.0202348,0.221016,1.73989,0.157999,0.73123
286,453.104,1,20.0122,23.3266,18.0496,1.54079,0.0433956,-0.38421,-0.237995,0.222279,1.72256,0.159674,0.678415
287,462.264,1,20.0696,22.9502,16.031,1.54086,0.0471912,-0.384544,0.0230019,0.227975,1.82125,0.162502,0.71831
288,465.379,1,20.8014,22.4259,17.4328,1.54086,0.0467067,-0.420833,0.0392827,0.231266,1.87578,0.167522,0.716337
289,457.961,1,20.3955,22.873,16.8497,1.52269,0.0449447,-0.408826,-0.186671,0.221095,1.83221,0.166047,0.688862
290,462.432,1,21.029,23.3709,16.7588,1.5228,0.0488739,-0.434166,-0.280969,0.219448,1.75581,0.166337,0.705548
291,456.245,1,20.7404,23.2652,15.5108,1.52273,0.0453441,-0.421029,-0.321832,0.21925,1.62295,0.172945,0.707234
292,460.933,1,20.8074,23.7758,14.8494,1.62473,0.0398523,-0.422976,-0.256083,0.226179,1.56289,0.181833,0.779881
293,454.738,1,20.3465,23.9477,15.1622,1.59324,0.0402476,-0.406179,-0.238402,0.227602,1.44646,0.169862,0.780177
294,457.353,1,19.778,23.9438,14.8033,1.49546,0.0435353,-0.384479,-0.251484,0.222178,1.43909,0.178904,0.918916
295,465.467,1,20.3581,23.7359,13.815,1.45227,0.0501253,-0.40364,-0.248638,0.222864,1.34353,0.185891,1.01491
296,462.33,1,20.6164,24.7092,12.7209,1.45225,0.0486827,-0.414661,-0.175673,0.227652,1.26184,0.182667,1.05145
297,467.292,1,20.3009,24.6491,12.5164,1.57038,0.044332,-0.402757,-0.219561,0.216249,1.2528,0.19726,1.08743
298,468.001,1,21.1068,24.4152,12.2686,1.6008,0.0440339,-0.427517,-0.221999,0.215777,1.18622,0.215648,1.02757
299,477.776,1,20.2829,24.8589,12.2286,1.64074,0.0482132,-0.404837,-0.361432,0.211492,1.15675,0.248112,0.964834
300,476.52,1,20.6541,24.8078,12.5388,1.52963,0.0529375,-0.409324,-0.186825,0.215669,1.05272,0.254659,1.04454
301,471.18,1,20.4502,25.511,11.3324,1.48597,0.0536679,-0.399017,-0.270514,0.215967,1.04133,0.252077,0.961949
302,465.337,1,20.2516,25.0096,12.5135,1.43865,0.0502648,-0.393632,-0.244217,0.227309,1.12748,0.24564,0.929856
303,471.464,1,20.2958,25.411,12.1209,1.47683,0.0514934,-0.396318,-0.0590317,0.222682,1.12659,0.248171,0.992287
304,469.843,1,20.2426,25.442,11.898,1.43625,0.0507823,-0.407384,-0.169483,0.219784,1.15253,0.230134,1.0999
305,476.381,1,20.1567,24.8664,12.5531,1.55085,0.0489293,-0.390141,-0.261697,0.206621,1.19292,0.248016,1.10895
306,470.442,1,20.5629,25.2115,11.8898,1.44558,0.049472,-0.407814,-0.402501,0.211636,1.21576,0.247063,1.1223
307,466.065,1,20.8176,24.8389,11.8885,1.38064,0.0487576,-0.415898,-0.568201,0.217237,1.26054,0.251903,1.08847
308,470.616,1,20.6734,25.1831,11.9383,1.45732,0.0499175,-0.409894,-0.472576,0.215361,1.16594,0.248559,1.09056
309,471.912,1,20.3771,25.8341,12.2854,1.43141,0.0505344,-0.404027,-0.167429,0.231135,1.13317,0.24535,1.12788
310,471.9,1,20.5204,25.3802,12.6861,1.33867,0.0552103,-0.405239,-0.0103426,0.226658,1.14509,0.238765,1.19733
311,458.621,1,20.44,25.4935,11.8626,1.27095,0.0549727,-0.395374,0.0589077,0.224645,1.00676,0.225434,1.12566
312,459.821,1,20.385,25.7753,11.0441,1.34861,0.0499649,-0.398055,0.0973607,0.227339,0.960952,0.241598,1.17311
313,470.385,1,20.3665,25.7315,11.1998,1.4158,0.0516052,-0.400635,0.236559,0.228409,1.09605,0.249561,1.09136
314,468.562,1,20.7206,25.9299,10.9244,1.44496,0.0513282,-0.408027,0.142715,0.22789,1.08509,0.23408,1.0597
315,470.683,1,20.6766,26.2269,11.5782,1.42442,0.0519985,-0.410103,0.117925,0.220623,1.2436,0.226007,1.07231
316,470.291,1,20.9778,26.6069,11.3929,1.42435,0.0504593,-0.421914,0.15564,0.222748,1.32732,0.214635,1.14951
317,471.816,1,20.949,26.4845,11.0428,1.44004,0.0544285,-0.423308,-0.164723,0.225635,1.20554,0.229793,0.953672
318,475.35,1,20.7058,26.3956,10.7583,1.44859,0.0557941,-0.410294,-0.134726,0.234496,1.16766,0.225712,1.00131
319,474.857,1,20.3818,26.4396,11.1593,1.41043,0.0580232,-0.404179,-0.0596935,0.213671,1.05676,0.252863,1.0401
320,472.95,1,20.853,26.2119,11.4467,1.47769,0.0509867,-0.418597,-0.335489,0.218783,1.15665,0.249553,1.0453
321,471.387,1,20.6843,26.3014,12.375,1.5372,0.0468692,-0.405932,-0.0920992,0.224511,1.11996,0.242664,1.07723
322,479.464,1,20.3949,25.9645,11.5334,1.60398,0.0506224,-0.408482,-0.0921188,0.225117,1.05799,0.252196,1.00784
323,472.695,1,20.9791,25.4854,10.621,1.60394,0.0489928,-0.42196,-0.100185,0.214849,1.00087,0.228065,1.12975
324,469.295,1,20.7718,25.1892,10.7849,1.53615,0.047727,-0.41608,-0.355886,0.208618,1.05304,0.238594,1.12553
325,475.526,1,20.4581,24.8063,9.54623,1.56218,0.0484817,-0.408388,-0.649025,0.213477,1.06118,0.243227,1.17425
326,471.387,1,21.2518,24.4885,11.5353,1.53091,0.0498396,-0.438339,-0.427791,0.209462,0.983234,0.255669,1.101
327,469.914,1,20.3744,24.5391,11.4346,1.53084,0.0472118,-0.401056,-0.303553,0.22047,0.99851,0.269073,1.09537
328,462.87,1,20.2974,24.4505,11.672,1.53079,0.044971,-0.391839,-0.279642,0.225941,0.982253,0.257773,0.958314
329,470.437,1,20.3904,24.1907,10.7658,1.57803,0.0462878,-0.399587,-0.35441,0.22225,1.0699,0.261533,0.939786
330,468.251,1,20.9851,24.259,11.0553,1.52044,0.0459598,-0.424383,-0.375227,0.224292,1.07623,0.262194,0.99863
331,462.188,1,20.9385,24.4851,12.4025,1.45439,0.0472443,-0.425788,-0.457883,0.215717,1.10093,0.238494,1.02584
332,461.124,1,20.9463,24.2922,12.6306,1.45437,0.0468074,-0.421226,-0.580524,0.230418,1.0321,0.243522,0.997676
333,460.513,1,20.8179,24.6993,13.862,1.51156,0.0414674,-0.418223,-0.463551,0.232853,1.14058,0.241833,0.968497
334,455.25,1,20.2724,24.6276,12.7146,1.51154,0.0395971,-0.393253,-0.542379,0.223757,1.0818,0.254409,0.927857
335,454.972,1,20.1363,24.6626,12.6958,1.45854,0.0440613,-0.391822,-0.695132,0.21636,1.10451,0.246129,0.898257
336,457.883,1,20.2454,24.7303,12.0323,1.51201,0.0450849,-0.392812,-0.837422,0.214204,1.03426,0.243739,0.902875
337,461.195,1,20.1689,24.5371,13.0382,1.46922,0.0463092,-0.398518,-0.621519,0.219037,1.12147,0.243974,0.934815
338,459.147,1,20.5154,24.8518,14.0658,1.44245,0.0473528,-0.420061,-0.498858,0.217065,1.01545,0.247265,0.970776
339,463.685,1,20.5038,24.8512,11.8726,1.57535,0.0418203,-0.413718,-0.21096,0.21058,1.01675,0.271146,0.979546
340,464.714,1,20.2481,25.3805,12.9452,1.56525,0.0460203,-0.406177,-0.443286,0.214217,0.973073,0.261464,0.917339
341,473.7,1,20.2368,25.462,12.7405,1.59988,0.0483032,-0.405076,-0.508324,0.208524,1.00869,0.257612,1.03875
342,466.486,1,20.2685,25.6703,13.9693,1.48924,0.0499162,-0.406869,-0.756998,0.214442,0.998953,0.257843,0.980614
343,469.95,1,20.0261,24.2593,14.0389,1.46388,0.0530631,-0.39181,-0.841987,0.213013,0.989067,0.252531,1.03948
344,462.549,1,20.5998,24.7347,13.4098,1.32513,0.0578517,-0.410534,-0.606072,0.216036,0.931251,0.238544,1.02678
345,462.569,1,20.9671,24.3882,13.091,1.2946,0.0575222,-0.422241,-0.680703,0.221563,0.9761,0.25662,0.975754
346,460.964,1,21.3229,25.1042,12.6699,1.32534,0.0557074,-0.438409,-0.934698,0.219438,1.00227,0.243914,0.976145
347,460.913,1,20.2651,24.854,12.5302,1.38775,0.0550519,-0.392373,-1.09111,0.213572,0.912413,0.244123,0.962613
348,465.24,1,20.5894,25.3205,11.2602,1.44959,0.0523509,-0.399109,-0.913353,0.226206,0.947822,0.250997,0.960274
349,456.366,1,20.6333,25.0544,11.552,1.4495,0.0493862,-0.413955,-0.742426,0.220081,0.94343,0.247437,0.887176
350,450.383,1,20.7127,25.2141,10.6505,1.36481,0.0468711,-0.412549,-0.63874,0.21856,0.97413,0.249583,0.956387
351,459.155,1,20.0044,25.3524,11.3161,1.40245,0.0492306,-0.391446,-0.445512,0.225232,0.906438,0.258036,1.01957
352,461.462,1,20.4269,25.3888,10.7883,1.47141,0.0468764,-0.40461,-0.410432,0.226178,0.948741,0.24434,1.04076
353,465.178,1,20.6697,25.7166,9.61108,1.44965,0.0502855,-0.413464,-0.258501,0.217906,0.984539,0.236679,1.09552
354,463.585,1,20.923,25.8655,10.5099,1.38283,0.0511212,-0.414699,-0.497418,0.226628,1.02591,0.23563,1.11524
355,466.595,1,20.7857,25.8601,11.3857,1.35589,0.0535713,-0.422763,-0.490667,0.2203,0.992775,0.245956,1.18397
356,464.526,1,20.3756,26.0626,11.4686,1.38525,0.0525454,-0.396685,-0.498475,0.2144,0.959339,0.24545,1.17102
357,465.052,1,20.3984,25.5453,11.8972,1.51235,0.0468123,-0.396341,-0.59217,0.21826,0.977366,0.246986,1.07218
358,468.041,1,20.5877,25.4973,12.0586,1.49319,0.0494886,-0.414987,-0.440892,0.21781,0.953462,0.250447,1.09555
359,463.754,1,20.6086,25.4993,10.447,1.4932,0.0477541,-0.413263,-0.560116,0.216509,0.9855,0.243524,1.00423
360,470.635,1,20.4364,25.4799,10.2031,1.51917,0.0481143,-0.408367,-0.437816,0.218273,1.01445,0.259075,1.08197
361,471.267,1,20.7875,25.343,11.8603,1.54292,0.0456677,-0.421421,-0.590218,0.220316,1.11613,0.252169,1.0908
362,466.62,1,20.3915,25.3055,11.1061,1.51039,0.0449399,-0.396701,-0.350093,0.219962,1.00656,0.253267,1.16464
363,467.514,1,20.5628,25.3416,11.4478,1.37713,0.0497911,-0.406737,-0.294379,0.21721,1.13544,0.271314,1.11973
364,466.397,1,20.5841,25.2896,11.1755,1.40027,0.0479827,-0.405136,-0.176697,0.224114,1.11612,0.264677,1.12882
365,461.84,1,20.3344,25.3456,10.3704,1.4003,0.0484729,-0.40293,0.0694728,0.230728,1.06384,0.231835,1.06797
366,467.934,1,20.6207,25.3775,10.7095,1.44994,0.0488789,-0.408665,0.116339,0.237443,1.08518,0.234758,1.08339
367,466.998,1,20.265,25.6084,11.6883,1.37052,0.0540146,-0.39788,0.022462,0.227893,1.0335,0.237035,1.09045
368,467.319,1,20.6797,24.9252,11.3359,1.37053,0.0533107,-0.413867,-0.115512,0.224174,0.985272,0.24705,1.15237
369,461.446,1,20.106,24.8052,11.3632,1.31711,0.0513922,-0.396926,-0.198275,0.216052,1.03124,0.241258,1.2147
370,457.346,1,20.465,24.4356,13.0662,1.39073,0.0456684,-0.401476,-0.061067,0.227541,0.965504,0.24623,1.1714
371,456.964,1,20.1432,24.4969,14.3723,1.44325,0.0449259,-0.390404,-0.103265,0.2295,0.994221,0.227978,1.07433
372,455.867,1,20.5102,24.5214,12.8795,1.4786,0.0428776,-0.402506,-0.192956,0.226545,1.05898,0.227448,1.00443
373,467.229,1,21.0986,24.8287,12.1696,1.5698,0.0439646,-0.42792,-0.136379,0.227169,1.12128,0.225985,1.0439
374,465.04,1,20.174,24.4006,12.7683,1.53592,0.0446054,-0.392915,0.00276351,0.223983,1.15167,0.23922,0.943672
375,464.451,1,20.6227,24.6725,12.4398,1.53594,0.0442339,-0.426507,-0.00217629,0.220211,1.04801,0.228472,1.06811
376,462.51,1,20.532,25.0181,12.9735,1.56567,0.0446128,-0.414466,-0.209617,0.213207,1.01503,0.236044,0.975741
377,473.385,1,20.82,24.3784,12.9639,1.60396,0.0472229,-0.408109,0.0369009,0.217507,1.17092,0.258501,0.899105
378,465.374,1,21.0284,24.2112,14.4002,1.57176,0.0444037,-0.433448,0.0814846,0.218072,1.09507,0.240207,0.956722
379,464.192,1,20.5828,24.0968,12.9141,1.67105,0.0409571,-0.403794,-0.0524243,0.224879,1.11553,0.235942,0.813559
380,458.663,1,20.8823,23.7826,14.1313,1.67098,0.0377354,-0.415846,0.0117951,0.217971,1.08031,0.253771,0.778098
381,451.299,1,20.3076,23.9479,14.3822,1.60461,0.0374063,-0.397748,-0.119843,0.223183,1.02587,0.243542,0.775465
382,453.09,1,20.1286,23.7589,14.0444,1.62161,0.0343121,-0.397561,-0.287972,0.222522,1.09546,0.239685,0.852611
383,457.257,1,20.5339,23.9097,14.2536,1.65178,0.0336481,-0.41368,-0.323281,0.227204,1.14828,0.240217,0.866669
384,460.898,1,20.0193,23.8472,13.6526,1.7189,0.0347854,-0.400132,-0.241106,0.223589,1.05255,0.231113,0.883508
385,458.997,1,20.0824,23.8097,14.2404,1.61861,0.0393934,-0.399949,-0.147985,0.226359,1.00203,0.221518,0.963465
386,459.481,1,20.526,24.1275,13.7633,1.50145,0.0452633,-0.416818,-0.379441,0.223566,0.999606,0.216511,1.05552
387,457.84,1,20.8082,23.856,11.9341,1.50137,0.0418547,-0.419833,-0.535969,0.223022,1.01247,0.236412,1.07511
388,465.181,1,20.91,23.3442,13.7076,1.53599,0.043479,-0.41942,-0.474857,0.235155,1.01818,0.250337,1.04681
389,457.004,1,21.0402,22.9226,14.0426,1.53588,0.0403528,-0.432849,-0.690087,0.230775,0.947421,0.264456,0.961811
390,459.238,1,20.6221,22.6838,14.74,1.52365,0.0448039,-0.419016,-0.511175,0.2175,1.01925,0.250467,0.887304
391,463.878,1,20.7716,23.0443,14.8701,1.50163,0.0480378,-0.418,-0.427949,0.22019,1.07739,0.262751,0.840324
392,458.923,1,19.9659,24.0434,14.9435,1.46392,0.0444638,-0.388427,-0.515439,0.228631,1.06916,0.277839,0.846416
393,453.371,1,20.7368,23.6784,13.7175,1.46386,0.0424497,-0.419947,-0.454466,0.22938,1.05074,0.279405,0.804411
394,458.996,1,20.8966,23.7174,13.4778,1.54217,0.040826,-0.421895,-0.353117,0.221577,1.05539,0.275764,0.868476
395,455.533,1,20.5325,24.3802,12.3034,1.54213,0.0390183,-0.402028,-0.278382,0.232094,0.92249,0.274353,0.936502
396,462.87,1,20.7488,24.8927,12.2782,1.63366,0.0407607,-0.416532,-0.235697,0.21635,0.965633,0.273912,0.887238
397,475.56,1,20.631,24.607,10.9058,1.60899,0.0473711,-0.414164,-0.0975494,0.220024,1.02295,0.280641,0.960933
398,464.313,1,20.6589,24.8583,11.2323,1.6288,0.0428203,-0.416363,-0.320096,0.22077,0.905085,0.265745,0.916569
399,466.529,1,20.8372,24.4989,11.7177,1.64916,0.0440604,-0.419395,-0.399902,0.218691,1.0081,0.26294,0.818647
400,467.748,1,21.1427,24.3224,11.9886,1.61076,0.0463523,-0.433084,-0.346585,0.218554,1.01031,0.243448,0.90808
401,461.17,1,20.6979,25.0489,12.6621,1.47898,0.0513739,-0.415659,-0.369933,0.213888,0.986395,0.229537,0.900399
402,459.62,1,20.5691,25.0485,12.3132,1.47893,0.0489857,-0.408033,-0.411583,0.219455,0.89574,0.248988,0.941896
403,454.997,1,20.6235,24.3632,13.5159,1.47885,0.0453022,-0.407948,-0.236594,0.215638,0.990264,0.242978,0.912964
404,454.794,1,20.2399,24.6371,12.0131,1.29971,0.0540525,-0.396109,-0.395415,0.218438,0.936641,0.251067,0.93205
405,462.421,1,19.9612,24.7488,12.1707,1.39627,0.0508258,-0.380765,-0.337903,0.22254,1.06592,0.250024,0.956542
406,461.442,1,20.888,23.9867,13.7542,1.43209,0.0488533,-0.41711,-0.592269,0.22744,1.07221,0.234615,0.984229
407,452.075,1,20.3022,23.8304,15.0516,1.40821,0.046255,-0.407294,-0.539211,0.219236,1.06875,0.219006,0.942082
408,454.966,1,19.8533,23.8873,15.3984,1.41824,0.048569,-0.384279,-0.430173,0.216087,1.08209,0.202264,0.987649
409,461.59,1,19.9925,23.4902,14.7758,1.39358,0.0499026,-0.389034,-0.616384,0.21781,1.22415,0.209088,1.03703
410,455.401,1,20.7367,24.1979,12.9697,1.39024,0.0452879,-0.421898,-0.754942,0.216004,1.23581,0.212102,1.06631
411,455.164,1,20.5539,24.2295,13.7057,1.42657,0.0440346,-0.417304,-0.600873,0.213834,1.20311,0.215467,1.04161
412,458.566,1,20.3213,23.5192,14.6169,1.48184,0.0400189,-0.401917,-0.820243,0.225848,1.19353,0.226991,1.10651
413,464.625,1,20.1415,23.602,14.5118,1.38791,0.0501919,-0.406383,-0.698225,0.216745,1.19951,0.228081,1.07211
414,461.437,1,20.0929,23.6332,12.6957,1.36305,0.0511915,-0.397233,-0.641794,0.207374,1.21895,0.221481,1.04302
415,459.209,1,20.0407,23.8579,12.4674,1.42244,0.0465739,-0.391279,-0.61687,0.209503,1.25641,0.20656,1.07694
416,454.145,1,20.6381,23.9103,12.717,1.42243,0.0464726,-0.413991,-0.627327,0.221129,1.1389,0.193601,1.02415
417,451.726,1,20.2774,23.5847,12.9301,1.39754,0.0473357,-0.39958,-0.756211,0.220651,1.17728,0.185439,0.971789
418,455.86,1,20.7274,23.6842,12.3155,1.37594,0.0479374,-0.409168,-1.04501,0.228324,1.14446,0.218928,0.978042
419,459.495,1,20.4129,23.5341,12.6344,1.40161,0.0462676,-0.412022,-0.989805,0.221673,1.22208,0.210481,1.09421
420,455.076,1,20.3299,23.8079,14.0422,1.51151,0.0431107,-0.407299,-0.888844,0.219282,1.11321,0.199947,0.969988
421,458.758,1,20.3874,24.1698,13.8774,1.46011,0.0475107,-0.402252,-0.90912,0.22093,1.16166,0.187204,1.05375
